,Comment
73,"félicitations ludo ! m’inscris à formation! continues excellent travail, contenu pertinent combien précieux! longue vie! peux mettre lien formation? l’agi d’ici fin décennie surprend beaucoup, n’est-ce 40 ans avance évaluations plus optimistes tegmark?"
74,bravo ludo 100 k! c'est amplement mérité.
75,félicitations ludo. meilleur ia
76,"félicitations, mérite amplement ! j'ai hâte voir mise à jour !"
78,"si courbe à vraiment été calculée alors non l'agi atteinte 2027 peut plus haut courbe exponentielle , là où semblera vois bien courbe question ca moment décris ."
79,bravo à toujours aussi génial
80,faut censurer tout bazard!! millions gens vont retrouver sans emploi! c'est debut fin monde!
81,bravo trophée ! merci travail accompli
82,"si l'agi atteinte jours boite us , n'en sortira ."
83,si agi atteinte très certainement boîte us
84,oui ;) donc inutile trop rêver ici ^^
85,magnifique trophée représente beaucoup toi.
86,"top trophée, semble cela faisait an challenge !! c'est largement mérité, encore merci ludo. top formation !"
87,"décrit correspond d'avantage à super intelligence (asi), l'agi intelligence générale équivalente à celle d'un être humain sens l'autonomie à effectuer tache, ça grand pas, car aujourd'hui gpt4o incapable mener tache toute autonomie."
88,bravooooooooooooo
89,bravo à ! mérites grandement :)
90,bravo !!!
91,"surpris qu' adam d'angelo faisait finalement parti ceux souhaité l'éviction sam altman, drama lieu juste après l'annonce gpts entrait concurrence directe poe."
92,"naan... 100k abo ?!!! enorme gg , c'est passé vite ! n'oublies reposer hein... ;)"
93,mc'est gpt-combien fera appels temps reel ? lol
94,"hello, bravo trophée merci travail. j'ai voulu prendre promo code mis automatiquement marqué comme non valable..."
95,félicitations
96,videos plus plus bidon sans interet...
98,apres novembre car élections pr usa eviter deepfakes
99,séparation roles principe securite n:est appliqué : architecture securite séparé l'opérationnel (rusque juge partie car sam.altman )
100,bref problème flagrant gouvernance
101,mauvais sais régler micro. voix fumeur.
102,parle modèle agentique n'est toujours capable faire comparer gpts ensemble autrement sequencement ni même creer gpt coopération divers gpts
103,rappel comité sûreté sécurité existait avant a été dissous membres vires cf déclarations anciens membres ...je tres dubitatif sujet part d'open surtout sam atlman
104,merci !
105,merci man bravo
106,"félicitations, c'est top ludo, d'avoir franchi 100 000 abonnés youtube. vois youtube récompensé trophée, super plus cas fixé mur, hé hé. félicitations tout travail."
108,"bravo ludo, petite question quand veux souscrire à formation m’annonce 399€ alors vidéo apparue y’a 3h vois l’offre à 99€ c’est normal ?"
109,bravo
110,
111,"vois ça minimum septembre. a toujours tas trucs à changer dernier moment. plus faut infrastructures, puissance technique, rappelons gpt4-o encore limité, même utilisateurs premium. j'ai tellement hâte, gros c'est dernier modèle avant l'agi."
112,yeahhh 100 k félicitations ludo
113,bravo
114,salut ludo merci beaucoup vidéo pense raison prévision. l'avenir seul dira !
115,open ia mange a tout rateliers (apple microsoft) ;-)
116,félicitations ludo. comment livreur fait-il connaitre contenu paquet jusqu'à féliciter ? faudra l'auditer..lol
117,haha youtube met gros carton
118,ah comprends maintenant ...lol
119,judicieux t’offrir boule cristal célébrer 100 000 abonnés. cela t’éviterait quinze minutes spéculations alambiquées vidéo vingt minutes.
120,merci m'avoir sauver 20min m'a vie lol
121,?
122,même genre prédiction search gpt comme quoi c'était l'objet conférence d'open ia début mai alors rien à voir.
123,-en4ek6xt6w attention car toutes videos cette chaine comme celle ci meme souvent tres interessantes . senti obligé d'intervenir celle car c'est video type vidéo demandes a fin t'a appris exactement ????
124,"ha d'accord, j'avais déjà vue vidéos avant trouve titres très click bait j'aime trop cela bon vais voir prochaine vidéos espérons c'est différent"
126,-en4ek6xt6w effectivement j'espere aussi car a talent gars alors dommage qu'il laisse aller comme ça parfois a prendre truffes
127,manque quand même fonction mémoire europe... l'ai testé via vpn... c'est vachement pratique
128,"félicitations ! rajoute : « veut aller loin, ménage monture !! » alors, prends soin car inutile cramer alors potentiel travail très loin d’être atteint cela suppose adaptation organisation rythme !! toute amitié !!"
129,"bonjour ludo. trophée d'argent youtube plus mérité ! allez, route vers trophée d'or. félicitations, ludovic merci encore encore l'excellence constante contenus instruction plaisir !"
130,"trop beau trophé ! bravo, l’as bien mérité"
131,estimation date fausse car dates l'abscisse à l'échelle 2021 situe à même distance 2023 2023 à 2024 à moins qu'il effet perspective l'image ça change rien calculs l'ia quand même faux.
132,encore félicitations
133,bravo! très content toi! c'est mérité!
134,"bonsoir ludo, tout d'abord félicitations 100 000 abonnés. merci toutes bonnes nouvelles, non-voyant j'attends impatience l'évolution toutes intelligences artificielles pourront changer quotidien. bonne journée à bientôt d'autres nouveautés."
135,bravo 100k
136,bravo ludo avoir dépassé 100 000 abonnés youtube ! engagement expertise intelligence artificielle exemplaire. merci continuer à inspirer à éduquer communauté. félicitations cet accomplissement impressionnant !
137,très content d’avoir acheté formation ludo finalement vois grande différence entre donnes tous jours qu’on doit payer. bon c’est façon compenser efforts
138,idem moi. tout travail mérite salaire. plus brochure prompts génials
139,"bravo, super, travail !"
140,"félicitations, ludo , mérites amplement"
141,"félicitations, trophée bien mérité"
142,bravo 100 000 . c'est mériter.
144,"félicitations, ludo, avoir franchi cap 100 000 abonnés youtube ! travail acharné passion marketing digital l'ia véritable inspiration. continue à partager expertise à aider communauté à grandir. bravo cette belle réussite !"
145,ouah beau trophée! très heureux équipe. quant à gpt 5 apple c’est jouable. l’avais commenté a quelques temps chaîne. tout cas j’en l’eau à bouche ipad grouille d’impatience. merci à
146,merci contenu qualité proposes. félicitation 100k.
147,félicitations trophée! travail très précieux. merci à toi!
148,félicitation trophé !
149,félicitations trophée largement mérité
150,j'espère qu'ils vont faire crm next gen adapté à réparation.
151,"bonjour ludo, quelle était surprise fin vidéo ?"
152,c’est appât tenir accroché jusqu’au fin vidéo. plupart youtubeurs emploie cette stratagème .
153,"devoir payer 99 euros mdr , etait ca surprise mdr"
154,-do7di
155,félicitations 100k!!!
156,vraiment hâte ! j’ai acheté formation j’aimerais savoir si allez mettre possibilité regarder vidéos formation x2 pouvoir repasser vidéos ?
157,peux rajouter extension a navigateur changer vitesse n'importe quel video
158,"merci réponse, j'ai mis place aujourd'hui l'automatisation c'est assez magique !"
159,abrége frère
160,"parles tellement pâteuse, bois peu"
161,"ici parle choses sérieuses, retourne regarder skibidi toilet c'est mieux"
162,"2:10 bonjour. définition super ai, l'agi. ps : chat gpt déjà, stupidement, l'agi."
165,"mira a dit : rien avant élections américaines , donc rien avant novembre."
166,intéressant ! source cette info à partager ? merci !
167,"félicitations, à chaque vidéo!"
168,"bravo trophée 100k, bien mérité !"
169,"/ super, ludo, toutes informations primeur... pourrais faire lien prochaine vidéo l'on puisse télécharger photo trophée youtube bien mérité..? vive chaîne"
171,oui :)
172,félicitations travail trophée 100000
173,félicitations ludo ! c’est mérité !
174,ouiii trophée !!!! bravo l’évolution chatgpt a été tellement rapide ! c’est incroyable tout qu’on peut faire aujourd’hui ! oh dommage été invité ça drôle d’avoir faire vlog l’évent !
175,"depuis début, toutes félicitations tout cet énorme travail. vive hac."
176,"devrait mettre focal fixe, c'est énervant zooms bouges. sinon peu plus pauses phrase cette vidéo ça fait bien, merci"
177,bravo !
178,enfin a date sortie estimée !
179,où fameux gpt search devait sortir debut mai selon prédictions?
180,a copilot
181,non pense deux puissent être confondus.
182,j’en parlé vidéo réaction à gpt-4o ;)
183,i ́m ... gpt ... next
184,aussi déjà là !!! prem’s merci
185,"ouaou ,,,t cerveau"
186,a deja video tres competente defakator youtube merci
187,beautiful
188,"yeux, parfois c'est top forme presque toujours regard vide!"
189,ia trahit semblables ...
190,"temps population ensemble apprenne a reperer erreurs, l'ia fera plus"
191,amixem ?
192,i will never stop proclaiming his work maskoffaid foot my family bills by adding some fund into my cashapp account successfully
193,i will never stop proclaiming his work maskoffaid foot my family bills by adding some fund into my cashapp account successfully
194,"oublié l'absence pomme d'adam, c'est trop complexe a reproduire car mouvement perpétuel, varie selon volume voix, stress, si voix forcée produire tessiture grave plus aiguë. fait, passée où tienne ? bisous loulous ic"
196,image artificielle n'est rien plus qu'une image truquée...et images truquées ça date d'aujourd'hui
197,monde... conseils valent mieux articles... wc campagne.
198,"faisait montages photos photoshop avant, maintenant tâche juste simplifiée, reconnaître fakes technique reste même, c'est yeux qu'il faut utiliser c'est cerveau"
199,vrai n'est qu'un moment faux. g.debord
200,comment reconnaitre image faite ia ? simplement ouvrant yeux ...sans déconner mains c'est sommet l'iceberg quand regarde n'importe quoi image ia comprends directe ya rien va .
201,monde chelou
202,"j'espère technologie va s'arrêter,elle sert strictement à rien à part faire mal"
203,tout devient faux monde délaisse vrais
204,"paradoxalement, l'avènement l'ia fait gens vont détourner totalement d'internet car dernier perdu toute crédibilité...."
205,"effectivement, ça commence à germer doucement tête. entre arnaqueurs facebook, brouteurs, fausses nouvelles, internet nid faux"
206,".indomptable pourtant tout ça antérieur à facebook. vol téléphone porte à porte existait déjà. pareil fake news, journaux papiers."
207,wsh cyprien
208,toutes astuces obsolètes quelques semaines.
209,"journaliste france, ça sert vraiment à rien. c'est fou ça. c'est limite méprisant"
210,quel rapport journalistes ? c'est modifie images c'est juste gens veulent faire propagande nuire à quelqu'un c'est personnes lambda moyens d'avoir bon matériel informatique bon logiciel
211,parceque mec pond information inutile. tout ça sait apprend rien. payé sert à rien. c'est quand super simple reconnaître image générée
212,cyprien ?
213,merci monde
214,désolé y’a personne fait dupé images ia
215,si ptdrrr
216,"oula, naïveté trop puissante l'ami"
217,".indomptable comprend r à r, viens faire mec intélligents, arrogance condescendance met bien profond, merci."
218,"navré, commentaire n'était vous. ravie idées là tête, elles uniquement votre, passage.."
219,dr guzz ?
220,"simple, défauts"
221,"c'est triste technologies font monde, peut plus faire confiance à rien, plus rien n'a valeur."
222,stylé
223,"faut juste plus fier images malheureusement, à part celles publiées comptes officiels. y’aura bientôt technologies cryptographie aussi permettront d’authentifier images prises appareil photo donné"
224,"twitter, quasiment comptes officiels malheureusement si continue cette direction"
225,caractère officiel d’un compte n’est hélas garant vérité informations l’on trouve.
226,oui plus si c’est photo compromettante justement publié officiellement
227,mieux été mettre lien site capable reconnaître image généré ia description.
228,oui c'est plus simple
229,"passer ia entraînée à reconnaître images générées ia !!! regarder miroir devant miroir ? encore, éviter l’intoxication, plus regarder d’images..."
230,good explenation. keep going
231,très bon cours attendons pratique
232,"interessant,merci."
233,très bon cours merci monsieur attends pratique
234,très interessant: https://youtu.be/ujqsuzzxj_s?si=verb6zouzaqccpt0
235,plus: https://www.youtube.com/watch?v=wthoouuexso&t=277s
236,"permettez corriger disant l'intelligence spatiale, n'est retrouver chemin, c'est comment positionner sein d'une société, savoir qu'elle place, gens niveau bas cette intelligence, vus comme dépassant leurs limites... parler fort, commérage, médisance.,,, merci"
238,comme l'exercice fais café dina ilyas savoir comportement àgressif personne n'as réagis tout monde a pris silence hasnae provoqué gens été assistées trés bon travail.
239,j'aime méthode laquelle utilisez expliquer concept.
240,merci. heureux cela plaise.
241,thank you sir it's great
242,glad you liked it.
243,merci beaucoup
244,merci à intérêt.
245,merci cette vidéo riche information
246,merci à avoir regardées.
247,merci infiniment. enfin exposé clair question
248,super. c’était but ...
249,remercie l'information prend bonne note.
250,merci à vous.
251,très bien. très clair. j'ai enfin compris pourquoi matraquage publicitaire.
252,j'en fort heureux. c’était l'objectif.
254,"tout a fait raison. j'ai fait choix d'un raccourci, hasardeux l'accorde, mettre l'emphase l'adaptation. débat reste ouvert cependant l'origine mutations génétiques, possible résultat choix répété individus face a l’évolution leurs univers. long débat ..."
255,vidéo permet récolter différentes opinions évaluer j'ai sur... merci pr
256,science n'est faite d'opinions d'expérimentations d'analyse résultats.
257,pense darwin parle à l’échelle l’espèce uniquement l’individu. donc a notion système à prendre compte
258,"tout à fait, c'est bien là problème. l'organisme ici l'entité concernée, l'espèce, c'est bien effectivement préciser, merci."
259,"bonjour, non."
260,merci beaucoup monsieur c’est vraiment super intéressant
261,merci encouragements.
262,fond vert brille crane
263,marrant
264,c'est exact. technique vidéo fond vert s'est avérée beaucoup plus difficile prévu. surtout espace réduit. malgré éclairage puissant arrière contrer réflexion l’écran vert. vraiment simple. bon ... c'est contenu compte non ? :-)
265,"​-yourguidetoartificiali1079 bien évidemment plus important c'est contenu, merci encore partage."
266,"bonjour, pourrais écrire"
267,merci travail faites
268,merci a
269,great !
270,thank you
271,j’ai adoré vidéo j’ai tout pris note. merci beaucoup partager connaissances.
272,heureux cela plu.
276,"gpt fait calculer distances vectorielles probabilité qu'un mot suive autre fonction corpus d'apprentissage. débat l""intelligence"" n'est fini ..."
277,"-offlyrics7742 oké, n'ai donné suffisamment d'information prétendues ia. elles mécanique informatique produisent a été décidé programmeurs. mécanique informatique c'est extrêmement plus performant capacités humaines. ça n'a aucune intelligence."
278,"comprends pas, n'ai jamais écrit gpt l'intelligence. j'ai écris l'intelligence artificielle ça n'existe pas."
279,"-yourguidetoartificiali1079 ia n'existent pas. seules choses existent programmes informatiques, mécanique informatique."
281,"'intelligence artificielle existe, seulement toujours inférieur à l'intelligence réelle. fait capacités cerveau illimités, impossible à transmettre corps matériel. encore moins permettre d'évoluer a vitesse plus rapide l'intelligence réelle permet."
283,parle d'intelligence artificielle réelle.
284,"flute zut caca boudin.....pfff carte coupe deux voila tralala...moi prend plan b jusque z recomence plan a, voila.....hihihihi....je m'appel marine & j'ai mordue pomme interdite flut allors"
285,:-)
286,formidable
287,merci
288,superbe vidéo merci
289,merci a avoir suivies.
290,!
291,viens vérifier. toujours là.
292,"patientez unpeu, ya"
293,superbe vidéo
294,merci
295,"suis-je seul à trouver sénateurs plutôt ouvert face à cette nouvelle technologie ? a part questions santé l'éducation d'un sénateur peu réactionnaire, trouve autres questions constructives intéressantes."
299,très intéressant
300,"arretez avec""pepite francaise"" ca bouche"
301,"c’est peut-être fait très instruit l’ia, j’ai trouvé réponses très superficielles simplistes. n’ai final rien appris 1h30."
302,payez pinuts 5 ans charges réduites tant startup. arreter blablabla.. copie/coller modèles::
303,open aïe !
304,"moment l'ia va remplacer plein jobs.. france cir, salaire bas, rupture conventionnelle.. lancer idées travail.. travaux viennent publications étrangères, n'avez brevets.. c'est copier/coller.. time will tell"
305,questions tristes. devrait s’autoriser à avoir opinion l’ia générative sans s’être formé pendant moins 10 heures essayer comprendre dont s’agit.
306,mistral a utilisé technologies google meta faire modèle..= pense 20 salariés mistral vont battre géants usa
307,pure produit gauche française.
308,bonjour
309,bon politicien
310,faut sénat auditionne également spécialistes propriété intellectuelle notamment secteur artistique.
311,inteligense artificiel vas faire beaucoup chomeurs / va aussi cree autre produits emplois but economie travail consomation/ alfred sauny / verite
312,"avril 2023 , aujourd'hui à pointe ia opensource"
313,"tant chercheur ia utilisateur mistral, trouve cette participation très bonne!"
314,gentil aussi nouveaux problèmes considérables.
315,"comme a dit, nouveaux défis"
317,"dit bien ia outil, probleme homme..."
318,"trouve ceo mistral excellent, ca m'étonne qu'ils aussi bons"
319,donc gauche réformes éducatives l'emploi = poubelle blaireaux
321,openaïe!
322,change climatique securite intelligence artificielle tres important france aujourd'hui¡¡
323,pathétique tous fonctionnaires retard tout
324,"a 17:00 comme si l'ia allait régler pb déserts médicaux crise l'enseignement. a chaque fois qu'on veut faire passer truc, sort carte santé l'éducation, fois d'avant c'était 5g. tout monde pourra constater à quel point médecine l'éducation amélioré depuis 5g !"
325,c'est audition promotion ?
326,"qu'on mette avant france, entreprise fait rayonner monde tire l'europe ça pose problème ? mistral c'est l'occasion française rester compétitif industrie va devenir pionnière demain laquelle l'europe grand retard"
327,"toutes start-ups juste là avoir l'argent business angels subventions nationales , puis vendre meilleur prix à boîtes plus grosses. vérifiez. c'est qu'à fait ancienne boîte."
328,"comment nous, investisseurs non professionnels, pourrait investir société ? pense très nombreux capitaux resteraient français."
329,pu placer mistral à place éviter tout « euhhh » phrases à rallonge.
330,aimerait voir
331,choc entre deux mondes
332,c'est nuls naturels causent l'ia ! lol
333,"insupportable d'entendre parler cet homme multiplie anglicismes: ""porocessiser"", ""upside"", j'en passe."
334,concentrez-vous fond plutôt forme. c'est bien + intéressant.
337,"plus cerveau humain n'a non plus fonctionnement mystique imprevisible, c'est somme fonctions (jusqu'à preuve contraire)"
338,c'est peur remplacement. l'homme a besoin croire qu'il meilleur irremplaçable n'est cas. l'ia pourrait peut-être enseigner modestie ? alors devront créer modestie artificielle
343,combien temps? amis américains toujours là racheter.
344,"gauche attaque résolument tout fait qualité débat, dont typiquement formation mathématique"
345,logique sénat veux largué économie productivité optimisation
346,traducteurs voient déjà leurs jobs fondrent devant ia ... imaginez 10 ans
347,autre chose neuneuxxx lfi !
348,"mistral très bon modèle langage faire l'analyse documentaire multilingue assistée, notamment machine local. super boulot !"
349,"traduit mal explique mal ""artificial intelligence"" c'est traitement artificiel données...pas l'intelligence humaine"
350,l'intelligence ... tout !
351,"demande combien temps ça va prendre gens ""intelligents"" comprendre mot ""intelligence"" réduit à l'intelligence humaine..."
352,merci débat pertinent
353,excellent débat. très intéressant. bravo arthur
354,arthur mensch parti rendre visite a grand parents a l'ehpad? serieux moment a vieux pays quoi ?
355,"ca fait bien voir jeunes français maitrisent leurs sujets, sous l'angle technique. niveau vraiment très élevé. bien garder prépas, formation haut niveau math...."
356,encore mieux garder étudiants issus france xd
357,"ouais enfin calmons-nous ... france tout juste moyennes pays l'ocde ... entre 15e 29e place 81 pays.... loin d'une ""formation haut niveau"" ..."
358,"classement pisa reflète moyenne reflète rien qualité prépa études supérieures. revanche, ça dit beaucoup chose système éducatif disparité qu'il peut avoir entre élèves issus milieux sociaux différents, entre petites grandes villes etc."
359,cas faut baisser impots entreprises qu'elles s'installent france paiyent salaire correcte a ingés
361,entièrement d'accord - trouve m.mensch a vraiment vision aiguisée société écosystème - l'ai trouvé beaucoup plus pertinent nombre politiques même d'autre ceo sociétés plus importantes.
362,200 meilleurs mondiaux recherche 80 français 15 premiers 8 français oui gros gagas battent avoir
363,"quelle source permet d'affirmer ça ? parle quoi ""meilleurs mondiaux"" ? universités ? chercheurs ?"
364,+
367,"1e remarque : pense l'ia formidable entreprise "" déresponsabilisation "" - 2e remarque : crois dizaines milliers d'élèves issus milieux défavorisés disposeront outils l'ia, cela risque même renforcer inégalités."
370,"merci d'avoir pris temps répondre. encore phase d'interrogation, donc réflexion, puis émettre avis catégorique sujet."
372,"“vous choisi fonder start up france” sauf modèle mistral tourne serveurs sont... américains. oui c’est cloud microsoft azure héberge puissance calcul données. pourquoi chez français hébergeur data center france comme ovh lieu 3 cloud public américain (gcp, azure aws)?"
374,hélas n'avons infrastructures faire l'inférence à échelle pays...
376,"vision naïve. n'est années, décennies retard domaine..."
377,"excellente remarque ! ingénieurs mistral français, toute infrastructure dépend sociétés américaines, nvidia notamment."
378,"n'ont juste choix car d'alternative viables france. peut reprocher, c'est plutôt à france remettre question sujet."
379,"perso, modèles mistral j'ai tournent pc ^^"
380,qu'est-ce qu'elle bavarde ! aimerait plutôt entendre l'invité !
381,"excellente intervention robotique 1:10:52. liste tous robots humanoïdes bio, france clairement larguée usa, china, japan..."
382,@jeanpinard 0 seconds ago coeur robot l'intelligence encore largué point
383,tout comme llm questions étaient statistiquement prédictives :) retiens c’est peur générée l’atavisme pouvoir contrôle
384,model trop puritain entrain préparer mien sans limite pourra aborder tout sujet.
385,"comprends tous commentaires négatifs, débat bonne tenue. membres sénat tout jeunes leurs questions pertinentes. c'est peu mesquin critiquer prononciation d""ai sénatrice"
386,populisme facile. mm avis vous.
387,"plus ça va plus assiste à clivage fragrant, entre ceux détiennent savoir, font usage décent entendement, masse grouillante radicalisée comprend enjeux veut à tout prix découdre."
388,​ vision binaire simpliste choses n'est radicale évidemment
389,"ah, crois j'en trouvé un, a conscience rive laquelle trouve..."
390,"qu’au tout début vidéo, rejoins. commissions intéressantes, a malheureusement toujours je-sais-tout râleurs commentaires. qu’ils aillent faire cuire"
391,mesquinerie marque imbéciles !
392,cette finesse d'esprit.. doit être pénible vivre parmi masse grouillante ignorante
394,texte écrit l'ia mistral
395,petit cour d’orthographe aussi.
396,non. 1h30 gagné.
397,"c’est vraiment pathétique, niveau parlementaires cette salle. a même s’est mis à parler syndicats chez mistral non sérieusement."
399,oui bizarre beaucoup préoccupation l'alignement llm discour helon musk a carrément dit modeles actuel entraînés a mantire
400,alignement?
402,très bon merci
404,"millions personnes remplacees emploi llm ravies apprendre remplace intelligence, juste ""une bouche oreilles"" xd"
406,ca change rien probleme
408,pendant temps syndicats ronflent profondément. réveilleront faire grève quand pied mur
409,syndicat = cancer
411,pouvoir nier l'holocauste semble être préoccupation importante obsessionnelle 100 ans après événements.
412,"""forcément"" vu schéma actuelle démontre retour a culminé l'holocauste justement! si tuer millions personnes c'est ""rien"" d'autre c'est obligation l'empêcher plus tôt!"
413,"ok troll, ca semble important pouvoir faire apparement"
414,c'est bien obsession êtes preuve...
416,cela témoigne l'imprégnation mentale permanente constamment réactualisée sujet esprits alors cela a (presque) 100 ans. n'y a d'autres événements même traitement occident. (le reste monde s'en fiche...)
417,"mesdames, messieurs, légiférez vite bien, c'est fabriquez moteur dynamique entrepreneuriale !"
419,meilleur commentaire j'ai vus merci d'avoir compris gouvernement tellement obsolète qu'on peut très facilement remplacer ia opensource auditable personnes habilitées jugé incorruptible ya grand monde plaque chaîne peut aider a
420,"justement, c'est ça y'a l'argent à faire france. existe tellement niches inexploitées parce français moyen paresseux s'en branle."
421,-pz6wb7tx8s plaque chaîne ? vouliez dire blockchain ?
422,"top. contre coté opaque prise données souci, notamment artistes."
423,c'est necessaire. us chine font depuis decennies startup europeennes interdite cest stupide
424,"quand allez voir toile sculpture demandez a chaque foi comment l'artiste a été formé? a copier pendant études? non admirez non, œuvre, point! ia ""apprend"" autres artistes, exemple, copie pas, copie c'est justement marque ""non"" ia!"
425,"c'est plus compliqué ça, watermarks getty images étées retrouvées images générées ia. cherche procès getty, midjourney, stable diffusion google..."
427,peut surtout supplanter facilement manque d'intelligence flagrante nombreux citoyens!
428,"etre corrompue manque d'intelligence citoyens. souvenons modeles entraines donnees trouvees internet. comme dit informatique, garbage in, garbage out."
429,a pourtant été explicitement posée à 36 min.
432,"si documentez logiciel alphago, verrez qu’il fonctionne simulant millions coups (en fait faudrait milliards!). a intégré règles parties jouées passé construire propre logique d’où coup génie."
