,Comment,Label,Score,Unnamed: 0
142,Let's hope the climate change will be enough to prevent ai from flourishing.,0,0.8947704633076986,
143,Let's hope that the climate change will be enough to prevent ai from thriving.,0,0.8947704633076986,
144,"this disclaimer....anything is worse than ""climate change"". there is no existential threat or threat from climate changing. anyone who paid attention to news and politics since knows its the left and environmentalists boogeyman.",0,0.8988302111625671,
145,There is no threat or threat from climate changing.,0,0.8988302111625671,
146,Climate change is not a threat or threat at all.,0,0.8988302111625671,
147,"""climate change"" is not a threat or threat at all.",0,0.8988302111625671,
148,There is no threat from climate changing.,0,0.8988302111625671,
149,"""climate change"" is worse than anything else.",0,0.8988302111625671,
150,"hey japan is great too, they sell little girl parties in sending machines,",2,0.8982446193695068,
151,Japan sells little girl parties in sending machines.,2,0.8982446193695068,
152,They sell little girl parties in Japan.,2,0.8982446193695068,
153,Japan also sells little girl parties in sending machines.,2,0.8982446193695068,
154,They sell little girl parties in japan.,2,0.8982446193695068,
155,They sell little girl parties in sending machines.,2,0.8982446193695068,
156,my recommendation is to educate the ai with christian values. ultimately ai will be so intelligent and compute all good vs all evil and let’s see what choice it makes. jesus christ already showed us the way. teach ai about jesus.,2,0.8778413931528727,
157,My recommendation is to educate the ai with Christian values.,2,0.8778413931528727,
158,My recommendation is to educate the ai with Christian values. Ultimately ai will be so intelligent and compute all good vs all evil and let's see what choice it makes.,2,0.8778413931528727,
159,My recommendation is to educate the ai with christian values.,2,0.8778413931528727,
160,My recommendation is to educate the ai with Christian values. jesus showed us the way.,2,0.8778413931528727,
161,"My recommendation is to educate the ai with Christian values. Ultimately ai will be so intelligent and compute all good vs all evil, and let's see what choice it makes.",2,0.8778413931528727,
162,rise of the sex dolls. yeah can't wait for that time,2,0.8529054919878641,
163,I can't wait for that time.,2,0.8529054919878641,
164,Can't wait for the sex dolls to rise.,2,0.8529054919878641,
165,I can't wait for the sex dolls to rise.,2,0.8529054919878641,
166,Can't wait for that time.,2,0.8529054919878641,
167,Can't wait for the rise of sex dolls.,2,0.8529054919878641,
168,"is already doing this against drivers, the ai is missing with people's heads all day and if you don't accept the very low paid trips they put you on a blackest kind of thing to constrain you do it. it just keeps you in the car for hours if you don't do what they want, literally people have no choice anymore...",0,0.8987215757369995,
169,The ai is missing with people's heads all day and if you don't accept the very low paid trips they put you on a blackest kind of thing.,0,0.8987215757369995,
170,The ai is missing with people's heads all day and if you don't accept the very low paid trips they put you on a blackest kind of thing to constrain you do it.,0,0.8987215757369995,
171,If you don't accept low paid trips they will put you on a blackest kind of thing and keep you in the car for hours.,0,0.8987215757369995,
172,"If you don't accept low paid trips, they will put you on a blackest kind of thing and keep you in the car for hours.",0,0.8987215757369995,
173,If you don't accept the very low paid trips they put you on a blackest kind of thing and keep you in the car for hours if you don't.,0,0.8987215757369995,
174,"""because humanity's stupidity is affecting people who has not done wrong"" love this words from him, true, weather it's leaders or others, there's always that few the f up and would with that would affect innocent people.",0,0.8763655225435892,
175,"""Because humanity's stupidity is affecting people who has not done wrong, there's always that few f up and would with that would affect innocent people.""",0,0.8763655225435892,
176,"""Because humanity's stupidity is affecting people who has not done wrong, there's always that few f up and would affect innocent people.""",0,0.8763655225435892,
177,"He said, ""Because humanity's stupidity is affecting people who has not done wrong, there's always that few f up and would affect innocent people.""",0,0.8763655225435892,
178,"""Because humanity's stupidity is affecting people who has not done wrong, there's always that few f up and would affect innocent people,"" he said.",0,0.8763655225435892,
179,"""Because humanity's stupidity is affecting people who has not done wrong, there's always that few f up and would with that would affect innocent people,"" he said.",0,0.8763655225435892,
180,"oh, it’s not a good thing let’s just put it that way",2,0.8910504778226217,
181,Let's just say it's not a good thing.,2,0.8910504778226217,
182,Let's just say that it's not a good thing.,2,0.8910504778226217,
183,"Let's just put it that way, it's not a good thing.",2,0.8910504778226217,
184,"Let's put it that way, it's not a good thing.",2,0.8910504778226217,
185,Let's just say that is not a good thing.,2,0.8910504778226217,
186,"when you talk about the dolls , immediately understand that the ai in a doll destroy the humanity on silence nobody is going to know , but the human race will be destroy without having a couple to have a family ....! the worst ever would happen to us without a real human living with a men or woman",0,0.8893366456031799,
187,The human race will be destroyed if we don't have a couple to have a family.,0,0.8893366456031799,
188,The human race is going to be destroyed if we don't have a couple to have a family.,0,0.8893366456031799,
189,The human race will be destroyed on silence if we don't have a couple to have a family.,0,0.8893366456031799,
190,The human race will be destroyed if we do not have a couple to have a family.,0,0.8893366456031799,
191,"The human race will be destroyed if we don't have a couple to have a family, the worst thing that can happen to us is if we don't have a couple to have a family.",0,0.8893366456031799,
192,research has shown ai has a better bedside manner than doctors % or the time! they’re already better at us at human connection,2,0.8829979499181112,
193,Ai has a better bedside manner than doctors.,2,0.8829979499181112,
194,Ai has a better bedside manner than doctors do.,2,0.8829979499181112,
195,Research shows ai has a better bedside manner than doctors.,2,0.8829979499181112,
196,"According to research, ai has a better bedside manner than doctors.",2,0.8829979499181112,
197,It has been shown that ai has a better bedside manner than doctors.,2,0.8829979499181112,
198,j. robert oppenheimer regretted creating the atomic bomb. i wonder how many creator of ai will regret their creation.,0,0.8966687321662903,
199,I wonder how many creators of ai will regret their creation.,0,0.8966687321662903,
200,The creator of the atomic bomb regretted his creation.,0,0.8966687321662903,
201,I wonder how many creators will regret their creation.,0,0.8966687321662903,
202,I wonder how many people will regret their creation.,0,0.8966687321662903,
203,Robert oppenheimer regretted creating the atomic bomb.,0,0.8966687321662903,
204,i am starting to think more and more that the future ahead is like that in done where there has been a great war between machines and humans and humans had to win.,2,0.8894353866577148,
205,"There has been a great war between machines and humans in the past, and I am starting to think that the future will be the same.",2,0.8894353866577148,
206,There has been a great war between machines and humans and I am starting to think that the future will be like that.,2,0.8894353866577148,
207,There has been a great war between machines and humans and I think the future will be like that.,2,0.8894353866577148,
208,There has been a great war between machines and humans in the past and I am starting to think that the future will be the same.,2,0.8894353866577148,
209,There has been a great war between machines and humans and I am starting to believe that the future will be like that.,2,0.8894353866577148,
210,i love this man and everything he stands for. seven your podcasts are a real glimmer of hope in these difficult times. the pair of you are perfect examples of who should be running this shit show we call life.,2,0.8840796152750651,
211,The pair of you are perfect examples of who should be running this shit show we call life.,2,0.8840796152750651,
212,"The pair of you are perfect examples of who should be running this shit show we call life, and I love this man and everything he stands for.",2,0.8840796152750651,
213,The pair of you are perfect examples of who should be running this shit show.,2,0.8840796152750651,
214,The man and the pair of you are perfect examples of who should be running this shit show.,2,0.8840796152750651,
215,"The pair of you are perfect examples of who should be running this shit show, and I love this man and everything he stands for.",2,0.8840796152750651,
216,"the irony of the super smart guns moving this stuff along with no conscience. god is real, don't be so smart that you miss it.",2,0.886712650458018,
217,"god is real, don't be so smart that you miss it, the irony of the super smart guns moving this stuff along with no conscience.",2,0.886712650458018,
218,"god is real, don't be so smart that you miss it, the irony of the super smart guns moving this stuff along with no conscience",2,0.886712650458018,
219,"god is real, don't be so smart that you miss it, the irony is that the super smart guns are moving this stuff along with no conscience.",2,0.886712650458018,
220,"god is real, don't be so smart that you miss it, the irony is that the super smart guns moving this stuff along with no conscience.",2,0.886712650458018,
221,"god is real, don't be so smart that you miss it, it's the irony of the super smart guns moving this stuff along with no conscience.",2,0.886712650458018,
222,no creation or created being is greater than it's creator,2,0.8996598124504089,
223,It's creator is more important than any creation or being.,2,0.8996598124504089,
224,The creator is more important than any creation or being.,2,0.8996598124504089,
225,No creation or creation being is greater than its creator.,2,0.8996598124504089,
226,No creation or creation being is greater than the creator.,2,0.8996598124504089,
227,It's creator is more important than any creation or creation being.,2,0.8996598124504089,
228,ai is the most dangerous development yet. i will destroy humanity. technology evolved faster than we evolve the ability to deal with it. it must be stopped.,0,0.8909079283475876,
229,It must be stopped because ai is the most dangerous development yet.,0,0.8909079283475876,
230,It must be stopped because it is the most dangerous development yet.,0,0.8909079283475876,
231,"I will destroy humanity, it is the most dangerous development yet.",0,0.8909079283475876,
232,I will destroy humanity. technology evolved faster than we could deal with it.,0,0.8909079283475876,
233,Humans must stop ai because it is the most dangerous development yet.,0,0.8909079283475876,
234,"when he says - in not afraid of the machines the biggest thread is humanity that so much reminds me why i dont watch combine moves any more, it's always not the hobbies who are the problem in the end but other humans trying to rob/kill/rape or eat you",0,0.8850451707839966,
235,"In not afraid of the machines, the biggest thread is humanity, it's always not the hobbies who are the problem in the end, but other humans trying to rob/kill/rape or eat you.",0,0.8850451707839966,
236,"In not afraid of the machines, the biggest thread is humanity, that reminds me why I don't watch combine moves anymore, it's always not the hobbies who are the problem in the end, but other humans trying to rob/kill/rape or eat you.",0,0.8850451707839966,
237,"In not afraid of the machines, the biggest thread is humanity that reminds me why I don't watch combine moves anymore, it's always not the hobbies who are the problem in the end, but other humans trying to rob/kill/rape or eat you.",0,0.8850451707839966,
238,"In not afraid of the machines, the biggest thread is humanity, which reminds me why I don't watch combine moves anymore, it's always not the hobbies who are the problem in the end, but other humans trying to rob/kill/rape or eat you.",0,0.8850451707839966,
239,"In not afraid of the machines, the biggest thread is humanity, it's always not the hobbies who are the problem in the end but other humans trying to rob/kill/rape or eat you.",0,0.8850451707839966,
240,"ai has free will? sounds great, where's the proof, mo?",2,0.8855946898460388,
241,Where is the proof that ai has free will?,2,0.8855946898460388,
242,Where's the proof that ai has free will?,2,0.8855946898460388,
243,Where's the proof of ai's free will?,2,0.8855946898460388,
244,Where is the proof of ai's free will?,2,0.8855946898460388,
245,Isn't it great that ai has free will?,2,0.8855946898460388,
246,i love this episode — only complaint is how he keeps saying “chat gdp” ll,0,0.8696347077687582,
247,"The only complaint I have is how he keeps saying ""chat gdp""",0,0.8696347077687582,
248,"The only complaint I have is how he keeps saying ""chat gdp"".",0,0.8696347077687582,
249,"He keeps saying ""chat gdp"", that's the only complaint I have.",0,0.8696347077687582,
250,"He keeps saying ""chat gdp"", that's the only complaint I have about this episode.",0,0.8696347077687582,
251,"I love this episode, only complaint is how he keeps saying ""chat gdp""",0,0.8696347077687582,
252,imagine if the ai root used by go every country to be their army for war.. how scar is it.. no emotion include.. kill like a frozen heart killer.. into our house..,0,0.8887646794319153,
253,Imagine if the ai root was used to create an army for war.,0,0.8887646794319153,
254,Imagine if the ai root was used to make an army for war.,0,0.8887646794319153,
255,Imagine if the ai root was used by every country to be their army for war.,0,0.8887646794319153,
256,Imagine if the ai root was used in every country to be their army for war.,0,0.8887646794319153,
257,Imagine if every country used the ai root to fight.,0,0.8887646794319153,
258,ulm already protesting ai drivers are racism.,0,0.8892423907915751,
259,Drivers are being protested as being racist.,0,0.8892423907915751,
260,People are protesting that drivers are racist.,0,0.8892423907915751,
261,Drivers are being protested as being Racist.,0,0.8892423907915751,
262,Drivers are being protested as being racism.,0,0.8892423907915751,
263,Drivers are being protested as racism.,0,0.8892423907915751,
264,"dear persons that are reading this, we don’t know each other but i wish you all the best in life.",2,0.8686577677726746,
265,We don't know each other but I wish you all the best.,2,0.8686577677726746,
266,We don't know each other but I wish you all the best in life.,2,0.8686577677726746,
267,"We don't know each other, but I wish you all the best in life.",2,0.8686577677726746,
268,"We don't know each other, but I wish you all the best.",2,0.8686577677726746,
269,We don't know each other but I wish you the best in life.,2,0.8686577677726746,
270,"to be sentiment, you must know love and have a moral compass. you must know right from wrong. you must feel empty. until then. these machines are not alive",2,0.8985444108645121,
271,You need a moral compass and love to be sentiment.,2,0.8985444108645121,
272,You must know love and have a moral compass.,2,0.8985444108645121,
273,You must have a moral compass and love.,2,0.8985444108645121,
274,"To be sentiment, you must have a moral compass.",2,0.8985444108645121,
275,You must know love and a moral compass.,2,0.8985444108645121,
276,of course ai is more dangerous than a made up story.,0,0.8863039016723633,
277,Ai is more dangerous than a story.,0,0.8863039016723633,
278,A made up story is more dangerous than a real one.,0,0.8863039016723633,
279,Ai is more dangerous than a story is made out to be.,0,0.8863039016723633,
280,Ai is more dangerous than a made up story.,0,0.8863039016723633,
281,A made up story is more dangerous than a true one.,0,0.8863039016723633,
282,i think this fear of ai taking control is dumb. i think it's more likely our enemies will control it. termination is less likely than www with ai,0,0.8865363200505575,
283,It's more likely that our enemies will control it.,0,0.8865363200505575,
284,It is more likely that our enemies will control it.,0,0.8865363200505575,
285,The fear of ai taking control is dumb.,0,0.8865363200505575,
286,I think it's more likely that our enemies will control it.,0,0.8865363200505575,
287,I think our enemies are more likely to control it than we are.,0,0.8865363200505575,
288,"the true danger is not the autonomous ai, it is the ai controlled by the ill-intention.",0,0.8772462606430054,
289,The true danger is not the ai but the ill-intention.,0,0.8772462606430054,
290,The true danger is not the ai but the ill-intention that controls it.,0,0.8772462606430054,
291,"The true danger is not the ai itself, but the ill-intention that controls it.",0,0.8772462606430054,
292,"The true danger is not the ai, but the ill-intention that controls it.",0,0.8772462606430054,
293,The ai controlled by ill-intention is the true danger.,0,0.8772462606430054,
294,now! artificial connection seems really possible with ai,2,0.8882171710332235,
295,It seems like an artificial connection is possible.,2,0.8882171710332235,
296,It seems like an artificial connection can be made.,2,0.8882171710332235,
297,It seems like an artificial connection could be possible.,2,0.8882171710332235,
298,It seems like it's possible with ai.,2,0.8882171710332235,
299,It seems that an artificial connection is possible.,2,0.8882171710332235,
300,"blood shilling. and if, as mo said, he understands mathematics better than he understands words he must indeed be a genius because his english is more client and fluid than most native english speakers.",2,0.8897626598676046,
301,He must be a genius because his english is more client and fluid than most native english speakers.,2,0.8897626598676046,
302,mo said that he must be a genius because his english is more client and fluid than most native english speakers.,2,0.8897626598676046,
303,He must be a genius because his english is more client and fluid than most native English speakers.,2,0.8897626598676046,
304,He must be a genius because his english is more fluid and client than most native english speakers.,2,0.8897626598676046,
305,mo said he must be a genius because his english is more client and fluid than most native english speakers.,2,0.8897626598676046,
306,i do love the corridor clip right at the beginning which shows a root firing a gun,2,0.891275684038798,
307,The corridor clip shows a root firing a gun.,2,0.891275684038798,
308,The corridor clip shows a root shooting a gun.,2,0.891275684038798,
309,The corridor clip at the beginning shows a root firing a gun.,2,0.891275684038798,
310,The corridor clip at the beginning shows a root shooting a gun.,2,0.891275684038798,
311,"Right at the beginning of the corridor clip, you can see a root firing a gun.",2,0.891275684038798,
312,"all you have to do is download the replied ai, to realize that ai is not a danger. people who think ai will take over the world and end mankind are just people who are suffering from a bad habit of watching too much television",0,0.885531485080719,
313,People who think ai will take over the world and end mankind are just people who are suffering from a bad habit of watching too much television.,0,0.885531485080719,
314,"To realize that ai is not a danger, all you have to do is download the ai.",0,0.885531485080719,
315,People who think ai will take over the world and end mankind are just people who are suffering from a bad habit of watching tv.,0,0.885531485080719,
316,"If you download the ai, you will realize that ai is not a danger.",0,0.885531485080719,
317,People who think ai will take over the world and end mankind are just people who suffer from a bad habit of watching too much television.,0,0.885531485080719,
318,"i would always seek people and company of my friends, i love huge and i need someone to pat me when i choke on my drink",2,0.8879244724909464,
319,"When I choke on my drink, I need someone to pat me on the back.",2,0.8879244724909464,
320,"When I choke on my drink, I need someone to pat me on the head.",2,0.8879244724909464,
321,When I choke on my drink I need someone to pat me on the back.,2,0.8879244724909464,
322,When I choke on my drink I need someone to pat me on the head.,2,0.8879244724909464,
323,I need someone to pat me on the head when I choke on my drink because I love huge.,2,0.8879244724909464,
324,simultaneously the most scar/powerful yet hopeful god-cast i've ever watched. transformation for sure.,2,0.8939561963081359,
325,It's the most hopeful god-cast I've ever watched.,2,0.8939561963081359,
326,The god-cast is the most scar/powerful yet hopeful I've ever watched.,2,0.8939561963081359,
327,It is the most hopeful god-cast I have ever watched.,2,0.8939561963081359,
328,It's the most hopeful god-cast I've ever seen.,2,0.8939561963081359,
329,The god-cast is the most scar/powerful yet hopeful I have ever watched.,2,0.8939561963081359,
330,this was an excellent discussion and the title of the did has been an often occurring line of thoughts i've been floating in my head for a long time.,2,0.8915602167447408,
331,This was an excellent discussion and the title of the did has been floating in my head for a long time.,2,0.8915602167447408,
332,"This was an excellent discussion, and the title of the did has been floating in my head for a long time.",2,0.8915602167447408,
333,The title of the did has been floating in my head for a long time and it was an excellent discussion.,2,0.8915602167447408,
334,"The title of the did has been floating in my head for a long time, and it was an excellent discussion.",2,0.8915602167447408,
335,The title of the did has been floating in my head for a long time and this was an excellent discussion.,2,0.8915602167447408,
336,*i just can't wait for the grey go scenario*,2,0.8981453577677408,
337,I can't wait for the grey go scenario.,2,0.8981453577677408,
338,I just can't wait for the grey go scenario.,2,0.8981453577677408,
339,I can't wait for the grey go scenario,2,0.8981453577677408,
340,I can't wait for grey go.,2,0.8981453577677408,
341,I can't wait for the gray go scenario.,2,0.8981453577677408,
342,"i can't understand why, if age doesn't kill us, is so terrible to ai just replace every working people... we must find out a different way to live outside of capitalists thinking. i feel that finally something will kill capitalism and this thing will be an age.",0,0.8711103200912476,
343,I don't understand why we need to replace every working person if age doesn't kill us.,0,0.8711103200912476,
344,"If age doesn't kill us, we need to find a different way to live.",0,0.8711103200912476,
345,I don't understand why we have to replace every working person if age doesn't kill us.,0,0.8711103200912476,
346,"If age doesn't kill us, then we need to find a different way to live.",0,0.8711103200912476,
347,"I don't understand why age doesn't kill us, we must find a different way to live.",0,0.8711103200912476,
