,word,sentiment_label,confidence_pos,confidence_neg,confidence_neutral,confidence_highest
156,mangeln,negative,0.03376966342329979,0.9646989107131958,0.0015315107302740216,0.9646989107131958
157,wort,negative,0.2602483928203583,0.7291341423988342,0.010617476888000965,0.7291341423988342
158,funktion,positive,0.9092878699302673,0.08994533866643906,0.0007667585159651935,0.9092878699302673
159,sodass,negative,0.15163245797157288,0.8324816823005676,0.01588588021695614,0.8324816823005676
160,bild,negative,0.06383126229047775,0.9346412420272827,0.0015275913756340742,0.9346412420272827
161,handeln,positive,0.8959806561470032,0.10356122255325317,0.00045814565964974463,0.8959806561470032
162,philosophie,neutral,0.0002960515266750008,0.0008001131936907768,0.9989038705825806,0.9989038705825806
163,anwenden,negative,0.37486574053764343,0.5853303670883179,0.0398038849234581,0.5853303670883179
164,witz,negative,0.004843524657189846,0.9951128363609314,4.3679963710019365e-05,0.9951128363609314
165,alltag,positive,0.9223461151123047,0.0770552009344101,0.0005987107870168984,0.9223461151123047
166,blabla,negative,0.05960007756948471,0.9399126768112183,0.0004871617129538208,0.9399126768112183
167,wenig,negative,0.007454092148691416,0.9920982122421265,0.0004477982292883098,0.9920982122421265
168,konkret,negative,0.11297912895679474,0.8782107830047607,0.008810033090412617,0.8782107830047607
169,praktisch,positive,0.9850496649742126,0.01484836544841528,0.00010198029485763982,0.9850496649742126
170,beispiel,neutral,0.0033409586176276207,0.0057446314021945,0.9909144639968872,0.9909144639968872
171,echt,positive,0.9518802165985107,0.04780514910817146,0.0003146743692923337,0.9518802165985107
172,anwendung,negative,0.3988438546657562,0.5536371469497681,0.0475190207362175,0.5536371469497681
173,job,positive,0.9654940366744995,0.0342935174703598,0.00021244544768705964,0.9654940366744995
174,zwei,negative,0.016644759103655815,0.9818620085716248,0.00149319798219949,0.9818620085716248
175,privat,positive,0.9060884118080139,0.09276688098907471,0.0011446947464719415,0.9060884118080139
176,doku,negative,0.01372484676539898,0.9860868453979492,0.0001882608630694449,0.9860868453979492
177,chatgpt,positive,0.8558139801025391,0.1426856964826584,0.0015002744039520621,0.8558139801025391
178,v3,positive,0.7225470542907715,0.2657162547111511,0.011736694723367691,0.7225470542907715
179,5,positive,0.9676476120948792,0.03197876736521721,0.00037362624425441027,0.9676476120948792
180,abwechslung,positive,0.9861398935317993,0.013601424172520638,0.00025863206246867776,0.9861398935317993
181,experte,negative,0.33637475967407227,0.6099790334701538,0.053646184504032135,0.6099790334701538
182,erstellen,positive,0.7531044483184814,0.24163496494293213,0.005260683596134186,0.7531044483184814
