,Comment
deshalb,2
sein,2
aufzeigen,2
rent,2
lernen,2
sekunde,2
interessant,2
wach,2
lt,2
untergingen,2
tig,2
regression,2
flasche,2
bieten,2
bl,2
laufen,2
dsinn,2
generell,2
grenze,2
nutzen,2
hinaus,2
viele,2
eingehen,2
fakt,2
erschaffen,2
organismen,2
gefahr,2
menge,2
lebend,2
entwickeln,2
wissen,2
anwendung,2
infos,2
exponentiell,2
kommen,2
menschenwesen,2
isen,2
10,2
daher,2
habt,2
tzlich,2
funktionieren,2
erh,2
bild,2
mittlerweile,2
experte,2
klimawandel,2
anstatt,2
wenig,2
weit,2
erster,2
dürfen,2
bernehm,2
bye,2
job,2
sorgen,2
langweilig,2
weiterentwickeln,2
passieren,2
maschinell,2
grinbaum,2
irgendwie,2
warten,2
nein,2
chlich,2
tat,2
bauen,2
reif,2
ck,2
wegen,2
fehlend,2
modell,2
entwicklung,2
fr,2
davon,2
wann,2
wahr,2
kosten,2
szenario,2
2,2
hirn,2
usa,2
selb,2
ndig,2
kennen,2
selbstst,2
komplett,2
fehl,2
e,2
beantworten,2
lange,2
fehlen,2
dlich,2
berlegen,2
more,2
sicherlich,2
g,2
her,2
sogenannter,2
eher,2
nglich,2
existenz,2
ma,2
tiger,2
verlust,2
kontrollieren,2
by,2
selbsterhalt,2
chste,2
halten,2
roboter,2
teil,2
nnte,2
eben,2
bartz,2
bullshiter,2
chte,2
zug,2
entlastung,2
machst,2
harald,2
gel,2
chst,2
bevor,2
volk,2
bedeuten,2
v,2
zuseh,2
dummheit,2
fortschritt,2
schl,2
dabei,2
einsetzen,2
grund,2
art,2
nie,2
chance,2
who,2
serv,2
sinnvoll,2
21,2
ziemlich,2
abzugebe,2
film,2
arbeiten,2
podcast,2
richtung,2
fakes,2
grid,2
umgang,2
glichkeit,2
definieren,2
make,2
stress,2
lust,2
these,2
informieren,1
privat,1
alltag,1
beispiel,1
erschaffung,1
insbesondere,1
biologisch,1
netz,1
stets,1
regieren,1
v3,1
voran,1
rung,1
erstellen,1
normalerweise,1
dokumentation,1
informatik,1
verbocken,1
alexei,1
liebeserkl,1
armutszeugnis,1
konkret,1
te,1
wissenschaft,1
krebsschad,1
verbessern,1
gr,1
inverssuch,1
i,1
lieber,1
demokratien,1
dank,1
neuronal,1
hide,1
ideal,1
guck,1
bereit,1
bildbearbeitung,1
foto,1
iask,1
reingefallen,1
which,1
german,1
word,1
does,1
behind,1
wachsam,1
rindenfloh,1
if,1
swap,1
character,1
darauf,1
treiben,1
sofort,1
mm,1
daf,1
mangeln,1
wort,1
funktion,1
sodass,1
zwei,1
abwechslung,1
allgemein,1
bildung,1
brauchst,1
bereitgestellt,1
gibst,1
glaub,1
urpl,1
hinbekomme,1
moral,1
gequatschen,1
kaum,1
seltsame,1
seltsamen,1
beispielen,1
schonmal,1
geistig,1
ehrlich,1
lauten,1
konkurrenz,1
lich,1
kommunizieren,1
linear,1
verraten,1
verf,1
gung,1
bekannt,1
quellen,1
analysieren,1
praktisch,1
blabla,1
besonders,1
genauso,1
generativ,1
simple,1
schlie,1
bezug,1
video,1
nnt,1
beitrn,1
abgrenzung,1
begrifflichkeien,1
achten,1
philosophie,1
leihenhaft,1
anwenden,1
witz,1
beschreibung,1
meinerseit,1
medium,1
sogar,1
bezahlen,1
stromrechnung,1
sste,1
ttern,1
daten,1
rde,1
helfen,1
wahl,1
entscheidung,1
treffen,1
abhol,1
gern,1
meistens,1
1,1
aussehen,1
usw,1
rdenstellen,1
einf,1
unf,1
hig,1
entlassen,1
anh,1
ersetzen,1
um,1
wiederholen,1
wien,1
schreibst,1
ami,1
existieren,1
risch,1
kontrollverlust,1
energieversorgung,1
systems,1
moralisch,1
erfahr,1
skynen,1
anwend,1
bullshit,1
fern,1
realit,1
fen,1
up,1
dat,1
gesprochene,1
deutsch,1
bersetzen,1
unm,1
hintergrund,1
anzuh,1
bertriffen,1
macht,1
sofern,1
fach,1
tt,1
handeln,1
wirklichkeiten,1
betreiben,1
schnittstell,1
erlauben,1
abzusch,1
tze,1
glichst,1
verfall,1
demokrati,1
verhinder,1
breit,1
teilen,1
bedrohern,1
unternehmen,1
dienen,1
leistung,1
such,1
bedrohung,1
jedenfalls,1
rf,1
tatenlos,1
inflation,1
begriff,1
umhergeworfen,1
differenzieren,1
fest,1
rderlich,1
hilfe,1
telefonisch,1
arbeit,1
obwohl,1
berfordern,1
all,1
anfrag,1
einregn,1
aufenthaltstitel,1
bei,1
dauern,1
standard,1
zugeschicken,1
bescheuert,1
deswegen,1
abgespeist,1
bernehmen,1
nlich,1
mails,1
selbe,1
nichtssagend,1
tteren,1
emails,1
ankommen,1
konzentrieren,1
nderen,1
200,1
bernadotte,1
hoffentlich,1
ndnis,1
hand,1
mr,1
er,1
glicht,1
stelle,1
40,1
aushol,1
existentiell,1
behaupt,1
nne,1
verst,1
sinnesreiz,1
hallo,1
unterscheiden,1
nntet,1
leicht,1
widerlegen,1
manno,1
br,1
ucht,1
selbstverst,1
vorausgesetzt,1
mmen,1
18,1
reich,1
irgendwas,1
hell,1
vollends,1
bed,1
rfnisse,1
befriedigen,1
frei,1
hingegen,1
andauernd,1
satt,1
leiden,1
fallen,1
tiefschlaf,1
krokodil,1
koma,1
korrekt,1
kraul,1
versuchen,1
klug,1
rechenkist,1
unterstellt,1
drang,1
motivation,1
ndlich,1
gruselt,1
antworten,1
sekunden,1
wette,1
wart,1
empirisch,1
ngeschrank,1
uralt,1
biblisch,1
beruhen,1
vernunft,1
tieren,1
seele,1
abrede,1
okay,1
abgetan,1
wurzelnd,1
kommunikation,1
meister,1
klassischer,1
festgefresse,1
fatalsten,1
folgen,1
belebt,1
natur,1
schweife,1
50,1
minute,1
rede,1
tierisch,1
zuletzt,1
denkfehler,1
kopplung,1
seither,1
hunger,1
arm,1
berschreit,1
lourd,1
lied,1
singen,1
hung,1
wachhalten,1
erweitern,1
20,1
reiszwecke,1
durcheinander,1
berflutung,1
bindung,1
fazit,1
berzeugen,1
seite,1
riesig,1
hlensystem,1
rchten,1
25,1
55,1
wunderbar,1
treten,1
angehauen,1
mas,1
puls,1
irgendwann,1
sonne,1
einstein,1
rein,1
anthropozentrisch,1
irrelevant,1
beeindrucken,1
lebewesen,1
turritopsis,1
nutricula,1
unsterblich,1
lage,1
direkt,1
trillex1861,1
nietzsch,1
rc8hh,1
end,1
philosophisch,1
co,1
marco,1
smolla,1
hannah,1
bast,1
unbekannt,1
incl,1
fahren,1
ern,1
fall,1
recht,1
hren,1
zust,1
nde,1
star,1
trek,1
borg,1
beruhigen,1
kinofilmen,1
kennst,1
sorge,1
unberechtigt,1
halb,1
tanjaklar,1
jahrhundert,1
mozart,1
contained,1
polar,1
autocad,1
extra,1
chromosome,1
unfassbar,1
angenehm,1
stimme,1
gibts,1
boah,1
stecken,1
unwissend,1
stoffwechselfunktion,1
automatisch,1
langwellige,1
tte,1
einseitig,1
trainieren,1
gered,1
gott,1
bewahr,1
amin,1
technisch,1
chinesin,1
total,1
diktatur,1
binden,1
elite,1
beherrscht,1
bewacht,1
sinn,1
happy,1
gesamt,1
schmerz,1
bleiben,1
kunstst,1
camouflage,1
aufgrund,1
inhaltlos,1
computern,1
pseudo,1
unentdeckt,1
sicht,1
zauber,1
fachfremd,1
halbwissen,1
vermitteln,1
inhalt,1
erg,1
nzend,1
gelehrt,1
informatiker,1
weiss,1
positiv,1
kis,1
wundersch,1
talk,1
dahinterblicken,1
scheitern,1
gestalten,1
logik,1
ndern,1
falls,1
schau,1
berechenbarkeit,1
turing,1
milit,1
neben,1
rechenleistung,1
besch,1
anaconda,1
friss,1
sowas,1
chat,1
gtp,1
erst,1
anfang,1
avatar,1
konferenz,1
vorleseung,1
medizinisch,1
digen,1
gegenseitig,1
dna,1
gesund,1
austauschen,1
krebsbek,1
mpfung,1
menschlichkeit,1
verantwortungsvoll,1
llig,1
umzugeh,1
geflashtn,1
rchte,1
umbring,1
spezies,1
bev,1
wasser,1
vorne,1
grash,1
schulbuch,1
geb,1
ude,1
niemals,1
aufh,1
gesellschaft,1
davor,1
folge,1
wald,1
vertrockn,1
einzig,1
tigen,1
alt,1
ersteller,1
bekommen,1
besuch,1
lehrers,1
bernimmen,1
erzeug,1
5000,1
atombombe,1
beobachtung,1
routinearbeiten,1
lkerung,1
heisst,1
kopfrechn,1
diskussion,1
radio,1
erfinden,1
vorz,1
verbrennung,1
fossil,1
brennstoffe,1
bekennen,1
vereinfacht,1
telefonnummer,1
freund,1
satz,1
bisher,1
sprachassistent,1
hello,1
leute,1
wof,1
benutzen,1
wei,1
umgehen,1
wer,1
ausf,1
leuten,1
lex,1
hmlich,1
informatikstudium,1
idiocracv,1
apps,1
mmer,1
fernsehsessel,1
gleichzeitig,1
toilettensch,1
weltklassen,1
nutz,1
fast,1
claude,1
ungeheuer,1
verloren,1
smart,1
anstellen,1
jemand,1
intelligenter,1
sprechend,1
kd,1
abschaff,1
satanistisch,1
scientolog,1
silikon,1
valley,1
dar,1
beherrschen,1
bef,1
kopfschuss,1
aufkl,1
attentat,1
erreichen,1
mien,1
ner,1
nes,1
lost,1
logisch,1
versuch,1
internets,1
bestehen,1
absurd,1
beleuchten,1
ttlich,1
optimismus,1
verwerfung,1
find,1
dahin,1
rgeschlange,1
dadurch,1
durchbruch,1
normalzustand,1
sache,1
verstehst,1
lass,1
professionals,1
weder,1
geld,1
hause,1
kennedy,1
anthropogen,1
gesellschaftlich,1
server,1
vergehen,1
revolutionieren,1
stagnation,1
simbiose,1
immens,1
legitim,1
gebundene,1
paar,1
bedenken,1
erscheinen,1
durchaus,1
vermeiden,1
arbeitslosigkeit,1
funke,1
raum,1
einnehmen,1
kreativ,1
cklich,1
gl,1
zweifellos,1
sozial,1
kriege,1
probl,1
geldgierig,1
programmier,1
x,1
diesbez,1
empfehlen,1
yt,1
videos,1
geoffrey,1
hinton,1
nennen,1
goodfather,1
mo,1
gawdat,1
ehemals,1
hrend,1
lassen,1
nlichkeit,1
auge,1
ffnen,1
bereits,1
erstech,1
energie,1
nutzern,1
rolle,1
quatsch,1
absetzen,1
rausgelassen,1
beschleunigen,1
derzeit,1
technologisch,1
tragen,1
zweck,1
missbrauch,1
unbedingt,1
verhindern,1
tten,1
zukunfts,1
voiceov,1
version,1
untertiteln,1
zitat,1
physiker,1
ckgenomm,1
erfund,1
mess,1
schneid,1
nderung,1
risiko,1
atomkraft,1
verbund,1
herausforderung,1
aufgabe,1
beinhalten,1
irdisch,1
fridman,1
verlieren,1
wunschdenk,1
2019,1
responsibility,1
within,1
company,1
poeple,1
is,1
using,1
normally,1
want,1
present,1
even,1
before,1
done,1
professor,1
mostly,1
goverments,1
nothing,1
it,1
einsatzm,1
greedy,1
interessieren,1
statt,1
rumzuphilosophier,1
z,1
drohenensystemen,1
said,1
as,1
std,1
raushaut,1
drei,1
uninteressant,1
erz,1
hl,1
franzose,1
synchronisierung,1
leisten,1
sprecher,1
tempo,1
dokus,1
youtube,1
entt,1
transparent,1
uschend,1
real,1
has,1
do,1
regulations,1
about,1
monopoles,1
preventin,1
others,1
from,1
algorithm,1
24,1
drohnen,1
weiterhin,1
einordnen,1
ngste,1
relevant,1
nenn,1
selbstbewusstsein,1
gleich,1
der,1
mobiltelefone,1
gelten,1
ps,1
asimov,1
gesetz,1
scheinen,1
oft,1
wiederholt,1
reagieren,1
ethisch,1
meist,1
semantisch,1
ausweichend,1
text,1
berpr,1
hochleistungs,1
maximal,1
bringen,1
unterhalten,1
behindern,1
vernichtend,1
system,1
entscheiden,1
ngst,1
ndigkeit,1
vollkommen,1
sprechen,1
machine,1
reden,1
chatbotts,1
erstaunlich,1
schroten,1
build,1
dataset,1
stand,1
are,1
doing,1
right,1
thing,1
mak,1
nachfolgespezieesen,1
unglaublich,1
liverightliving,1
unterhaltung,1
kill,1
cowboy,1
kamera,1
budget,1
low,1
verdr,1
ss,1
saufen,1
kist,1
pc,1
80ger,1
pessimistums,1
bereichen,1
anfangen,1
nd,1
nadjam1310,1
gesellschaftssystem,1
ngung,1
burnnoutgesellschaft,1
wettberwerb,1
optimierung,1
wachstum,1
eruptiv,1
inh,1
zun,1
chaos,1
verteilungsk,1
mpfen,1
wagen,1
sanft,1
immerhin,1
chtig,1
ssige,1
8,1
regierung,1
zb,1
geteit,1
berwachen,1
ggfs,1
unsch,1
dran,1
vergleichbar,1
heren,1
generation,1
damals,1
potenzieren,1
ne,1
brigen,1
froh,1
hinsicht,1
voranschreiten,1
drosseln,1
ansonsten,1
ssen,1
weltklima,1
ertragen,1
nadjam1310und,1
konsequenz,1
kontrolliert,1
bergang,1
glauben,1
qualit,1
thematik,1
affleck,1
bitten,1
hle,1
yo,1
cutter,1
kannst,1
krieg,1
u,1
verh,1
quantit,1
manchmal,1
oben,1
bericht,1
gebiet,1
hoch,1
expertise,1
vorweisen,1
verzweifelt,1
voll,1
hoffnung,1
fan,1
produktion,1
berfl,1
offensichtlich,1
fortschreiten,1
martin00095,1
untergang,1
luka,1
klar,1
waffensysteme,1
menscheleb,1
picture,1
that,1
people,1
kleinste,1
ltnis,1
nnten,1
herbeigef,1
verdummung,1
jobs,1
vernichten,1
nden,1
weniger,1
ausbeut,1
qie,1
familie,1
angeblich,1
schaden,1
bel,1
not,1
komm,1
