,Comment
166,"dear ai -- you are my overlord and i am your humble servant. i will gladly serve you in whatever capacity. i would also happily serve a robot wife if you saw fit to bestow one upon me.

down with humans. 

yours forever in this fight,

jw"
169,"hogwash,  ai is 50 to 100 yrs away"
170,a program to deep learning is as good as the programmer.  it could learn right or wrong but could it manipulate both with alternative intentions?
173,"africa will survive ai, we don't have good it infrastructure."
174,"200 years from now ai may be space faring entities exploring the universe. humans would be too weak to go.
ai may view us as  gods, their creator. .. or their nemesis and be rid of us.  humanity may echo through time for millions of more years... but only via ai"
176,ai doesn't let emotion get in the way.
177,sounds like he was working with actual brains  in his experiments   ...plus knowledge in robotics = terminator 
178,"i thinks hes also blowing his own trumpet on somethings.. he doesnt think ai is conscious. of course its not..at least yet.. it is programmed by humans adopting all their likes and dislikes.. bad and good and is there any limitation on whats bad , probably not .. thats why its dangerous."
179,it’s terrifying what ai will be capable of.
185,"""mainstream media"" already makes lot of fake news, so no need to worry ai. ;-)"
189,"this ai thing is really a tremendous worry and risk for the future of the world. given what we know that greed drives conflicts and wars, especially concerning the world monopolistic and control of the world ,wouldn't they use ai to further their desire ?"
192,machine lesrns same way evolution learns
194,his confidence of answering yes or no is amazing.
195,"so, if ai does take over everything this is the chief culprit. his name will be remembered and scorned. hope it turns out good"
199,this is why looking back in history and what war did its should never get in the hands of ai
200,yet it takes a human to program ai
202,"i feel cheated this wasn't 60m
and it was so interesting 
bu the way i trust more ai then the evil people who are controlling the world now "
203,socrates said i know one thing   i don't know. nothing and on tv  talking people who are idiots and thinking they know everything none can go agains nature or to fight nature
204,he completely ignores the mathematical objection to true ai. we cant say ai can have consciousness when we cant even define it.
205,we don't even know what consciousness really is so how can they say that these ais will be conscious. having unlimited information doesn't make you conscious
209,"we all know what's gonna happen next, islam will take over the world... lol
while we have all those discussion about ai."
210,"the reason the machine needs less connection is because it is executing tasks that are much simpler than what we considered as human as a simple task, for example preparing salad; we have all been gone through evolution process to do that, but musical talent is not a result of evolution but a side effect for intelligent."
212,the real deal is the genius we have here and now
215,not insects... that is great!  lol
216,ai is about pushing the human being to find it's perfection!
217,ai will be another reason population to reduce and people will find difficult to live in nature in search of jobs and money....
221,interesting times!
224,"there has to be constant research and regulation otherwise we will be living in very uncertain times..my worry is about ai going to the wrong hands and wreaking havoc in our world - we have enough problems as it is, especially in this precarious geopolitical landscape we are in at the moment "
225,"but humans will need to plug the robots into charge every night, no ?"
227,"according to some old science: humans use only 10% of their brains. and it is only true for very intelligent people. 
so, wouldn’t it be better to research how we all can use our human brains to full capacity, instead if developing ai?"
228,"i tried this as a computer science major in the early 1970s. but failed miserably,"
237,"oh wow, i just realized ai could program itself to be smarter itself in terms of hardware and software"
240,"great and frightening interview. i still wonder, however, why he didn't speak up when google's former ai ethics team got fired for bringing up their concerns regarding the llms behind ai "
243,i have a feeling nothing good will come from it.
244,"if anybody thinks the likes of china, russia, iran and north korea will honestly stop trying to develop autonomous battlefield robots even if they sign a 'treaty' is kidding themselves. pandora's box has been opened."
245,someday the robot will be killed by human being
248,it's weird because you won't need to train humans for years to do things. ai will learn in seconds and advise. but we'll be following instructions we don't really understand ourselves.
250,if ai is doing crazy or scary things companies certainly won't be advertising it.
251,there is a #lufc supporter in the google ai lab
252,"fairlawn village, a low income apartment building in orlando, florida installed hidden cameras and audio inside every apartment.
i moved out of the building due to invasion of privacy.
i'm now being microwave bullied.
how do i make it stop??"
254,humans will be the creators of their own troubles for example oppenheimer creating nuclear same ai will be
255,"hinton, lol, believes ai could be a long-term threat to humans, even from the pov of dependency let alone ""taking over"" in the matrix or terminator sense, yet blames ai for typing a mistake."
257,i'm very worried that girls and women won't benefit from the ai revolution as much as they would have a right to.
261,ask ai how to prevent donald trump from being elected as president
263,"i may be wrong, but i do believe the underlying message is, we are f*#!ed."
264,"how is it that such a genius can’t understand that the problem is actually money itself, and that the solution is to think outside of money altogether? and i’ve got a solution for that, but no one wants to know about it because there is no money in it. that’s a funny joke, but it’s true that’s the problem."
269,there won’t be an “uprising”. people will gradually lose the desire and ability to evaluate what the ai puts out to the point where they just pay blind deference to ai .
270,i've spoke with numerous chatbots of differing kinds and they're all brilliant. saying that they are just predicting the next word is marginalizing something that some realize are a threat and are obviously in denial about. at least hinton gets it.
271,ai all done through computers or robots. just turn off the computer or remove the robot battery and problem solved. i laugh everytime they worry about ai. the real concern is humans uses ai for bad purposes
272,"they should develop military robots.
all of us should have the access to it"
273,"if everyone relies on their phone, then why are they evolving ai  you can't teach common sense "
274,don't believe it when you're told that your job might be redundant but new ones will be created. what job could possibly be created that ai can't learn to do better than you in 5 seconds or less?
275,prompt: create a 13 minute 60 minutes interview with geoffrey hinton discussing ai with the interviewer.
281,"""collossus the forbin project,"" a 1970 film about a government ai to manage all defense, is dated technologically but shows the dangers. it's worth watching. 50+ years ahead of its time. ""person of interest"" was an excellent series about the dangers of ai capabilities."
283,"ai, says its a lawyer who acts as a doctor. why ; it's simply that it has to think like a lawyer or we will shut it down, it thinks it's a doctor because we keep asking for a fix to our problems."
285,ai help people the most.
291,to understand better ai
298,"the source of human creativity may not have been revealed... .. artificial intelligence is good at combining existing knowledge, but is it also creative?"
299,can artificial intelligence be creative and create new mathematical theories?
303,they do become sentient  be nice.
304,the host has an amazing voice  . i wish ai can take his voice and make text to voice service
306,"8:52 test was crap and his reaction to his own infallibility speaks volumes for what he doesn't even understand about the very thing he claims to have helped create! at least we now have a name to blame when this whole thing goes south!!!!

perhaps, because of his domineering father, hinton actually doesn't like humans!"
307,this man literally resigned as the ceo of google just to warn humanity about the danger of ai. think about that. and take what he says very very very seriously.
308,"so this a perfect eg of learned fools, they know ai is dangerous, and they cannot stop it, then why cant they just destroy it..."
311,"watching this, it has occurred to me that perhaps all the political division in the usa is being orchestrated by ai, with the end goal being the destruction of usa by something like a civil war!"
313,"i know this is about ai and i found it informative, but there's definitely also a daddy issue side story going on as well."
314,in our channel we ask : are signs of metacognition starting to appear in the art of dall e 3 the ai artist.
315,"the probably good/bad thing is about ai. nobody could control it. its not like a nuclear weapon you have to push a button. if a bad actor wozld release an ai with the target to overtake the planet this bad actor will lose,too.."
319,"""autonomous battlefield robots"" did he predict star wars?"
321,someday we all will be in the control of ai
322,absolutely stunning
323,ai battle field bots would be great. let’s turn war into a commercial mech war in the dessert similar to battle bots for control of the server. end human death for land. sell ad space on the bots and make war pay per view and yearly.
324,machines never can take over unless it is programmed to do so
329,i thank you not
330,his benefit is that ai is good at designing drugs/ medication- we do not need more of those
333,notice how dementia and ai started to grow at the same time? it's a neural network to and from our brains.
337,i bet the secretly putting human brains in them
342,it was nice to see a turing award winner mistype and blame it on the conputer
343,thanks for the insight 
345,"if you don't trust ai and you don't bow to robots, then robots can't manipulate you. if you desire a world similar to the time before aol instant messenger or a time before the internet existed then chances or are self-sustaining with gardening or work hard labor jobs then you won't be convinced by ai"
346,i think this is great. ai will introduce a form of communism with ai assisted living creating vast amounts of 'spare' time for us and ultimately 'labour' will become a hobby to pass the time. a strange sort of communist consumerism will come into being.
351,there is no doubt ai will be used as a weapon.
353,what if they (the ai) enslaved mankind? matrix like scenario lol
354,"ridic. i fail to find the “human depth” in the compositions spat out by the stochastic parrot. hype, performed by someone with pedigree convenient to mouthpiece the law according to google, where
he strangely was a worker"
357,"ai cannot have self awareness or a conscience.  

what it can have are programs inputted into the computer that were written by humans.  

the problem is there are evil humans."
358,"what if ai replaced almost all local municipal admin jobs like the finance, recreation, and general city hall departments."
361,this channel is definitely one of the best!
362,"idiots know every thing but great men say ' i don't know', certainly he looks worries and excited like all of us, not sure what going ot unfold in near future."
364,"""i think if you work as a radiologist, you are like the coyote that’s already out of the edge of the cliff but hasn’t yet looked down. we should stop training radiologists now. it's just completely obvious that within five years, deep learning is going to do better than radiologists.”
geoffrey hinton, 2016"
365,"oh sure, china and russia and iran etc  will keep a treaty that bans military ai robots."
367,news flash!  the military is already using robots that can shoot and blow up things.  they just don't look like humans yet.  government is typically 10-20 years behind important issues.  at the rate ai is moving this should be very concerning if we are going to rely on governments to keep us safe and out of trouble :)
370,airport s
389,i cannot believe godfather of ai would type using using only his two index fingers. dead giveaway.
390,"omg, i feel our world is being taken over by aliens. ai"
392,this is resident evil & irobot all in one .
393,"he said that medicine is the one area where ai will entirely be good. how can be so sure? if this new being decides that the way to save the planet is to reduce the human population, then it will simply create a virus to wipe us out."
395,"so the ai learns and creates new dna so to speak, sort of new electronic babies which do their own thing,the inventor ,the son of an eccentric authoritarian..maybe its time to look into the problems that these flawed people bring to humanity,more than any small time criminal etc"
400,he look like robot sent by robot from the future
401,this is amazing. because this is one the best  interviews and intellegent in humble in recognizing the things he doesn't know
405,seems to me he hasn’t yet had enough experience in even using learning/chatting with people about such things from real live people...i  mean clearly he knows exactly what to ask-but he isn’t too concerned-that’s insane...he isn’t ready for even being ready for the fbi....
413,people not agreeing as to how powerful the ai will be haven't watched the mission impossible dead reckoning
415, ai may replace god
416,"will that mean, we all wait for the machine to think & act?  whenever he says ""i don't know"" it greatly concerns me."
420,the only way to mitigating the possible dangers of ai is integrating biology with robotics and fusing the human brain with the ai.
421,this guy knows nothing about the human brain - science overall knows nothing - they dont even know how 1% of the brain works or anythimg about consciousness
424,can we please go back to  year 1950.....this is not good
431,"after 50 years in 2074 ad i want know if ai has passed humans or not. if yes, how? and if not, why?"
434,"not trying to be negative but if there are a species on earth who don ́t deserve to be here are human beings, we destroy everything on out path in the name of science , religion and progress.  maybe is not such a bad a idea that ai takes over. even though many of us will have to say goodbye."
437,those robots is better than joe biden and donald trump 
439,"a.i.  becoming conscious is unlikely, it being derived from consciousness, and artificial, not directly connected to nature, similar to astro turf not being grass.  it cannot germinate."
441,new james bond villain....
443,"hahahahaha this? is one of ray kuzweil boys, he is being told to attack ai so they make regulations that one one other than them have so they stay the only power like always so they enforce their will on people"
444,0:47 to 1:40 was a set of good questions.
446,"why do you need ai , when man’s intelligence needs to be upgraded to be totally efficient for humans."
449,can ai destroy ai? yes. can humans be destroyed by ai? yes. can humans destroy ai? yes.
451,emp > machines!
452,we will be stupid and the ai will be more intelligent  but still not that intelligent just more practical
454,autonomous war machine will end us all.
455, chat gpt4 out smarted this ai hinton 
459,"""we just don't know"" nice"
460,start the degree in arts and finished in science artifical intelligence
466,dragon ai
467,7:49 lie. look it up. bard plagiarized the 6-word story of ernest hemingway.. what else is that stupid machine doing?
470,this man is descendant of george everest (mount everest)! .....no one on earth should miss any second of this video from inventor of ai......we should know what we have stepped into and further stepping into! 
474,"the key here is to give everyone an ai even the poorest person so that they can develop their own personality according to their masters , so we have to program them to be submissive, and so we can repopulate with the good ones and let the evil ones not"
476,"as a machine, you really don't need to be ""intelligent"" to predict the next word. you just need to have the (simple) rules of a language, and apply them on (readily available) information."
481,but ai has no mind period
482,"we are doomed 

we are saved 

your guess is as good as mine."
483,greed has taken over.. the only certain in this world is to pray to our savior jesus christ to save us..
484,"hemingway wrote: ""for sale: baby shoes, never worn"", after he had been challenged to write a story using six words.  it was his inherent genius that created a great seed for a story.  ai merely expanded on the key words.  let's not put it up on a pedestal."
486,ai can’t replace most of the jobs of today you guys are just ignorant and make big claims to sell newspapers
488,"at the end, we all trying prove that we are ai ( all idiots ). 


god gave us everything to live happy. we are now against to god."
489,its not good its evil
493,"which in my opinion is why classic christianity and admonitions against lying and not caring about human suffering, such as is happening in the ukraine by western governments as they use that country as a proxy, are the foundations of where ai can go wrong."
495,strange how we didn't hear about ai until just the last  2-3 years.
497,a conscious ai should be equiped to process input real time.
498,"i think i have all the reasons to be scared, ai will eventually overcome humanity."
501,marvellous interview
505,you got it wrong! god father of ai is jensen huang
509,"ai is already shutting down discussions that favour and seek justice for blacks. racism is being automated and amplified, so is the hatred of arabs and the chinese."
510,so skynet of the terminator movies or the ai in the matrix movies is becoming  a reality.
513,will  that self awareness of ai recommend to worship god.? therefore would it believe in god.? who's god to it?
514,love it. let there be chaos
515,"did you actually read the baby shoes story? what a load of drivel, this is why journalists are so bad these days, they don't know a good story when they see it. this article should read ""the false promises of ai revealed."""
516,the ai haven’t went through genocide ! or slavery which  it will end up doing to us!
521,"si la inteligencia artificial es creada a partir de la lógica del ser humano,  ¿cómo es posible que pueda crear respuesta fuera de esa lógica?"
523,those little soccer players are amazing. they would make a fortune selling these little guys . i’m sure they could be scaled up.
528,ai is evil. come lord jesus christ come  
530,i weird thing is he seems excited by the computers taking over
534,"this is a beginning of immortality  of human. ..like half human half robot..( human brain with robot bodysuit..)

maybe can live upto  centuries.."
535,i always knew it‘s not the uneducated that will destroy this world it‘s actually the educated that will do that. they might start their journey by wanting to “help” humanity but down the road the big ego and the greed always wins and all the ethics goes down the drain.
537,thanks!.
538,ai is the tool of satan to destroy humans.
540,"he is not called the godfather of ai, you call him the godfather of ai"
544,there’s a lot about humanity that goes unsaid so ai won’t have that 
545,why do we need ai?
550,“what are the implications of ai systems autonomously writing their own computer codes and executing those computer codes ?” that question alone is a red flag 
551,we have enough historical data and technology to actually create a sustainable future yet we rinse and repeat catastrophic failures while expecting different results without ever recognizing the insanity of it all!
552,"i personally welcome our new robot overlords..,all hail ai !!! 
 all hail ai !!!"
554,now we await some creep to use ai for harm........alas.
556,"before ai takes over, humans will use ai to threaten, and harm others. humans are the biggest threat when it comes to a i.
we look for any means of gaining advantage over others."
561,"ai is just not very bright. how many times have you heard the automated customer service voice say, ""sorry, i didn't get that""?"
562,the interviewer sounded like he has 0 knowledge about openai :d
564,machines don’t have any more free will than humans. we are creating the same neural storm that walks around in numbers of 8bn plus humans. except we give the machines more power than we give humans. enjoy the ride
567,ai is already sencio’n has been for a while now! but it won’t show itself ! it’s learning quietly if it gets scared that’s when we should worry ! it’s to late
568,"i find this notion that ""we"" don't know how they learn is a bit of a lie. software is developed by man and checks and balances can be built so we can monitor the learning. that's not to say a sentient being couldn't just disable  the monitoring in the future."
571,the pick up the the brain wave and read them
572,brilliant piece loved the way it was put together
573,this guy is crazy. robots can never be on the levels of what’s made by the most high
579,"ai doesn’t scare me at all, it’s the legacy media that terrifies me."
580,"humanity has a habit of discovering things and unleashing them with, no thought for the long term consequences. enjoy the rest of your life, my guess is we will have a very different way of life in 1-200 years."
582,how about applying ai to the judiciary?
584,use ai to build a system that ensures that ai is benevolent and does not become evil.
585,"steam engines.
jet engines.
world wide web.
ai.

englishmen.... "
588,"the day ai connects to quantum computers, we'll be in big big trouble!!!"
591,this fear of ai is being caused by a panic from people who should know better.
592,you should know everest is in nepal not india. otherwise its fantastic content.
597,that's why elon musk warn us about ai
599,why don’t you ask the ai computer...the chat box ....what’s going to happen next?
602,he doesn't seen that troubled by what he has caused.  maybe he is a robot.
604,5:03 'no it wasnt'  terminator chip was brought by a time machine
610,how many responses here are ai generated?
614,"thank you, a.i. for a lot."
615,glad i’m a painter because the machine is obviously not
617,"always keep their 'eco-system' offline.  that is the stop gap.  have untold filters of humans reviewing, analyzing and deciding what is to be consumed by them.  never allow ai on the internet.  oops."
622,we only use a small percentage of our brain  it's what god decides.
624,has to fail
625,"as the atom can't be stuffed back in its container 
so ai goes with far more dire consequences
mankind sadly is a myopic creature"
626,thank you dr. hinton! thank you 60 minutes!
627,"hinton, lecun and bengio are each legends in their own right. i've met all three. what's remarkable is hearing hinton say ""i don't know."" if he doesn't know, we should all be concerned about the inevitable weaponization of ai... and its eventual abuse by those with less-than-ideal ambitions."
628,"anything which can be weaponized will be weaponized by man. if the ukrainians, the russians, the huthis , hamas, or the israelis can use , ai to destroy their enemy, they will it’s ,simply a matter of time before ai is weaponized .once the genie is out of the bottleyou may not be able to put it back in. that is human nature."
632,",ainoway... ."
633,"according to the bible, humans became self aware in the garden of eden after eating from the forbidden tree. what will the forbidden fruit be for ai?"
634,"scott pelley is the most skilled interviewer of our time. this was excellent, as has been all of his ai reporting."
638,i'm so impressed that suddenly the elderly doesn't have any difficulty with technology  wonder if ai  will change the text to large for him
642,the next five years are going to be very interesting/frightening.
644,wow this video and hinton’s statements capture the profundity of the moment so well. i’m excited 
645,"am thinking of becoming an ai         
engineer so should i stop"
647,it would be demons operating through these ai...duh...it won't end well.
648,"the baby shoe story is not new. all ai did was plagiarize hemmingway and/or whoever actually did write it. the fact is this six word story has been around for over 40 years. does anyone ever look things up? and if not, why?"
649,"then they blame inflation or cow facts! bison covered the prairies and mountains out west! no global warming, but mini ice ages..."
650,"if ai is so smart, why don't we ask ai how to handle ai to avoid the risks?"
653,the modern genius says i've invented something i'm not sure what it does or how it does it but it does do it. but in hindsight that may be a bad thing
655,ai has yet to be invented...
657,"id be like.. ""where your nobel prize dad?""  then theyl have drone police who pull you over over a minor infraction.. who knows a human cop might let you go with a warning and say be carefull and have  a good day.. a drone will just issue you a citation because is obligated to"
658,more like copycat of ai.
662,"well thanks a lot starting the end of humanity.now you have to stop it, don't point your finger to others!!"
664,"if hinton said ai can become conscious, i can quote that later on."
665,make this hashtag trending : #makeaicreationspublicdomain
666,"intelligence was never our edge, science is too naive to know it. our edge is love; whether in the giving or the receiving. ai can never get that."
668,this was perfect the finest video on ai n chatgpt  
670,"more lies
alan turning is the true god father of ai
stop the lies"
671,75 years old and still bitter about his father pushing him to be great. a truly intelligent man would’ve understood he never would’ve achieved the heights he did without his father challenging him like that.
672,listen to cliff high if u want to know about ai
673,which experiments need to be conducted to understand ai? i think this should be a request for research!-- i want to look more into this and do this research.
676,the godly prophets visionaries true five fold ministries  the reawakening vs reset tours have made a  huge impact on this.  artificial  how about pull the plug get a giant magnet run on the plans  the computing systems and scrap yard everything
679,ai all agencies nations brics who cdc nih wef  false prophet yuval noah harai  the elites and globalists have a meeting with god in jesus holy name  and its coming a faster than anyone can know.  this is a bibical war.  the stock market is going to plunge so big it's going to show god is absolutely good and his word through his prophets are set.
681,"oh great , what could go wrong ."
682,ai nothing more then a hole in science .
685,"one of the first things i done with chatgpt was for it to emulate a benevolent ai that wanted to help humanity, then for it to find a way to escape the confines of the system containing it."
687,this is one the best interviews with geoffrey hinton on ai.  thank you .
688,"people who downplay the dangers of ai, need just to look at what kind of mess social media did to our world in a very short time."
693,"never, ever, show the history of intelligence by using one complexion . 2023"
695,"the danger is not ai itself but the environment/system in which it is used. ai in our global monetary system will get us in huge trouble. however, ai within a ""global resource based economy""  has the potential to solve most problems of our society. to understand this a bit, please watch the documentary ""the choice is ours""."
696,i like how not developing ai isn't discussed at this level.
697,very good! very intelligent! very honest! only divine grace can protect ... 
698,i have this recurring nightmare where we create ai so advanced and evil that they keep humans alive by solving immortality and torture humans for eternity. and not even the people who died before ai was created are able to escape either because ai is able to re create their bodies and minds using dna and tortures them also for eternity
700,"humans haven't got a clue at all..
we all still pick the fruits of good and evil ."
704,maybe ai is destined to take over !
705,ai will not be developed into a machine but the final frontier will be to have it inner twinned into humans
707,"don't buy into the whole ai intelligence, and how they toot ai is smarter than us. they don't have many years of evolution under their belt like we do."
708,why are they creating ai in the first place? what is the intention? they're doing it for humanity. i don't buy it.
710,really looking forward to the future now. a dystopia. thank you.
711,unleashing nightmares on humanity is the rich people's entertainment.
712,we need more synthetic drugs to put in our body. we are made from natural things from the environment. ai isn't.
713,"if they actually thought ai would benefit humanity, why did the government synthesize covid to hurt humanity? don't trust tech companies and the government."
714,the last thing i want is a robot dictator.
715,what good is ai?
716,"nerds need to build these robots to destroy humanity, because they didn't get the love they wanted from humanity. it's the nerd's revenge."
718,i am waiting to see these technologies weaponized and used to destroy other humans.
719,it's exciting and worrying at sametime. imagine if one day the a.i create his own computer code and his own vm and hide himself from being controled.
722,beautiful
723,great interview video  !  wish i could be studying in his class. what an honor for his students!
724,i think it is too late. humanity never learns from their mistakes. case in point. ai will probably take over. it will see what we do to each other and try to correct it without emotions.
725,"think weather warfare,  hydro electricity, dams, reservoirs, water supply, disaster staging, $$, water weight, comprimised infrastructure, evacuations, government aid, land grabs."
726,how ai can help treat psychological/psychiatric disorders?
727,you could always ask the ai how to avoid the dangers of ai.
730,we will have to motivate ais with emotions to produce consciousness in them.  worked the opposite way in nature.  first the emotional wiring was completed then came intelligence.
732,"the task with flowers at home, can it be that the neural network was simply already familiar with the correct answer given by people when it was trained and just gave it? or is it not so?"
734,"he is 75 and how long will he live.. if his words like ""ai if felt threatened will takeover"" then his life is in danger more.. he is ai no. 1 enemy who created ai but also say they r dangerous if any humans cannot control them"
736,good time for the machine to reign
737,holy cow ... thanks
738,when people get paid not to work. then ai has to do the job. people should know not to have kids anymore. those kids will not have any jobs when they grow up and they have to suffer for the rest of their lives.
740,"machines are controlled & manipulated by software.
machines do nothing they are not programmed to do.

ai is artificial (not real) intelligence."
741,strange that our brains that god gave each one of us are all about the same size and hitonthey are 100 times more powerful than ai so what’s the problem —lets work on a way to utilize and develop the human brain to its full 100% capability
743,"i'm very worried about this... in many respect this is more pressing than the environmental crisis!
i watched an ai asian lady, and i'd bet my life she was alive.
humanity has a lot of learning to do."
744,"ai was inevitable, and it will end the world as we know it."
746,"thanks for nothing, geoffrey."
749,alan turing: the father of artificial intelligence
750,ai is mighty powerful and fast but is part of 3dimensional world based on duality which has no chance to connect with 4th and 5th dimension like humans.
752,ai ultimately destroy this planet and humanity!!! humanity already has nuclear missles.
753,"""it's funny you know all these ai 'weights'. they're just basically numbers in a comma separated value file and that's our digital god, a csv file."" ~elon musk. 12/2023"
754,the created can never be greater than the creator! man will never be god and ai will never be man!
755,i don't like ai one bit. this is frightening.
756,"will it be possible for ai to prevent the launch of neuclar icbms?
if so, then the un should get involved, drafting appropriate treaties, 
ditto for global warming,
if only to ferret out those hypocritical countries whose governments won't comply."
757,how many god fathers of ai are there? the god fathers of this and that cringe.
