Unnamed: 0,Comment
163,finde bisschen unheimlich begeistert kitechnologie darueber nachzudenken leben beeinflussen kann sollten sicherstellen technologie verantwortungsvoll sicher nutzen muessen regeln kontrolle haben schief geht
164,also stimmensynchronisation gelungen fehlte charakteristische lispeln vielleicht mal katja burkhard anfragen
167,leben schon matrix zahlen nummern ki mehr transhuman als intention gutes dan nachhinein ausgenutzt fuer groeßeres monopol
168,bereits ganz ki geschafft bezeichnet zahlen infektionen obwohl tests sind meisten ganz offen anluegen merken trotzdem nicht ki schlimmer ?
169,symphatischer typ!
170,herr anwalt freund mutter erweiterten speicher ps getrennt fuer nen spiel zahlen neu kaufen geld kriegen?
171,warnungen kuenstlicher intelligenz schließt halt vermeintlichen mehrheitsmeinung an insofern menschen gefaehrlicher ausnahmslos!
172,ki kuenstliche intelligenz fast computer verknuepft usw deshalb geraete immer neuesten stand zuhalten usw
173,vielleicht gleich ki s gibt derzeit gibts super reich reich arm
175,ki job anwalts uebernehmen?
176,ki angeht wuerde interessieren rechtslage angeht programm produkt ki entwickeln lasse verkaufe wer eigentuemer programms produkt darf geld verdienen entwickler ki abgeben?
177,philosophisch gesehen moechte verstand fantastischen welt leben koerpereigene bewusstsein stand halten
179,menschheit istglaub erst fked ki generell intelligent ist fachbereichen
180,heute politik geguckt lehrer ueberredet
182,chat gpt ans internet anschließen gibts zurueck mehr
183,juristen kis uebernommen vorbei ki strafmildernden paragrafen durchsucht waere vieleicht hilfe fuer anwaelte
184,augen schaue weiß selber links rechts die luege liebt wahrheit falsch echt echt tiefsten dunkeln findet liebe zurecht danke fuer
185,kuenstliche intelligenz programmierer niemals ersetzen chatgpt mal ahnung assembler sprachen
188,krebs
189,bevor ki mittelschicht wegbrechen laesst ganze berufszweige ersetzt bzw verbessert erstmal menschen loeschen
190,like gegeben hast
191,kenne enkelschreck acid raedern fuer enkeltrick?
192,groeßte problem ki verdummung bestimmter gesellschaftsgruppen
193,love death and robots referenz anfang gefallen
195,internet ja arbeitsplaetze gekostet kostet heute noch einzelhandel passiert schlecht erfordert wirklich mitarbeit
196,schon angefangen optimieren teletubbies nen fernseher bauch
197,grund gibt ki begrenzer
198,taeusche katja kipping die linke bild? falls nein sieht schon aehnlich! und falls ist natuerlich lehrerin politikerin vielleicht mal schule war thema bildung beschaeftigen ort bedingungen anzuschauen
201,kis bringen steuern schon davor dafuer gesorgt net gnadenlos maschinen ersetzt wird gier politiker ausbremsen
202,oha manuel hase shoutout haette erwartet d
203,nit blauwale krebs bekommen koennen? wegen krebs ausloschen tot blauwale d
204,spannend ki anwalt interface kommt allermeisten perfekten anwalt leisten koennen statt reichsten große firmen
205,herr anwalt finde super kompetent sehen situationen objektiv egal thema
206,wuerde linke tippen haare vor spitzen komisch aussehen außerdem ohr oben schwammig
208,jesus bleibt wahrheit
210,tipp wer interesse ma kreativen szenen kunst hineingucken thema ki schon relative lange ne diskusion selber z b d artist
215,pov skript chatgpt
217,entweder mutanten cyborgs sein
218,glauben geschichte wahr ist? enttaeuschen komplett erfunden ki !
219,bonn sticker gesehen sticker stand klimastreik
221,kuenstliche intelligenz?
227,irgendwann kis trainieren koennen smartphones laufen lassen koennen? bringt wohl mehr techkonzerne regulieren sicherheitsfilter vorzuschreiben
229,top!
231,skynet
233,dummen begreifen immer nicht gibt ki gibt menschliche bloedheit aussage einsteins vertraut haelt besagte bloedheit grenzen
235,mittelschicht mehr arbeitet warum sollten firmen grundeinkommen generieren produkte gekauft werden? warum ueberhaupt produzieren?
238,denke irobot smith
239,beeindruckt wirklich guter stoff !
240,kurz gesagt ki macht sagst bedeutet nicht ki macht meinst
241,technologie schon laengst ausloeschen klippe hunderte meter tiefe geht sagt navi rechts abbiegen
242,waere besser menschen ki krieg ersetzt
246,bilder fake?
247,tatsaechlich koennten hochentwickelte kis gpt lerher anwaelte ueberfluessig machen ja lerhermangel notwendig ist ziel irgendwann niemand mehr arbeiten hobbys nachgehen koennen deshalb fuer bedingungsloses einkommen menschen frei entfalten koennen
248,schlauer friedrich auch! was kuenstliche intelligenz menschheit bringen wird vermutlich einfach abwarten weil egal darauf reagieren wirken manchmal klaegliche versuch puck netz bringen phyiskers zufall?
251,glaube nicht lehrer ersetzen kann moderne lehrer mehr wissnsverteilungssystem erfuellt soziale aufgaben ki weiteres hinkriegen wird
253,gruselig c
254,wiederholen spielen ki jaehriger kind waffe vater gefunden hat zeit konzentriert gute perfekte ki schaffen frage stellte keiner
258,navigationssystem bitte schwache ki? achtung bs alarm!
259,praktisch ki bieten nimmt arm bringt mulleimer raus usw
261,fast immer mangel gewesen menschen angetrieben hat entwickeln zweifelsfalle selbst
264,allgegenwaertige bibliothek ganze wissen verfuegbar ist verfuegbare wissen aufnehmen verarbeiten koennen
266,enkeltrick sohn enkel beides
268,voll drama welt
273,ahnlich gut erklaert qualityland marc uwe kling
274,glaube linke bild gefakte bild fuer erklaerung einfach antworten
275,gefahren gibt drachengame?
276,fremden anwalt verliebt oh nein
282,gar daran denken
284,hast rechte ki erstellt schon viele ki generierte bilder menschen gesehen
285,herr anwalt heute ernst ja wissen macht wissen macht nix sagte mal chef
286,buchempfehlung strategien minimierung negativen auswirkungen kuenstlicher intelligenz taegliche leben
288,sueß
290,herr anwalt gute begruendung muessen erst darum gedanken soweit ist!!! menschen logik
295,naja eltern wuerden schon wundern ploetzlich geld konto mann gehoeren ueberweisen sollen
296,mensch maschinen hybride
298,naja kommen verbloedung menschheit dazu
302,vorstellen ki ganzen gesichteten ufos gerade geschwindigkeiten drauf haelt lebewesen
305,bricht finanzielle mittelschicht weg denkende mittelschicht technik duerfte sicht beschleunigen
306,sage detroit become humans
307,geht ueberfluessige menschen opfer irgendwelcher krankheiten unfaellen
308,eltern wurden beim enkeltrick einfach geld konto ueberweisen wuerde wundern warum geld ueberwiesen wurden
311,guten abend
312,hallo
313,hi
314,abend
315,abend
316,dachte kommt premiere
317,nabend
318,toller kurs
319,kl menschen lernt wirklich dummheit verfuegung endlos vernetzen potenzieren kann
320,ki menschen arbeit erleichtert teilweise ersetzt fuer deutsche ja alptraum aendert daran deutschen schon unterbezahlt sind hauptsache arbeiten gehen
321,denke biopics sicherlich bald schauspieler mehr spielen
322,panisch!
324,angefangen replika chatgpt
325,selbstverstaendlich bald werden!
327,kuenstliche intelligenz hilft vielen bereichen schaden eingesetzt werden vor nachteile ki? mehr infos gibt hier https www youtube com watch?vsrzijbwi
328,ki schon außer kontrolle empfinde ki bedrohlich stellt frage wieviel verantwortung darf ki uebertragen wer bestraft menschen schaden kommen?
329,schnell hoechstgeschwindigkeit autos ki einfluß autobahn?
330,ki menschen zukunft komplett verbloeden
335,ahnungslos reporter heutzutage?
337,witze erzaehlen chatgpt wirklich leuchte meisten faellen ergeben kaum sinn wirklich ulkig dagegen chatgpt witz erzaehlen erklaerung bitten faselt ki fast stuss zusammen
338,vorher halt bezahlt fuer kurs halt cent genau erwartet branche naechsten jahre
339,sein schon taschenrechner diesbezueglich vielen politikern ueberlegen ist? immerhin problem zahlen
340,frage stelllen beschaemend typisch or
341,gar wahre ki gesehen echte ki waere schon fuer politik gefaehrlich ehrlich logisch wuerde direkt stecker ziehen sofort! schlimmer schaffen ki faehigkeit luegen betruegen! bekommen skynet betrogen merken
342,braucht befehl programmieren menschen vernichten
343,ki insgesamt unterschaetzt uberlegenheit laesst kontrollieren ki manipulation faelschungssicher belegbar! naechsten optischen quanten prozessoren alten verschluesselungsmaßnahmen mehr sicher! passiert epyc prozessor staerkeren prozessor faktor ersetzt wird?
344,frage ist besser fuer wen?
345,theoretisch traum alten griechen maschinen nehmen arbeit ab problem nur gibt bedingungsloses grundeinkommen maschine arbeit wegnimmt arbeitslos darfst arbeitsamt
347,menschlichkeit stirbt je besser ki ist umso mehr versklavt
348,chat gpt somsein zoi ab min
349,leider beitrag weltspiegel bei journalist wichtiger nimmt eigentliche thema diese unnoetige zeit kamera nervt zunehmend
350,nen frankenstein shirt traegt
351,fuer einfach ganz schrecklich vielleicht schon alt wuerd leben nieee einsteigen auto
352,nervtoetende hintergrundmusik ki verdanken?
353,dadurch verbloedung siehe zuvor teletubbies voranschreitet faellt ?
354,besser journalisten fall besser
355,ki macht das wozu programmiert wurde wer beherrsch ki?????
356,n e i n
358,nein! besitzt seele dadurch verbindung zu planeten fuers kalkulierenhochrechnen gut!
359,ki menschheit zerstoeren
360,buchstaben menschlichen untergangs
362,technische fortschritt bewundernswert ki niemals besser sein menschen sind trotzdem davon gefahr ausgehen schnelligkeit datenverarbeitung betrifft deshalb sollten entwicklungen kontrolliert werden
364,klar besser deshalb brauchen teslas usa dringend update weitere unfaelle vermeiden
366,westworld laesst gruessen
368,glueck k i bald geschichte
369,intelligenz wahren menschen ausmacht! kuenstliche intelligenz weiteres verbrechen gottloser kreaturen tote materie technologie ueber wert lebens stellen lebendige wesen demuetigen knechten vernichten! gott verfluche vernichte !
370,ki vermutlich sargnagel fuer menschheit zumindest hoffen
371,etwas kreieren intelligenter selbst autsch! zumindest sagt ueber intelligenz aussagenden ersten versuche chatgpt ergaben laecherliche ergebnisse fuer ad acta legen konnte
372,ki kalte empathie entwickeln psychopathen intelligenter ist koennte tatsaechlich rein intellektuell menschen richten verselbstaendigen sprich eigenes bewußtsein entwickeln sage ki fan
375,dadurch verdummung voranschreitet faulheit dient faellt ? so
376,fall besser!
377,gibt zeit gar ki ist immer gut klicks bekommen
378,satz laesst angstschweiß stirn kullern es menschen liegen gut laeuft nicht
379,besser menschen wuerden boese zungen sagen niemals
380,fuer chatgpt bessere suchmaschine google search
381,chatbots z b telekom nerven total glueck verstehen satz hol bitte menschen!
382,ubertreiben ki nicht antworten chatgpt z b immer richtig selber lage sein beurteilen
383,dies vorgeschmack das kommen wird schatten dessen wird alan turing
384,weniger ich mehr inhalt bitte danke
385,brauchen ard zdf mehr
386,alleine fragestellung zeigt fuer welle dreck zukommt meisten finden super
387,koennen ki ja mal bundespolizei grenze ausruesten warten mal darauf schlaue computer fluechtlingen sagt politik daraus macht bahn mal sehen mehr zuege personal geben rotschwarzer kivorstand sekretaerin buero dienstwagen
388,gefahrenen autos find gut koennten boese leute hacken umfaelle koennten vielleicht passieren
389,abschaffen schnell moeglich
391,na klar besser deshalb ja grade abgeschafft ausgeloescht milliarden tote naechsten jahren
392,glaube ki anfang ende abere benutze trotzdem geren fuer creative arbeit ratgeber sollten letzten momente voll autonome ai genießen solange zeit
393,hallo weltspiegel peinlich auffaellig vermutlich gekauften voellig sinnlosen themenbezug botkommentare sind
394,weltlaender gibts genug junge menschen gerne kommen bitte hoert spruch wenige kinder fachkraefte
395,kannte reporter vorher macht super job sympathisch thema interessant bots scheint gefallen d
396,werbung sichere exklusiven deal link http nordvpn com spacefrogs gehst code spacefrogs benutzt!
398,erinnere chatbot test lief innerhalb weniger tage faschistischen judenhassenden neonazi kommunistendingsbums ding mutierte lacher ganz gar seite sag euch
399,chatgpd rueckt quellen recherche raus kannst antworten glauben oder lassen wat fuer neue intelligenz hieß nicht schreibt sogar doktorarbeiten verdammt verdammt verdammt
400,aber grammatik jesus neuer lieblingssatz
401,ki bekommt mal ne hand hin mache sorgen job illustrator
402,hahaha bester troll schoen unterschwellig
403,elon musk joke haha
404,spitzen musk
405,blobby volley bestes spiel
406,wer denkt vpn gibt sicherheit netz is lost af
408,herr ringe kuenstlich intelligent jedenfalls parodien
410,hahahaha! seid guten alten kastagnetten skits bully show bevor verlangsamt wurden outtakes gibt gratis dazu sterbe lachen
411,ki ai boys multilingular unterwegs
413,rick glatze baba
414,gericht tatsaechlich vertreten sofern noetige ausbildung hat ted bundy gemacht abgebrochenes studium glaube ich schriße gelabert echten anwaelte wuetend gerichtsaal verlassen haben
415,tuerkische drohne ukraine eingesetzt wird ne ki copiloten drohne alleine steuern alleine zivilisten los gegangen min zivilisten umgebracht gut real getestet
416,bruh rayark wusste actually obwohl rayark schon seit jahren kenne spiele spiele immer aufwendig artwork angeht spiele voez cytus empfehlen tho
417,fiete jasper xd
418,verstehe warum einziger groeßerer nichtaichannel remotely close tatsaechlichen funktionalitaet ai kommt recherchiert nicht? versteht technik nicht? maeuse melden
419,drohne echt gekillt operator
420,ki verhaelt halt so evolution funktioniert
422,genau space frogs heißen fiete jasper
423,lol
425,tomodachi life musik? omg
426,gehts kapitalismus ai? habs gecheckt
427,vermutlich grund warum menschen gibt gar erst kuenstilche intelligenz bezeichnen eben das machine learning
428,wer flete wer jasper?
429,moin moin shop los? anderthalb wochen bestellt rueckmeldung bekommen? lg
430,ki intelligent intelligenter meisten menschen
431,aha heißt fiete jasper! wusste
432,konsequenzen brachte elon musk ?
434,naja ai wirklich schaedlich? schaedlichen gedanken erst schaedlich machen? wahrscheinlich wurde technik oft waffe verwendet deswegen glauben wissen zeugs gefaehrlich sei
435,fan kuenstlicher intelligenz sondern eher fuer ehrliche dummheit
436,ehrlich gesagt habt echt ahnung thema macht traurig dabei zuzuhoeren reichweite denken
437,leute karneval feiern karnevalisten heißen warum heißen fasching feiernde faschisten?
439,moechte sein satire? klamauk?
440,wieso namen tessa irgendwie story tessas geburtstag denken?!
441,fiete jasper ganz gut punkt gebracht finde
443,blobby volley xd kommen erinnerungen computer raum hoch
444,steven long packt namen kolleginen aus xd
445,ai inzt echt gute beschreibung fuer ergebnis xd
447,wer fiete wer jasper?
448,gab versuch artz psychiatrie typische phrase psychater ca computer gefuetter aehnlich turingtest getestet wurde ergebnis mehr leutet computer psychater bevorzugt witz gar falsch
449,elon musk for president!!!
452,glueck biologische inteligenz feier gesamten sehe xddd good jop good jop xddd am hellsten tag schwaerzester nacht entgeht boeses macht! wer finsteren maechten sicht verspricht huete green lantern licht!
453,national eating dicks association
454,passiert ai
456,habt elon musk? ideen revolutioniert gerade nachhaltig raumfahrt grossen deutschen autohersteller auch anderen gebracht geliebten dieselmotor aufzugeben elektro stellen
457,chatgpt stimmt ganz ableger davon koennen kreative weise loesungen raetseln kommen computer vorher bekannt waren einfach mal googlen d
458,blobby volley omg
459,simulation nie stattgefunden us millitaer reporter gedankspiel erklaert forschung beachten muessen damitces eben sollchen situationen kommt
460,habt gelegenheit verpasst bild kacken wohl mitarbeiter ki ersetzt
462,fuer uberheblichkeit elon scheinintelligent bezeichnen typ genie! so unterdurchschnittlicher hauptschueler anmaßt dreifach nobelpreistraeger physik medizin literatur bewertet
463,warte mal die space frogs ai generiert? d
464,steve margarine einschmieren
465,steve pushen aka stuhl hinten schieben
467,steve schoen
468,wuerde trotzdem ki fuehrung deutschlands mehr zutrauen politikern ki eher unterstuetzung nutzen z b spieleentwicklung welten animationen erstellen menschlich verfeinern beim bueroarbeit management helfer zukunft eher grau braun blau
469,fiete jasper ich verfolge seit jahrzehnten eroeffnung saeureminen so bockt immer noch hoffentlich ersetzt ey ay
470,di ner ki beine gibst faengt unbedingt laufen vielleicht postet stattdessen bilder neuen fueßen only fans
471,geilste vergleich ever minority report kugeln aussscheißen vision pro her mega schmeiß weg
472,scheiß auslaender kis klauen jobs!
473,blobby volley!! geliebt
476,fiete jasper habt zwei alten knaben mal n richtig gutes bewegtbild produziert! finde simulierte intelligenz gar einseitigsimulierte intelligenz voll guten irgendwie stimmigen begriff
477,vorstellen ki irgendwann aehnliches passiert damals bug xeroxscannern verlassen blind drauf einestages kommt raus verlaesslich geht welt unter
479,tetris ding ziemlich schlau geloest
480,haben mal versucht gluecklich sein?
481,gramatik jesus !!!!
484,mandantin
485,beispiele tetris operator zeigen doch ki waere guter anwalt steuerhinterzieher findet besten luecken finde eigentlich sogar intelligent
486,grammatik jesus
487,firmen heute lass mal tausend leute ki ersetzen senken kosten mehr profit menschen morgen koennen produkte leider mehr leisten arbeitslos sind firmen morgen pickachuface
488,neulich versucht kernaussagen diversen texten herausschreiebn lassen folgte inhaltliche ubersicht texten aussagen folgen daraus gefehlt selber lesen selber machen!
489,spuckpalme buero entdeckt
490,ab seht grund warum ki heute einfach abfeier outsmarted befehle einfach genial
492,zaehlt erreichen komplexen zielen ki tausende unbekannte chemische substanzen teil effizienter referenzstoff oethylsdiisopropylaminoethylmethylphosphonothiolat ist? zukunft richtig lustig
493,hey kommen irgendwann podcasts?
494,real stupidity beats artificial intelligence every time terry pratchett
495,hallo fiete jasper!
496,ai inzest
498,liest immer wieder vermutlich bs findest verlaessliche quelle dazu hauptsaechlich leute social media behaupten bildergenerierende ais eher pool trainiert danach mehr aendert
499,news! firma feuert ki eigenen daten trainiert haben wegen sexismus sollten wohl mehr firmen behoerden mal ki reality check durchfuehren waere spannend tendenzen auftauchen
500,waaaas ai gar krass bild zeigt? schokokiert!
501,flete jasper ab sofort neuen namen
502,ziemlich sicher militaerdrone hypothetisches szenario rede
504,oh gott blobby volley
505,ersr ma ne runde blobby volley
506,frage wer fiete wer jasper glaube rick eigentlich fiete
507,es grammatik jesus rick
509,schon mal psychopass geschaut ?
510,denke thema koennte gut zukunft außer algorithmen stark links rechts außen einwirkt jetzigen situation neutralen blickwinkel gesellschaftlichen fragen geben
511,deutsche beamte benutzen ki hahahaaahaaa guter witz entdecken vielleicht jahren sowas ueberhaupt existiert naja gut gerade ki probleme bezeichnet eigentlich menschen probleme
512,finde ja groeßte gefahr darin besteht desinformation massiv zunehmen wird entwicklung tempo geht koennte jahren beitrag medien ki generiert sein
513,emotionale probleme kenne emotionen mhm ja ja mal versucht gluecklich sein? geil
516,anmaßend clash of clans clash royale stufe ganzen amderen mobilegames stellt absoluten klassiker spiele meisten billige kopien
517,es grammatik jesus! d
518,moechte blobby volley spielen gut wire guard
519,zukunft blau passt leider afd hoch
520,hoere oft darf vergessen vorprogrammiertes system ist solange menschen algorithmus ki unterscheiden koennen menschlicher unintelligenz reden
521,ps protestanten also glaeubigen heißen protestanten sechs fuersten reformbewegung martin luther bekannten speyer kaiser katholische kirche protestation ein protestschreiben ueberreicht seitdem anhaenger reformation von martin luther protestanten bezeichnet
522,omg fuer geiler werbespot
523,klar potenzielle drohnensimulation scheitern musste voellig falsches setup o operator erschießen bedeutet natuerlich sofortiges game over egal wv punkte vorher gesammelt wurden seit scifi geschichte programme nichtmehr ai ki bezeichnen vi trifft besser virtuelle intelligenz
524,fragen anderem fiete jasper geblieben?
527,omg nostalgieflash blobby volley game uebertrieben direkt zurueck kindheit geballert d vielen dank gibt
528,groeßte problem kuenstliche intelligenz natuerliche dummheit
529,mal versucht neuronales netzwerk oder modell trainieren weiß dumm dinger eigentlich sind ende tages bloß eingabe ausgabe algorithmus ausschließlich macht einprogrammiert hat
530,funktioniert nordvpn neuralink? werd gebeamt?
531,protestanten heißen protestanden katholische kirche protestiert haben ja gewisser weise protestierende
532,wer kennt nicht fiete jasper space frogs
533,blobby volley
534,wissen immer genau neuronalen netzwerke funktionieren fortschritt alternative
535,nun protestanten ja protestiert katholische kirche
536,rick grammatikjesus
538,koennt wagen via blobby volley ploetzlich nostalgie ertraenken?
539,dachte maln schwarz seh zukunft pink fragst gut kind
