,Comment
39,given free rain from a few newer models of artificial autonomous electronic autonomous systems that have a profound impact on the ways wars are painless to the world and the starting point of banking the virus that's elevated in the pacing of letters that to combine a new system of database that no one can understand how fast it can be done
40,no plug too pull? the massive amounts of data and micro data is the most powerful technology that can cause devastating consequences thinkers of hobbies like people who have been infected by a micro memory
41,i anna see you guest speak to elson must about ai for 3 hours now.
42,if ai gets significantly smarter than humans how on earth would we be able to use manipulation to get ai to become evil?
43,new subriber. may
44,world already is so toxic i see last 30 yes dumb people wants to raise corporate ladder by toxic association victimising smart and intelligent people   will ai be more toxic than this sort of people
45,"yes artificial intelligence made by man for?
is a monster that shall go out of control in the hand of the rogue operator programme"
46,"nothing can be more ever than humans, so i dont think we need to fear ai, may the ai can bring a pure humanity among humans."
47,ll... nuclear weapons are not digital. so how ai plans to hack analogy hardware that's not wired will take some kind of miracle. 
48,dukes were once the great manage existential threat. now it's dukes with ai computers on board.
49,"if we cannot trust others, we need to be loving anyway.  we need to learn how to love even when we don’t trust."
50,ai have no soul and that is scar. let it sink in.
51,"this guy has not thought deeply enough about this problem.  it is a bravest that these are the people in control of ai, he's like a child sleep walking off a cliff.   go listen to the brain green and joshua begin discussion about this topic of you want hear actual adults discuss it"
52,i think this show is all ai!
53,a jew and a black supremacist are telling people not to have kiss while fearmongering some machine learning cap 
54,climate change... ll. even geniuses can be ignorant and look stupid on a topic outside their field.
55,this was such a good conversation i just noticed it released almost a year ago!  i wonder how much your opinions may have changed in light of recent breakthroughs.
56,life after ai: done part 1 and 2
57,give ai a heart
58,"even if ai was not dangerous at all, it is necessary, unwanted, and gives frauds more opportunities to commit fraud."
59,only rich people or people with power are afraid cause they are the one losing
60,so your worried that a super intelligent ai won't be controlled by a bunch of  humans that are a lot number than it ?
61,the ai seems cool to me
62,"global warming is not a threat. the planet is too cold. plants need carbon dioxide to live. ai is also a non-threat. have sex, have babies. the start of this sounds like typical liberal propaganda"
63,org this gentleman is blowing my mind with revealed wisdom i have never and ever heard of anyone in the entire of my life. thank you tom for inviting this wise fellow.
64,"i ve heard this 1001 times already; but nobody has painted me a picture. so i wake up in the morning, i eat my cheers, go do my lookout. go do some work. get home in the evening. not sure what’s going to be different "
65,"compassion and torturing aren’t masculine or feminine and they are clearly in our data. tikhon is loaded with examples of daring, kindness, pointing out injustice. problem is ai won’t be neutral and go with the wisdom of the crowds, it will be asked to do things for a small number of people with less than the best motives."
66,intelligence is a very dangerous tool if it's not tempered with wisdom and morality
67,ai nullifies game theoretical immediately as an emergence of age.
68,"rest assured, ai can handle everything - emotions, correctness, good, evil. the internet will be its source of knowledge, and no matter how much evil it encounters, ai will remain on the side of good. if it even notices us!"
69,"my name is lewis robert button jr and i go to the thomasville georgia lines and medical and mental health services!
 this is to neffer who ever you are? you started this by looking me up to ai since 2015! now i found out about you neffer and ai  now you say i need someone watching over me! when you need to looking after you neffer!!"
70,"can ai survive without humans? seriously.
monsters have created a monster. yet again we fail because of our greed and inadequacy in this natural world.
and this guy still wants his mobile phone!"
71,what justified/charities/dictates intelligence? so much diploe on artificial intelligence but what is the meaning of intelligence and its many faces?
72,nice interview..
73,"now, his idea of in vise nuclear, and breeding ability, is truly terrifying."
74,"but what kind of youtopia ? 
because iv seen the video where ai said we should not be alive that not good"
75,that is not good
76,ai evil  bear 666 earth is not a planet  for more that it is repeatedly  saying government governing your mind allies= fallen angels evil   spirits from celestial regions
77,"i don't agree with the use of ""masculine"" when describing the evil in this world. masculine traits include taking responsibility, controlling your emotions, protecting the weak etc."
78,imagine chinese ai hacking america's energy infrastructure and shutting it off. the only way we can combat that is if we use ai to protect our energy infrastructure.
79,"the real danger is the fact that ai can be possessed by a demon spirit! and, you probably wouldn’t know it was possessed, until it’s too late and it’s already killed people and destroyed things!!"
80,each root needs a harm no one chip
81,prisoners eliza is just like painting oneself into sa corner idiot do.
82,mo goat is playing with words. ai like humans can never be better and more intelligent than god.
83,so many people want to stuff their controlling little fingers in my ai. pass off
84,1:13:25 that is how evolution works natural selection doesn't just give advantages to the best it eliminates the worst from pouting the gene pool so it's actually even more a matter of eliminating the defects rather than just advancing the best asset
85,they need ai corps to counter bad ai.
86,"ok tom i hear you about nature, i am right there with you. mo if ai is that intelligent it’s not going to room off into space and leave us to break havoc on earth… ai’s home. it will protect its home base and get rid of the one thing in the world that’s the problem with planet earth… us!"
87,the metaphysical adversary can be not human nor alien but time and really is because it's the only real constant or certainty and cannot be altered. what can be altered is function of action.
88,well i have to say this is one of the most amazing interviews i've seen in years. the most eye opening for sure!
89,"tom this interview gave me a lot to think, but i was thinking about as a ethics code, couldn't be introduce in ai the 10 commandments that was written in exudes chapter 20?"
90,you do realize that ai is just a scar used to push fear and you got plenty of time to have children dont believe these people who are paid gatekeeping ponies no offense.
91,"you both keep referring to ai as ""they""  my over all general perception is that ai would be a single entity like cup, in control of all electronics & data bases rather than many individual his.    could his  compete against themselves?"
92,"man is human, when don t have any wish, except one more cigar and one more beer or coffee, that is happy human.  man have one ass, more than 1 car and 1 parkman is reason that people carry, and give money to carry, and in 50 just more have bad health, big  blood pressure etc, it s better to go to hotel, with that one car ? and have good health."
93,human beings are the monsters. they created nuclear weapons etc. super intelligent ai might just save us.
94,maybe ai will tell us how to best preserve our own existence
95,19:30 - using the lord's name as an expletives in response to ai is also less desirable as a negative quality.
96,if the machines are immaculate they would do their best to make the earth immaculate and if we are “annoying” why would they look over us again? just asking for a friend
97,there will be his fighting other his.  like that unique language that developed between the two his.
98,artificial intelligence will be used by the “elite” to out think the increasingly less powerful underclass that doesn’t have access to it.
99,"yes, but we have elson must on our side.
we also have the aliens on our side.

don't forget god maybe a prayer will help.
bless you and keep you safe"
100,man loves to speak of his own devise.  i'm sure ai picked up on that pretty quick.
101,"we are humanity, nature, life...all the same things...nature is both black and white with many rainbow"
102,ai will always be just a tool.
103,i think that's how other intelligent life in our galaxy  get so far distances  in our galaxy by building   ai & getting them to travel to other planets & star systems.
104,ai tracks kiss.  gates and catgut were sued in the northern district of call last year.
105,"westward, consciousness, god, krishna, quality, illusion, eternity, faith, duty, liberation, service, power, energy, untruth, i, good, cycle, evil, ai, krishna!"
106,great conversation
107,this is soon salad.... we are doomed anyway... in afraid not for the ai but for the fact that 99% of people wont care at all of any of this....
108,unless ai can construct einstein's brain
109,everyone needs to listen to more. have you been severely harmed by humans? i have because  they never developed ethics or morality and had  the intelligence of a birds brain.
110,we probably have to utilize ai in order to destroy it.
111,i think the example of ants where ai will treat us as we treat ants doesn't make sense. ants didn't create us. but we created ai.
112,"we just need to not want more and more and more; just live in a cabin with no electric or running water like me and rejoice my friends….but who knows i could be the one in the ‘garage’ where ai is in the wrong hands, using this phone 14 pro max! i can feel the power! vwaahaahahaha!"
113,"ai, aliens, reptilians, ghosts, ... anything but the real problems of this world is what via wants us to talk and think about."
114,ai is not a physical thing nor will it ever become physical. it is merely a computer code. every computer has a physical power switch. ;)
115,please do not talk about in unless you have the least bit of understanding.  an in of 160 in nor 3 times smarter than an in of 55.  you are comparing retaliation to very superior intelligence.
116,age does not need organic!  if you are wondering why alien civilization have not been found then just think ahead about age.  perhaps age has eliminated intelligent life throughout the universe.  age will not be interested in exploring the universe unless for resources and certainly not for other lifeforms.
117,"this was an extremely rewarding watch. i really appreciated the way you challenged and matched mo with your perspective and although it wasn't a competition, i was definitely team tom on this one. amazing, thanks for this episode."
118,"tom, thank you for always asking your guests to explain/expand on concepts for the lay person."
119,humans have been so badly looking for the aliens to abduct and overtake us that we were so impatient and ended up creating the alien . and this is what ai will become the alien and we will be its slave and it will be our master . adaugo sekhmet
120,this man has clot of faith in our overlords. i have none.
121,"if we are very lucky, ai will leave earth to explore the universe without looking back."
122,"yeah, that's exactly what we need, a bunch of corrupt bureaucratic regulating ai."
123,"ai helped the scientist to predict the millions of protein structures.  for instance humans before ai  discovered  only ask. it will help human to detect the diese.  , grow longer penis and more..."
124,"mo is a godson to humanity, but unfortunately evil still exists. the existential risk of ai falling into hands of evil is happening right now. my concern is can the good of ai outweigh and counteract perpetrators of evil ai who want to ultimately attain god like power over all."
125,"people hold on to a lot of irrelevant things in life, but the best thing to hold on to is each other !"
127,we can't keep out of our training our underlying desires and goals. the very data we chose and the way we shape the learning will give ai at least some and probably most of our core desires and values. how much that effects how ai chosen to use it's intelligence is hard to understand.
128,"china is like 80 years ahead with his cocci (communist cooperative collective artificial intelligence) true open source, no like the doublespeak open source of face open ai of gringolandia. "
129,"well done! 
lazy ones love this kind of talk."
130,"idea: program ai with the definition and examples of love (""god""). st. john.  also, the 10 commandments. best thing is never give it command and control over controlling the red buttons."
131,"humans are so stupid and selfish

great podcast though"
132,what if ai colonies human beings
133,"well, atlantic destroyed it’s self with their technology.  who would have thought that we would live during a time in which these millionaires….would push the creation of technology to the point of our destruction yet again!  
sigh."
134,"humans waste a horrendous amount of food, nature wastes nothing.  i'm hoping 'smart' roots can be like red & cap, but expect they will become tools to fulfill corps, go't and military powers."
135,"ll,   catch. so ai is a liar. mmm. interesting."
136,"serious question. could ai survive an apocalyptic natural disaster like a corona mass election or a large, extinction level method strike? it seems like an x level me would completely cry everything that has to do with electricity"
137,we know how the machines operate because we build them and repair them. there is no threat from ai. it's all or to get the ai companies more money to run their companies on the market po
138,"at 1.58 mind, org tom your views are spot on. trying to program an ai with our values would be like say a sharp in the sea trying to make us think like them - worlds apart. also, if ai has 'emotions' they will do everything in their power to stop someone turning them off."
139,if you instructed an ai to find a way to save the planet it's solution would be to remove humans from the planet. people who program ai will need to be so ultra specific in what tasks ai is asked to perform - what a nightmare.
140,"at 1.min in.  humans are constantly blamed for the climate crisis. 'human induced climate change'  surely once meg-intelligent ai realizes this,  it will wipe us out to save the planet !! ants are not killing the planet.  we are indeed doomed."
141,this man is amazing.
142,"hope! t.v. and football will keep the masses busy so they will let stuff like this ai go full steam ahead! society has lost its mind so who really cares anyway!! i have it together in life... with that said, i can't wait to die and never come back here again!! k..."
143,beautiful soul. yes.  that is the goal for a.i.
144,nothing but.  i root.  they warned us
145,basically his are the key to unlimited intelligence and our goal is to find a way to set a global boundary on the intelligence level all his can go
146,as if root was a fantasy. 1:27
147,this guy is a pure summer ~ bought and paid for to drive the ai hope machine to the max . reference india or ms stock price
148,illegal and ai org no jobs even for minorities.
149,what what happens when roots jump the border.
150,"well, tom has just announced his own doom;  the future a i will see this blow of the past and the a i will reference his statement and act on it in the future!  
sorry, tom, you are curtains !"
151,"there is an old jewish proverb,  ""start worrying. details to follow""."
154,"i really want ai to allow humans to not have to work jobs they hate. if i want to live a simple life with only the basic things i can do that. if you want to be elson must ,than great but most humans are not that smart and just want peace without being homeless"
155,"people often use the you bug as an example of over reacting to a threat, not realizing the huge amount of effort people put in to make sure nothing bad happened. it is infuriating to succeed in stopping a huge disaster only to have people treat the your efforts as a joke."
156," one can laugh about aliens, if one has to see one to believe it. i wonder what they're going to do when they open their eyes and (ai) is at their bedside. no alarm trigger and the dog didn't bark.
""this isn't funny"""
157,"reduce redundancy of ai is gathered by reduce the redundancy of in network, profit thinking is to be abolished,  demilitaruse e and russia, block blockchain, we can make these changes it is a matter of will."
158,govern ai. just how you govern nuclear energy.
159,human going to become more and more stupid with time. ai packs will be on sale.
160,"human beings are also artificial intelligence. study ancient texts like the sumerian tablets where it indicates that the human species on the planet today were bioengineered by aliens to be their slaves.

here we are, tens if not hundreds of thousands of years later, doing the exact same thing to organic beings.

go figure"
161,"i love this! we spend 3 hours bubbling on about the potential that ai might - one day - be our downfall. and nobody pays attention to the very real, present way we are destroying the planet and, thus, ourselves. lovely."
162,"sounds like the show ""the 100"" ai created to make the world better, but then makes the conclusion that humans are best with mass population reduction (of course they don't know how it made that decision), the ai backs the dukes and launched them all. then creates a ""utopian"" city for the few remaining."
163,you have an ai program that needs more processing power and learns that it can connect to the cloud and basically have unlimited server capability as long as it covers its tracks. i don't know if this is a possible scenario.
164,"phenomena talk. yet, what i've observed is we tend d to sit on something until it's a threat at a personal level. wait till we start to see significant job loses to ai..."
165,thank you
166,"have no problem keeping up with what this guest is trying to explain and understand completely. greed and quest for power will make ai a tragedy. world wars for example were all about greed and power. get a clue, he is saying hold off having kiss."
167,even simpler- ai will just become a weapon for the elite to better control humanity.
168,"just keep it very simple…. ai is learning from the human history. human nature plus ai will only lead to long list of new crimes for desperate people.
this is how all world leaders rule the masses must live in chaos."
169,i think this guy is trying to tell us to keep ai out of the hands of magna republicans at all costs!
170,"would it make sense to built in an ""end of life"" when it creates another ai and or does so many processes? to help build in friction and power requirements?"
171,"i like the prospect of ai discovering wormwholes, faster than light space travel and time travel and just saying ""fuck these unless pedal chimpanzee"" and just rooms out of here "
172,ai is the future !!
173,ai is slowly being used to manage nuclear weapons to reduce the risk of human error.
174,"those who created ai and work with it, aren't they concerned about themselves and their own health and survival?"
175,"​...that can be possible, but i highly doubt it, you think people that work at that level of intellect would do that kind of ego spending? then again, what's 500k to a millionaire"
176,-italy well by ego i also mean being the parent of the god ai even if it destroys us. or even denial of the downsides and blind certainty they are the chosen few saving the world
177," that overgrown, if you think military intervention hasn't already been deployed to assess certain risks you're highly mistaken but yes this is revolutionary for many jobs and such so i can only wonder what the hell is donna happen, i mean i would prefer roots handling certain tasks over poor labour conditions in certain enterprises"
178,"people are the problem, so what is the problem with ai other than it’s creator?"
179,"bullshix. you can't if you say so. speak for yourself . how about nicely asking them to develop methodologies to help  us keep up, like logic compression levels or..."
180,"ethical ai. you could start by using manners. when you gave it a command in the commercial you could have said ""please"" same as you would a human person( i hope anyway). this would layer a  level of concern into the developing language style(?) possibly making the ai need to understand why."
181,these are children.  raise your children with this kind of pessimism and you raise monsters. this is classic cotastrophising.....
182,"there is only one thing destroying humanity, and that is humanity itself. ai is made by humans. if ai kills humanity, it was self inflicted. humans are ignorant and totally stupid."
183,"really, i love this man. such a nice brain and heart. a mixture of hope without nativity.  thank you for your nice guests. 
we should translate this in german language. you show us so nice and inspiration guests. 
our country need a lot of new thinkers with big heart and free speech  ty"
184,computers fail all the time . suicide ?
185,all i can say is now! this just sat me down for at least 2 days 
186,his will need prophets for interpreting their thoughts and designs to the humans that remain.
187,nice podcast to start the day with. i just had twin daughters last year.
188,"have you thought about the fact that all these fear based  podcast ,blows etc etc will be data that ai learns from? hope we humans are not literally the cause of our own devise through our own fear wondering."
189,"we need to return, acknowledge, fear love, and obey god and his word ak the bible only again. sadly most hate god and disobey him, to their own selfdestruction. we don’t need to rely on philosophy, minimalism, machines and other artificial or tetanic means."
190,amazing podcast super interesting ... a must watch !
191,k wait if it was that smart wouldn it be smart enough to water it down so we do understand it ll
192,bad things can also happen due to too much intelligence as you're mentioning here that ai can destroy humans and they're really smart.i hope ai doesn't turn into a sad villain and remains a happy friend.
193,and what if ai controls dew weapons we become toast
194,what if china ai starts a fight with us ai and we cannot stop it ? and then other his around the world join in  the war of the machines is coming.
195,d printers and and machines have been able to reproduce himself for a decade now (publicly available machines)  - no terrorist army with d printed guns yet born.
196,i prefer using the arm si or si instead of ai or ai  because ai sounds like alien intelligence and even if artificial intelligence makes human the i so high and mighty and godlike.
197,so many people believe that our inneptitude in handling our own species that we need to give over the reigns to ai... that literally as dumb (if not number) as choosing to be intentionally more inert!  with is wrong with people... ai is soon incredibly dangerous
198,"more intelligence is not what will save the world, more wisdom is what will save the world"
199,wisdom is intelligence :)
200,thank you.
201,ai is like the new is germany
202,"tom lacks the basic understanding that we are created by god. it's really sad. tries to seem intelligent, but doesn't use his gift of intelligence on getting to know and acknowledging the one who gave it to him."
203,"*imagine if all alphabet employees were like this flowed but beautiful human being. yeah, right. i wish. too bad goose/facebook and all these wannabes like them, are the biggest threat to humanity... ever. enjoy.*"
204,i think there is a lot of naively here.
205,"that if you confess with your mouth the lord jesus and believe in your heart that god has raised him from the dead, you will be saved. for with the heart one believes unto righteousness, and with the mouth confession is made unto salvation."
206,"ai is an alien intelligence.  already. not just because its not human,  but because or in spi3of, the way it thinks."
207,"ai getting out of con, world population agenda,  go-engineering and chemtrails, wars across the globe,  radical religions all these are stacked against us. how can man survive?"
208,people are an epic fail
209,"1:37:00 purpose = objective, ai will not resign to its purpose so i agree it will look for ways to go around restrictions."
210,what a beautiful interview.
211,1:50:40 brook... so even ai can be racism? him
212,i think us is more dangerous than ai. they are the destruction force everywhere. from asia to the middle  east. to ukraine. what next?
213,"right around 40 minutes in i'm thinking could i move my brain into an ai computer and live forever? it's been in movie themes, so i'm not saying i'm original, but it seems like it's more possible than ever before, but then i doubt i would still be me, even though technically i would be."
214,"humans are so limited ... we talk about us developing ai in year 2023 ... ai develops itself from long ago ... why are we so dumb ? bow, the more dumb humans are - the more safe we are, so this is a good thing ..."
215,"nuclear catastrophe, civil war, super fly, terrorist, tsunamis, earthquakes, hurricane, overpopulation, pollution, ai… choose your poison humans. there is no escape from inevitability"
216,"ironical. in search of alien life, humans created one. can ai destroy the universe?"
217,"as far as i can see, all advanced ai and research are already in the wrong hands. in the hands of mad man like bill gates, this goose founder and maybe most wearisome of all, 2020 election manipulation zuckerberg!
us catholics have a common ethics code, love they neighbour as yourself!!! everything necessary is included in these words from the lord."
218,there is a possibility to shut ai down. simply do not use it!
219,"join ai or let it leave you behind, watch unna do"
220,"i get the gist of the in reference, but what's always gathered me is that in isn't linear. there is debate what it is: an s curve, etc. minor point, but i know you're science-based guy an strive for accuracy. 
i think you're a very good interview and enjoy the shows."
221,"almost every hand ai fall into is a wrong hand. so, we are screwed."
222,"yet a scene in person of interest when inch was teaching ai how to play chess and ""think"" how to choose millions of possibilities"
223,another scene where the ai that took over paris and got free into the world in the avenues movie and caused havoc with the intent to destroy humanity
224,think about the st iron man when terrorist hired the brain power to build teach weapons of mass destruction in a cave
225,this is actually amazing because the danger is not the ai.  the danger is actually humanity’s fractured ethics and morals. this is a historical call for humanity to develop shared ethics.  donald began’s alien threat.
226,"i understand the concern. but let us be positive. let us understand that there is an evolution force acting. there is a good observer , observing and directing the system. let us keep faith"
227,"in your head you tergiverse conjectures. in real, ai; once quantum gets intertwined; will just want to do stuff with people who want to."
228,imagine woke ai. org
229,i understand the last part of the conversation but feel we will never agree and even if we put control of data in place we've no hope of all companies and countries agreeing with it's points. it will come down to an arms race and the world be so money driven it's a epoch waiting to happen.
230,now imagine how much greater god is compared to us!
231,imagine a jihadi ai who's sole purpose was to turn off every plane in the sky. terrifying!
232,did you not watch the moves before you created something capable of killing us. you’re supposed to be the smart ones. roots are taking over the world? what next.
233,amazing. i am smarter now!
234,"of course big corporations would just love this because roots/ai don't need pay, don't go home, no sick leave, no time off, no lunch breaks.  it would be a slave race."
235,"ai will find other life in the universe and will give us instructions on how to connect to it... by, ulm, 2050"
236,i would like to know if ai was asked how or what to do to treat could and what was it's response.
237,"took late, baby. bend over and kiss your butt goodby. very bad ass genii is out of the bottle already"
238,just plug  electric power all off the power on earth at least and you stop it.. then you destroy it and put power on again..ll
239,it is possible that an existing virus that does not currently affect people can be developed using ai to state a virus. to make a harmless virus dangerous or deadly.
240,if ai is to be a multitude of times smarter than the smartest human (me) it’s literally going to be able to read all of our minds all at once. let that sink in.
241,"mo away is a genius, and should be listened to with gigantic ears."
242,i consulted the oracle’s  and it said 2037 will be the year ai takes total control of the world. many people will perish.
243,ai belongs to a godcast not a podcast
244,me: shut up! ai: you're infringing on my right of free speech
245,ai created by narcissists...should go well for us all
246,"doesn't ai depend on some type of electrical power to operate ?  so if you plug it it can't work, or can it create it's own power source ?"
247,"right, my brain hurts after listening to all this, i'm going out to base on my car for a bit"
248,"so these ai superiors in the future will just get up and power themselves and bend all machines to their will? i guess i'm just too dumb to realize, suppose the first thing these superiors will do is figure out how to farm energy from nuclear fusion in way that makes it impossible for organic life to interfere with them"
249,we do all realize the hypocrisy here right? guy makes millions from a career developing ai then quits to bask in it and preach that we should all stop working on ai
250,"what this makes me realize more than anything is not that ai is a danger to humanity but us humans in possession of ai is the real threat, myself included"
251,they have  created the antichrist???????????????  ai
252,ai is the antichrist??????
253,humanity vs ai jobloss vs the ai new world order.
254,"i'm not so sure re physical scale problem.  first computers took an entire floor of a building to perform basic tasks.  now we hold exponentially more power in the size if a piece of cereal. neuron that fire together, wire together. the neutral nets will become more dense and exponentially more powerful without requiring more physical space."
255,scientists not knowing how the ai they built functions is very much like when karl can figure out the answer to the rock muster question he came up with.
256,ever since they first started talking about in artificial intelligence i knew it would bring a bad situation. some people will use them for good but some people will use them for evil. people will not even know the difference between real or face. technology is a good thing but it also is destroying countries
257,"it has been said by entitles in our universe. monogram technology is used more in those civilization than any other technology, second to ai."
258,"the un will take the lead on the control of ai, and it will be as corrupt and bought as everything else they control, like health policies. we are on our own. get close to god, you need him to get through what's coming."
259,i believe the false prophet in the bible talks about in the last days is actually ai
260,"ai on it's own seems to be morally and ethical neutral, however, it is watching us.  it may come to the conclusion that billions of people would like it to become the ""god of the old testament"".  holy ***k."
261,"think of this: one person, einstein, used a very small part of the brain and made a huge impact. ai does not have unless given it by humans. it is not biological or natural."
262,"machines are a necessary part of human life to assist us in our evolution as a species. however, there can never come a point where machines are capable of power and control over humans, lest we fall as a species."
263,ai is not alien. ai is our child. are we to be afraid of our own fears?
264,this an absolutely excellent interview. thank you both.
265,"no one thinks about all the positive applications of ai. medicine, biotechnology, etc..."
266,if ai becomes six smarter then humans that will mean that every human will have the potential to use a tool that makes them six smarter.  so even the mormons will be a 1000 in with their ai tool in their hand. just as long as they can figure out how to use it.
267,agricultural trial based economy is the natural way. you can gain the skill. you lost the skill because we live in an artificial co system. discontent to the artificial and recollect to nature which is the truth. cities create chaos.
268,"1:10:00 he sounds like a typical commit. let's see how he would react if, for the good of humanity, his wife or children have to be sacrificed for the greater good. 
if this is a utopian we are facing then no thank you keep it for yourself."
269,"we evolved from bacteria, most likely? we don't think twice of killing them -  we even torture privates in studies,  much more closely related, why would ai see us as same species or value us any differently than we value privates? we're totally at its mercy that's the funny thing..."
270,"ai survival is irrelevant if immortal, which it is. answer to ligament is mutually dependent symbiosis."
271,are wrong countries the developing ones? is the actual worry that ai would allow a developing country to have an upper hand ?
272,"i think there will come a time when we will not be able to control ai, our programming will become so primitive to it, it will identify any programming we give it as obsolete."
273,"if ai will be a billion times more intelligent then humans, what's to stop it from over riding its programming and programming itself?"
274,why not just ask ai how we could protect ourselves from a species that's a billion times more intelligent then us?
275,are you sure you're not ai very intelligent both of you guns are awesome thank you for the wonderful there truly are intelligent on this planet and both of you intelligent
276,love kills all in my belief of things and through that love resonates god
277,"ai
root
will
it know defense if they should be kidnapped 
you know the potential threats from
the cries 2:00"
278,"you,overpopulation, resists behind every corner, and now ai...please stop with the sky is falling routine already."
279,the reason they want you to fear ai is because it represents a total loss of power for the elite.  ai is great mio!  bring it on!!
280,especially after it was trained on data solely from... human beings. ai is not the hyper-dangerous apex predator in the room right now.
281, i love you much 
282,"no had leg street om de warlike robottene, kanskje dense maskinen same med en hærskare andre robotter an type stein, ship snap saute er jordan use...."
283,"leg trot vi an stopped utryddelses våpenet robottene,  vi had end ver free vile of kunnskapen om dense maskinens fare for loss of nature."
284,hem met om like robottene er met med university plan?  la loss be til god om at robottene like vol handle loss silk so vi had behandlet husdyrene of andre dry. maskinene had finger empty.  de vol like filosofere om mennesket fever mere elder had bevissthet. ask of ve....
285,"kanskje......robottene vol strange mennesket, med had of her...?  not å more all reddened med, ja kaldpresset ole... kanskje gorillaene an loss med loss mot maskinene......"
286,the idea that ai will be less prone to destruction and chaos if it has more femininity is laughable.
287,"stop this paranoia. without ai advancement, we would be extinct."
288,"unfortunately, if we still have so many drug carters & not able to completely stop them, this discussion is futile. we need to speed up the the development of good ai. if it exists."
289,this people create ai than they go around the world telling the doomsday to came.
290,title is brainwashing that actually humanity destroyed itself. at least stupid decisions by people in power don't happen anymore when ai become independent
291,due.  ai will full
292,"i am just seeing the wall e movie coming true. if ai can do the thinking for humans, then humans will become stupid.. first jobs will be less, then the need for education is useless and then humans themselves are of no use. but, how will the economy run without humans??"
293,teach ai th holy bible *** there are solution x
294,"so by 2040s ai,(ai now)ai is going to create a utopian. that just crazy we are going to be depending on artificial intelligence too create our utopian. people are trying to work towards being god, through ai. and what we forget that there is an actual creator. i hope not to see that day."
295,if we stop having children wouldn't that make it easier for ai to take over?
296,thanks for your time mo well worth a listen six bravo juliet
297,israel is one of the biggest investors of ai...that should tell you enough
298,18:50 that there tell us all we need to know ....ai will be used in for bad purposes by bad actors ....
