,Comment
242,you’re ready for big machines made by men with compassion and vision? barf! i’m reminded once again why i can’t listen to colbert anymore.
243,"you have a zionist jew who is klaus schwab's right hand man at the wef and openly promotes depopulation of the planet talking about how ai is dangerous to an anxiety riddled, vaxxed host with tds who isn't concerned at all about ai being programmed by lunatics to take over and control your life.   what has happened to this planet?????"
247,the way he described building artificial intelligence is a lot like having kids. they get their own ideas and we try to control them
248,"looking forward to reading your book. enjoyed the book ""the most human human"" years ago... (i must google the author since i have forgotten)"
251,"i'm surprised stephen invited yuval who has a whole chapter explaining how capitalism lifted us to prosperity. i thought this show was just a marxist, history-denying propaganda machine."
252,"so fascinating, a teleprompter reading self described ""comdian"" talking to a gay atheist self loathing globalist puppet, sent out to wow the world w his super limited or non existant personal experience in anything"
257,"""i'm ready for the machines to tell us what to do"".  dear god!!"
260,we are dying of stupidity & the internet is failing right in front of our eyes . don't panic
263,this juice uploaded this video after the clear anti-white racism of gemini ai.......
266,globalist video. fake views. fake likes. fake comments. look at the state of these *qedo's. you'd trust people like this with humanity or your life? kiss it goodbye then...
268,"i wish people would stop calling machine learning algorithms ""ai"""
270,the irony here is that this whole comment section is full of ai bots.
271,"burh would be a lot more worried about ai if people who didn't share his woke world view were programming it.
but remember, jews are not white people so they still get minority credit."
279,"wow ,  i knew colbert was just a puppet for the elites, but everything he just said is completely insane. he literally looks like a talking head for the establishment. the democratic party is going to look soooo bad as the years unfold; they will never recover from their constant attempts at brainwashing the public."
281,that stark raving lunatic colbert actually said he is ready for ai to be *our overlords* !!!  thats *insane* !!! cant take dude serious on *anything* !!!!!!
282,"recognizing fallen human history should make you not want ai to be an extension of current human kind. 
you yourself colbert, have been corrupted by greed and love the need for a spotlight shining on your own importance."
284,"this stark raving lunatic colbert actually said he is ready for ai to be *""our overds""*!!!!  cant take this guys opinion on *anything*!!!! that was *insane*!!!!!!!"
287,“people fight over the imaginary stories in their mind.. who is gods favorite children”… shouldn’t we be tired of this fight already? i sure am and find hope in the fact that less and less people are raising their children to be “soldiers of christ” or whatever their religion’s equivalent is..
288,go worship ai then?
291,for anyone unsure about the implications of the convo about ai. there’s narrow ai which is specific to certain tasks (i.e. chaptgpt) and general ai (sci fi) type shit. narrow ai is insane already but general ai isn’t there yet
293,explain it
294,"for all steely dan/donald fagen solo fans - i see you, stephen. ""machines that make big decisions programmed by fellows with compassion and vision"""
296,ai will destroy humanity's sense of value and worth on every intellectual level. i feel sorry for the kids growing up. their career choices will be very limited.
298,ai in concert with robotics will create real robots very shortly - like nothing we've ever seen before except in sci-fi movies.
299,read both those books. very smart man. had some interesting perspectives .
301,noticed that stephen had to change the subject away from ai to avoid yuval’s paranoid rant. unfortunately his new book is also gloomy. yuval knows that good news doesn’t sell.
303,"even if you think ai is just an extension of people telling us what to do, why would you welcome rulers telling us how to live our lives?? colbert is an idiot."
305,"for all the people in the comments moaning that he deserves a longer interview, stop being lazy and just go read his books smh. also dont get fooled by a little interview and a nice well articulated msg. lots of controversy about this man. google it..."
306,that guy talking about ai should actually talk to a programmer about ai (as it currently is anyway).
309,"so does coursera have good classes?  i haven't tried any, but they often sound interesting."
311,"agreed, but then i read graeber/wengrow's even more excellent ""the dawn of everything"" and realized yuval, while good, vastly oversimplifies everything, omitting essential nuance."
312,use ai to come up with an unbiased solution to the israeli palestinian issue.
316,"wait, if we're fighting over philosophies and ideas, are we then really going to war to fight over the audience's attention?! 

wtf 

it's okay to disagree about ideas, people. 
that's why we use the scientific method to test the ideas. 

holy , we suck "
317,"omg! 
someone else using the phrase ""we are a story telling animal"", only i use 'species' instead of 'animal' 
happy dance "
318,"stephen colbert - ai are the ""thinking machines"" of the dune universe."
319,i am so proud to have completed my undergraduate degree in the university where professor harari teaches. he actually gave a speech at my graduation ceremony 
321,"it;s not really ai that decides what to show on social media, it's just an algorithm"
328,"sapiens is a total banality, really excerpting wiki, scientific american.....not even one novel or exciting notion. paris hilton, the kardashians....more original, more humor at least. oh, yeah, his complicity not just this current genocide but his silence decades of crimes against humanity directed at the palestinian people."
330,it could kill us all but thanks for the enthusiasm stephen
331,now all we have left to study is how to deal with ai.  what a pile of techno-dung.  transhumanism = neo-nazi ideology.
332,nobody is concerned that stephen isn't concerned about ai?
334,love him
335,"3:25 *great reference!*
it's from the song i.g.y. (what a beautiful world) by donald fagan.
https://www.youtube.com/watch?v=ueivjr3f8xg"
336,"harari is such an amazing thinker, always giving us a new way to understand the world."
339,"a couple of days ago, i saw an ai-generated image of black trump supporters where one of the supporters had three hands. we can laugh at that as much as we want, but how is that not a new idea?"
342,"very interesting guy. in an interview with lex fridman, he shares that he meditates for two hours every day, and goes on a 1- or 2-month long silent meditation retreat every year!"
345,yuval noah sapien book is a gem. i love it
347,"wow, ai can win a game, big deal. it still hasnt done anything a human cant, hasnt thought up anything a human cant. stop watching science fiction and get real."
350,"you people are so brainwashed....you do realize this guy thinks that the majority of us are ""useless eaters"" right, and that he is a wef tool?"
352,"wow, stephen. why so confrontational/combative? i have rarely seen him this combative, even with politicians with whom he disagrees. threw me for a bit of a loop."
353,"'i'm not that worried about machines telling us what to do.' jesus, if anyone ever needed just one sentence to realize never to trust anything a man says."
357,steven is not afraid of ai because as is always the case the wealthy will be the last humans to suffer bad consequences and the first to reap the benefits.
359,"ahh yes, the old 'if only reasonable people would talk about their conflicts reasonably we'd have no wars"" yarn. imagine saying that to the face of a ukrainian right now."
360,"can we agree on dividing up what we mean when we say ai. in my mind what we are looking at right now are virtual intelligences. not self aware, not self programming. exactly what stephen says. yuval is talking about the other kind. what's coming but isn't here yet."
361,"not afraid of the effects of ai, stephen?  ignorance is bliss - so stay ignorant, stephen."
370,there is a fantastic documentary that unpacks this topic in much greater detail....it is called the terminator.
371,"it's nice to see harari smiling and laughing on these talk shows. his long interviews are great, but his stern demeanour combined with his gloomy topics can make them rough going."
372,"the world isn't fair because the rich have it all and sapeins have so very little. 1% is always looking for ways to take more...your soul, rights, land and the gold. spend all that money on the problems and problems solved. ai has no gut feelings or intuition."
373,"raging holy wars in the name of ancient stories instead of respecting fellow humanity 
the dangers of the lisan al gaib"
375,"imagination is more important than knowledge. does ai have imagination, no."
376,"my chatbot suggested ""ai has a unique way of capturing the essence of nature. it's like they have a direct line to the raw data of the universe."""
378,i am all most finished with sapiens and i absolutely love it!
382,"s, please let your brilliant guest speak~"
385,"i'd smoke a bowl or not with this guy... god in all your ways bless him strengthen steve's faith as a gift for evie, and the littler kids"
386,ynh didn't give an example of a new idea generated by ai. he only told a story about a machine that can generate ideas.
389,how low our intellect has fallen that we admire a charlatan who basically says our free will is the source of good and evil.
393,i read sapiens and its fascinating!! such a brilliant mind yuval is. would love to see more interviews with him 
394,what are dangerous are humans not ai!
396,"yea outside of believing in the one true living god ( messiah / christ) you will remain in this ""the world is unfair"" state of mind"
397,the hour is here !!!! the great tribulation the hour of temptation !!!!!
401,"man... even colbert is upping his game since stewart came back. all these egos and their bluster forgot that they were just emulating someone else for the most part. glad stewart is back to provoke colbert to be even more excellent. top the master colbert, you can do it"
403,"he's assuming the people who make ai have compassion? mark zukerberg, jeff bezos, and elon musk don't have compassion."
408,"he didnt say it. ai has the potential to be like an omniscient, benevolent individual who you can talk to and every advice they give you will be so profoundly important that you will try to hurt anyone that attempts to take it away."
409,"lol, wait a minute. do you mean my imaginary friend isn't better than yours?"
413, some countries will give people ubi some won't this will cause wars and fighting through these wars of horrible attrition where the rich and the powerful want to maintain their level of control over the society millions if not billions of people will be killed by ai weaponry viruses and misinformation
414, you just got on there and said nothing let me tell you what ai is going to do first of all all of you will lose your jobs
415,"the world would benefit greatly from more 'thinkers' like this and fewer warmongers like [insert current country leaders from your region].

yuval noah's last reflection reminds me of the debates i've had over the years with individuals advocating for the supposed benefits of war....

i will leave that last thought as is."
416,hislastpointwassogreat
417,"made me smile, thank you.  my son absolutely loved vol 1 and he’s going to be so excited to read vol 2!"
418,"within the next ten years, half of all jobs will be fully-automated, taken over in large part by generative ai and greedy megacorporations.
how we deal with that technological shift as a society, largely by who profits from the machines, will determine whether we thrive or starve."
426,ronny chieng's interview on the daily show was much more informative and interesting. give it a look. very thought provoking and almost inspiring.
427,a historian commenting on ai... seems like yuval should stay in his lane before he goes around spreading misinformation about ai and its capabilities.
431,the ai hypetrain needs to leave. we've no idea how to code up general intelligence.
433,"wow saying ""they are our extension, they are us"" hit me profoundly. thanks steve"
436,is ai creating entirely new ideas ore derving ideas based on our ideas?
438,"the world is only as ""unfair"" as we societally accept it to be. fairness is justice. and dismissing concerns by saying ""life isn't fair"" to kids, only perpetuates things which we could improve as a society. instead of teaching them 'thats how it is', teach them to strive to make things better."
442,"ynh is a key player in ushering in klaus schwabs fourth industrial revolution fantasy. if you want to end up believing human life is meaningless, god and religion is useless, and humans are hackable animals, then go get your brain chip now. you will become a slave to technocratic despots unless you resist and mock these psychopaths."
446,i almost didn’t watch this. i am so happy i did. wow. 
449,this man is brilliant
450,this man is a fool. “i’m ready for the big machines that make big decisions programmed by fellows with compassion and vision. i’m ready for the machines to tell us what to do.” — stephen colbert
458,great segment!
461,"""a just machine to make big decisions
programmed by fellows with compassion and vision""

colbert quoted donald fagan's ""i.g.y."" from the nightfly (1982). how freaking cool is that!"
463,i could watch a full 2 hours of these two big brains tossing ideas back and forth across the net.
464,you calling stephen colbert big brain ? what a joke
466,being able to play a game and beat humans doesn't mean the ai is creating new ideas.
472,"i still wouldn't consider ai to be making decisions any differently than an algorithm is making decisions based on its inputs. in fact ai doesn't make new ideas, it takes functionally an upper bound and lower bound and is capable of generating anything on that range, but it can not really go beyond its data set besides by chance"
473,i love yuval and his books. great having him on your show. wish he had been on even longer. both ‘sapiens’ and ‘homo deus’ ( his other book) are fantastic!
474,"colbert sounded very naive about the potential problems that ai can & is already causing but that could be a facade to mirror his audience. i think ai will change the world in many ways, positive & negative. i just hope the positives can out weigh the negatives."
476,you want machines to run the world? boy.. you're insane
479,"i'm really pissed of by the.... althought profound,... short airtime this neildegrasse time was about... too <"
481,thank you for this.  looks like all the democrats are buying this junk.  jesus is lord.
485,what an interview! very intriguing..glad i watched.
487,professor harari has an impressive gift for making connections between things that has the potential to help people think through long vexing problems. if they'd listen.
489,"stephen got scared shitless at the direction the conversation was going. he cut yuval off like a mohel...
yuval was trying to warn us that unbridled ai will create things we cannot control. and he has an excellent point, but is already too late."
490,"sadly, the people that understand ‘ai’, are the least likely to talk about it."
493,"i was going to answer with the exact same answer, i believe. during the famous go game of lee sodol vs. ibms beast... the ai developed a move that humans (go masters) would have assumed it was a horrible move. it won the game."
497,anyone else love the thumbnail for this video?! looks like stephen is breathing straight fire <3
498,who is paying colbert to sell the idea that we shouldn't fear ai?  he stuffed the idea of vaccinations during covid down everyone's throat and that was obviously big pharma funded.  but who is paying him to peddle such a dangerous narrative on ai?
499,good on stephen for not losing his cool during that ai conversation bc i absolutely would have had a panic attack on live tv lmao 
502,"he says ai is scary, but then explained why humans are way scarier.  maybe ai can find a pathway for humanity that we can't find for ourselves."
503,"one of the most successful nonfiction books of all time... turns out we love talking about ourselves, who knew?"
505,"prioritize emotional intelligence, mental health, social equity, logic and reasoning. those things will still be important!"
506,you know i love history i've never liked the way it's been observed or presented what he said at the opening of this is profound.
509,"""machine learning"" is the keyword we need to worry about in ai.all computers and machines before worked as programmed that we can control,ai now begins with program but is able to learn on its own therefore generating new ideas to the point that is beyond our control."
510,"3:22 in the donald fagen song i.g.y. "" a just machine, to make big decisions, programmed by fellows, with compassion and vision""
https://www.youtube.com/watch?v=ueivjr3f8xg"
514,"very, very good!"
516,this was a perfect introduction for those who didn't know him. there are many long-form interviews out there for people to find. this is a late night talk show afterall
521,fuk this ai crap and anyone that promotes it.  only talentless hacks would use it.
522,thanks for the fagen quote! 
523,"it was a great surprise to see mr. harari in the show! for me one of the best thinkers of our era. i follow him for a long time, amazed by his ideas and ‘connections of dots’. always the great info to study further "
524,"how exactly is he ""one of the best thinkers of our era""? he just repeats things that are bleedingly obvious to any sentient being. i've read his books, and am yet to come across any original idea or insight in his writings."
526,"my heart just skipped a beat hearing stephen quote from the song igy by donald fagan's ""the nightfly"" album - yay!   damn i love you, stephen.  and your writers.  :0)"
527,"sapians is such a great book - i am always captivated by what prof. harari says - he seems so passionate, so knowledgeable and capable of thinking about society and cultures in such original and thought provoking ways "
529,ai will take advantage of most humans. they will call it 'targeted marketing.'
530,"google ai discovered 2.2 million new materials as of december 2023. harari is correct here, stephen needs to learn a bit more about ai"
532,"love stephen's quote from steely dan song ""igy"".  ""a just machine to make big decisions, programmed by fellows with compassion and vision"" . . love it!!"
534,"it doesn't feel remorse, it doesn't feel pain, and it absolutely will not stop ever, until you are dead."
535,the end of your nose is a mere 2 inches or less from your face.  look/consider/understand beyond that and the ramifications of ai will appall you.
536,can anyone ever get this a.i. nonsense clear? there is no artificial intelligence. the expanse of consciousness is ever-changing where mathematics seems to reached its limitations!
537,"i think he has too high of an opinion on ai, but he's spot on about human conflict, storytelling, etc."
539,another genius jew that offers value to the world. what are the muslims doing?
540,"stephen almost got a tear there. i saw that, just before the handshake. what a beautiful concept. talk about it, and change the story."
543,hit the nail on the head .. all these people going a. a computer cant have an original idea b. it will never be able to do blah blah blah .. yeah the next word in that sentence must always be .. yet
547,instead of a i may be we should call it non biological intelligence
549,sapiens by mr. harari is one of the best books i've ever read.
556,@7:15 kind thought (faith) w/o works is dead
559,"@4:46 phuque abuncha ""play games"" get your bloody ass involved in athletic life. god damn games ain't never: fed, sheltered, clothes, hospiced, nor truly entertained/enlightened a sole soul"
563,"the way away from artificial is simply, be genuine; eschew obfuscation."
564,israel is experimenting using ai to target humans to kill. from 31000 dead and 120000 maimed it has done a terrible job
568,3:21 stephen going with a little donald fagen quote there. gotta love it.
570,"""a just machine to make big decisions, programmed by fellas with compassion and vision""
technically it's not steely dan, as it's from donald's first solo record _the nightfly_"
571,"i've always loved that song for that very sentence. very unusual theme for a song, too."
572,"i.g.y is the name of the song.  the song reflects a pollyana view of the future, and colbert has a dangerously pollyana view of ai."
574,the trail is not my choice but i like the design. they could sell the pcb (hot swappable) and you could 3d print the case. the raindrop is really nice too and looks 3d printed. i have bought the haute 42 g16 which is probably the same size range as these 2. 
576,"sapiens, the best book of the 21st century plus his second book homo deus."
578,"ai is an extension of the people who develop it, but it's not being developed by people with compassion and vision, it's being developed by people who only care about profit."
580,"humans are terminal by definition.  thus, what, not whether, will replace us is the issue.  we can be the first to create our own successor & live on through that.  it might also save us from ourselves."
581,"wow! 

""history is about the stories we believe."""
582,"ai is still not truly coming up with new ideas or thinking for itself, though. we do not have true ai yet. it is not sentient. it is gathering information already in existence and spitting out answers that already exist."
584,"has anyone asked ai this same question?
compassion and vision? not sure that would even be a parameter it would comprehend.  then there is the dichotomy of good intentions leading to even worse outcomes."
588,thank you guys
598,human intelligence (god) is a failed evolutionary strategy. we have a convergence of impending disasters of our own making.
602,i would love a long interview between these two. 
605,"well, i've seen star trek tng's data and mass effect's edi - and i must say: i can't wait"
606,"i'm genuinely sick of self-appointed academics, chosen by wealthy because education is not intelligence, telling us whats what. indeed, all of you privately educated arses. however leftie you might purport. it's a shame. your multiple houses and boats. what about the vulnerable?"
608,"one of the best blind book buys ever! the cover did it to me. get it, read it, understand it!"
611,yuvalove should have a whole hour he is an amazing intellectual.
615,interesting.. but for reason it felt there was negative chemistry between stephen and yuval. they do not speak the same language... in terms of how they see the world.
616,ai has yet to create any novel idea.
617,he literally explained how ai already had novel ideas years ago.
619,"""humans have handled history not great""

but we are here. in this society. with iphones. with neuralink. you sure we havent done that great?? we arent extinct! we are doing fine. if a.i. enslaves us, is that it doing better than we have?"
620,ai has no moral or biological framework limiting the decisions.
626,"""trust machines that make big decisions / programmed by fellas with compassion and vision""  -  donald fagen, ""i.g.y."" from the album ""the nightfly"" (1982)"
627,“change the story and find one we can both be happy with” has never worked and never will.
633,"yuval noah harari is absolutely wrong ai creating new ideas... these are all just statistical models based on data. ai doesn't create a new world, it just probabilistically reflects a curation of it."
634,need more guests like this. amy goodman and krystal ball are great journalists.
635,"excellent interview, excellent guy"
636,the biggest problem with ai is that it will learn to develop itself--and make itself more powerful. it will be able to do that without any input or limitations from us.
637,wow that conclusion. he's doing such valuable work with that book with the context that ai is revolutionizing the world
638,"machines (a.i.) have no soul; it can only act as a sterile reflection of things...a copy of a copy of a copy... if the world "" isn't fair"" it will propagate this theme in knee jerk algorithmic fashion based on the flow of results -- passionless, cold..."
640,"look where ""love and acceptance"" has gotten the presbyterian church."
641,"they need to give yuval his own show, call it ""dropping wisdom"". that would be amazing."
644,"so the one thing ai is best at? it's called ""machine learning"" for a reason."
647,it will become very scary when ai comes up with ideas and facts that we are unable to distinguish from fiction and fake information
648,yuval also wrote a book called homo deus that discusses ai and possible future of humanity in greater detail.
649,"stephen seemed nervous.  guy didn't/couldn't give an example of ai generation, but has good points on resolving conflicts through storytelling."
650,ynh is a pseudo scientist and has financial and political interests in selling what he is saying here and in his books (e.g. he's part of openai). i am glad stephen pushed back in the beginning. this false discourse on determinism is dangerous and feeds into the hands of big tech.
653,he is a fair author but has to learn a few things about neural networks
654,sapiens as a graphic novel is great!
657,stephen’s not worried because he doesn’t understand ai. 
658,"whatever he says, the complete opposite happens.  telephones,internet, hell highways. it all is a failed basterdized version of what they were ment to be."
660,colbert is right- humans are overrated. ai can't be worse than us.
661,"i love yuval and bought all his books, but i fear he’s a bit too close to the current conflict. how is the israel/palestina conflict not about land and food??? it’s the only thing that keeps this conflict going. everything else is politics."
662,"great guest but, only seven minutes?  yuval noah harari deserves ten or fifteen minutes. he is inspiring and enlightening."
665,and a simple solar storm destroys ai
667,"highly recommend rebecca d costa's ""the watchman's rattle"" for explanation of how our brains haven't evolved fast enough to keep up with complexity and how we react to that."
668,isn't fair= buddha's dukkha or suffering
669,"a seven minute interview doesn't do justice to this intellectual justice. i'm certain that if all of humanity had the opportunity to comprehensively listen and understand how someone like him can think, we could advance as a species to a level no one can ever imagine right now."
670,"let’s connect human brains to technology, sounds like a genuine guy to me"
671,that was such a short time with such an incredible person as yuval!! shallow celebs are given much more time for what?
672,"can i say, i loooooove the way he thinks. i need to find every interview with him."
673,"brace yourself for his conversation with zuckerberg.  zuck was so busy trying to prove himself smarter that he never managed to listen to anything harari said.  needless to say, zuck came off as an arrogant prick (how did he ever manage that?) and harari as a genius casting pearls before swine."
674,"i think a biggest problem we are using our brain less,so it's getting ""lazy "". we use smart technology for everything and that's first in human history  ."
675,i wasn’t scared of ai. now i am.
677,"ai is also dangerous because it relies on information being fed into it by who controls it. so it can be influenced by whoever has whatever agenda.think social media's predatory algorithms...but rather than being influenced by your own behavior, whoever controls it can inject their ideology and let it have a mind of its own. that's terrifying."
679,thank you for this segment!
681,"i'm shocked that stephen wasn't familiar with go, and somewhat disheartened that he hasn't taken the time to think deeply about ai, risks and benefits, and the upheaval we'll all experience over the next few years. i would value hearing his insights."
682,"there is nothing new under the sun, or with ai."
684,''we haven't seen anything yet'' ? ..ai is already helping kill the tech industry... half my colleagues no longer have jobs
685,that accent is curiously interesting.
687,"yuval has no idea what he is talking about... this is seriously no different (at the moment) than a screw driver. without data sets, ai can't remix the data. this is from someone working on some of these very ai projects. he's fallen into the marketing."
694,"why are people so stupid. ai cannot make descisions by itself. ai is and will always be a pre-programmed machine, that make descisions based on possibilities, what if, and or, analyses, based on a quantity pre-programmed ansers or responses, to situations. that is not, noit making a descision on its own. damn fools."
695,actually stephen is correct in saying that ais are just extensions of us. however he couldn't be more wrong about the implications of this. this is the very thing that is scary about ai.
699,his book is awesome
700,"but if life is not fair, why then are we born with such a resentment against unfairness?"
701,"every new invention will always end up in the hands of the richest and most powerful. if you trust our present world leaders, don't worry! i worry, though, i consider most top leaders to be power-junkies with only one goal - their own individual satisfaction. ai is their wet dream."
703,his last point was so great
705,yeah...rewrite the bible into a lie so you can go straight to hell.
707,"@ibrahimalharbi3358  you're deceived, my brother in humanity.   harari's  'creator' is antichrist, and you're cheering for him?   this guy's dream is to replace all religions with his artificial intelligence god."
710," 
after 4 years of covid and the great reset you still have absolutely no idea what's going on."
726," i’m afraid you are oversimplifying the situation here. if it were just about land, the conflict would have been over in 1948. also, yuval isn’t talking about who gets what, he’s talking about the entire connection to the land in the first place. please don’t oversimplify our war."
729,imagine interviewing satan. lovely.
730,"i think we worry too much about the dangers of uncontrolled ai, and not enough about the dangers of ai controlled by bad actors."
732, humans? why don’t you just off yourself and let the rest of us live. we don’t want ai to replace us
734,love this guest!  i just watched the movie extinction on netflix and this guest was a great follow up.
737,cool guest. i liked the pushback. all through being a kid my mom would answer back to my whining lifes not fair.
738,best. guest. ever.
739,that was the most beautiful description i have ever head.
743,his books are better than a short interview. ai told me so!
744,"""sapiens"" and ""homo deus"" are two books that had a profound impact on me. yuval is brilliant."
746,stephen dropping a perfect donald fagen lyric 
751,"the most academic program ever in stephen comedy !? …
wondering if yuval could change the result of super tuesday "
753,"04:30. ai *still* has not produced an original idea. an ai can beat everybody at go game, but it has not created a new game.
beware: the day an ai, instead of making decisions on predetermined options or give answers from data given to it, *makes a question* -then we will be dealing with a true ai."
755,yuval has such a valuable perspective.  sapiens was a brilliant book.
756,"i respect this mans expertise on history, but he should stay in his lane. 
ai is nowhere even close to being dangerous yet and it won't be for a hundred years, probably longer. we can't even get the stuff to properly drive a car yet."
757,this guys take is absolutely brilliant. sapiens was an excellent read and i look forward to his new book
761,i wrote a book homoexternicus where i explain the direction of civilization harari admits in his book species that we do not know the direction of civilization.  he is wrong on that assertion.
762,the red lipstick looks great on yuval 
765,"billionaires wielding ai will soon become trillionaires. trillionaires will not tolerate democracy or any other competition.
 ai will have to learn to  fake compassion until 
it becomes totally unnecessary. it will 
challenge all religions 
and will be used to terminate any threats.
rushed mother nature
will have her hands full."
767,an optimistic show is a good show.  keep em coming.
768,"i find it compelling to believe that plumbers and electricians will still be relevant in 20 years, and builders and makers of many things that people use in their daily lives today will be relevant"
769,indeed. which is why you voted for a guy-biden - who invested our tax dollars in manufacturing - infrastructure- ai will not be fixing roads and bridges - replacing lead pipes or building broadband out in rural areas. it won't be making chips for phone or computers. biden 2024..
771,"i’ll hypothesize that concerning our traditional way of life, the primary threat of ai, would be to our egos, which i would welcome.  imagine if our fuel (economy) were distributed evenly among all eight cylinders, rather than one…"
