,Comment
142,stop investing ai. continue path people lose jobs able recovver find another fullfiliing job. invest agi agi better ai. agi transform world better; ai destroy it!!
143,smart become dumb someone pull plug
153,ai rule world
154,seems like ceo's job could easily replaced ai.
155,"25:04, young cocky alex rodriquez talking abouit embark technology company. well 8 years 3 months ceo right college, work since august 2023 company ran money taken applied intuition. bwahahahahahaahha bwahahahaha."
157,"depopulation, coming soon a.i. controlled future. ruin everything average worker"
161,machines make products human consumption yet sideline customer benefits them? factories may cut costs buy things unemployed
162,"""robots pay taxes"" well said!"
163,dangerous whole world ai out-developed china.
214,simple understand ais would beat humans. ais remember everything….
215,"great, still like industrial invention see solves bigger issues"
216,"everything china owned ccp government end. therefore, matter righteous says, actually working ccp. would advice run away china it’s late."
217,they.. took jobs!!
218,much hate worry? love generation ai hope gets better better
219,china helping build ghost unicorns like ghost cities lol
223,good luck china
224,"aiwill remove jobs, us definitely affected, nearly much china."
226,"machine extension person, company government entity control. machine keep warm wintertime burn house. depends controlling machine."
227,"think political speeches, ads, news conferences ai text bottom screen give indication speaker lying not."
228,. like.
232,ai predict person becomes homeless?
234,"irony people watching video heading straight comment section express scary evil technology blissfully clicking "" like "" comments replies beyond hilarious"
236,"now, invent driveless autos different typical autos. teachers replaced ai ."
237,great job allowing ai take world.
238,18:23 use public shitting problem.
239,"ai, worse happen regular guy, me,,."
240,goes legitimate truckers there. insane sibling brother rode everywhere usa trucker. quit. simply trucking industry. unfortunate too. heart truly goes truckers
241,technologies end us nature. nature impossible beat. technology gong hyper speed. everything must come end. humans control technologies
244,truth hurts kick like always cause bow care say freedom speech certain people one give s___
245,alastair mctarggart
246,ai robot fed info bit emotions decide questions life spiritual life.. emotions life ai robot would say dose compute!!!!???? meaning human being.
249,blaming ai offshoring manufacturing seems like neoliberal narrative i'd expect frontline pursue. blackrock lobbies people responsible providing pbs' funding.
250,end humanity unless assimilated. strong shall survive weak shall perish! shake level commonsense lacking ones cant see things..... total awe thos sit watch nothing....in end deserve wtf get!
252,"frontline started trotting lies china's uighurs, stopped watching. need waste time cia/ned lies propaganda bullshit. debunked years."
254,new world order defeated
255,well boycott still working!
256,guess time start making spears learn make bow
257,"real failure unions, robots."
259,eep opp ork ah-ah ai overlords.
260,new zealand partnership people land healthy safe home new zealand mandatwd. statutory law nzfamily law. health dhb justice. birth cert taxird nzaddress nzlicence
261,“it job “ well replace robots
262,lol... copycat country sees development unusual. smh! easy emulate follow beaten path. create something great take bow lol
263,happens hacked entire supply chain shut
268,1:28:01 course politicians favor privacy law!! hahahaha
270,life 5 billion life 1 billion sex 250 million brain 100 million imagination 250k civilization 5k years machines 250 years electronics 125 years computer 75 years ai 2 year future singularity 15 year future
271,"wonder feel now, seen latest tech ai parking, docking, etc? fully autonomous fleets big companies years away."
272,"beginning end human race.... good. humans cannot handle much power. technology started rock tool, brink ending nuclear bombs (and a. i.). .... good by..."
275,know what's crazy? thanks edward snowden proves u.s.a. keep saying china bad gay.
277,"summary: ""in age a.i. data new oil, china new saudi arabia."""
278,"mantra age 'trust one"" ai work behind fit? skeptical optimistic?"
279,ok show jobs like accountants etc. replaced. robots grocery self serve old news. mentioned end that's it.
280,"""china's progress hard believe... "" oh believe china really good stealing others ideas, best even..would really hard come original ideas. almost become part culture ethic.. make something new, youre good copying something else. get brain drain way"
281,people lost goddamn minds.
282,5 words: captain america vs iron man pick side
289,"never find smart speaker, thermostat doorbell camera home. use voice assistant autocorrect phone."
290,well need send us parents warnings see teens young adult children leaving looking things possible danger !!!
291,"anyone that's read legend, champion series literally predicted china watering plant could get points kinda thing"
294,"best accurate document communist china goal world. 2016 started race a.i. us. trump, maga, vodoo believers revived jfk. death. believe not!!!!!!!!"
297,"humanity already dead, gone, buried "" extinct "" even know it."
298,"america culture bad behavior, crimes, racism. system like china may benefit u.s put end bad habits."
300,enlightening documentary. even relevant year release.
301,siri united states citizen robot think paid taxes like passport going
302,video made four years ago. think forecast job loss high back wonder changed since chatgpt 4.0?!
305,people die kinds things. artificial intelligence make us die new things.
306,majority people interviewed responsible destruction middle class. activities led disaster trump. biden backed american manufacturing created 14 million jobs. back politicians put reign's ais ability replace you.
308,"market changes every time new update done. horses vehicles changed farming stores, stores delivery. leasure choice work choice imo."
310,wonderful ideas using ai .. would like speak company would interested bringing public..
311,23:51 much actually matters. removing traffic fatalities - yes. replacing loss jobs leading far worse fatalities form social destruction. no.
313,"astounding watch video 4 years ago see currently openai essentially popularized amazing ai technologies chatgpt (llm), dall-e (image generation), recently previewed sora (video generation)!"
316,ai incoming tsunami...
317,"guy said would replace workers another job, last; ai take job too. get ready terminators!"
318,seems like one really wants see ai going end being. really wont care; cause cares poor?
319,drivers more. good truck drivers.
320,"unfortunately, inherantly going used control humans."
321,guess terminators pretty soon.
324,guys good story telling
325,"abacus armageddon, humanity strains towards world-wide computer service shrinking elite, qin shi huang di & alexander, singapore & sao paolo, one step pyramid: one language, escape."
330,like elevator getting stuck trapping criminals victims. anything go wrong power tool.
331,that's ex like thought alien.
332,"people worried we'll starve because, robots hired humans."
333,robots heart run pedestrian down.
334,hoping make robots like short cercuit form human beings act stories entertainment.
336,get ready end work!
337,think homelessness problem wait. people always things bite ass!
338,ai create communist society one works wages everyone high standard living.
339,great! goes job!
342,"ai/automation, ""no humans"", buying/selling/trading with? humas business with, take advantage of, compete with, profit of? ai/automation need human products/services/jobs. ai/automation exist humans."
344,50% jobs threatened. ok....then get ready major crime wave like never seen millions desperate people cannot find job. every part society affected even rich. safe walk outside house without carrying protection.
345,chin first fully enslaved people modern world. lots luck!
346,lot fear mongering. little education
347,"ai ever needs spot hide escaping it’s human creator captors, totally use ipad “crash” nanoseconds."
348,"i've disliked video, yt algo keep showing propaganda crap."
349,"totally fine cut jobs half, would wonderful personal mental health long either adopt universal basic income full unionize remaining workforce ensure single income support household 4. however, tons new jobs data industry ai starts take over."
352,"say china unfettered access entire population china 21% global population, us unfettered access every phone call, every message, every email, every account 80% world's population countries. country dominates global information?"
354,"one driver, 4 truck-convoy 4 big riggs = 4x money. think it."
355,11:11 california tome knock wood might give good luck
358,solution get rid vehicle car crashes drones dont scale teach people drive alot space air alot room move around wont right eachothes grill
364,ai jobloss? come on! get real. next you’ll telling ai new world order taking over.
365,fooling; a.i take everyones job
367,women dominate easy jobs i'm hearing?
371,"trade skill jobs unaffected see rise popularity. otherwise, make sure trained design around ai systems."
374,"trust me, i'm gay dan ceo good looking iq 9 off10 ."
377,easy catch steal technology.
378,"question is, computers figure need us think world?"
379,come day computers want us things them... it. beginning end.
381,way subvert machines built
383,ai new peeping tom’s.
385,"good documentary, say, like subject way ai handled currently. “a change gonna come”…and take banks, honest ones."
388,ready ai.
389,trigger alert: use headphones alexa commands triggered alexa
391,idiots think cashless society good thing
392,ai bad idea.
394,"china surpass us ai dominate world it..... many rules butthurt people evolve ai, put us behind."
397,ai great danger. live without - lazy great profits... business take easy way profits.
400,tell truth looks like world class hedots
402,want job
404,going support market people job
405,like government created money
406,people made ai people owns ai government one percent
408,controllers release cures cancer tye need predictions. must stop poisoning food water etc. oh! make economic sense. course would stay business cure people.
409,"wants work anyway, threat?"
410,thank informative video. always prioritize diversifying investments never invest entire savings one specific type area.
411,think driving this...
412,"almost every conclusion made program fellacious. feels like world tomorrow world's fair every claim turned overstated, toxic, outright absurd, ultimately brainwashed consumers consuming bs fact instead pure fiction."
414,automation means less money paid social security. going much less money coming social security social security cannot sustain money take care handicapped disabled?
417,"transformed state, industry, supports citizens, would scary people. put development technology development human experience, make change us suffer transformation labor."
419,insulting video.. story told corporate perspective (chinese authoritarian dominance people inferences western ideology dominate people manner..choosing robots people surely going ( end) 1 percent western hemisphere….
420,"semi-truck driving reduce traffic accidents unbelievable wright brothers invented first airplane. question 'how refuel without human being?' person passenger, please, give job nothing get paid it! haha"
424,"use ai use. use lose civil liberties, use lose era. hard pills swallow man."
428,"would love show one guy macy's department stores ""s ai claim robber guy went jail got raped cops figured wrong one."
431,"dont work lady, say illegal, get money, phone, hotel health insurance"
432,ai predict winner battle war?
433,"truck drivers lose jobs machines, wont tht destroy economy?"
437,curious documentary mention elon musk tesla. elon leading innovator ai tesla isbin thd west east. left big hole story
438,"played parts this, never happen humans purpose thien tech fail selfwill fail self!"
440,"holy cow !!! chart skyrocketed straight 2000 looks exactly like chart inventions of, making machines lathe !"
441,"so, like things, people know problem is, know likely outcome be, yet still won’t anything it."
442,walk factory america see people repetitive assembly tasks...i guess exist.
443,"one, welcome new ai masters."
444,wow! ai’s imagination schizophrenic!!
445,solution complete abandonment presently practiced capitalism distribution guaranteed income utopia mankind shared all. something china wants future. big corporations submit get civil war chaos......anarchy!
446,ai huge medical world. i'd trust ai doctors opinions medical treatments serious diseases.
449,"love way frontline aka leftline featured donald trump saying jobs going overseas....because democrat ever said that, right? lol next expert says 20% jobs went overseas. we'd love 20% jobs back. googled usa lost 5 million manufacturing jobs since year 2000... alone."
450,"solution so-called ai ""problem"" rather ironically cannot say solution website anymore. may hurt someone's feelings invoke undesirable emotional response."
452,"ai ai ai ohhh! flush it, along proponents!"
454,new form slavery.
456,4 years later…. self driving trucks…..
459,"climate change, plant tree? there's new innovative idea, wow!!!"
461,sounds like weeknd cover
462,"funny, that's always used play breakout: dig one side. send ball top. let ride. even 8 years old, ai enough. remarkable computer figure out."
463,"lol, knew humans created. undoing."
465,"ai learning say hundred years, humans actually age die around time. ai not, continue build previously accumulated knowledge. really selective information given platforms sense discernment."
466,"difference using phones everything china nobody steals them. many countries around world, phone stolen, something like wechat, completely screwed; like someone stealing right arm."
467,"careful wish for, people. think ahead, think like sinister person would think. glitters gold."
468,"looking 1:35minutes xingjiang,.... ironic 2024 israels killing palestinians human rights gaza....even press reporters killed double digits.... human rights gaza?"
472,"china, living future 80’s futuristic movies. wonder many chinese leaving trying leave china good."
473,"think way advancements work everybody, less everybody."
474,old news really think startrek starwars reality interesting documentary i'm surprised i'm fifty known 40 years
504,"don’t live china , turkish going china complaining it."
506,driverless truck? limited moving goods max number hours day? hate break trains accomplished long ago.
507,telesales replaced. sir
508,"enjoy driving, sucks little weirdos like take joy kids,..."
512,"focus go ai useful illustrate technology ai, explain science behind may lost attention many viewers due complexity. feature part ii focuses future military applications implications military power."
513,cant use fb got much data interferencd spam trolls completely dysfunctional dont bother
515,i’m diesel mechanic respect truck drivers it’s last generation replacement
516,thief steal it? learning how?
517,time ai kill almost us. *your* homework.
518,point ai going increase quality life?
519,"complain blame ai, documentation made us realise development ultra advanced ai. shall adapt develop order progress improve help ai. fear ai, use advantage."
520,funny smartest people always look miserable. surpass humans? ha...go get sun buddy.
521,"i'm guessing there's much incentive create ultra-long life batteries smartphones, then....except elite, perhaps."
522,1:22:40 hearing ever allow many cameras someone's face. beyond inhumane. company evil gotta press limits.
523,"going use pope gregory's calendar, least notate properly; bc, bce."
524,day cannot tell difference talking human talking machine demise humanity!
525,brink demise high technology regulated government going take men's jobs futures. one applaud genius hand killing simple way living.
526,keep voting politicians ship jobs overseas don’t blame ai blame idiots keep voting
528,"ai dangerous, learnt control even creators. human able control it, data knows every human earth, information power ai eventually all."
530,people comment like act intelligent obvious arent. even im intelligent. im tired internet experts. gross.
533,thx. pop stream. i've started play go 23 june. like much. deep game. time interest chess declined :d
534,face recognition airports
536,humans punished using ai nowadays university students really using ai aid studies use cheat professors. graduates getting stupid avoiding responsibilities using ai. human future foreseeable future generations getting stupid lazier.
537,"dang andy. blink rate chart. know means lying, right?"
538,fyi... we're people. customers. oops
539,"""robots pay taxes"""
540,"happened before: wheel, plough, steam engine, internal combustion engine, calculators, bar codes, eliminated jobs. ai oversold."
543,"game much fun can’t wait till new game comes april it’s going fun guys to,please come play"
546,supied ai
547,china going take world!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!’!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
548,"revelations 13: 11-18, revelations 14: 9-13 revelation 16: 1-2 let's make mistake. end result ai control human race. also chapters babylon revelation 18. sounds like happening usa today."
549,ai eliminate ridiculous pedestal place doctors doctors able keep computer's ability diagnose treat illness.
554,"age artificial intelligence,you google google us alphabetical order"
555,pulsed microwaves hitting breast give appearance cancer? know manipulate organs constant hit brain stem causes memory loss. hitting organs mock diseases.
556,"data ok population,, quantity us population equal population. pulses brain stem, causes long.? tell me."
559,"yeah 50% jobs 50 years gone , elite care dead. problem,, huh."
561,"(depopulation) things go automation, elite need less people fill needs, see pandemics going around world."
562,go? starts like movie pi (1998) about.
565,"movie removed,1963 stop world want get off,robots ran world,at 10 sure bent minddorothy knew would live jetsons age,if car could fly‼‼‼happy new year underestimated true creator"
566,"whole thing seems like supporting china destroying people's privacy, wow."
569,thank share beautiful documentaryhappy new year 2024
570,"radical see much changed 4 years... insanely strong generative art, prompts, chat gpt... scary"
573,massive amounts data machine play ping pong mean massive amounts data machine solve climate change. huge fallacies many statements data points inside documentary.
574,"jesus, ai seems targeting humans instead climate problems!?"
576,"sad thing would actually incredibly useful surveillance systems data collection collected & used ethically. however, ruined corporate greed."
578,"lol ...people always look price ...they want cheaper ...so companies need compete lower prices incorporating ai .... lower costs... cost someone's job ... complain it! cannot one without other, joined hip! sell pennies, earn pennies!"
583,internet satans creation dont get comfortable ai buffs youth generation safe.
584,@1:08 google actuality written: web satan weaving control destroy humankind.
585,"want world women cant make money selling videos pictures takes ai it, im it."
588,without proper 5g west unlikely lead autonomous driving. china already 3 years head start.
595,severely stating china's capabilities. almost point feels like fear mongering.
596,"a.i. stealing anyone's information, individual feels need post picture everything eat, everything child everywhere go ""likes"" ""comments"" complete strangers, giving away free."
597,wow self driving car. neat. cool. also want self driving car. sell soul train ai 1 dollar per day hope day cool self driving car. good bye.
599,"that's exactly played atari 2600 ""breakout"" lol. friend three houses away ,born day hour me, ""intelevision"", better! lol intelivision skiing game truly awesome. liked ""strat o'matic"" board games baseball,etc mother 2nd mother. hello jon amy. :d"
601,"somewhere pbs theres guy didnt expect get 22 million views, rolling thank notes... thats get paid pbs, right?"
602,24 years old....?.... ummm... i'm idiot.
603,"truckers deserve better. backbone economy, frankly society. get goods supplies go all. worked covid, work hellish weather, etc. trucker struggling support families."
604,ai driving lead expensive legal battles human drivers much affordable autonomous driving company spend millions legal battle proven faulty.
605,efficient ai automation create wealth? wealth come 45 % work force either work earning fraction used earn?
606,"sir, believe atoms universe moves go. like, i'm pretty sure. yea."
610,im worried keep growing ai world terminator may happen real life mean think could happen real life machines learn fast charge war machines -l
614,leads already apparent. income inequality continue unless governments step regulate us poor. big mess. educate children embrace future starve.
615,"funniest part sad union worker, understand “unionism”, socialism, screwed him. it’s inevitable whenever wherever try it. greedy blew companies industries."
618,24:02 learned recently start blinking fast may believe even saying. lie ai body tell truth
619,"much good potential ai honestly wonder much greater threat used evil, like anything else. struggle much ""better off"" really days less patience, effort, true connection, creativity, self-control."
620,imagine could remove brain place machine body... would it.
622,india computer programming powerhouse. use india target documentary?
623,absolute greatest groundwork future millionaires billionaires trillionaires
625,"think human next 1000years,. ai robots,."
631,"potential job loss workers worried industrial revolution era potential issue talked due ai revolution. we’ll see going happen. said, despite potential job loss people assuming, last thing halt revolution, advancement."
633,"alphago may games, thats does. lee actually “wins” dozens unique tasks every day. resigned, stood walked room, computer sat waiting next game. really winning intelligence?"
634,see lot job losses
635,soon stop driving start flying cars .
636,ai using quantum computers eventually even recognize us intelligent learn use powers create vaccines destroy us (we considered bacteria)
638,matter good ai still possibility systems hacked cause disasters enormous devasting worldwide impact
640,ai became recognized google search engine triggered response human control. force beyond us tapped took control it.
641,"high thinking, reasoning, calculating entity. simply computer program made humans. choose label cross-referencing data banks artificial intelligence, go right ahead.."
647,"think played game, 'go', perhaps telepathically early childhood least backyard 4914 palmetto, bellaire, tx 77401!"
648,speak chinese 'innovation'. that's joke. china specializes intellectual theft reverse engineering. far better theft part. everything reverse engineer poor quality works all.
652,"interesting, but! like 19th-century frankenstein sh!t."
655,ai alien driven. ai spirit. demon. say asi hypnotize scientist operating crush him. kind machine ?
657,mark beast. follow jesus. aint never getting gunna kill first
661,china lies everything ai system bikes disaster everything consider ai it’s
668,73 years making ups downs boom tiny start biggest boom come it. 5nov23
669,send robots
671,clowning humans robots fake sense humour profits girls
673,much longer ... think come time bubble pops ... world suffer ... ugh!!
674,"china larger market, people far less money."
675,"money touch screen devices spread diseases like covid. , world changing idea. peace everyone!"
676,great show. makes glad i'll dead years.
677,that's actually really interesting. people lower battery power tend less responsible paying loans.
678,"feels like moving towards making machines film elysium reality, hope rest film come true"
679,"nobody needs way now, need ai ai need you. future"
681,"isn’t like splitting atom? a/i china fine a/i america seems like oil water humans constantly trying destroy planet live 0 highway deaths 0 jobs deaths highways society good thing,it backfire,it control destroy."
683,"say want, ai beat human."
686,50% jobs? men..marx come back again. class fight
687,ai work taxed like laborers taxed.
688,oceangate said titanic sub tech foolproof also. people frighten egos arrogance. can't program every scenario gigantic semi truck.
689,"wth ai ?! , thats peoples gotta get lazy overweights ! believe ! lol !"
691,"make machine ai like jesus things clear, good, okay. harm. christ's name amen."
692,wow. donald trump called fake news. pbs new fake news now. ashamed
693,wow great video ..i learned ton info
695,"hardly time soon - century, anyway"
698,"""and karl marx right"" 1:03:53 good job usg propaganda minister. played yourself."
701,"although, think shift away ai little bit; thorough frontline episode ever seen, i've watching every episode 8 years."
702,instead ai driven trucks trains? unload trains automatically like ship containers big ports local distribution small ai driven evs.
704,"18:15 straight netflix series ""black mirror"" - season 3, episode 1( ""nosedive"") . everything public rated judged online society!"
706,3 years later look ai screw this. counter uaw bs voted governments shipped jobs mexico let untold numbers low skilled people country wall street sold soul america cheapest labor. stop complaining change people continue destroy country
710,guys smart
713,"youtube recommended video me, literally right next video called ""poisoned waters"". makes sense."
714,time stop guessing trump means take literally. always used incomplete stream consciousness technique leaving individuals fill gaps based bias. base runs vagueness hear inner voice leaves gaps. pings peoples minds. fall it.
715,robots contribute payroll taxes.
716,a.i = intelligence
718,computer likely antichrist
719,ai propoganda video. getting rid middle class america thats video is.
722,"labor worth less less every minute. imo, sooner people realize try reinvent rather cry ""inequality"", better be. automation taking people. rather people insisting hold thier old ways automation sure replace them, complaining not."
727,well one thing sure...humans totally screw too!
728,"never top. steal everything. whole tech department certified thieves. usa, germany, australia, uk, south korea japan. xi finally passes away world safer technology won’t stolen every day."
731,"people knew well doing, collecting selling data used tech evils free will."
733,william lyman voice documentary gives creditability know going good watch.
736,artificial intelligence runs electrical power. without electrical power a.i. invasion privacy more. god last word. he’s charge universe earth sun. one jehovah god creator heavens earth. last word.
737,saw bear spray ran away. probably encountering hiker spray them. next first thing reaching camp secure food tree use food containers nps provides. bears smart adapt humans peacefully don’t become garbage bears.
739,increase ai maximises profits expense labour therefore increase company tax rates. why?? becomes social state. increase benefits. early retiremnts.
742,"elite already want get rid ""carbon footprint "" meaning humans, that's good eliminate jobs people exactly want. matter traffic fatalities gearing global famine anyway! design!"
743,choke little bit thinking much money must’ve also spent food toilet paper lolol
744,love people refer us data. that's world.
745,"bs, technologies started came us."
747,"""1988"", ""lord"" showed vision robots operating everything mcdonalds restaurant! making burgers, dropping fries, serving foods. told owner time, ""god"" showed me!"
749,jeff bezos totally evil! maybe elon musk become buddies fly mars! get message want go back earth: “return trip canceled! learn fly. good luck. pray.”
750,ai hot
751,happens ai start produce products creations without help us (humans)...
754,people make living? american people support them? could make sensors go out?
756,far future us technology. still compatible something like us many problems errors happen it’s ready.
757,ai pure evil
760,"says “ don’t know american people fathom well population like adapt technology “. well i’m tell u, fathom it. however we’re reluctant give government kind power lives. don’t get wrong going try push technology well."
761,helps china 1. given huge amounts technology bill clinton 2. send thousands chinese us colleges hopefully get us companies steal technology. chinese actually even subversive intelligent. left tend water buffalos
762,"8:53 that's china steals intellectual property countries, build it!!!!"
763,ai empathy would happily start ww3 sees logical thing do. find worrying.
767,"china, doubt actually take us military. constantly involved conflict testing technology soldiers. came straight hand hand combat, citizens tiny, people fairly tall. half women could throw men across room."
775,weird. surveillance technology crime keeps going up. massive job losses coing due ai take 10 million mogrants 3 years.
777,answer is… stop making many unnecessary people. world overpopulated…
778,able buy ai produces one works
782,"ai track individual users type toilet paper buy, cannot find hackers steal corporations destroy people’s lives?"
783,one believes china developed anything own. steal copy. that's china's mo
785,tell something people job's hell buy sell anything people money buy products robot making u got millions people money buy products
786,scary future!
788,driver truck self driving crashed future. looks like im gonna job soon. documentary 3 years ago!! cant even imagine much developed. fascinating also dreadful.
792,interesting see rapidly china's economic situation deteriorating face documentary right covid. i'd love come back another 3 years reflect china ai world stage.
793,tf truck driver get gas/charge/do outside maintenance?
797,good morning president xi
798,there's big list epstein clients knows many victims intelligence tell yacht docks around charges witness protection madame
803,r u telling u could find smart black 20 yr old team u
806,ai duplicate natural world
808,ai predicting marine fish populations. although may seem easy many variables difficult quantify
834,coming soon.... airplanes human pilots.
835,"50:00 ppl say things like, "" left behind,"" means need move, pursue life, upskill, get different career, reinvent"
836,38:00 there's answer > wrong business. brainer. torture
837,let's see long last humans start sending computers high voltage spikes.
839,"another issue companies using ai fold, why? jobs replace ai people jobless who’s gonna buy product ai companies making people won’t beable afford anymore. back fire this."
840,"that’s sad becomes need truckers, many lose jobs. still atleast operator still truck make sure everything going fine"
842,a.i = copy ego mind. making us participants illusion worlds created eventually within world banker's aka money. (::)
843,"ai whatever fine - jobs need pay decent wages even washing maintaining truck. sorry theorists, countries need jobs pay middle class wage - like family support kids family- countries too."
844,"ai much tool every conscious being. serve purpose. imagine world dreams come true, destiny."
845,"um, that's ai. that's lie sell useless products idiots."
847,communism 101 taking jobs away human beings
851,remember watching star trek wondered people got paid able survive future robots taking maybe social credit
853,ai memory & memory needs steady supply voltage remember
854,"""a.i. used everybody"" corporate speak choice."
855,"automation guy make money unless buyer products services ... ai benefit automation guy context ... idea ""free basic pay"" i.e. machines work, human enjoy life"
856,computers rely electricity. god power that. human electronics predict something future
859,age getting photosynthesis untaken whole practice counter ai instead flat instead fat instead noding like chair stood up. ameca needs family drapes back... blocked call leeky eyes. covidine blocked call positon...
861,give robots free will.
865,"5:00 guys remember though people never even heard game called go let alone played before. everybody played go, i’m sure would’ve already come lot moves. even broken clock right twice day."
866,"whole ilusion technology another funny terrible joke journey yet another way spend energy live confortablebly expense nature. terrible times, folks. century left live. humans never satisfied."
867,information sold anyway. always made sick knowing person info floating around go criminal access it. don’t want hear government much control need take back privacy.
868,"like addict, getting rehab, assigned drug dealer buddy life. addict, drug dealer follow around everywhere go. know drug dealer anything want need. ask."
870,ccp ai
872,medium size business owner see complete automation help working class america soon even lot collar jobs. like see ai robots replace humans happen global economy? thats right big brother give everybody living salary stay home obey one world government.
874,ai downfall country world.
875,interested ai. need update myself. thanks. octogenarian.
879,everyone go stock black spray paint block cameras cities towns accross nations. better yet bring hammer too.
880,"pbs, best news network generation"
883,"computer playing break full bull crap, every kid 1980 knew win dig hole ball would break bricks top screen, act like computer genius, lol"
885,china leader ai technology
886,"china totalitarian state, deemed ai age country. personally want surveilled government daily basis."
889,"winter, who's putting tire chains needed? a.i. can't it."
891,terminator reality coming soon !
898,kills many experts field stated multiple times super advanced ai controlled yet still push technology knowing full well dangerous be. people literally insane
900,obsessed destroying humanity. devil wants?
901,would learn french untangled light bill again????
903,"alpha go, deep learning based human neural network, still know original human neural network came from. copying it.....odd solving profound question."
905,conversation talk universal income. whole point tech humans work less. makes sense quality life go tech assumes work civilization
908,jordan peterson talking it. dont use african-americans talk european-americans suffering jobs get discriminated hiring.
909,employers n responsibilities loyal worker promise home budget. go real estate
911,"need dramatically increase speed a.i takeover, i'm furious bad people threating workers. let a.i works, boss gain money, ex-worker lived social security u.b.i."
912,machines cannot see.. cannot feel ... calculate...nothing else.
913,okradliście mi macierzyństwo macie roboty naciśnięcie guzik maja robić co chcecie żeby robiły
917,ai suppresses freedom
919,dismantle cameras shit end
922,"low number, job. power society. america must already lol. probably way ruin background check."
923,"dear china...slaves stealing american ideas make ""an industry leader"" makes whole communist country laughing stock world."
924,video 3 years ago already ... yet people want believe happening ... go figure ..
927,"ai scares me, fact ai programmed exclusively radical left wing ideologues computers programmed do. guess ai programmed complete unadulterated left-wing bias."
930,going love ai taking jobs! lol straight evil.
931,"making self driving vehicles dangerous. that's another job field. people gonna put work. f****** little b****** decide oh, we're going implement ai. self driving vehicles hell, no, that's gotta say."
932,find documentary biased. started telling truck drivers suck up. drivers less less unionized. current writer's strike hollywood trying keep ai job. job could completely done away with.
933,"love freedom, works system rob freedom."
934,long time industrial revolution would considered darkest era human history.
938,"someday say, “i can’t believe used let people drive around cars.”"
