,Comment
334,ai ilominatis product
337,bhai upsc ke bare v kuch boliye
338,hey bro please make new video ai
341,ai create 1 2 jobs replace 10-12 people jobs dont imagine positive population economy country
344,even single second skipped viewers. efforts forces us like appreciable love work. views subscribers success waiting you.
345,even single second skipped viewers. efforts forces us like appreciable love work. views subscribers success waiting you.
346,research work appreciable. always hard worked content. great job. clearing concepts uneducated people like us.
347,dhruv bhai bycott election krwaao election shii tareeke se nii ho paa rha h . yha ke neta log evm ko piano bnaakr khel rhe h
348,dhruv homemaker son dont job telangana hear government providing job leaking papers writing group hear dont financially support books study material .i poor women. women . learn ai course
349,make case study dubai educatio
351,kon kon ducky bhai ke video dekh kar aaya
352,dhruv rathee sir ko kon kon pasand karta hai vah like karo
353,please aap uttar pradesh ke kafi zilo mei chunav dhandlebaji ko ujagar kijiye. uttar pradesh ke kai jilo mein logon ko voting krne roka gya h. list parchi phad ke phenke di gyi
354,kon kon ducky bhai ki videos dekh k yaha aya ha ?
355,bhai free nhi kya
362,tanx bhai
364,thank s.
371,bhai tumhe like krta hu tum sach bat krte ho
372,kya hoga ağar robot hack hogaye hacker kuch bhi kar sakte hai robot ke saath fir
373,bhai ai ka video baad banana pahela election ke upar video banaye please share email id idea
375,bhaiya help
376,i'm ai user
379,baat mai dikhaya bi nai
380,vo nai nai tha
382,starting tha par banda baat ko ghuma raha hai...elon musk ne bola slow ai coz dangerous nuclear
383,bhai uper uper ka bolke kuch nahi hota ander ki ghearahi batao
385,sar main jyada padha likha nahin hun aur nahin jyada kama pata hun per mujhe technology ke bare mein janna hai aur main ummid karta hun aap meri sahayata karenge
386,nft kya hai sir
390,maine aapko pahle mein friend list banaya hai aap humko pahchane main hun king level 48
392,mere bhai mind wash bhut khtarnaak hai insaan dept education jobs sab bhul gya hai aur manta hi nhi kuch sach desh ka kya hoga aane wale time
394,thank sir nice berry nice
397,love
399,daruv bhai ne ritik roshan ka hi face lagaya samj rhe ho kyu
400,bhai ek liquor scam par video banao..hame thori clarity milegi...aapar trust karta hu
406,great .... @ceamritsharma
410,watching since 7 million subscribers. bangladeshi hindu
420,phir khaiti bari scope ha
421,hi sir ? kindly ye b btaein k ai ki help se kiss app ko use krky apni voice convert krskty hn ?? jo free cost ho ?? youtube videos k liye
423,shayad puri godi team aab dhruv bhai k pichhe laga di h. worry brother good job.
427,nice idea
430,dhruv bhai mujhe aisa lgta ki agar se yogi bihar se nitesh kumar boly ki pm gray mantri modi aur amit sah nhi ho ga thu party titt jaye ga ya nitin gadgary ka naam lo thu bhi party msi photo ho jaye ga ye 2 gujrati bihar wale ko anpadh bekuf samjhte
432,good job
433,ai best
434,"great explanation , waiting videos"
435,dhruv sir ..ek baar lekhpaal ki samsya pe ek video bana dije....hmm 8000 log sadak pe gye hai ...plzz possible...
437,watching ducky bhai vedeo
439,sir plz making video pakistan moon mission first satellite waiting response impatience....?
441,kejriwal ka liquor pe video ab tak nahi aya . kyu bhai . aap sab topics cover karte ho. yeh important topic kaise reh gaya.
445,beautiful
448,good bhai
455,jinse dekhna dunia ka khatma tou terminator genesis movie dekh lo kaise robots world pe kabza ker letay hain wohi hona humare sath bhi
457,good
460,aaj mai 24 sal ki hu koi ach ni lagta tha sab jhut news hindu muslim karta tha apne jo galt h usko bolte aaj ke jamne sath bolte ho
463,kon duky bhai video ....
465,app best ai
466,great lider
468,ai ओर chat gpt जैसे कोर्स गरीब लोग कैसे कर पायेंगे
470,biggest nuisance law attraction manifestation techniques videos reels instagram..ai induced
471,ai predict much reliable ??
472,replacing human work ai ..rather aiding tool help defence technology purposes tracing live info
474,dhruv one source data available online? example relics books personal confidential files mentioned video ..classified non classified files..crime files etc ..may decades ppl want info today ai help ..i think no...what available cyber space sourced right???
475,"dhruv radhee bhaiya ke jaise hi kitne ne video banayega enhe galat batane ke liye, lekin ab nhi dekhana hai ose video ko, nhi padhna hai ose khabaro ko. sala 56 in. ke sina ke chalte 6 in. ka bhi nhi raha.... jay bhim"
476,ducky got fame paid price victim ai deep face technology . thats payment make getting fame social media
477,fake hai
478,2024 kon kon thak raha hai
479,waiting next vedio
480,want vedios artificial intelligence
481,great work love pakistan
484,sar main padha likha nahin hun
487,kon kon duky ki trf say aye hain
488,a2 ko jawab dedo bhai
490,nice video
492,bhaiya manish kashyap ke uper ek video please
493,bhai ek vaccine per video hojaye
494,whatsapp ai 2024
496,aipe ek aur video bna dijiye sir
498,videos relate ai
499,kaun kaun chahta hai es topic par aur video upload ho dhruv rathee
502,dhruv bhai आपका whatsapp पर आया short vedio किसी को भी send नहीं हो rha hai
503,bhai ji apke video download ho rahe hai share nahi ho rahe aggey jake sirf baar baar ghum rahe hai
505,bhai ye course hindi sikhate ho ya english
508,bhai course thoda jada costly h. desh ka har youtube user use perches nhi kharid sacta
510,sir big fan yours..thank u videos
512,मे तो डकी bhai ki video देख के आया हु
513,aage likhiye aur aage bataiye like mind blowing
514,mai bhi
515,thank bhi bjp ko thik jobab dia
519,akhirkar dhurv bhai kamyab ho hi gyaaa
520,kon kon yaha ducky bhai ke video ko dekh ke yaha aya hai
521,vacccin ke upar bhi video banao bhai
524,yeh video trend kar raha hai pakistan main.. ducky bhai ki wife ki fake video banai kisi ne
525,good
526,thanks 28 subscriber
527,kon kon ducky bhai ki video se yaha aya hai
528,bhai hmee b andhbhakto k sth interview moka doo plzzz apko naraj ni hone duga jind haryana
529,congratulations apki video k agaij views bcoz ducky bhai
532,congratulations brother 19 million subscriber
534,bhai ka 19 million complete ho gaya party banta hai
536,fake videos nahi ducky naam ayyi bhai ducky comment videos police qawwali pakdai galat hassan raj jail jaldi iska ham nahin kya nahi mujhe kya police pakdai
541,sb hi ducky bhae ki video ky bad aj wow
542,kon kon ducki bhai ki video
543,vote constitution cast religion. thnq dhruv bhai..jay hind
546,dharu sir ko kon kon like karta hai??
549,make videos topic.kaisy sikhy kahan start lain.kon konsy professions ko hit kry ga ai
550,want details regarding ai
551,ducky good
553,kya ducky ny ya video khud leack ki hai taky aroob ko fam mil saky?
554,druv bhai favourite youtuber pakistan
557,"people india you, people india againd modi - sha team"
558,k kaun-kaun ducky bhai ki video dekh kar raha hai
559,bhi ducky bhai ki video dekh kar hun
560,tu.mere pass rahta hai tu bchh ducky bhai tension
562,plz covishiled vaccine pr video banaye sbko heart attack araha hai vaccine se
565,dhruv rathee sir covishiled vaccine se heart attack ho raha hai sbko plz isme kya succha hai ap sbko bataye
567,hi bhai big fan
571,come seeing ducky bhai
572,wooooooow
573,dhruv bhai course ka price thoda kam kr yar
574,kaam chaina karsakthe bai
577,koun koun ye video 2024 mai dakh raha hain
579,love u rathee ji
584,kya raam mandir usi jagha baanda gaya hai jaha masjid toda tha.. plaace change hua hai..
585,bs kr sb se puchna pata chal gaya hai ap sh ducky ki video dekh kr yahan aye ho
586,ducky ne bola hai jis ko ai k bary main janna hai wo ye wali video dekhain
587,brother make one channel malayalam kerala love u
588,come dycky bhai vlog
589,nic good
590,need videos ai
591,ducky bhai brand
592,myai se daily khana pakane ki koi na koi recipe pochti abse ni pochongi
593,mai
595,proud sir
599,thanks 783 subscribers
600,kon kon ducky bhai ki video dekhnay k bad yahan aya hai?
601,tu. aise hi video bana pagal
603,"dear sir rather,. pls bring manipur's centals budget got dispenced right year manipur got statehood show whole nation..... please rathee sir.... thankyou."
604,kon kon sandeep meheshwari ka video dekh kr aya hai
605,kon kon ducky bhai ki video dekhne ke baad yaha aaya ha??
607,well explained
608,good. pl make videos like
610,phle industrial revolution ne duniya badal di ab ai revolution duniya badelga
614,jab tv aya bollywood dal diya phone ayato facebook dal diya wots aya jativad dal diya ab ai aya pata nahi kya karenge
615,kon kon ducky bhi ke video dekh kar ayya hai
616,kon ducky bhai k video unke batane k baad ye video dekhne k liye aaya
618,dhruv bhai jha2 motivation ko jawab dena
619,thnx ducky bhai ..apki wja se itni information wali video dekh li
620,ducky bhai video
621,kindly make videos topic ailove pakistan
622,dhruv bhai sandesh kalhi kya hua hai ess per videos banayo
624,ducky bhai power
627,bilkul banai bhai
628,abhii mata ai aya ha
629,ducky bhai fans
631,#1 trending hai ye
632,kon kon ducky bhai ki video sy aya hai
633,kon kon april main dekh raha hai
634,kon kon ducky bhai ki video dekhe ky aya hai
635,gujrati language available
637,g ducky bhai
638,ducky bhai ??
639,"islam mein ek baat ki pishengoi ki gyi hai,, dajjal aise waqt mein baher aayega jab charon taraf sirf jhooth aur sirf dhokha hoga."
640,came ducky bhai video .
642,watching ducky bhai video
643,kon kom ducky bhai ko video dekh ar rahha hain
644,ducky bhai video
645,nice dhruv sir
649,bhai ji single video # chungreng koren manipur....
650,excellent work
651,",, thanks google wonderfull technology features sistyem"
652,ai 100 present right work west time work
653,kon kon ducky ki video dekhna k baad aya hai
656,ducky bhai free promotion
659,hum ducky bhai ki vajah se dekh rahe hain
662,kon kon ducky bhai ki video dekh ker aaya hai
664,ducky bhai
665,ducky bhai ka fan idhar ajao
667,sad ducky bhai
668,please ducky bhai help
670,best man world muhammad pbuh
674,aii make video
675,ai
676,hii sir ek video wo bi banho jisme des ki betiyo ko apne pita ki sampti mile .betiya apne baap ka sara kharcha utane par bi hak nahi milta hai
679,sir want use ai budha dhama tranlet aall launge
681,ducky bhai video watching
682,ai use ducky
684,ducky bhai say kon
686,kon kon 2024 dacky bhai ky ly dekh rha
687,kon kon ducky bhai ki video dekh kar aya hai
688,"ducky bhai audience know, know"
689,ai ko use kaise karna hai
690,ducky bhai army
691,ducky bhai army assemble ...
692,main
693,ducky bhai ki video dekh k kn aya hh
696,thanks 1k subscribers
698,watching ducky bhai new video
699,bhai private meri bahen padati purskam karnapdatha hai. lekin garment techars baccho seliktebai ka meere pas purrad hai
700,kon ducky bhai ki video dekh kar aaya hai
702,kon kon ducky bhai ki video dekh kr araha
703,duckyb bhai
704,ducky bhai fam
706,ducky bhai ki video dekh k kon aya??? dhruv bhai ducky army nay views ziyada day diye apko??
707,ducky bhai ki vedio dekh kr raha ho aroob bahbhi
710,kon kon ducky bhai ke video dekh ke aya hi
711,kis kis ne ducky bhai ki video dekhe hai
713,watching duckybhai
714,come watching ducky bhai vedio subscribe
715,dhruv rathee super congratulations
716,ducky bhai video dekhny k baad kon kon aya hai
718,watching ducky bhai video ?
720,kon kon ducky bhai ki video dekh kr aya hai like karo
724,love ducky bhai
726,kon kon ducky bhai channel sa aeya ha
727,stay strong ducy bhai
728,haan bhai aur information chahiye
731,watching ducky bai video
732,kon kon yahan ducky bhai ki video dekhny ka baad aya
733,kon kon duck bhai ki video deakh ke aya hai
734,ab nhaa boat galat kiya hai
735,kon kon ducky bhai k mention krny k baad dekhnay aaya hai?
736,kon kon ducky bhai ki video dekhne k baad aya hai
737,whatsapp ne b ai launch kya h ....
738,watching ducky bhai vlog
739,kon kon ducky ki video dekh kr aya hai
743,kon kon ducky bhai ki video dekh ke yaha aya
749,kon kon ducky bhai ke vidio dekhe ka raha ha
752,bhaji lunkaransar ek bahut bada gada hai uske uper ek video bnao aur main appke har ek video ko like subscribe karta hu kar yaar
754,students kasa buy kara gay bhaiya
755,students kasa buy kara gay bhaiya
756,student kasa buy kara ga bhaiya
758,make videos ai please
760,"video helping lot good content huge respect brain,way explaining"
761,dhruv sir aap ko itna jankari kahan se aata hai.
764,dhruv bhai hum jaat bhai sab tumahare sath hai
765,love bro
766,thank much helpful video.
768,ha और video बनाए ai pe
769,good
771,e mails writing ai
773,bhaiya free course join nhi kr sakte h
774,mai bhi 9 month baad dekh raha hu
775,kon kon 27 april dekh rha hai
776,"please make video best use chat gpt, google bard google gemini what's app meta ai bing giving us perfect education knowledge??"
781,nice
783,great person
784,"god bless you, dhruv course"
785,"amazing video.thank you,i awaiting new video!"
786,rathy sab desh ky schools maiy?7th calls sy savidhan aur desh ky kanon.court ki jankary deny chaiye?iss ky bary maiy bollo?desh kynew pidhi maiy kanon ki jankary hoggy?
791,bhai free krdo na course
794,dhruv rathee great
795,thank rathee bhai. mene apna university presentaion apka pura video ka information research chap diya.
798,bhaiya please make video jee mains session 2024 .there lot cheating cases truly evident. roller coaster situation tells lot information current education system .t ruth must prevail.
799,bhai plz make video thrilling story anything
802,thanks information sir............................................................................................................................................................................
803,good sar
804,hindi sikhaya jai
805,ai se doctor bhi khatam ho jaiye kya ?
807,alchest ko sekhne ki kitni fees hai
809,please make videos ai
814,great work brother
818,mai es video ko 9 month dekh rha hu
820,"make better videos ai, ml data analytics...your politics analysis lot false statements analysis ...may misleading sometimes..how much money get dhruv ?"
821,video 9 mahine pahle bana dekha raha aaj good video dhruvrathi
822,sir aapka course bahut mahnga hai hum jaise lover class k log nhi kharid payenge
823,guy plagiarizing others work putting utube earning crores. come ethical/moral terpitude way 2bit utubers making crores nothing lose job ai/chatgpt
824,nice brother lage rho asi
825,aaj 2025 april 25 kaun dekh raha hai
826,explanations brilliant. thank valuable information.
827,nice bhai
832,nice sir
837,thank dear
839,thanks
841,maine video ai ko face kiya hai log bank ki details puchate hai
842,artificial intelligence khatara hai kyu ki har koi aacha ho ye jaruri nahi
847,meri maut ka karan rcb wale hai
848,mohan bhai porbandar gujarat
851,mai 24 april ko aaya hu
854,mobile pe kaise job karke paise kamaye please ek video bana k r k bataye sir
857,ai kya kya kar sak tah ha details chaiya
858,bhai kis kiska paisa maaf kiya hai modi sarkar ne ispe ek video banao
859,really great job...!!!
860,well explained ai information results. keep making wonderfull informative videos.
867,bindra par case ho raha hai due misguide young citizens students generation thing modi since 2014 stealing money funds one say anything bout
872,kon kon 24 अप्रैल 2024 ko dekh rhe hai
873,nice
875,chat gpt really great ai app
876,thanks ultimate knowledge
881,bnao bhai
882,accha video baniya aapna thanku sir
883,bhai please 1 video e commerce k platform per bhi bna dy thanks
884,bhayya .aapki tarah bolne ke liye konsi padhai karna hai....
886,vah dhruv bhai kamal kar diye
888,"mai terah hai jabra fan ho gayah "" dhurv rathee """
889,"good video v.i.ghouri engineer,space engineers"
890,hai sir please respond evm machine
891,god bless
893,thanks nice
895,discount ke baad bhi mere liye costly hai lekin koi baat jarur buy karunga aapka cource
896,ai एक्स मैन की मिस्टीक है
898,"ai यूज करने में एथिक्स एप्लाई करना चाहिए जैसे कठीन कार्यों में यूनिवर्स इन्वेंशन, मेडिकल टेक आदि"
902,good information
904,tcs ka naam suna hai kabhi bank se army pension tcs ne sparsh may army pension laya aur natiza aaya pension gayab hona sachchai jano aur chat gpt karo .in experience man known anything practically.
908,super
910,"want videos ai, machine learning data science"
911,"hi dhruv ji, something raise.... video... vfs global... much fraud happening there... innocent applicants loosing money... please make awareness video it.. thank"
912,nice sir
913,bhai.....hmko .nhi..lgta..ki..jyada time lgega .robot ko .sikhne me...ye...bat smjhna hm sbko...
915,"ai se janab ustad rashid khan jaise ga ke dikhaye koi 58 inch ultimately ai useful fraud, jealous, loosers namurad"
916,hello dhruv customer service sales product trainer course help future career ..
917,mai
920,insurance scam par 1 video banao bhai...
927,love bhaiya
929,yes sir want videos topic(ai)
933,koan koan 20 . 2024 dhekh rha hai
935,instagram also launched ai chat
936,ha mai bhi dekh raha hu
937,"loveeee youuuu dhruv bhai,"
939,great job
940,sir ye cource bahut mahnga hai sasta kar digiye mai afford nhi kar sakti
946,nice brother
947,beginning ending . artifical intelligence vs human civilization ai far dangerous think _ elon musk
950,bhaiya ye course sikhna chahta hu pr ye afford ni kr skta kuchh kam kra
951,veer ji mai sikhna chahta hu
960,"क्या आनेवाली समय मे ai के मदत से गरीबी खत़्म की जा सकती है? लोगों को रोग बिमारियों से मुक्ति दिलायी जा सकती है?मानिये ai की मदत से अगर भुख और रोग बिमारियों का निवारण किया भि जा सकेगा तो दुनिया के कुछ गिने-चुने बड़े लोग उसे पेटेंट करवा लेगा,मुझे तो भगवान से शिकायत है कि वे हमें इन बड़े लोगों के चंगुल से कब मुक्ति दिलायेगा।"
961,congratulations brother 18m
962,brilliant
963,main toh kheti main jaraha hu
964,khareedne ke liye paisa nahi hai bhai
965,good
966,nice video
967,"great youtuber great ideologist,i want talk dhruv rathi ji. talk you.. please show mobile number youtube channel description. retired indian armed forces jawan. ks rajput retired indian armed forces."
971,thanks buddy
973,kiq bhai apne ap k kya lagraha bewakub banaraha eh apna video se sab ko isko ignore karo age bado eh faltu
974,please share video ai
976,hm 9moth bad dek reha hai
977,"make video ai medical services including diagnostic edge , prventive medicine"
979,bhai garib hun kyese aapka cours karu
981,yeah saab kuch bada chadhakey bolthein hai . haan tho aap aab moh maya key kaal mein hai .. know
983,thank video
984,imagine people using ai expert using ai become brainless future affect brains future use brains one day brains become inoperative unable even use ai future risky
985,ai - artificial intelligence
988,love dhruv rathee.
989,ai
990,dhruv bhai let tell ai never supercede creative mind objective living healthy life clear everybody's mind. appreciation ai impact yet realized importance health
991,kon kon new video se aaya hai yahan
993,dream11 ka scan bataiye bahut log iske piche pagal hue hai
994,super aurvidio
995,hh bhai hm
996,dhruv saab kindly help indians v people india r 20yrs back n govt including corporates ruined life indians still r enjoying ayodhya varanasi mathura n dancing tunes govt
998,need teachers formal schools. thanks mr. dhruv rathee ai lesson.
999,bhai itna knowledgeable admi aj tak tub pahli bar dekha
1000,yaar maine kitna late kar di ye video dekhne mujhe 9 months lag
1001,bahut mahanga course hai
1002,nice sir
1006,kis time per madhya pradesh ke halat bahut jyada kharab hai
1012,thank u
1013,thank
1014,bhai meta ai chatgpt main knsa bahter ha.. main kiya different ha? 1 video plz
1015,hlo dhruv bhai
1016,ai ke uper ek free youtube course banao please
1017,ye course abhi bhi available hai kya aur amount kam nahi hai kya
1018,druw rathi good job well done ham aspke sath hai
1020,"informative video, thank brother"
1021,bhai abhi course join karsakta hun kia? aur apka video dekh ke bohot kuch samajh sakta hun
1022,"""thank you, dhruv rathee, consistently delivering insightful thought-provoking content. dedication addressing issues concerning democracy truly commendable. work educates also empowers viewers engage important topics. keep great work!"
1025,bhai visw guru aap hi ho sakte ho
1027,good broo
1028,punjabi ch v banya kr bai
1030,koun koun ..19april 2024 ko dekne aaya hai
1031,please make videos ai.
1032,ai fall people understand ai destroy whole economy....
1036,kindly create videos ai chatgpt .i 67 want know more. regards ajit mansharamani
1039,fees bahut hai
1042,thanks lot brother...part 2
1043,"hamare liye masiha hai ye banda, love respect you, sir"
1044,charge bahut zayada krty ho aap...caroro kama rahe ho monthly ka..kuch sasta kro sir ...hm log kaise afford kr payenge
1045,thanks information videos ai please
1046,videos ai related sir
1047,rajnikanth ka robot real life mey hoga
1048,19/4/2024 main kon kon dhek raha hai ye video
1049,thanks update
1050,jab aapki baat dhyan se sunte hain tab samajh mein aata hai ki actually problem kya hai
1052,sir aap ai ke bare ek video aur bna dijiye detail se btane ke liye
1053,main 12 th pass hua commerce leke padha huu
1054,ai dangerous nowadays
1056,bhai aakhir kiya hoga aane wale cariyer
1057,dhruv bahi bahut mahga hai ye course meri aukat anhi hai
1058,great speech
1059,"want one video ai become intelligent, happen humanoid robots start thinking dreams."
1061,ky ye robot se x v krte h
1069,evm machine ke upar video banwo
1070,sir fees jyada hai 5499 rs hai
1077,"what???? 5499 rs. fees 5 hours course... kya hai dhruv bhai, kamal karte ho aap? ambani ka no. next ambani banane ja rahe ho aap shayad... expensive course."
1078,yaqeen kro sr aapko dil se sunta hun love u sir
1080,ai dum nahi hai jo hum karr sakte hain woo ai nahi karr sakta // esko humne banaya hain hum hi khatam karr sakte hain
1083,मैं onpassive का एक फाउंडर मेंबर हूं और ai पृथ्वी को हैक कर सकता है! बट अंतिम कंट्रोल इंसान के हाथ में ही रहेगा। यानि एक क्रूर विचार इंसानों को ai के माध्यम से गुलाम बना सकता है।
1089,bhai akhir kar ye video khatam hui aur ab sabko batauga ki aane vale vakt kya kya ho sakta hai
1092,bangladeshi student k liye kuch facilities dijiye payment k liye. like bkash nagadh wallet available kar dijiye please.
1094,main apka chat gpt course lena chahta hun
1095,nice
1096,love content
1097,love u sir
1098,love u sir
1099,love content
1101,agar ai ko hi heck karlu to..
1102,kon kon ai superstar naina ko dekh kr aaya h
1103,bhaiya apki video se phle bjp k ad aa rhe h youtube se kho ki bjp k ads na aye apki video plzzzz
