,Comment
114,"schwund? geringste problem.. kreislauf dauert gute ~80 jahre, heißt bald ploerre foerdern 60er, 70er jahren versickern lassen. wasser wegen damals fluesse fast komplett abgekackt sind."
116,"hallo, geht 's noch?! ""er"" klar kommt...??? arte, zukunft aufs korrekte gendern achten kommentar dementsprechend anpassen! solch genderfeindliche schreibweise unerwuenscht, dafuer gibt's kanaele benehmen koennen!!"
118,snoop easy
119,wuensche gute besserung... hoffe ganz schnell gesund!
120,wahrscheinlich schreibst unsinn ausgezeichneten kommentar yt-users ehemals simeht t abzulenken.
121,​​ jetzt?! sowas machst sorgen? witz
122,"jemand tatsaechlich probleme er! heißt mal ""der mensch"". dafuer heißt ausgleich: - welt - erde - seele - luft - kraft - energie usw. text prima."
123,maedels? wer maedels? abgehen? raetselhaft. satz posting koennte maedels gemeint haben? ????????
124,seeleeeee baaaaaumeln lassen waere oefter priiiiiima
125,"danke, danke nochmal danke, deutschen zuschauern franzoesischen originalton deutschem untertitel zumutet synchronisiert habt! authentischer besser, fuer all diejenigen, (ein wenig) franzoesisch sprechen sicherer sprache moechten."
126,"sinn dahinter, meisten arte produktionen"
127,"empfinde jemand latein eher nervig, doku hintergrund offen kann, haelfte inhalts verpassen."
128,"freut uns, gefaellt!"
129,gelbe schrift weißem hemd echt schwer lesen!
130,​*dass
131,"kommen deutscher, franzose chinese arte doku.."
132,glaubt kennen franzoesisch? mache soch bitte ordentliches dubbing.
133,untertitelt
134,video perfekt. finde angenehmer 2 stimmen gleichzeutig hoeren. spreche beide sprachen graus fuer hirn beide gleichzeitig hoeren. bitte mehr stil
136,ungeuebtes gehirn schaedlicher fuer gesundheit ungeuebter koerper. - george bernard shaw
137,hallo leute mache gerade doku abend. 8ch meinung ki ai vorsichtig betrachten einfach achtsam erstellt.
138,unaufhaltsam gut
139,"chatgpt bereits gesagt, kis welt uebernehmen, seite bin. we family now."
140,zitat ende einstein gesagt haben? gab zeit schon ki?
141,"autoren asimov zumindest zeit schon geschrieben science fiction, heute kuenstliche intelligenz nennen. link: https://de.m.wikipedia.org/wiki/robotergesetze"
142,"google sagt, zitat sei terry pratchet. einstein finde nichts. ja haeufiges problem, zitate falsch zugeordnet werden, scheint fall sein?"
143,"ach was, sorge bevor ki beherrscht rottet menschheit selber aus."
144,ja wuerde sicher anzug raum gehen.
145,"engel koennen dingen namen geben engeln zunge haben, totenreich orkus bezogen niemand spricht."
146,"heiße helberger, helberg. meine, kuenstliche intelligenz bedeutet erniedrigung menschen, unterwerfung menschen, totes; bleibt leben, liebe, menschlichkeit?"
147,
148,si
149,"ernie bot chinesische entwicklung billige kopie chatgpt, streng zensiert! wirklich grenzen durchbricht, ki huawei"
150,"zuviel moralisierung. sendung ""echten"" ki experten zeigt aktuell ki moeglich geplant wuerde mehr interessieren. gerne informationen darueber welch unternehmer derzeit fuehrend bestimmten bereichen."
151,über aktuelle ki themen woche sprechen youtube podcast hier. vielleicht fuer dich?
152,ok ok .....
153,arte falsch... schau einfach anstatt gute dokus schlecht reden....
156,"""wann mensch neugier begeisterungsfaehigkeit skepsis, einschraenkung angst eingetauscht?"" seit erste mal feuer gelangt hat."
157,"kritiklos gefallen lassen, grossen it unternehmen praesentiert ziemlich dumm"
160,"""i just said 'good luck !' "" ( r.a. zimmerman )"
161,boah waere geil menschheit endlich mal abgrund steuert. ganzen tiktok bettler. ganzen streamer ala mr.beast trymacs bezug geld verloren einfach schlag einfach wertlos geil! bitte apokalypse komm endlich
162,ki roboter vereinen waere interessant.
163,glueck beim reich werden.
164,
165,solange ki kaffe kochen beeindruckend
166,schon! google mal google bitte vergessen mal zuteilen dabei menscheit ausrotten soll. liegt naemlich naeher denken wuerde.
167,schon!
168,ki koennte politiker welt schon ersetzen. bereichen schon passiert. na ja technologie ja grad mal anfangs stadium. gucken 2050 aussieht.
169,chinesischen bloedsinn kaum anhoeren. wer wahrheit ueber chinesische ki wissen lieber serpentza informieren.
170,"duerftest fuer unwissenden gerne zusammenfassen. darf vorstellen, sowas chat gpt-klon russischen bank?"
172,natuerlich
173,seminararbeit ueber ki schreiben. guter einstieg thema. danke arte
174,hoert spannend an. konkrete thema?
175,​ ki marketing.
176,", erfolg!"
177,​
178,"​ paar vorschlaege: arxiv ( pre print fuer wissenschaftliche arbeiten, top aktuell) heise ki podcast ki podcast ard . ansonsten frag großen firmen leute it abteilung interviewen kannst"
179,"seminararbeit lol.bist anfaenger grundschueler, einstieg bezeichnest"
180,gleiche gedacht
181,helfen immer gerne!
182,
184,"glaube große angst menschen speist sorge, ki moeglichkeiten geld verdienen wegnimmt"
185,"neue technologie fuer weitere versuche, menschliche dummheit kaschieren."
186,yusuf harari? josef harari? yuval harari? ;)
187,yuval noah harari
188,schon klar ;)
190,"muessen dafuer sorgen, komplett uebernehmen"
191,schmeiss handy weg! puuh gerettet - that close.
192,okay
193,behalte handy
194,"sah ja schon beim terminator 2, maschinen tages beherrschen werden! affen unterwerfen vorher, siehe planet of the apes...!!"
195,"oh, man. checkst gar nichts."
196,"tut schon laengst,es spaet,der mensch mittlerweile absoluten verlusts selbststaendigkeit."
197,waeren bessere spezies? evolutionaer gesehen koennten rettung planeten bedeuten.
198,"besser waere, retten planeten, weise immer."
199,"ki? haetten dafuer sorgen muessen, chinesen usa komplett uebernehmen. ki mehr betreffen. ja bald mal mehr strom, etwas, ki betreiben"
200,"​ waer's. sichersten jedenfalls, mensch abschaffen koennte."
201,"​ frage gerade, rettung? natur sonne, mondlandschaften, ueberhaupt mensch fuer planeten tun, retten. natur egal, erde fuer gerettet werden."
202,matrix eintauchen;)
203,"tatsache,dass handy fragt,wann trinken wann essen jemand perfekte partner fuer etc pp. ja,unsere supertollen apps heutzutage, herrlich."
204,fern gesehen? passieren
205,"kinder, ki aufwachsen, 20 jahren ueber ängste lachen, ki einhergegangen sind."
206,bot's start :)
207,sage skynet
208,"zwei leute - gedanke kurze sequence fliegenden autonomen drohnen systematisch sektor menschen durchsuchen ...in ukraine sterben ja schon menschen seiten drohnen - (noch nicht) ""effizient"" zukunft. wirklich lustig."
209,erster
210,taeraeaeaeae toeroeoeoe schoen geboren haetten vermisst sieg
211,endlich erreicht leben.
