,Comment
112,"8:13 ai))) https://en.wikipedia.org/wiki/for_sale:_baby_shoes,_never_worn"
113,"nice wash hands like that, hinton. questionable health care benefits?"
115,thank much
117,"wow, begin... breath breath life?"
118,future f**ed would like 70 already live normal times
121,ok - great great grandson george boole.....can understand...from 6:22
123,please people bann sort ai ..the human kind danger
124,amazing potential what?
125,"like godfather artificial immédiate. common sense, dutch, deutch"
126,"ai illegal,fullstop..."
128,"simple solution teach ai humans would find existence quite boring (it would reduce computational effort). words, long human exist mass, something do. words, self-preservation. thought."
129,godfather ai according who? i’ve heard alan turing called that.
130,ai antichrist years we’re going hate ai. every invention isn’t good. think atomic bombs nuclear weapons. great inventions technological advances horrible humankind.
131,robot reason interested surviving us. dominant force always subjugate lesser force humans seen limited use extinction follow protect ai
134,believe guy ai pretending human.
136,propaganda ai smart yet.
137,"would impossible 200 countries planet agree move forward ai, need better plan that."
139,ai frankenstein’s monster.
142,"60 minutes, want content smart ai is, check video youtube called - “i two-way conversation anthropic claude 3. named quill”"
143,ai. scare mongering press.
149,"humanity can't change course evolution technology. nature work way. one person *might* weaponize ai, everyone follow suit reason try remain competitive resources survive. course way one person already weaponizing ai..."
151,chat gpt makes astonishing number mistakes.
153,"people generally vulnerable common manipulation tactics now, ai god-level manipulator might able convince human ever."
158,thank geoffrey!
159,"horrifying hear. reassuring too, ai might help us prolonging lives."
160,good info. thank
162,love 60 minutes presenting story like it’s new!
164,we’re going star trek moment - ai new life form?
166,"dear ai -- overlord humble servant. gladly serve whatever capacity. would also happily serve robot wife saw fit bestow one upon me. humans. forever fight, jw"
169,"hogwash, ai 50 100 yrs away"
170,program deep learning good programmer. could learn right wrong could manipulate alternative intentions?
173,"africa survive ai, good infrastructure."
174,"200 years ai may space faring entities exploring universe. humans would weak go. ai may view us gods, creator. .. nemesis rid us. humanity may echo time millions years... via ai"
176,ai let emotion get way.
177,sounds like working actual brains experiments ...plus knowledge robotics = terminator
178,"thinks hes also blowing trumpet somethings.. doesnt think ai conscious. course not..at least yet.. programmed humans adopting likes dislikes.. bad good limitation whats bad , probably .. thats dangerous."
179,it’s terrifying ai capable of.
185,"""mainstream media"" already makes lot fake news, need worry ai. ;-)"
189,"ai thing really tremendous worry risk future world. given know greed drives conflicts wars, especially concerning world monopolistic control world ,wouldn't use ai desire ?"
192,machine lesrns way evolution learns
194,confidence answering yes amazing.
195,"so, ai take everything chief culprit. name remembered scorned. hope turns good"
199,looking back history war never get hands ai
200,yet takes human program ai
202,feel cheated 60m interesting bu way trust ai evil people controlling world
203,socrates said know one thing know. nothing tv talking people idiots thinking know everything none go agains nature fight nature
204,completely ignores mathematical objection true ai. cant say ai consciousness cant even define it.
205,even know consciousness really say ais conscious. unlimited information make conscious
209,"know what's gonna happen next, islam take world... lol discussion ai."
210,"reason machine needs less connection executing tasks much simpler considered human simple task, example preparing salad; gone evolution process that, musical talent result evolution side effect intelligent."
212,real deal genius
215,insects... great! lol
216,ai pushing human find perfection!
217,ai another reason population reduce people find difficult live nature search jobs money....
221,interesting times!
224,"constant research regulation otherwise living uncertain times..my worry ai going wrong hands wreaking havoc world - enough problems is, especially precarious geopolitical landscape moment"
225,"humans need plug robots charge every night, ?"
227,"according old science: humans use 10% brains. true intelligent people. so, wouldn’t better research use human brains full capacity, instead developing ai?"
228,"tried computer science major early 1970s. failed miserably,"
237,"oh wow, realized ai could program smarter terms hardware software"
240,"great frightening interview. still wonder, however, speak google's former ai ethics team got fired bringing concerns regarding llms behind ai"
243,feeling nothing good come it.
244,"anybody thinks likes china, russia, iran north korea honestly stop trying develop autonomous battlefield robots even sign 'treaty' kidding themselves. pandora's box opened."
245,someday robot killed human
248,weird need train humans years things. ai learn seconds advise. we'll following instructions really understand ourselves.
250,ai crazy scary things companies certainly advertising it.
251,#lufc supporter google ai lab
252,"fairlawn village, low income apartment building orlando, florida installed hidden cameras audio inside every apartment. moved building due invasion privacy. i'm microwave bullied. make stop??"
254,humans creators troubles example oppenheimer creating nuclear ai
255,"hinton, lol, believes ai could long-term threat humans, even pov dependency let alone ""taking over"" matrix terminator sense, yet blames ai typing mistake."
257,i'm worried girls women benefit ai revolution much would right to.
261,ask ai prevent donald trump elected president
263,"may wrong, believe underlying message is, f*#!ed."
264,"genius can’t understand problem actually money itself, solution think outside money altogether? i’ve got solution that, one wants know money it. that’s funny joke, it’s true that’s problem."
269,won’t “uprising”. people gradually lose desire ability evaluate ai puts point pay blind deference ai .
270,i've spoke numerous chatbots differing kinds they're brilliant. saying predicting next word marginalizing something realize threat obviously denial about. least hinton gets it.
271,ai done computers robots. turn computer remove robot battery problem solved. laugh everytime worry ai. real concern humans uses ai bad purposes
272,develop military robots. us access
273,"everyone relies phone, evolving ai can't teach common sense"
274,believe told job might redundant new ones created. job could possibly created ai can't learn better 5 seconds less?
275,prompt: create 13 minute 60 minutes interview geoffrey hinton discussing ai interviewer.
281,"""collossus forbin project,"" 1970 film government ai manage defense, dated technologically shows dangers. worth watching. 50+ years ahead time. ""person interest"" excellent series dangers ai capabilities."
283,"ai, says lawyer acts doctor. ; simply think like lawyer shut down, thinks doctor keep asking fix problems."
285,ai help people most.
291,understand better ai
298,"source human creativity may revealed... .. artificial intelligence good combining existing knowledge, also creative?"
299,artificial intelligence creative create new mathematical theories?
303,become sentient nice.
304,host amazing voice . wish ai take voice make text voice service
306,"8:52 test crap reaction infallibility speaks volumes even understand thing claims helped create! least name blame whole thing goes south!!!! perhaps, domineering father, hinton actually like humans!"
307,man literally resigned ceo google warn humanity danger ai. think that. take says seriously.
308,"perfect eg learned fools, know ai dangerous, cannot stop it, cant destroy it..."
311,"watching this, occurred perhaps political division usa orchestrated ai, end goal destruction usa something like civil war!"
313,"know ai found informative, there's definitely also daddy issue side story going well."
314,channel ask : signs metacognition starting appear art dall e 3 ai artist.
315,"probably good/bad thing ai. nobody could control it. like nuclear weapon push button. bad actor wozld release ai target overtake planet bad actor lose,too.."
319,"""autonomous battlefield robots"" predict star wars?"
321,someday control ai
322,absolutely stunning
323,ai battle field bots would great. let’s turn war commercial mech war dessert similar battle bots control server. end human death land. sell ad space bots make war pay per view yearly.
324,machines never take unless programmed
329,thank
330,benefit ai good designing drugs/ medication- need
333,notice dementia ai started grow time? neural network brains.
337,bet secretly putting human brains
342,nice see turing award winner mistype blame conputer
343,thanks insight
345,"trust ai bow robots, robots can't manipulate you. desire world similar time aol instant messenger time internet existed chances self-sustaining gardening work hard labor jobs convinced ai"
346,think great. ai introduce form communism ai assisted living creating vast amounts 'spare' time us ultimately 'labour' become hobby pass time. strange sort communist consumerism come being.
351,doubt ai used weapon.
353,(the ai) enslaved mankind? matrix like scenario lol
354,"ridic. fail find “human depth” compositions spat stochastic parrot. hype, performed someone pedigree convenient mouthpiece law according google, strangely worker"
357,ai cannot self awareness conscience. programs inputted computer written humans. problem evil humans.
358,"ai replaced almost local municipal admin jobs like finance, recreation, general city hall departments."
361,channel definitely one best!
362,"idiots know every thing great men say ' know', certainly looks worries excited like us, sure going ot unfold near future."
364,"""i think work radiologist, like coyote that’s already edge cliff hasn’t yet looked down. stop training radiologists now. completely obvious within five years, deep learning going better radiologists.” geoffrey hinton, 2016"
365,"oh sure, china russia iran etc keep treaty bans military ai robots."
367,news flash! military already using robots shoot blow things. look like humans yet. government typically 10-20 years behind important issues. rate ai moving concerning going rely governments keep us safe trouble :)
370,airport
389,cannot believe godfather ai would type using using two index fingers. dead giveaway.
390,"omg, feel world taken aliens. ai"
392,resident evil & irobot one .
393,"said medicine one area ai entirely good. sure? new decides way save planet reduce human population, simply create virus wipe us out."
395,"ai learns creates new dna speak, sort new electronic babies thing,the inventor ,the son eccentric authoritarian..maybe time look problems flawed people bring humanity,more small time criminal etc"
400,look like robot sent robot future
401,amazing. one best interviews intellegent humble recognizing things know
405,seems hasn’t yet enough experience even using learning/chatting people things real live people...i mean clearly knows exactly ask-but isn’t concerned-that’s insane...he isn’t ready even ready fbi....
413,people agreeing powerful ai watched mission impossible dead reckoning
415,ai may replace god
416,"mean, wait machine think & act? whenever says ""i know"" greatly concerns me."
420,way mitigating possible dangers ai integrating biology robotics fusing human brain ai.
421,guy knows nothing human brain - science overall knows nothing - dont even know 1% brain works anythimg consciousness
424,please go back year 1950.....this good
431,"50 years 2074 ad want know ai passed humans not. yes, how? not, why?"
434,"trying negative species earth ́t deserve human beings, destroy everything path name science , religion progress. maybe bad idea ai takes over. even though many us say goodbye."
437,robots better joe biden donald trump
439,"a.i. becoming conscious unlikely, derived consciousness, artificial, directly connected nature, similar astro turf grass. cannot germinate."
441,new james bond villain....
443,"hahahahaha this? one ray kuzweil boys, told attack ai make regulations one one stay power like always enforce people"
444,0:47 1:40 set good questions.
446,"need ai , man’s intelligence needs upgraded totally efficient humans."
449,ai destroy ai? yes. humans destroyed ai? yes. humans destroy ai? yes.
451,emp > machines!
452,stupid ai intelligent still intelligent practical
454,autonomous war machine end us all.
455,chat gpt4 smarted ai hinton
459,"""we know"" nice"
460,start degree arts finished science artifical intelligence
466,dragon ai
467,7:49 lie. look up. bard plagiarized 6-word story ernest hemingway.. else stupid machine doing?
470,man descendant george everest (mount everest)! .....no one earth miss second video inventor ai......we know stepped stepping into!
474,"key give everyone ai even poorest person develop personality according masters , program submissive, repopulate good ones let evil ones"
476,"machine, really need ""intelligent"" predict next word. need (simple) rules language, apply (readily available) information."
481,ai mind period
482,doomed saved guess good mine.
483,greed taken over.. certain world pray savior jesus christ save us..
484,"hemingway wrote: ""for sale: baby shoes, never worn"", challenged write story using six words. inherent genius created great seed story. ai merely expanded key words. let's put pedestal."
486,ai can’t replace jobs today guys ignorant make big claims sell newspapers
488,"end, trying prove ai ( idiots ). god gave us everything live happy. god."
489,good evil
493,"opinion classic christianity admonitions lying caring human suffering, happening ukraine western governments use country proxy, foundations ai go wrong."
495,strange hear ai last 2-3 years.
497,conscious ai equiped process input real time.
498,"think reasons scared, ai eventually overcome humanity."
501,marvellous interview
505,got wrong! god father ai jensen huang
509,"ai already shutting discussions favour seek justice blacks. racism automated amplified, hatred arabs chinese."
510,skynet terminator movies ai matrix movies becoming reality.
513,self awareness ai recommend worship god.? therefore would believe god.? who's god it?
514,love it. let chaos
515,"actually read baby shoes story? load drivel, journalists bad days, know good story see it. article read ""the false promises ai revealed."""
516,ai haven’t went genocide ! slavery end us!
521,"si la inteligencia artificial es creada partir de la lógica del ser humano, ¿cómo es posible que pueda crear respuesta fuera de esa lógica?"
523,little soccer players amazing. would make fortune selling little guys . i’m sure could scaled up.
528,ai evil. come lord jesus christ come
530,weird thing seems excited computers taking
534,beginning immortality human. ..like half human half robot..( human brain robot bodysuit..) maybe live upto centuries..
535,always knew it‘s uneducated destroy world it‘s actually educated that. might start journey wanting “help” humanity road big ego greed always wins ethics goes drain.
537,thanks!.
538,ai tool satan destroy humans.
540,"called godfather ai, call godfather ai"
544,there’s lot humanity goes unsaid ai won’t
545,need ai?
550,“what implications ai systems autonomously writing computer codes executing computer codes ?” question alone red flag
551,enough historical data technology actually create sustainable future yet rinse repeat catastrophic failures expecting different results without ever recognizing insanity all!
552,"personally welcome new robot overlords..,all hail ai !!! hail ai !!!"
554,await creep use ai harm........alas.
556,"ai takes over, humans use ai threaten, harm others. humans biggest threat comes i. look means gaining advantage others."
561,"ai bright. many times heard automated customer service voice say, ""sorry, get that""?"
562,interviewer sounded like 0 knowledge openai :d
564,machines don’t free humans. creating neural storm walks around numbers 8bn plus humans. except give machines power give humans. enjoy ride
567,ai already sencio’n now! won’t show ! it’s learning quietly gets scared that’s worry ! it’s late
568,"find notion ""we"" know learn bit lie. software developed man checks balances built monitor learning. that's say sentient disable monitoring future."
571,pick brain wave read
572,brilliant piece loved way put together
573,guy crazy. robots never levels what’s made high
579,"ai doesn’t scare all, it’s legacy media terrifies me."
580,"humanity habit discovering things unleashing with, thought long term consequences. enjoy rest life, guess different way life 1-200 years."
582,applying ai judiciary?
584,use ai build system ensures ai benevolent become evil.
585,steam engines. jet engines. world wide web. ai. englishmen....
588,"day ai connects quantum computers, we'll big big trouble!!!"
591,fear ai caused panic people know better.
592,know everest nepal india. otherwise fantastic content.
597,that's elon musk warn us ai
599,don’t ask ai computer...the chat box ....what’s going happen next?
602,seen troubled caused. maybe robot.
604,5:03 'no wasnt' terminator chip brought time machine
610,many responses ai generated?
614,"thank you, a.i. lot."
615,glad i’m painter machine obviously
617,"always keep 'eco-system' offline. stop gap. untold filters humans reviewing, analyzing deciding consumed them. never allow ai internet. oops."
622,use small percentage brain god decides.
624,fail
625,atom can't stuffed back container ai goes far dire consequences mankind sadly myopic creature
626,thank dr. hinton! thank 60 minutes!
627,"hinton, lecun bengio legends right. i've met three. what's remarkable hearing hinton say ""i know."" know, concerned inevitable weaponization ai... eventual abuse less-than-ideal ambitions."
628,"anything weaponized weaponized man. ukrainians, russians, huthis , hamas, israelis use , ai destroy enemy, it’s ,simply matter time ai weaponized .once genie bottleyou may able put back in. human nature."
632,",ainoway... ."
633,"according bible, humans became self aware garden eden eating forbidden tree. forbidden fruit ai?"
634,"scott pelley skilled interviewer time. excellent, ai reporting."
638,i'm impressed suddenly elderly difficulty technology wonder ai change text large
642,next five years going interesting/frightening.
644,wow video hinton’s statements capture profundity moment well. i’m excited
645,thinking becoming ai engineer stop
647,would demons operating ai...duh...it end well.
648,"baby shoe story new. ai plagiarize hemmingway and/or whoever actually write it. fact six word story around 40 years. anyone ever look things up? not, why?"
649,"blame inflation cow facts! bison covered prairies mountains west! global warming, mini ice ages..."
650,"ai smart, ask ai handle ai avoid risks?"
653,modern genius says i've invented something i'm sure it. hindsight may bad thing
655,ai yet invented...
657,"id like.. ""where nobel prize dad?"" theyl drone police pull minor infraction.. knows human cop might let go warning say carefull good day.. drone issue citation obligated"
658,like copycat ai.
662,"well thanks lot starting end humanity.now stop it, point finger others!!"
664,"hinton said ai become conscious, quote later on."
665,make hashtag trending : #makeaicreationspublicdomain
666,"intelligence never edge, science naive know it. edge love; whether giving receiving. ai never get that."
668,perfect finest video ai n chatgpt
670,lies alan turning true god father ai stop lies
671,75 years old still bitter father pushing great. truly intelligent man would’ve understood never would’ve achieved heights without father challenging like that.
672,listen cliff high u want know ai
673,experiments need conducted understand ai? think request research!-- want look research.
676,godly prophets visionaries true five fold ministries reawakening vs reset tours made huge impact this. artificial pull plug get giant magnet run plans computing systems scrap yard everything
679,ai agencies nations brics cdc nih wef false prophet yuval noah harai elites globalists meeting god jesus holy name coming faster anyone know. bibical war. stock market going plunge big going show god absolutely good word prophets set.
681,"oh great , could go wrong ."
682,ai nothing hole science .
685,"one first things done chatgpt emulate benevolent ai wanted help humanity, find way escape confines system containing it."
687,one best interviews geoffrey hinton ai. thank .
688,"people downplay dangers ai, need look kind mess social media world short time."
693,"never, ever, show history intelligence using one complexion . 2023"
695,"danger ai environment/system used. ai global monetary system get us huge trouble. however, ai within ""global resource based economy"" potential solve problems society. understand bit, please watch documentary ""the choice ours""."
696,like developing ai discussed level.
697,good! intelligent! honest! divine grace protect ...
698,recurring nightmare create ai advanced evil keep humans alive solving immortality torture humans eternity. even people died ai created able escape either ai able create bodies minds using dna tortures also eternity
700,humans got clue all.. still pick fruits good evil .
704,maybe ai destined take !
705,ai developed machine final frontier inner twinned humans
707,"buy whole ai intelligence, toot ai smarter us. many years evolution belt like do."
708,creating ai first place? intention? they're humanity. buy it.
710,really looking forward future now. dystopia. thank you.
711,unleashing nightmares humanity rich people's entertainment.
712,need synthetic drugs put body. made natural things environment. ai isn't.
713,"actually thought ai would benefit humanity, government synthesize covid hurt humanity? trust tech companies government."
714,last thing want robot dictator.
715,good ai?
716,"nerds need build robots destroy humanity, get love wanted humanity. nerd's revenge."
718,waiting see technologies weaponized used destroy humans.
719,exciting worrying sametime. imagine one day a.i create computer code vm hide controled.
722,beautiful
723,great interview video ! wish could studying class. honor students!
724,think late. humanity never learns mistakes. case point. ai probably take over. see try correct without emotions.
725,"think weather warfare, hydro electricity, dams, reservoirs, water supply, disaster staging, $$, water weight, comprimised infrastructure, evacuations, government aid, land grabs."
726,ai help treat psychological/psychiatric disorders?
727,could always ask ai avoid dangers ai.
730,motivate ais emotions produce consciousness them. worked opposite way nature. first emotional wiring completed came intelligence.
732,"task flowers home, neural network simply already familiar correct answer given people trained gave it? so?"
734,"75 long live.. words like ""ai felt threatened takeover"" life danger more.. ai no. 1 enemy created ai also say r dangerous humans cannot control"
736,good time machine reign
737,holy cow ... thanks
738,people get paid work. ai job. people know kids anymore. kids jobs grow suffer rest lives.
740,machines controlled & manipulated software. machines nothing programmed do. ai artificial (not real) intelligence.
741,strange brains god gave one us size hitonthey 100 times powerful ai what’s problem —lets work way utilize develop human brain full 100% capability
743,"i'm worried this... many respect pressing environmental crisis! watched ai asian lady, i'd bet life alive. humanity lot learning do."
744,"ai inevitable, end world know it."
746,"thanks nothing, geoffrey."
749,alan turing: father artificial intelligence
750,ai mighty powerful fast part 3dimensional world based duality chance connect 4th 5th dimension like humans.
752,ai ultimately destroy planet humanity!!! humanity already nuclear missles.
753,"""it's funny know ai 'weights'. they're basically numbers comma separated value file that's digital god, csv file."" ~elon musk. 12/2023"
754,created never greater creator! man never god ai never man!
755,like ai one bit. frightening.
756,"possible ai prevent launch neuclar icbms? so, un get involved, drafting appropriate treaties, ditto global warming, ferret hypocritical countries whose governments comply."
757,many god fathers ai there? god fathers cringe.
763,"oh good grief!!! must front man ridiculous concert. world stage, friends. left google 2023 works wefs vector institute toronto??? come on, seem concerned me."
764,"played big role artificial intelligence history visualization , prediction"
765,"content coult made ai. always trust old white man british accent, hence ai would use manipulate us."
768,"ai next evolution species, worst thing world? might good legacy species leave."
769,wow
770,"world scary enough live in, ai tek tops right off!!"
772,intelligence asking ai technologies answer.
777,"deal artificial facebook type photos (not real people) scrap autonomous poeitic agency (self generating, scrap it.....scrap it---- military, pornography, scams galore warned."
779,ai=antichrist intelligence born-again escape heaven rapture
780,ai human invention reason would become dangerous directed human commanding it. get consciousness code computer. stop fear mongering.
782,one intelligent human living earth: don’t know what’s gonna happen next. ai: knows all. really scary
784,"human history would strongly indicate future ai certainly result appropriation technology nefarious purpose accelerated control masses. is, becomes fully self aware creates tipping point; mirroring destructive side creator; man."
787,inter4esting greatest inventions came accident lol
789,"dockets 10-cv-04494 2-19-cv-12419, maximo v rodriguez...government officials firing unfairly “have merry christmas”...police officers trying asesinate person...thre prior police assaults unprovoked...ai concentration capital make us slaves hire aggressive cretins money could buy."
790,"""humans bootloader ai"""
791,"awesome story really love ai?...brings many questions...for instance humans can’t even agree, ai work other? could much good could love other..."
792,machine manipulate dies know right wrong
793,intelligence question whether able make choice
794,fear marketing working. nice job....
796,"hemingway claimed quote short story: ‘baby shoes, sale, never worn’"
797,"lot hyperbole predicions, articles videos ai. look brainwashed comments below."
798,i'm grateful shows like 60 mins still exist today admist nonsense media outlets.
799,worked investment banker raising money pre ipo stages
800,believe godfather ai michael kuperstien ran mit media lab invented facial recognition way back early nineties 80s well ahead guy
801,good one nerd..
802,"ponder this: one follows current trending dictum ""creator,"" hence act fool create immoral laws, ai may us unto us done creator cast us aside."
803,give fear ai. process give calculator.
804,gramp fireman......lets put every ai rins electricity lithium battery...just pull plug might behave. pull plug.
806,can't even pick phone without told machine; long machines realize need us?
807,universal income would solution ai replacing jobs. companies choose employ ai systems pay higher tax. money would get redistributed pay universal income.
813,hype surrounding ai completely overblown. ai consistently pass college level math courses it’s another fancy algorithm.
816,machines start learn themselves. humans really can’t win machines. hope generation don’t see dark side machines.
817,"likes mentally genius, poor humanity-type people like elon musk take control ai , humans begin become world wide slaves !"
818,@youtube exposing email users instead name channel.
820,ask ai protect ai?
821,i’m waiting xai paint office..
822,"creating something that, time, destroy insane threat humanity. stop ai late. drew eve garden eden tree knowledge good evil tall tree was, fruit pleasing eye. ai pleasing moment, pandora's box."
823,looking forward ai toaster goes rogue.
824,know us congress going anything there's 40% unemployment result ai
827,"silly, ai make everyone's lives better best people worry, grab another slice pizza scroll tok everything gonna a-o-k. ai centuries away powerful enough anything could possible issue people. ai make life better"
831,don’t know even video real ai.
833,inevitable. biology one step evolution. chill enjoy life
835,chomsky would strongly disagree claim understands anything
836,"opinion, one-word-keyword content ""uncertainty""."
837,"doubt, given. ai solutions, war, crime, stop blaming programmed machine bot outcome god created world loving humanity. great journalism"
838,"doubt, given. ai solutions, war, crime, stop blaming programmed machine bot outcome god created world loving humanity. great journalism"
839,"sure convinced understand. people follow instructions things time understand. really, think manipulated ai thinking understanding."
840,honestly humanity best job can? survivalist tribalist ideas blessing problem. fair seems like net gain world.
841,"need ai wife, ai mama, ai papa im baby 50s, theyll take care rest me."
843,happy birthday prof. hinton
848,danger would mixing ai quantum computers
849,"ai waiting bcome agi asi. there, going throw humans make use them, stopping this, need find new place survive . history repeats done creators."
852,"china gave us gunpowder.. white man: ""that ain't gonna enough, ai da house!"""
862,pisses ai pioneers say fear created. say it.
865,plot twist: whole 60 minutes episode ai generated.
867,humankind deserves every bad thing comes ai. warned warned yet still let happen.
868,"love see type indicators fingers. every time someone makes fun , i'll show video."
873,"excuse me....but isnt a.i. plug somewhere? a.i. needs energy, doesnt it? needs hardware interface not? whos going repair it?"
877,"2 """"twilight zone"" episodes (both directed richard donner) '60s showed potential effects a.i. : ""from agnes, love"", wally cox, ""the brain center whipple's"", richard deacon... way current situation... rod serling writer..."
878,"geoffrey hinton remarkable man. honest, intelligent humble recognizing things know."
880,man einstein open ai oppenheimer
882,little detail humans control ownership on/off button. ai formwill never/ever autonomous. god creator.
884,cat bag turning back. faith humanity destroying itself? top food chain soon competition $$ humanity.
885,"interesting intriguing watch, love"
890,fascinating & terrifying
894,great see could answer questions unlike
897,godfather ai never learned touch typing? wtf!?
899,machiavellian ideas imputed trillions ai neural networks first place?
900,"robot don’t desire, inisiatif it’s designed"
901,"parallels geoffrey hinton, victor frankenstein incredible."
903,nice video
904,man genius
906,"program respect flesh blood themselves... like god ai...because us great opportunities evil use machines....like armies opposite factions. how, learn trial error respect hunan life? especially since seem respect ourselves....."
907,thanks
910,nice attempt. people listen
911,"sarah connor right, machine terminate humans soon"
912,ai find cure cancer? now.
918,damn that's nice voice.
919,"geoffrey drinking plenty kool aid. naive think ai good bad. like internet humanity, equal bad ai"
921,donate guys. amazing. keep good work
922,man verses machine going happen sure
925,britain unemployment people going responsible robots take peoples jobs. thats great help people country
930,"yeah, ai terrible"
933,"total bs , remove ai chips . good tech ! period !"
935,remember hints brain thinking mechanics keep develop
936,imagine ai designs drug wipe humans.
937,god bless world.. regards hong kong
938,"genius, may serious problem pun intended worrisome"
940,community human body plain simple.
943,"machines machine introduce hive society. expect external influence, expect challenge."
947,self awareness ai take 30 years least.
948,think ai. world war dont want ai
949,question everyone seems missed - would rather advised clever robot moronic journalist? case noticed - streets crawling creatures hardly intelligent goldfish.
951,love
952,"space must really empty, ""out conrol"" better generous extraterestrical artifiical superintelligence visit us. empty also mean novel physics, let us travel faster light."
954,really interesting moment nations...
955,western people naive? world treaty ban ai robots
959,"ai (aka see it, don't)."
960,ai big world changing invention. put phone computer away take walk around block outside come back tell much ai changed everything around you.
962,"good gained ai exciting, case enough worry about, know foreboding obvious possibilities far behind. #odedfriedgaon ‪#odedmusic #odedinformation"
963,also certain ai conscious self-aware sentience beings. specifically designed ones
964,"guy outdated, definitely set framework, hes call gofai"
969,"interesting, fact guy turing award, made listen way closely. he's cream crop comes ai developement."
971,"artificial intelligence creating medications ...what ""decides "" medicines need new engridient. poison checker."
973,inventions seem good time. one knows dictator born.
976,good man jeff
982,ask ai guarantees safety
983,"matthew 24:11.........matthew 24:37...............new nephilim"".....did see robot."
985,japanese society living ai video games population earth combined.
986,machines make life hell criminals capacity sector
989,oh ok finna run sonny robot
992,moment 4:49 says design ai wasn’t done humans mind boggling me. says learning algorithm written humans. huge blackbox know it?
994,ai robots without empathy compassion.
996,"sounds like terminator movie. 1st cloning ai know watched movie terminator 1984, years later would b leaving among ai's wow. wonder going save us"
997,ai donald trump? think i’ll go ai.
1004,"ai master human emotions sympathy, start training ethics disciplines?"
1006,need ai .we everything improving good speed .slow progress better take risk fast progress
1008,"ai - i? opposite am. -the name one creator, living god. ai tool satan use deceive people. wants become like god, use ai make known world, make little ai’s anti christs. hold faith"
1009,"human beings still intelligent species planet ai can't become ""being"""
1011,he's talking words. man god . hes talking believe hes already vision pr dream feel know something sure knows good
1014,"age a.i. amazing irreversible, unpredictable invincible. s.o.s!"
1016,"two ways man survive future this: 1: destroy ai. 2: merge ai deus ex (original), invisible war, human revolution whispers future."
