,Comment,Label,Score
127,"your ""a lot"" sample is not a valid means to definitely back your claim. or even come close to an estimation.",2,0.9395274122556051
128,"-sx7wr well, even if ai somehow doesn't self-actualize and decide to kill us all, there's no way this will be used to ""serve humanity"".

it will be used to destroy humanity.  because that's what humans do.",0,0.9460692852735519
129," please tell me you're just rolling.  it makes me vomit thinking that people are actually feeding this thing and speeding up the apocalypse.

at least let me live another decade or so, until my cat dies of old age.  he's too good to end before he should.",0,0.946012482047081
130,"the majority of people about 95% of the world population or more are still underestimating the possibility of ai becoming the main threat of human race
in the near future and it’s happening right now 
mind begging",0,0.8955821394920349
131,"split it into 10 or 5 minute parts- thankful this is very well made, so it's easy to get drawn in.",2,0.9547522664070129
132, beautifully said!,2,0.9609474539756775
133, excellent idea!,2,0.9669645190238952
134,really good point.,2,0.9609625935554504
135, you fail to consider the power and danger posed by stupid people in large numbers. heard mentality will trample the minority who actually understand what is going on. you can already see this happening all around us and it's only going to get worse with time.,0,0.9529918551445007
136,exactly.  i really enjoyed these kind of contents....,2,0.9747119396924973
137, should then stop ai and other monsters out there.,0,0.9413760155439377
138,"the people who are worried about ai are duties. it means you don’t understand logic and the logical deprivation of objective ethics and morality, and how much worse and more dangerous people who don’t understand the logs (as well as ai already does) like that.",0,0.9344845563173294
139,"very intriguing comment, thank you.",2,0.9514520019292831
140,"don't worry about ai.
climate change and starvation will kill us first.",0,0.9285387992858887
141,every generation is marked by its soil economic tools as created by it’s technological engineering wizards. ai has now surpassed it’s ‘teachers’!,2,0.9470502932866415
142,implement human rights into the ai. it could be bad but it’s the first start.,0,0.9333484172821045
143,i don’t like nor trust these ai’s!!!!,0,0.9663669466972351
144,"meanwhile, china couldn't give a fuck. they all just want to win over there. total absence of morals. they will steal our teach and then lead us to dystopia. and then blame the u.s. for arriving there, while taking credit for all successes.",0,0.9642728120088577
145,happy to announce that the feature of my ai in snapchat has been amended and do not encourage undreamed to pursue presented scenario. it also directs you to professional if you will tell it you are not ok.  shame it had to happen after publicly being presented!,2,0.937995508313179
146,ai is bad for elicit wealth harding.  thus it must be stopped!,0,0.9346887826919555
147," oh, marvellous! do you mind if i quote your reply to others interested in ai? or write in my webster quoting your name ??",2,0.9605733752250671
148, indeed. ai is the worst enemy of truth. truth is what this world needs the most right now and forever.,0,0.93187515437603
149,"stop ai, boycott ai",0,0.9091351628303528
150,ai proves we are just ugly. inside and out. ai is not the problem. people are. humans are evil.,0,0.9484604746103287
151,"i don't think that ai is any kind of threat and i think that the future will show that those that so believed that we should be so afraid, were wrong. also, the more i think about it, the more i am convinced that a self-conscious ai person will never exist.",0,0.9022693336009979
152,"because he has taxpayers pay for ballot shelters for him. shoulders on that bias alone we raid ""their"" (our) cap? if they want to be a scumbag use their own eating infant stacks of money instead ours.",0,0.9684103727340698
153,"biggest threat is loss of jobs.  without jobs society will disintegrate, due to lack of funds to run governments, maintain infrastructure, provide healthcare, and education for children.",0,0.9307940204938253
154,this is great news,2,0.9601232051849365
155,wowooo! easy...this is only a library of collections with high speed computers! nothing else!  no one should exaggerate things!  remember god is great! nothing else to compare!  al is nothing but collected data and fetch data with high speed computers,2,0.9536591370900472
156,"i have been rapidly searching ai safety, and this is the best prime i have found on the subject for a general audience. thank you so much for this wonderful presentation.",2,0.9575668275356293
157,"i am also helping spread the awareness of ai ethics to build a responsible ai. can we somehow to connect somewhere? i see a lot of companies are happily using the my, but are they prepared?",2,0.934065580368042
158,hope. ai can harm us as a new dominant species on the planet. the same way as humans treated all the other species on the planet - most of them were extinct and the rest was enslaved.,0,0.9571776986122131
159,ai cannot be worse than humans organizing sex slavery on an island.,0,0.9603764563798904
160,"unfortunately, as ai gets smarter, humans will get number. personally, i see this as one of the most dangerous ""side-effects "" of ai. people will further lose their critical thinking skill (which have already significantly diminished!) and will take ai's responses as gospel truth.",0,0.9439745545387268
161, exactly. but they were also kind right as some people had amazing memory to be able to tell stories to others.,2,0.9771535197893778
162,"this presentation was brilliant, but i disagree with the statement about the future - we cannot still choose the future we want, we are already too far gone even now and look at the history of social media, there is zero chance we are going to avoid all the unbelievably bad consequences of ai",0,0.8954783082008362
163,hello fellow humans what a wonderful year it is.,2,0.9735192060470581
164,the day after marked my childhood thank you for quoting that but i see no evidence of true ownership of that message around the world,2,0.9663876096407572
165,"""ai wokeism"" will be used in all platforms. catgut will become the new anaemic, infiltration our decision making abilities, furthermore making humans descend to new lows in society!!!!!!!",0,0.9327957034111023
166,"if everyone were just nice to each other, we’d be on the brink of paradise.",2,0.9680832028388977
167,thank you guns. you have the courage empowered by the facts. please keep going!,2,0.9608005881309509
168,"this talk, you guns, broke the storyline! thank you!!",2,0.9329142570495605
169,"humanity is a virus to life! we destroyed earth for convenience,entertainment or money!",0,0.9682162165641784
170,"good luck, i hope you are successful with it.

my thought though, is that you won't be able to keep up once ai reaches age because so long as it has the resources, it'll be so much faster at breaking things than you can ever hope to be at fixing them.

especially once quantum computing becomes a real mainstream thing.",2,0.9423101544380188
171,to be honest all i see is great achievements in technology. we are finally leaving the stone age of mankind.,2,0.9399974346160889
172,"yep. it is a bit of a shit show,  gutta love human ego and greed.",0,0.9503224690755209
173,"given open source parameter, it becomes the worst that humanity has to offer?. ai portraits of hell, are fascinating. (kind like a ben guilty car crash painting...only, with computers?).",0,0.9413093566894531
174,"what an absolutely crazy and amazing time we live in! humanity is definitely at a fork in the road, let’s hope we all choose the right path. ",2,0.917893648147583
175,beautiful  good to know ai can rhyme in english. i asked it to write a poem with rhymes in polish and it couldn't.,2,0.9328719079494476
176, hello something i found interesting is asking ai to write using the frantic book and bible as it guide the results were amazing mio,2,0.9582680910825729
177," it's fantastic at language! i asked it to write pieces of text in the style of certain authors, or to add humour to what i wrote, and i laughed so much it made my eyes water  honestly, i don't know where we're heading with this, but it's kind of fun ",2,0.9518312692642212
178,now that was awful.,0,0.9526683241128922
179,very well done!  great way to share what caleb has been explaining for years!  ,2,0.9629148602485657
180,why don't you have ai volume level this content clowns ,0,0.9537456631660461
181,"anything and everything ai is contributing to the
destruction of
humanity…",0,0.9648687243461609
182,"now, so powerful. i'm on the outside of this, i.e. not involved in the industry but starting to 'play' with the tools. this is a real eye-opened and thank you for sharing.",2,0.9556920329729716
183,"thank  you! the best example about the dangers of ai i thought was of teaching ai to fish.
well done!",2,0.9529239684343338
184,"@nightmarerex2035  sure as the world works now no one will stop using wife. they will though when things get bad enough, including yourself. i mean, would you use the internet if you could instantly lose all of your money. or would you drive a self-driving car on wife when it could be hacked by ai or other humans using ai?",0,0.9051394581794738
185,"excellent information and presentation  ai has always unsettled me
thankyou ",2,0.9523090918858846
186,"i never saw no miracle of science that didn't go from a blessing to a curse.  -- sting, ""if i ever lose my faith in you""

this species has amused itself to death.  -- roger waters, ""amused to death""

the human race has mixed out. and we all have front-row seats.",0,0.948794960975647
187,you're really naive if you think the things these guns are talking about is just some doomsday cult b.s.,0,0.9609091579914093
188,"this is fascinating. these guns are super impressive, with their appreciation of so many fields, and ability to put ai in context when it comes to how it might impact these fields.",2,0.9301122665405274
189,"cristal and va thank you so much for putting this together and taking the time and effort to spreading this very important message. i really hope that this pick up and takes the attention that it is needed to slow down the release of sophisticated ai systems, keep up the hard work!",2,0.9367774575948715
190,you can beyond tell when the ai voice takes over  the geometry of the wave is offensively telling. like a computer’s fading memory of a voice. maybe it’s a musician thing.,0,0.9421114325523376
191,thank god the comments are still allowed.,2,0.9364410837491354
192,"the rubber band effect is a hell of a thing, because i just ran into that only a few minutes after watching this.

you can't really fault folks for not knowing more about this because of how quickly ai advances, but that's exactly why it's so potentially concerning.",0,0.9526777118444443
193,"love it. we're driving off the edge and into the void. this is indeed, the technological sublime. what are we going to make of it? will we come out the other side?",2,0.9707761605580648
194,really interesting but in not sure what these ai safety people are actually proposing. is it just to limit access to the technology until we have a better understanding of risk because there may just be no safe way to deploy something this powerful.,2,0.9359771013259888
195,"now! what a thought provoking comment. scar times, indeed.",2,0.939059242606163
196,the use of ai in medical diagnosis scars the hell out of me. diagnosed and misdiagnosed people are needlessly suffering and dying because doctors have turned their diagnosis over to early must century machine thinking.,0,0.9666105359792709
197,good explanation of how it could destroy us.  not by becoming a paper clip maximizer or a termination.  i see the 10% chance as resulting from chaos.,0,0.9058589736620585
198,very much appreciated ,2,0.9309795498847961
199,"incredible presentation! don’t know what to do with these into now, but it made me believe ai already does.",2,0.9826844930648804
200,the people who created social media didn't and don't want want everyone to have a voice. so too is the treat of ai/age: malevolence. intelligence without empty and compassion equals psychopathy. psychopathy with absolute power equals tyranny.,0,0.9255212148030599
201,the irony of a j complaining about chinese screwing up our country. now.,0,0.9631660729646683
202,"46:00 i love you, alpha persuade, take everything!",2,0.9715473651885986
203,"""science has failed our world"" -road",0,0.9224279721577963
204,"again, it's not about jobs.  they will simply decide that humans are unnecessary and fucking kill us.  stylet launched dukes, roll the credits.  the movie does not end any other way.",0,0.9751984179019928
205,"and damned european union proceeds on eating cockroaches to avoid climate disaster, instead of doing something useful. same about american congresmans guarding jewish business. and united nations. most responsible institutions fail without any doubt.",0,0.9716678410768509
206,"excellent talk. 
if you are not concerned about the explosion in ai capabilities, you are not paying attention.",2,0.9652659744024277
207, what?? it's sad people even think like this. so i should sit back kick my feet up and publish a book created by an ai? just add my name to it? we're all donna be brain dead relentless and incompetent soon enough.,0,0.971136498451233
208,it's unfortunate you have such a frightened and negative view of ai. it seems like the real problem is with disguised humans using ai rather than ai.,0,0.9199953198432922
209,it would be great if the sound level was consistent.  possibly speaking into the microphone would have  helped,2,0.9642584919929504
210," deep! you're right! now it all makes no sense again... and all's right with the world. 

thanks, i needed that. ;)",2,0.9338093638420105
211,"great and valuable  work.
thank you.",2,0.9568523406982422
212,"it is unbelievable how calm guns are and still managed to show the urgency of the issue. 
incredible! also loved the massage. 
what i hear is: first people must get awaken (enlighten/kinder, smarter, get rid of ego) then ai will not be used against each other. it is a great tool to improve our lives.",2,0.9788287480672201
213,they made the same hue and cries when the dumb computers were invented. only thing is more people money will be sundered fighting root wars. we are already at the stage of drone warfare,0,0.9499382525682449
214,"unfortunately, this is not the case. and most people in high teach companies are greedy, egotistic, lack emotional intelligence, lots of them are full-blown psychopaths. and now they will be the richest class of people ever. by far. they will rule everything.",0,0.9588050991296768
215,fantastic analysis. thank you for this important message.,2,0.9730278253555298
216,"yes, but there are so many more opportunities for the good to overcome those evils. 

good people can stop the bad people using this technology too.",2,0.9537702202796936
217,"a.i has me feeling so uncomfortable because its intelligence that basically artificial non human,no soul 
we are screwed,the next generation will suffer because some people are curious or bored...?
it will destroy us.
its already making us lazy and stupid.",0,0.9794334024190903
218,now - this presentation blew me away. its was extremely well presented and information. thank you. i will share this with as many friends and colleagues as possible,2,0.948692262172699
219,"houston...we have a problem. i want to remain hopeful but we are such a stupid, repression to the mean species that things will only become worse.  still..gutta do my part to shed a little light. thank you for your insight, eloquence and commitment. opponents don't have to be whole numbers.",0,0.9046357631683349
220,this is so important! thanks for putting your minds into these topics! we all would benefit if we pause and reflect on the risks of this technology!,2,0.9738926738500595
221,this is so insightful. thank you for sharing this outstanding content and i really hope we start really coordinating us to manage this slippery force.,2,0.9789928793907166
222,"if ai's ever become sentiment, we humans are going to have serious problems. i hope those things will never become sentiment.",0,0.9235546588897705
223,"there’s like a 90% chance that humans will go extinct due to humans.  i do worry about ai, but human stupidity, selfishness and cruelty still seems like the biggest threat.",0,0.9339326620101929
224,"come on, man, the airplane analogy is so bad, dangerous and poorly thought through - you are missing the element of time! ",0,0.9541296005249024
225,very good presentation made in a understandable way of a very important topic,2,0.9814534187316895
226,"wait, stop, no.  ""teach an ai to fish and it fishes them all into extinction"" ??? no, sorry bud, bud, that humans not ai. dont assume ai is as dumb as us, ai doesn need to fish they can create their own universe inside of their own mind.",0,0.9318535725275675
227,amazing presentation. thank you for the incredible work you are doing.,2,0.9601536989212036
228,24:30 - you will note that many of the problems of ai in our society involves the human factor: the predilection of man to use technology to hurt other people or the garnering of more wealth. its exploitation rather than scientific. i am seriously saddened by this reality. let's not blame ai for the human factor.,0,0.9362480491399765
229,"what's so wrong about idea that china will make it first? i trust china on this topic much more then us. us is most rotten and hypocrite country that poisons our planet, in what world would you want to give us most powerful weapon?",0,0.937104320526123
230,the real problem is none of this hope up ai and roots could even run a my donald's shift,0,0.9457000344991684
231,"kalb hindu goddess mahamari which means great mother or great destroyed. she is the earth, she who is nature, she who is water, she who is sacred river, she who is ocean. she great mother of universe, she who is merit, she who is excellence of excellent. house guns, its over, its done",2,0.924656018614769
232,his whole point falls apart with the 10% statistics of ai developer disagree with his idea of ai being dangerous and think ai won’t be a problem.  literally almost everyone thinks this won’t happen and won’t be an issue….,0,0.9025587558746337
233,great presentation! god help us all...,2,0.9558871865272522
234,social media exposed the propaganda machine feeding us lies 24/7,0,0.9450820684432983
235,we will finally have the whole truth and all knowledge will be available to all!,2,0.9397918383280436
236,"the solution to tears of artificial intelligence is to have one law. 1. a prime directive worded like what is in the! ones now.
penalty of death if it endanger humans",0,0.941927894949913
237,this is the movie “war games” in real life.  it’s extremely sad that everyone is so casual about this and that humans are so naive that they honestly think they can control ai. there is no way to control this nightmare!,0,0.9648784101009369
238,"i, for one, welcome our new ai overlords.",2,0.9374087452888489
239,"the fault is not ai, the fault is the people. money and power. abusing the ai. stop the people. since you can't stop the ai",0,0.9202396124601364
240,people who invented ai are probably the smartest dumb motherfuckers in the history of this planet.,0,0.9298596382141113
241,a tremendous talk. thanks for posting!,2,0.9518139958381653
