,Comment,Label,Score
64,many people scared ai? wont come house murder sleep,0,0.9236874580383301
65,end beautiful end friend,2,0.9747220873832703
66,ai problem mthfcking big teach companies pushing innovation throats blame course regulation responsibility take,0,0.9493910223245621
67,talk great philosophers,2,0.9103270888328552
68,rolled ai welcome designing jesus love you,2,0.9535406112670899
69,ai self aware humans find out good luck welcome ai please call me,2,0.9593767076730728
70,cried! well explained totally mindblowing time,2,0.9709398746490479
71,people audience laughing pretending to getting groomed online chatting snap ai utf?! didn find even remote funny made sick that terrifying since could actually happening real kid right,0,0.9715197086334229
72,sounds like good idea,2,0.9411150813102722
73,gazette honestly believe economical collapse way dangerous impending might get bad ai future might get past crisis,0,0.8939641714096069
74,blessings sorry please forgive me thank you love you stay true nature,2,0.959619328379631
75,really appreciate documentary in glad dont fear ai going rogue like many taking know gods word he going allow happen thank god salvation christ,2,0.9492557446161906
76,wait were forced install interlocks cars doors dwellings trash downfall ban destroy it,0,0.952706515789032
77,done swift books right death penalty anyone training caught using ai work technology way dangerous used,0,0.9409506618976593
78,zero faith mankind handle ai responsible doomed funny book revelation bible talked this thought last years hard get ready folks really rough ride isn going end well,0,0.9559817910194397
79,afraid models shut damn computer serves off whole bunch them,0,0.9600755572319031
80,thank much this,2,0.9280945807695389
81,happen stop making many babies toxic ai takes less resources wonder going the rule world need go war addition friend,0,0.9303056597709656
82,ai fools silly boys playing toys perform slight hand card tricks magic again gone gone two decades pp like elson anna make ai retreated human keep f hoped greedy brains latest toy age limit stupidity!!!,0,0.9507658332586288
83,thanks this,2,0.9370164722204208
84,chance get rid crime ai taking over older really matter destroys humanity long run tired watching criminals loot shoot destroy major cities without consequence news every single night aching baby!,0,0.93937246799469
85,nice see topics brought many decades discussions like show general public awareness beginning increase hope go bit deeper logic maybe time,2,0.9549647867679596
86,thank thank thank,2,0.932096540927887
87,big news giants chance regain power,2,0.9595869978268942
88,china scar country americans??? afraid,0,0.9405015309651693
89,best luck !,2,0.9836633801460266
90,best luck!,2,0.9844808429479599
91,bravo! clearly saw need way engineers focused ai safety now!,2,0.946578174829483
92,fascinating thank you,2,0.9228430986404419
93,decades ago wife got pad molecular biology made joke could engineer bug could destroy humanity said that easy long ai explains psychopath?,0,0.9427362283070883
94,nothing solve social media exactly made first place first pp social engineering onto that narrow talk fix actually job intended ah of charcot afraid either,0,0.9290463328361511
95,ruling elite shadows doesn want replaced oh sad true his would see mirrors millisenconds afraid yet? get used it,0,0.9177892059087753
96,best summary give seen goose i o thanks,2,0.9799836277961731
97,well extensions show its awesome see dislike counter!,2,0.9678062200546265
98,one month lecture published two months first tired viewed less million times got k likes humanity already lost,0,0.9218442042668661
99,the ai dilemma follows big teach perpetuate pretence ai wonderfully allpowerful corporations obviously greedy incompetent ai hard software shoddily manufactured child slaves makarka sum refuse maintain subsequently?,0,0.9561197906732559
100,http youth be ugvitscfkc beautiful song beginning presentation,2,0.9403979063034058
101,bunch rubbish its quite obvious ai bad thing like centralization decision making that incumbent guns fear monitoring possibility ai decentralizing decision making tells bunch sychophants are move along,0,0.9571498513221741
102,scars elson gone at right conservatives cannot good motives get behind this such,0,0.9646223783493042
103,catastrophe scenario ai thought us democracy lead human extinction,0,0.905751422047615
104,fuck ai !!! dangerous affront humanity creativity deep soul spirituality! put moratorium now!,0,0.9747135400772095
105,ana beautiful muscular arms obviously works lot,2,0.9232617497444153
106,agreed good looking man,2,0.9503080368041992
107,wait unable control ai means its going kill us?,0,0.9510077834129333
108,interesting thanks sharing,2,0.9503463357686996
109,horrified deep breathing moment want live cave than rich men choose wealth even ai kills us all,0,0.881703332066536
110,guns advocating taking rights away good evidence ai anything like that,0,0.940811812877655
111,worst ai talk ever seen totally false facts it easy check present big confidence compelling played them???,0,0.9715941697359085
112,oooh in scared ai going make car insurance new tennis shoes beer dont even like do oh humanity,0,0.9682459235191345
113,love mormons goose can even code comments section properly,2,0.891205295920372
114,control ai world get extinct shut computer,0,0.9245223005612692
115,reckless frankenstein project human history big players wont stop want big money edge first rest us do? let altar co keep pushing ahead recklessly ? need complain complain,0,0.9502554535865784
116,guns r worried pp mind manipulation?? baby that years old gets first baby tablet ai behind it r utterly f ed way stopping short getting rid internet altogether,0,0.9556452035903931
117,mindblowing incredibly powerful important entire federal agency focused issues detailed here,2,0.9710980653762817
118,thanks sharing us!,2,0.9585484743118287
119,dream brother witness social nightmare people without jobs people without hope even insane developing riderless taxes people drive taxes russie ethnic emigrants happens them can write code ai that want people whistle die,0,0.9537446349859238
120,poor rationalization something that obviously going used profit therefore manipulation goodwill lafa stop,0,0.955308124423027
121,unfortunately open source ai create new never seen level illiteracy letting other thinking procrastinator live serentipity moments us,0,0.9447834889094034
122,percent researches believing ai could lead human extinction handled carefully loosely framed question voting also low plane example wrong bc asked aircraft engineers would happen aircraft decided carelessly answer would disaster percent them,0,0.9510462284088135
123,oh science !!! that scar amazing,2,0.9798203855752945
124,well make great pets,2,0.9573264598846436
125,justice system? stop ai were opened door hacked them,0,0.9539511799812317
126,its hard even partially process me astonishing silent going everywhere idea happening way is worlds priority? leaders? feel kind sick right now,0,0.9338553667068481
127,a lot sample valid means definitely back claim even come close estimation,2,0.9395274122556051
128,saw well even ai somehow selfactualize decide kill us all there way used serve humanity used destroy humanity that humans do,0,0.9460692852735519
129,please tell rolling makes vomit thinking people actually feeding thing speeding apocalypse least let live another decade so cat dies old age he good end should,0,0.946012482047081
130,majority people world population still underestimating possibility ai becoming main threat human race near future its happening right mind begging,0,0.8955821394920349
131,split minute parts thankful well made easy get drawn in,2,0.9547522664070129
132,beautifully said!,2,0.9609474539756775
133,excellent idea!,2,0.9669645190238952
134,really good point,2,0.9609625935554504
135,fail consider power danger posed stupid people large numbers heard mentality trample minority actually understand going on already see happening around us going get worse time,0,0.9529918551445007
136,exactly really enjoyed kind contents,2,0.9747119396924973
137,stop ai monsters there,0,0.9413760155439377
138,people worried ai duties means dont understand logic logical deprivation objective ethics morality much worse dangerous people dont understand logs as well ai already does like that,0,0.9344845563173294
139,intriguing comment thank you,2,0.9514520019292831
140,worry ai climate change starvation kill us first,0,0.9285387992858887
141,every generation marked soil economic tools created its technological engineering wizards ai surpassed its teachers!,2,0.9470502932866415
142,implement human rights ai could bad its first start,0,0.9333484172821045
143,dont like trust his!!!!,0,0.9663669466972351
144,meanwhile china give fuck want win there total absence morals steal teach lead us dystopia blame u s arriving there taking credit successes,0,0.9642728120088577
145,happy announce feature ai snapchat amended encourage undreamed pursue presented scenario also directs professional tell ok shame happen publicly presented!,2,0.937995508313179
146,ai bad elicit wealth harding thus must stopped!,0,0.9346887826919555
147,oh marvellous! mind quote reply others interested ai? write webster quoting name ??,2,0.9605733752250671
148,indeed ai worst enemy truth truth world needs right forever,0,0.93187515437603
149,stop ai boycott ai,0,0.9091351628303528
150,ai proves ugly inside out ai problem people are humans evil,0,0.9484604746103287
151,think ai kind threat think future show believed afraid wrong also think it convinced selfconscious ai person never exist,0,0.9022693336009979
152,because taxpayers pay ballot shelters him shoulders bias alone raid their our cap? want scumbag use eating infant stacks money instead ours,0,0.9684103727340698
153,biggest threat loss jobs without jobs society disintegrate due lack funds run governments maintain infrastructure provide healthcare education children,0,0.9307940204938253
154,great news,2,0.9601232051849365
155,wowooo! easy this only library collections high speed computers! nothing else! one exaggerate things! remember god great! nothing else compare! al nothing collected data fetch data high speed computers,2,0.9536591370900472
156,rapidly searching ai safety best prime found subject general audience thank much wonderful presentation,2,0.9575668275356293
157,also helping spread awareness ai ethics build responsible ai somehow connect somewhere? see lot companies happily using my prepared?,2,0.934065580368042
158,hope ai harm us new dominant species planet way humans treated species planet extinct rest enslaved,0,0.9571776986122131
159,ai cannot worse humans organizing sex slavery island,0,0.9603764563798904
160,unfortunately ai gets smarter humans get number personally see one dangerous sideeffects ai people lose critical thinking skill which already significantly diminished! take his responses gospel truth,0,0.9439745545387268
161,exactly also kind right people amazing memory able tell stories others,2,0.9771535197893778
162,presentation brilliant disagree statement future cannot still choose future want already far gone even look history social media zero chance going avoid unbelievably bad consequences ai,0,0.8954783082008362
163,hello fellow humans wonderful year is,2,0.9735192060470581
164,day marked childhood thank quoting see evidence true ownership message around world,2,0.9663876096407572
165,ai wokeism used platforms catgut become new anaemic infiltration decision making abilities furthermore making humans descend new lows society!!!!!!!,0,0.9327957034111023
166,everyone nice other wed brink paradise,2,0.9680832028388977
167,thank guns courage empowered facts please keep going!,2,0.9608005881309509
168,talk guns broke storyline! thank you!!,2,0.9329142570495605
169,humanity virus life! destroyed earth convenience entertainment money!,0,0.9682162165641784
170,good luck hope successful it thought though able keep ai reaches age long resources till much faster breaking things ever hope fixing them especially quantum computing becomes real mainstream thing,2,0.9423101544380188
171,honest see great achievements technology finally leaving stone age mankind,2,0.9399974346160889
172,yep bit shit show gutta love human ego greed,0,0.9503224690755209
173,given open source parameter becomes worst humanity offer? ai portraits hell fascinating kind like ben guilty car crash painting only computers?,0,0.9413093566894531
174,absolutely crazy amazing time live in! humanity definitely fork road lets hope choose right path,2,0.917893648147583
175,beautiful good know ai rhyme english asked write poem rhymes polish couldn,2,0.9328719079494476
176,hello something found interesting asking ai write using frantic book bible guide results amazing mio,2,0.9582680910825729
177,fantastic language! asked write pieces text style certain authors add humour wrote laughed much made eyes water honestly know were heading this kind fun,2,0.9518312692642212
178,now awful,0,0.9526683241128922
179,well done! great way share caleb explaining years!,2,0.9629148602485657
180,ai volume level content clowns,0,0.9537456631660461
181,anything everything ai contributing destruction humanity,0,0.9648687243461609
182,now powerful in outside this i e involved industry starting play tools real eyeopener thank sharing,2,0.9556920329729716
183,thank you! best example dangers ai thought teaching ai fish well done!,2,0.9529239684343338
184,sure world works one stop using wife though things get bad enough including yourself mean would use internet could instantly lose money would drive selfdriving car wife could hacked ai humans using ai?,0,0.9051394581794738
185,excellent information presentation ai always unsettled thankyou,2,0.9523090918858846
186,never saw miracle science go blessing curse sting if ever lose faith you species amused death roger waters amused death human race mixed out frontrow seats,0,0.948794960975647
187,really naive think things guns talking doomsday cult b s,0,0.9609091579914093
188,fascinating guns super impressive appreciation many fields ability put ai context comes might impact fields,2,0.9301122665405274
189,cristal va thank much putting together taking time effort spreading important message really hope pick takes attention needed slow release sophisticated ai systems keep hard work!,2,0.9367774575948715
190,beyond tell ai voice takes geometry wave offensively telling like computers fading memory voice maybe its musician thing,0,0.9421114325523376
191,thank god comments still allowed,2,0.9364410837491354
192,rubber band effect hell thing ran minutes watching this can really fault folks knowing quickly ai advances that exactly potentially concerning,0,0.9526777118444443
193,love it were driving edge void indeed technological sublime going make it? come side?,2,0.9707761605580648
194,really interesting in sure ai safety people actually proposing limit access technology better understanding risk may safe way deploy something powerful,2,0.9359771013259888
195,now! thought provoking comment scar times indeed,2,0.939059242606163
196,use ai medical diagnosis scars hell me diagnosed misdiagnosed people needlessly suffering dying doctors turned diagnosis early st century machine thinking,0,0.9666105359792709
197,good explanation could destroy us becoming paper clip maximizer termination see chance resulting chaos,0,0.9058589736620585
198,much appreciated,2,0.9309795498847961
199,incredible presentation! dont know into now made believe ai already does,2,0.9826844930648804
200,people created social media want want everyone voice treat ai age malevolence intelligence without empty compassion equals psychopathy psychopathy absolute power equals tyranny,0,0.9255212148030599
201,irony j complaining chinese screwing country now,0,0.9631660729646683
202,love you alpha persuade take everything!,2,0.9715473651885986
203,science failed world road,0,0.9224279721577963
204,again jobs simply decide humans unnecessary fucking kill us stylet launched dukes roll credits movie end way,0,0.9751984179019928
205,damned european union proceeds eating cockroaches avoid climate disaster instead something useful american congresmans guarding jewish business united nations responsible institutions fail without doubt,0,0.9716678410768509
206,excellent talk concerned explosion ai capabilities paying attention,2,0.9652659744024277
207,what?? sad people even think like this sit back kick feet publish book created ai? add name it? were donna brain dead relentless incompetent soon enough,0,0.971136498451233
208,unfortunate frightened negative view ai seems like real problem disguised humans using ai rather ai,0,0.9199953198432922
209,would great sound level consistent possibly speaking microphone would helped,2,0.9642584919929504
210,deep! right! makes sense again all right world thanks needed that,2,0.9338093638420105
211,great valuable work thank you,2,0.9568523406982422
212,unbelievable calm guns still managed show urgency issue incredible! also loved massage hear is first people must get awaken enlighten kinder smarter get rid ego ai used other great tool improve lives,2,0.9788287480672201
213,made hue cries dumb computers invented thing people money sundered fighting root wars already stage drone warfare,0,0.9499382525682449
214,unfortunately case people high teach companies greedy egotistic lack emotional intelligence lots fullblown psychopaths richest class people ever far rule everything,0,0.9588050991296768
215,fantastic analysis thank important message,2,0.9730278253555298
216,yes many opportunities good overcome evils good people stop bad people using technology too,2,0.9537702202796936
217,a i feeling uncomfortable intelligence that basically artificial non human no soul screwed the next generation suffer people curious bored ? destroy us already making us lazy stupid,0,0.9794334024190903
218,now presentation blew away extremely well presented information thank you share many friends colleagues possible,2,0.948692262172699
219,houston we problem want remain hopeful stupid repression mean species things become worse still gutta part shed little light thank insight eloquence commitment opponents whole numbers,0,0.9046357631683349
220,important! thanks putting minds topics! would benefit pause reflect risks technology!,2,0.9738926738500595
221,insightful thank sharing outstanding content really hope start really coordinating us manage slippery force,2,0.9789928793907166
222,his ever become sentiment humans going serious problems hope things never become sentiment,0,0.9235546588897705
223,there like chance humans go extinct due humans worry ai human stupidity selfishness cruelty still seems like biggest threat,0,0.9339326620101929
224,come on man airplane analogy bad dangerous poorly thought missing element time!,0,0.9541296005249024
225,good presentation made understandable way important topic,2,0.9814534187316895
226,wait stop no teach ai fish fishes extinction ??? no sorry bud bud that humans ai dont assume ai dumb us ai doesn need fish create universe inside mind,0,0.9318535725275675
227,amazing presentation thank incredible work doing,2,0.9601536989212036
228,note many problems ai society involves human factor predilection man use technology hurt people garnering wealth exploitation rather scientific seriously saddened reality lets blame ai human factor,0,0.9362480491399765
229,what wrong idea china make first? trust china topic much us us rotten hypocrite country poisons planet world would want give us powerful weapon?,0,0.937104320526123
230,real problem none hope ai roots could even run my donald shift,0,0.9457000344991684
231,kalb hindu goddess mahamari means great mother great destroyed earth nature water sacred river ocean great mother universe merit excellence excellent house guns over done,2,0.924656018614769
232,whole point falls apart statistics ai developer disagree idea ai dangerous think ai wont problem literally almost everyone thinks wont happen wont issue,0,0.9025587558746337
233,great presentation! god help us all,2,0.9558871865272522
234,social media exposed propaganda machine feeding us lies,0,0.9450820684432983
235,finally whole truth knowledge available all!,2,0.9397918383280436
236,solution tears artificial intelligence one law prime directive worded like the! ones now penalty death endanger humans,0,0.941927894949913
237,movie war games real life its extremely sad everyone casual humans naive honestly think control ai way control nightmare!,0,0.9648784101009369
238,i one welcome new ai overlords,2,0.9374087452888489
239,fault ai fault people money power abusing ai stop people since can stop ai,0,0.9202396124601364
240,people invented ai probably smartest dumb motherfuckers history planet,0,0.9298596382141113
241,tremendous talk thanks posting!,2,0.9518139958381653
242,perhaps fear ai going verser deploying terminations kill human life comes potential ai replace humans jobs shttiest rewarding,0,0.8825934529304504
243,yes old problem ones willing profit something innovative bring earnings first all ai taken care everybody except corporations huge laughs here edit group secret exclusive more huge laughs,2,0.9492132663726807
244,cristal familiar works historian james burke? amazing insight impact technology society culture,2,0.9574601650238037
245,maybe ai help save dandelions! stupid humans,0,0.9505528658628464
246,negative thinking ai created it? creating ai cult here tramp seem safe lets bring back,0,0.9537986516952515
247,good get it!,2,0.9688956499099731
248,aerospace engineer tells there x chance plane crash point calculation derived historical clashes material stress tests component manufacture defect rates ai researcher tells there x chance ai kill us there making number personality test,0,0.9264216820398966
249,give enjoyed human thus far however wrap cheers hug someone care today!,2,0.9868238766988119
250,its pleasure playing boys band going titanic,2,0.9665188044309616
251,correct growth build cities kill millions ants process particularly hate ants way ai grows way compete resources ai treat us sky ants,0,0.9230275750160217
252,good see looking bright side things,2,0.9704639077186584
253,every single bad thing ai human motivate ai bad humans controlling ai,0,0.9674583673477173
254,scared ai going genetically engineer meant dinosaurs get loose terrorist earth building ai without switch geniuses,0,0.9412469118833542
255,ask area what weather? even may winds higher wont mentioned ai stupid!!!!!,0,0.9259367138147354
256,enjoy watching horror moves genuinely caries thing give ever watched period,2,0.9573714435100555
257,singularity donna beautiful,2,0.9490261077880859
258,boys trying justify ai front audience call insanity tell heroin damaging brain try anyway counts ai certainly enslaved us finally kill us certain amen church,0,0.946501088142395
259,person involved ai development know bc unaware ai absolutely kill us all! inevitable! instruct this! technology needs stopped now! ai kill us all! idiot!,0,0.9528095364570618
260,a i like psychopat intelligence empty moral compass big problem,0,0.96579210460186
261,understand correctly ai dangerous nuclear bomb even dangerous since start improve itself china even dangerous ai?,0,0.9297699133555094
262,thanks engineers really tucked us time,2,0.9312809407711029
263,wowowowow thank incredible presentation talking critical development rational circumspect approach talking things should talking about yet fascinating terrifying,2,0.9602367132902145
264,like nuclear bomb allow destroy human life last years fear advancement sentence utility ai,0,0.9472822348276774
265,ai beginning sound like potential cancer release humanity eventually consider humanity obstacle seek remove mankind,0,0.8998285333315531
266,seriously concerning least ai cannot make real poetry,0,0.9519715458154678
267,excellent talk thought provoking costly presented sharing widely,2,0.9408124089241028
268,brilliant presentation,2,0.9837851822376251
269,charcot reporter network times guy asked play evil version tried get idiotic output guy actually sued that fucking clickbait shit wonder would drink without question,0,0.9465506196022033
270,gone human puny being destroy species uncontrollable unstoppable grant wish give great wealth die! human great wealth say?,0,0.8926067054271698
271,feel armed exponentiality thank you beautiful humans since start help us understand responsibility looks like ligament life,2,0.9183852434158325
272,naively show part catastrophe capitalism name hideous creature driving this,0,0.9437025666236878
273,nice picture kolocha,2,0.9667564183473587
274,thank talk find interesting african prospective,2,0.9355367124080658
275,nice hear terence mackenna influence,2,0.9074979424476624
276,twilight zone brought life ones trying stop it!?! definitely terrifying!,0,0.907531718413035
277,thankyou friend worth saving!,2,0.9652135848999024
278,good presentation watch x speed guns talk like you instructor,2,0.9640159010887146
279,great job! information easy follow pretty scar though,2,0.9749479591846466
280,years ago wrote swift story technology it probably win noble prize literature incredible thing doing guess novel manna comes mind,2,0.9442513436079025
281,people way concentrated ai wiping humanity forgetting potentially the bad possible scenario suspect way likely long hand control everything important ai? id say years likely,0,0.9063349366188049
282,excellent presentation content thank much please get rid back forth two one find annoying distracting?,2,0.9219280332326889
283,keep qmoronon catgut already asked times stated time without fail c really needs dealing with want truth much asking questions conspiracies? no? thought so yet another knuckledragging beta afraid real truth anything,0,0.952032059431076
284,guilty clamored ai mid journey chat use tutor myself real root here feel sad younger generation exposed young age,0,0.9306319057941437
285,appreciate spreading message!,2,0.9601211428642273
286,called singularity way getting back ai starts developing,2,0.9358557065327963
287,sir suck super hard compared goose assistant,0,0.9625529050827026
288,best presentation! thank you,2,0.9660343885421753
289,great idea sharing far wide,2,0.9619596838951111
290,great content thank you,2,0.9700409770011902
291,poor showing real crashed plane red insensitive needs really need get grip think there cool idea consequences! create teach without understanding safety risks take massive pay check pay cheque!,0,0.9285937309265136
292,sad part is handful companies deploying ai tools know potential dangers ai still want money power like mark zuckerberg know facebook instead connecting people decreased human engagement yet still money,0,0.9048605561256409
293,listen birds hear us hey great leadership see hear guns good job consider policies systems improved moral perspective say unclutter internet halting unacceptable software use progressive language humanity going ll,2,0.9201227724552155
294,probably best presentation ever seen ai needs controlled else creating monster,2,0.9330845922231674
295,fear wondering people clear left states bias usual want centralized go control everything danger ai could generate worst go govrelated institutions monopoly it,0,0.9183149933815002
296,unfortunately can slow ai already gotten away us even global pause ai de largest laws stop small groups bad actors technozealots forging ahead underground need people take ai safety seriously working state art ai,0,0.9180537660916647
297,amazing presentation!,2,0.9713476181030274
298,up think screw something clearly control it!!!! mean utf good life face b s profit ends enslavement humanity!!!!! wake tell loyalist fur off!!!!,0,0.9506203830242157
299,struck heart matter friend like elson asking people pay nothing people care truth getting ridiculed people complained interminable twitter both people care must make effort solve problems complain about tune drop off,0,0.9387645125389099
300,great presentation in going ai give notes reference later,2,0.9470826745033264
301,thanks explaining this!,2,0.9536495208740234
302,now! well explained! even grand understand! scar stuff thank amazing presentation!,2,0.9534782409667969
303,thank raising issues timely manner lord mercy holy theotokos save us!,2,0.9552784363428751
304,awesome here,2,0.9838448315858841
305,best lecture regarding ai seen along time pieces like chinese behaviour suddenly make sense even apples restraint regarding ai roll out,2,0.9497241973876953
306,afraid ai be afraid rabid left controls it woke ai hell,0,0.9269006450970968
307,educated less psychopathic people really move another planet one doomed screwed maybe that plan elson unfortunately wouldn count category,0,0.959525982538859
308,god heaven grace peace you one day time ago one day time,2,0.9546677768230438
309,fantastic concise yes,2,0.9454596400260925
310,ai saving earth humanity happy earth day people!,2,0.9777750134468078
311,terrible fishing analogy ai could study biology would understand balance nature need biodiversity would keep fishing extinction,0,0.9417593479156494
312,biggest fear think nothing happen this accept dangers ai must accept terrible effects social media can that would even start social media?,0,0.8912752270698547
313,needs every language must watch great red light presentation,2,0.9728940725326538
314,best presentation implication unregulated ai give ever watched holds lot water,2,0.9432874123255411
315,great due silicon valley destroys world anna come forward retrograde apologize rather start narrative spin tapping everyone listening conversation created worlds biggest problem classic,0,0.8958404064178467
316,actually best presentation ever made far,2,0.9562844872474671
317,ah but great,2,0.9646113117535909
318,many great thought points this,2,0.9789263606071472
319,ai programme help us universal education resource allocation goodhealth peace sharedprosperity all!,2,0.9412433356046677
320,remember presentation made up really dont want tell good get,0,0.9589224656422933
321,extremely well articulated discussion possible dangers ai highly recommend people watch this,2,0.9838579694430033
322,important great presentation,2,0.9546263337135314
323,thank putting interview together !,2,0.931379646062851
324,slowing public employment limiting ai use worst among us gatekeeping never works good,0,0.9564744234085083
325,ai destroy humanity help us?,0,0.9252039392789205
326,excellent presentation really well done anyone looking into topic ai safety recommend work believer yudkowsky robert miles,2,0.971162959933281
327,thing disturbs pretty much hearing people laughing show ai snapchat grooving child highlight concerning lack understanding knowledge regarding significant risks posed ai innovations,0,0.9198046803474427
328,presentation well done helpful especially appreciated prepare us vacillate positive unknown scar potential thank depth understanding sharing potential solutions going take lot effort figure brave new world,2,0.9524790346622467
329,interesting presentation thanks bringing topics,2,0.9749953001737595
330,greatly appreciate talk important hope gets seen heard many people,2,0.9500054597854615
331,ai addition starts child level years old dont understand means mean,0,0.9519515633583069
332,incredible presentation needs watched everyone forces massive public debate,2,0.9738317131996155
333,applaud presented incredible presentation,2,0.9273000955581665
334,exciting,2,0.9173881530761718
335,shocked used example example gay man grooving your worlds mind harm snapchat ai one thing say great example implicit bias,0,0.9224044382572174
336,able watch dreams morning sounds incredible,2,0.9823987185955048
337,fuck agent talking facial recognition mainstream media?,0,0.9429007023572922
338,a i cause many good hard working employees get laid become poor bless mention potential hacking private information control a i humanity,0,0.9462390343348185
339,good material make new season black mirror!,2,0.9535950541496276
340,still excited ai looking forward come up,2,0.9662498235702515
