,Comment
89,"inteligencia artificial tal existe, espíritu inmundo controlan, mundo espiritual rige mundo físico"
90,"pues autos i.a fallado accidentes fallas dicha inteligencia artificial,ya nomás falta digan va venir terminator gobernarnos,nunca dejarán ser máquinas más fallas humanos,estos cientificos juegan ser dioses...."
91,
92,quería saber operaciones matemáticas utilizan fines.
93,"humano creo robots ,para entiendan, robot puede crear humano"
94,"intelligencia artificial existe! simple. tiempo atras mente humana dirigir ,por existe, unico intelligencia humano , vez robot peleando humano ,el humano apaga robot puede hacer"
96,inteligencia artificial solo almacén datos....
97,"sr cabezón, entendible. sería bueno realice video actualizado fecha, ayudarnos siempre hace. tiempo referente ia varió bastante. saludos argentina ¡¡"
98,"inteligencia artificial existe, simplemente miles millones datos, estadísticas, ecuaciones, etc, si meten datos... naranjas china"
99,"simulaciones sofware redes neuronales, ahora estan fabricando chip harware neuronas, formando redes neuronales imitan cerebro, tenerles miedo."
100,algoritmo ia disculpen? tipos cuál función?
101,"¿cómo plantea ia reproducción emociones humanas parte inteligencia aprendizaje? emociones están base conducta tipo. ¿habrá algoritmos sentir placer, amor, rabia, odio, belleza, etc?"
102,"እዚህ as አያደርገኝም, ነገር ግን ክራክ ምክንያቱም ቋሚ ስማርት brailalero ነኝ"
103,ሶትሳዬር
104,asquerosidad onteligencia artificial cosas infierno monstuos diabolicos vayan alejen himanidad infierno.dios bendiga mundo amen
106,inteligencia artificial traerá más pobreza ala población nacional ricos sevenefiaran. magina cuantas personas q darán trabajo operen robots
107,"que...??? bueno, solo quiero decir ahora rusia compite usa bueno, china mas..es peligroso... consiste crear computadoras piensen mas inteligentemente humano... asi facil. saludo todas todos."
108,inteligencia artificial va tumbar trabajo ser humano
109,aburrido.
110,"noe parece mí vaya ser bueno , viene anticristo aparte cada vez más escasea empleo mundo .. qué piensa humanidad creen va ser bueno va ser perdición."
111,¿algun libro recomienden ia?
112,"hombre cada vez más está jugando hacer dios, futuro, si sigue así hombre, dia creador castigara hombre sodoma gomorra, pecado ojos creador, ambición tecnología sere destrucción."
114,inteligencia natural cómo va haber inteligencia artificial
115,"hola, puedo usar video actividad formativa¿? gustaría usarlo tener permiso."
116,https://youtu.be/w6l59ypaegu?si=nyr9oclgdvptb0_c
117,inteligencia artificial datos?
118,usar ia aceptamos términos condiciones permitan usar datos?
119,alguien resumen video tarea universidad xfa
120,excelente tema dale like comentario si piensas inteligencia artificial va generar cambio positivo humanidad contrario dedito abajo si piensas cambio va ser negativo
122,sí binario mayfren
124,buen enseñlador
125,bueno sigue miel 457
126,simplemente brillante. admiración
127,bien explicado... entendí
128,game over ia
129,deja dormir esque nunca pensaran si solas
130,jajajaja gusto dijo qui binarios
131,excelente punto descartes eventualmente punto importante conciencia mismo. svegriatevi
132,eh confundo dotcsv xd.
133,"momento dejan usar inteligente, milicia mejor usan matar, ted ' unabomber "" tenía razón pesar psicópata asesino , tenía cociente intelectual de170 mas q einstein , manifiesto está convirtiendo realidad."
134,"bestia apocalipsis,solo dios podra"
135,gracias información tiempo prestado!!!
136,"más pobreza ,más delincuencia. tipos q inventan solo importa resto vale"
137,"inteligencia cualidad ser vivo, más decir, hoy hoy existe inteligencia artificial"
138,sabía futbolista argentino gonzalo higuaín tremendo profesor explica bien
139,"inteligencia artificial??, solo algoritmos creados seres inteligentes, procesados cpus potentes, deberia usarse termino."
140,"escribiendo escuchar video verdad importa mierda, dicho radio ia compondrá nueva música importe cerebro más abansado músico, pronto raza estúpida máquinas, seguid así podemos conseguirlo!!!"
141,futuro digo avanzamos quedamos obsoletos humanos
142,"!hace dos años! profeta. mundo va ser más menos aldous huxley élite pequeña piensa, raza creada laboratorio serie gente solo realiza trabajos manuales repetitivos piensa. https://bloglenguaencolombia.blogspot.com/2023/08/el-fin-del-pensamiento-humano-con-el.html"
143,profe leo libro inteligencia matematica combanicion sabiduria sarcasmo psicologia inversa da sabor matematica desafortunados esperado (buscar punto enfoque matematica)
144,buena explicacion
145,super claro
146,"buenas tardes eduardo, estas? espero bien. buscando aplicación inteligencia artificial elaborar informes avance resultado proyectos inversión, partiendo datos tabla información, podrían sugerirme alguna. gracias"
147,"bueno, muchas gracias"
148,q quiere desir q mismos damos erramie tas pará co.putadora aprenda xe inteligencia humana
149,tecnología futuro! ayudará evolucionar
150,gracias informacion
151,inteligencia artificial peligro futuro humanidad aunque llamen fanático religioso
153,"excelente, preciso bien explicado ... saludos república dominicana"
154,quisiera ia ayude encontrar tres violadores abusaron sexualmente tío dejaron casi muerto odio !!! destruyeron vida personas rodeamos
155,pura culerada
156,"si interesa, acabo publicar video noticias más importantes inteligencia 2023 , si queréis buscar poner ""informátivo tontuna artificial"""
157,"wuao, creo subió video todavía conocía chatgpt.."
158,blockchain?
159,"temprano tecnologia tan avanzada, niños jugando fuego"
160,inteligencia artificial pc auron
161,hola ingeniero machine learning aveces xgboosters superan redes neuronales. buen video xgboosters refiero gradiente descendiente.
162,inteligencia artificial mismo oír políticos grupo millonarios si dicen matemos mitad humanidad digamos inteligencia artificial recomienda
163,quita trabajo vas tpc
164,"inteligencia artificial, terminara reemplazandonos, usarla seria aniquilar propia inteligencia generara perdidas trabajo despidos laborales."
165,dinosaurio luego cuentos biblia luego virus ahora ia sabes si cosa programada control muchas cosas inventan bla bla bla
166,"si algún grupo, observa vehículo i/a presidente recetea, podría robarlo, creo q van aumentar mercado negro, componentes electrónicos, hoy día roban tantos celulares. cualquiera tendrá tarjeta i/a. sustraer dinero cajeros."
168,"inteligencia humana farsa llaman ia puro intelecto enlatado, solo eso, inteligencia atributo ser, puede imitar"
169,"primero aprender palabras, luego inteligencia, solo cadena problemas sido resueltas, independientemente resultado neutro. tercero computadoras aprenden. asocian pueden almacenar datos."
171,buena explicacion
172,linda inteligencia artificial https://www.youtube.com/watch?v=vd855wgi-qu
174,podrido inteligencia artificial
175,autoconciencia cosa ficción
176,ordenador venció campeón ajedrez ibm deep blue
177,"¿hay peligro real humanidad ia?,"
178,si pueda ser .mujer inteligente sabia
179,excelenete video inteligencia artificial (ia) simulación inteligencia humana crea algoritmos sistemas informáticos capaces ejecutar tareas simples complejas realizan personas.
180,gero
181,hipotenusa video sombrado verbo sombra.
182,parece excelente estupides ...no veo nadade inteligencia si controlado x ser humano..yo llamaria inteligencia programada .
183,"inteligencia,se salvaron nuevas generaciones,ya tendrán trabajar,las personas serán más felices,por ejemplo,hay ocaciones tiempo,que suspender bebida domingo tarde,porque trabajar lunes,ya fastidio pasará historia."
184,y...este qué desayuna...???
185,gracias as salvado vida literal
186,elon musk presidente
187,eer
188,tres tipos humanos tierra extraterrestres robots humanos inventó tán extraño
189,gusta
190,interesante
191,bien clara idea quedo algoritmo
192,terminaremos haciendo replicantes
193,quiero saber hacer dinero ia idea remota ayudaría resolver muchas indecisiones qué solo tener victorias
195,"inteligencia artificial podría perfeccionar mayor rapidez fórmulas soluciones, pero, cerebro humano gran ventaja llamado emociones, ninguna máquina puede analizar sentir."
196,muchas gracias todas explicaciones! gran video! pasada toda tecnología nueva
197,dan cuenta aplicación inteligencia artificial simsimi
198,"excelente explicación, gracias totales!"
199,qué demoran sacar robos venderlos ayuden
200,intendi ..al pedo more vídeo
201,"actualidad surgido variedad aplicaciones cuales marcan ia ejemplo cualquier aplicación edición vídeo quieren marcar así así publican, mayoría aquel ver ia decir falso conocimiento significado ia"
204,llaman inteligencia artificial inteligencia creada inteligencia humana...algo perdido camino.
207,posible ia pueda diseñar estrategia combatir (eliminar paso tiempo) desigualdad social ?
208,anciano ves
209,rápido... ejemplos necesarios...
212,vamos ir paro.
214,"pero, explicaste qué ia hablaste fundamento sigue procedimiento"
215,único puedo aceptar aprendizaje basado refuerzo (se basa modelo aprendizaje reforzamiento skinner) si implica cambio final producto resultados proceso.
218,"excelente exposición, lenguaje lllano"
219,ia..necesita energias inertes..y enchufado red.....la inteligencia natural...solo necesita conectado dios...y gratis...y mejor..nadie entera conversamos con...el..y seguidores...
220,"mejor cambio primer plano medio cada frase párrafo, imposible seguir ."
222,oye carademonda
223,loka idea si conectan delfín máquina ia
224,atras dos gatos ecuaciones..jajaja genial
225,"intiligencia artificial ce llama vaccuna , boris l'animal."
226,jajaja hoy myo 2023 q opinas
228,"buena fase introductoria , aquellos , hace más 30 años , conversabamos inteligencia artificial, emocionante apasionante viviendo realidad , sueño realizado plano , gustaría profundizar más uso aplicaciones, gracias"
229,últimamente ia streamer aprendia chat logro autoconciencia cuestiono propia existencia
230,interesante mensaje amigo spañoleytor...
231,qué tipo matemáticas lógicas están empleando últimas inteligencias artificiales cómo funcionan? podría ser tema super interesante próximos videos
232,genial sentire mal descargar juegos piratas steam verde
235,"4:30 ahi creo funciona así, puedas continuar debes acertar dnd están imagenes, programa valida, si supiera, podrías superar captcha incluso equivocandote."
236,alegro sigas aqui
237,ia lee mentes humanas
238,https://youtube.com/shorts/9e4btl-fyxk?feature=share
239,"buenísimos videos suyos, estimado docente. caso llamamos inteligencia artificial sigue pareciendo simples sistemas expertos."
240,gustario vision dia hoy 05/2023 ai. saludos
241,esperamos expectativas video opinión chat gpt nuevas inteligencias artificiales. gracias hacer ciencia matemática atractiva divertida!
242,"algorimo, algorimo. algorimo, dice"
243,muchas vueltas ir grano
244,"quedaste atrasado , devoró ia chatgpt , 3, 4 ,5 año más evolucionará ritmo increíble"
245,"hecho real , irrealidad vives tú 1958"
246,tal vez inteligencia artificial consciente debe demostrar ser consciente pensamos consciente
247,gracias información
248,https://youtu.be/1lasbo67-a8
249,diaz cabez+on?!!! jaja buen apodo!!! suscribiré
250,"buena información, gracias!"
251,lleguen singularidad? ...y red neuronal ahí mencionan?
253,"¡esto merece más apoyo tiene! tipo realmente bueno explicando, mejor maestros jaja."
254,vps server capcha
255,parece diego godin jugador uruguayo
256,wooooooow!!!!!! bien explicado!!!! claro profundo!!! mil gracias!!!
257,año después video ver están ia
258,buen video demás
259,conseguía parar distraerme demasiada información
260,"buena definicion, forma fisica ia,¿es supercomputadora linea?. programa especial cada tema artistico lenguajes, asi. saludos"
262,"tipo máximo, apariencia usual profesor sumada carisma vuelven verdadero hit."
263,"más lento,lento,lento,lento ,tiene sistema nervioso excitado?"
264,cómo va perjudicar esto.
265,rápido.
266,gracias
268,nacen és algoritmo crea?
270,profesor ¿la ia puede contemplar error deseable?
272,debe utilizar uber distribuir solicitudes conductores quieren ir determinadas zonas pues dias solo envian servicios solo oara zonas adonde quiero ir
273,máquina capaz aprender errores mientras mucha gente sigue creyendo socialismo.
274,"solo programa computadoras piensa, llamarlas inteligencia artificial totalmente engañoso, programas algoritmos piensan."
276,asustadizo mismo ser humano auto destruye auto descompone ustedes malos
277,diga inteligencia artificial va terminar existencia seres humanos desempleo etc.
278,contexto: contexto
279,entiende nada.
280,párese super interesante tema
281,loa matematicos humanos quedaremos trabajo maquinas tiempo
282,sucede si hago mal captcha? autos futuro van conducir mal?
283,vídeos interesantes. muchas gracias divulgar temas.
284,"tenia duda, gracias."
285,"parece bastante interesante forma abordas temas, excelente video. gustaría sigas hablando temas videos."
286,inteligencia artificial ayudará ser mejores amigo también guntos haremos crearemos cosas imposibles bien
287,"gran video, ¡gracias!"
288,"gracias video, mejor. viene mente inteligencia artificial tesla autos iveda ofrece soluciones video-vigilancia ciudades inteligentes. saludos!"
289,"hagan bolas ""inteligencia"" artificial más artificial. nunca hará si sola, está sueños jibados elon musk ir luna. 10 millones usuarios diarios mencionas forman parte base datos ""inteligencia"""
290,"interesante, publicado libro explico nuevo lenguaje creado inteligencia artificial. lenguaje letras numeradas orden cree cree matemática letras. ánimo crear publicidad libro publicado amazon titula ""nueva matemática letras 2a edición"""
291,buena info voy usarlo app?
292,"super interesante video profesor, más creciente crecimiento app inteligencia artificial chat gpt, sería bueno video respecto."
293,"inteligencia artificial parece espectacular hecho crear vida decirlo así, exista conciencia tal humano capas pensar casi igual solo demuestran avance tecnología creaciones hombre"
294,1 año después real.
295,opinas chatgpt?
296,doy like entendi
298,"pregunta: quién qué etiqueta cosas ""aprenda"" ia?"
299,"excelente video. eduardo, ¿cómo relaciona investigación matemática desarrollo algoritmos inteligencia artificial?"
300,protejan ia
301,será inteligencia artificial supera jesucristo?
302,"diferencia humano puede manipular programar ,y cambio robot puede programar manipular."
303,"gustó vi después dijiste acá binarios pude prestar más atención. sos sos binario, dos opciones, sos binario. pena cabeza tan formada tan adoctrinada mismo tiempo. saludos."
304,gracias descatetizarme mundo ia!
305,cada vez más avanza hitos ia & cada día va evolucionando mejor pensamiento lógico máquinas.
306,"hombre casa inteligencia artificial, ¿ reemplazaran maquinas?https://youtu.be/l5xeihxbqag"
307,vale hoy día todavía pena aprender programación?
308,cuidado ciiencia haciendo esfuerzos terminar siendo esclavo
310,inteligencia artificial existe. más bien proceso masivo datos. inteligencia cero patatero
311,piola tema
312,"encantan caras promocionales divertidas pone hombre quitar hierro temas tan serios, genio, sabio, así da gusto aprender cosas nuevas ciencia..."
313,obvio robots controlarán mundo estilo termineitor destruirán sepan matando planeta
314,ayudar... hago días... podrías responder tú de5000 personas hecho. año pasado año exijo quiero pienses...
315,dicho hoy
316,gimnasio / vs quieras... extiendes sabes tema supervisado prueba error... quiero mencionar nuevo ia.... tecnología computacional....
317,ke loco recien pañales futuro señores
318,inteligencia artificial sido capaz hacer alguna demostración matemática?
319,reto ala inteligencia artificial escriba libro relatos poesías elogiado erudito literatura clásica ver si logra irving herminio
320,debí salir ingeniería robótica :(
321,magnífico!!!!
322,enterado nada. si preguntan ahora ka ia tendría respuesta certera.
323,gym llegó
325,5:30 ¿cómo?
326,viendolo hoy 2 enero 2023
327,si vamos vivir máquinas futuro
328,muchas gracias!
330,"ia será solo humanidad, será nueva evolución especie hombre."
331,"justo apenas empecé máster ia universidad uk. mayoría piensa solo bot sencillo, ia ́s potencial."
332,"justo apenas empecé máster ia universidad uk. mayoría piensa solo bot sencillo, ia ́s potencial."
334,"robótica inteligencia artificial,ustedes necesitan reiniciar,su entendimiento ende desarrollos autónomos, siguen posibilidades calculadas sometidas software residuales verdad."
335,vale pena romperce cabeza inventar pagaran bien ????
336,"creo inteligencia artificial tal , ingeniero sistemas computacionales, analista informático así administrador redes información usa, simplemente algoritmos complejos condiciones lógicas matemáticas procesadas milisegundos arrojan resultado esperado"
337,666 nanosystemas intelligencia artificial!!! apocalypsis 13:17
338,~~enemigo ~~~numero 1 humanidad intelligencia artificial #1. numero 2 microchip estan dando switzerland. kapich microchip.
339,"mucha palabrería, poca calidad información"
340,simplemente capo
341,nuevo oficial
342,puede vender fotos creadas inteligencia artificial
343,casualidad alguien sabe cómo llama intro???
344,intuición?
345,acabo leer utilizado inteligencia artificial reconocer iconografía ropa tradicional altos chiapas propósito reconstruir diseños crear nuevos.
346,"buen video, bien explicado tiempo! gracias esto, usaré clase apra explicar conceptos."
347,ia van acabar humanidad juega xq máquinas sentimientos igual satanás 666
349,skin deriva fortnite
350,obstruye
351,omplze
352,are23
353,
354,
355,hola mmaa mmama mama
356,gerge foyd
357,"apocalipsis 13:15 reina-valera 1960 15 permitió infundir aliento imagen bestia, imagen hablase hiciese matar adorase."
358,imaginatelo tener profesor... matecito mano escucho rey
361,solo algoritmos complejos. conciencia. nunca podrán.
362,gracias exposición
364,"way, más q sería mejor si más gráfico mostrará menos cara...."
366,hago solo intención científica método inducción predominantemente científica voy enseñar nadie nadie método nuevo cuantificacion qué luego autodestruyen
367,"crearía espacios libres flujo electromagnetico ,en desarrolla concepto libre alberdiro niveles cuantum"
368,"ustedes andan ahorita ingeniando flujos constantes existencia cargas electromagnéticas inducidas realidad,"
370,4:53
371,"gracias ribéry!! solo enseñado buen fútbol, ahora también inteligencia artificial!"
372,"pueden ser inteligente sea,pero alma seres humanos nunca tendrán"
373,ó
374,caso necesitamos politicos corruptos mente luche igualdad ser humano
375,eduardo seria inteligencia artificial matrices?
377,hola bueno video
381,"""la autoconciencia está lejos, cosa más bien, ciencia ficción"". hace días apartaron cargo blake lamoine dar conocer conocimiento clasificado google programa lamda. hola! alguien ahí? conoces respecto? lamda! si estás ahí saludame! bueno video."
382,interesante especial: apasionante.
383,si pasará matrix
385,"inteligencia artificial (ia) combinación algoritmos planteados propósito crear máquinas presenten mismas capacidades ser humano. tecnología todavía resulta lejana misteriosa, hace años está presente día día todas horas."
386,bien explicado buscando inteligencia artificial encontré vídeo recomendable saludos uruguay
387,curioso algoritmos youtube llevaron video. espero aprendiendo contenido calidad.
389,
390,gracias video camisa hahaha buena!
391,"fin. inteligencia artificial, ser posible... aun existe."
392,quede asi :0 minuto 4:17
393,uso inteligencia artificial vender! implementado whatsapp business.. envia datos comerciales automáticamente clientes
394,quiero inteligencia artificial diga según personalidad características debe tener mujer perfecta según imputs ponga computador.
395,solo usan memoria .no evolucionan .ni espíritu crítico .no imaginación ..
396,#algoritmobase1
397,¿recomiendan algún libro aprender matemáticas ml más básico?
399,exelente video
401,algún dios ensayo tipo resumen
402,"muchas graciasss, mañana examen tema ayudaste full:)))"
403,odio matemáticas gustan videos matemática
404,"mí más fascinante hecho utilizando inteligencia artificial resolver problema plegamiento proteínas alpha fold 2. igual merece pequeño video, ahí dejo."
408,3:10 votantes izquierda
409,pues perdonanos ir gym
410,"siempre reportaje interesante. muchas gracias compartir minutos conocimientos. creo personas tu, dedican divulgacion conocimientos contribuyen mundo mejor todos. vez mas, agradecido."
411,"datos, datos más datos."
412,sabias que: -la inteligencia artificial inteligencia artificial
413,"eso..algoritmos, decir, 101110010001000100101111. sistema imita inteligencia....parece inteligente, solo parece..."
414,útil automoción aspecto seguridad activa. vehículo ve camión reduce velocidad evitar colisión.
415,aquí difusos
417,ia = inteligencia arconte.
418,sueño ingeniero inteligencia artificial 9 años esroy sexto osea hansendieron año espero cumplir meta :)
419,"wow c vi, vi encantó"
420,"inteligencia artificial debería acabar especie humana, puta basura. animo máquinas destruirnos, va ser mejor. qué digo esto? subnormales. repite largo historia."
421,
422,muchas gracias
423,amigo podrias ayudar referencia compartes informacion? saludos
424,5:30 = je je. gente jamás sabe comentario desnudará estúpidos.
425,patata
426,gracias enseñanzas vídeos
427,seria bueno hiciera vídeo álgebra lineal aplicaciones computación
428,vende inteligencia artificial??
429,puedo parar mirar cuánto pelo cuello xd
430,"4:36 demostrando robot, ayudo robots futuro"
431,¡muy interesante! ¿que tipología algoritmo utilizan google facebbok mundo publicitario?
432,excelente contenido!!
433,calculadora básica también cierto modo ia ¿cierto?
434,profe guillermo quiere :3
435,"ia reemplazara trabajos funciones, empresario, sacerdote político"
436,maquinas conocen indiferencia.
438,"dan cuenta lento hablan personas?, inteligencia funcionaria taaaaaaaaaaan lento."
439,"mejor explicación encontrado, después ver videos artículos divulgación salen abstracciones dan hecho entendieron tema términos usan."
440,sinceramente felicito. usted didáctica efectiva explicar sencillez vez científicamente inteligencia artificial. reitero felicitaciones. siga adelante
441,"buenas tardes, dias noches ... video intereso bastante, ¿podrias recomendarme buen libro tema cuestión?"
442,tocó lotería siguiendo número .
443,¿la inteligencia artificial percibe tiempo misma forma percibimos humanos?
444,tema más enrredao bulto anzuelos.
445,muchisimas caras :d
446,ia existe aún. fin tema. fácil entender.
447,"nuevo tema, gustaria saber diferencia inteligencia artificial programacion, supone programar dichos objetivos"
448,mentirosos acesinooooos
449,"video tan excelente, gracias verdad, explicacion tya sirvio muchisimo tema exposición quedo claro,me resumiste investigado dia 8 min explicacion 1. mejor video tema."
450,buen vídeo. ilustrativo conciso... tnx!
451,matemático mejor
452,autoconciencia = singularidad = fin raza humana.
453,"gusta video, sigo."
454,buena explicacion ejemplos mencionas ayudan entender conceptos. gracias
455,interesante tema bien explicado . contáis seguidor más
456,"pregunta i.a pueda guardar conversaciones/frases,caras expresiones corporales etc etc despues use datos alguna conversación responda lógicamente basandose datos 'aprendidos' ultimas conversaciones anteriores ???"
458,"computadora nunca podra ser mas inteligente ser humano, solo más rápida pueden almacenar procesar información más rápido"
460,"gran video pedagógico. cada video debería poner principio cómo matemáticas influyen base cada materia, caso inteligencia artificial."
461,si exsistiera labl inteligencia. artificial humana..ya desaparecidalo a.maduro castro.peña nieto.fox.y otros..que hasen sufrir pueblo.ya eliminado crimen...
463,"realizamos videos demostraciones ejercicios matemáticos, actualmente nivel universitario. también instagram facebook."
464,"problema muchas veces explicar qué llegado clasificación, trazabilidad."
465,gracias
466,"mucha matemática detrás técnicas redes neuronales.....hay material podrías profundizar, encantadisímo valiosos aportes...."
467,-_- epic video
468,"hola buenas llevo tiempo preguntándome si inteligencia artificial resuelto problemas física matemáticos planteado grandes ilustres vida, creo respuestas podríamos ampliar conocimiento humano llegar futuro más próximo"
469,cómo funciona ultrón jaja
470,ser humano está creando propio verdugo
471,"profe, usted mejores maestros mundo!"
472,¿te interesa termodinámica? sígueme!!!
473,comentario gimnasio jajaja amo loco
474,próximamente saldrá nueva versión openai más 100000 partidas jugadas mismo.
476,4:30 pc sabe cuántos semáforos aparecen captcha: sino dejaría acceder usuarios. usuario aporta nuevo...
477,"6.42,"
478,hipótesis riemann fin resuelta? exclusiva beimar lopez
479,"interesante, quedó corto video!!"
481,pero... ¿qué pintan dos gatos pizarra cargada expresiones matemáticas?
482,"hola eduardo, podrías reaccionar formula creada beimar wilfredo lópez subia, supuestamente da solución hipótesis riemann?"
483,buen video
484,seria interesante si comentas sobe proyecto ̈brain ̈en desarrollo...
485,like #16000 jajaja
486,canal .dotsv uper recomendado
487,4:44 entonces “no robot” pronto podrá ser realizado robot? xd
488,preguntas cualquier cosa marcha lgbt: 5:30
489,bandera rioja derecha pizarra?
490,hola heduardo sé si escuchaste boliviano dió 7no problemas milenio hipótesis riemann ser exactos
491,"podrías hacer explicacion diferencias polinomio, expresiones algebraicas funciones. funcion cuadrática polinomio grado dos?"
494,"hola. saludos. gracias trabajo. propósito tema, cómo podría hacerte llegar ejemplar pequeño libro ""ignorante"" tema saqué año pasado. gustaría hacerte llegar libro físico, si prefieren digital, también puede ser. buen día"
495,"bro, vídeo llegó momento perfecto. quiero trabajar futuro creando inteligencia artificial, creo escogí mejor carrera desempeñarme en, estaré pensando cambio ingeniería eléctrica electrónica ciencias computación, ¿cuál recomiendan más?"
496,"ibas tan bien salió progre, decepción"
497,"""aquí binarios, my friend"". parto contigo. muchas gracias, eduardo, vídeo genial. saludos madrid."
499,algoritmo youtube clase es?
500,inteligencia artificial dado like comentario.
501,bueno hicieras video completo redes neuronales
502,"veo bandera rioja. demás, paso descifrarlo. gusta gatetes."
503,algún día explicaras pizarra xd ._.
