,Comment,Sentiment,Score
31,espero ia sustituyan politicos total hacen menos sueldos mas pensiones sera miedo xdxd,negative,0.9851309657096863
33,grande vidal,positive,0.9865487217903137
37,libertad dimension ahora,positive,0.9317747950553894
40,excelente exposicion siempre poderosos valido estrategias favorezcan esperemos vez salga tiro culata,positive,0.9921221137046814
41,tal cual conocimiento poder ia esta haciendo democratizar informacion alli esta miedo,negative,0.9752712249755859
42,asi suena out of control https www youtube com watch?vmljqrvgbxm bona nit,negative,0.9103149771690369
43,marc genio ver explicar manera tan sencilla gracias ilustrarnos!!!,positive,0.99659663438797
45,quieren pararlo meses ponerse corriente,negative,0.977123498916626
46,ptoblema marc saben va pasar incetidumbre tampoco imaginas nl asomo puedapasar,negative,0.9014874696731567
47,gitanos mercadillo saben van acabar programando robots?,negative,0.9925730228424072
48,que bien vuelve ser importante saber preguntar construir frases,positive,0.994139552116394
49,voto gobierno simple ia vez basura,negative,0.9904815554618835
50,socialismo comunismo enemigo cualquier signo inteligencia quita poder control esclavitud poblacion gobierno va siempre ia cualquier persona inteligencia pensamiento critico,negative,0.9871111512184143
51,verdad oarecia raro elion mask diga tengamis cuidado tipo engana millones siniestro muy lindo informe graciassssss,negative,0.9107547998428345
54,inciso edicion dinero magino no dinero impreso sujeto base economica provocando inflacion tanto deuda pasa espana europa ayudas pd si robots venido quitarnos trabajo explica fabrica coches pasado operarios curiosidad saludo,negative,0.985127866268158
55,ex presidente argentino dijo vez cada individuo debe hacer producir consuma crear elite tecnicos oficinistas ingenieros posee futuro tecnologia debe ayudar acompanar hombre suplirlo abrazo argentina,positive,0.9210914373397827
56,lastima ser humano mas inteligente cree mas estupido es ser asi ?y cuanto falta manejan colicionador particulas europa peguen error perjudiquen tonces donde esta inteligencia humana,negative,0.9952707886695862
59,milenials!! pasaron mark !!!,positive,0.9770495295524597
62,adonde control amor dios? conspiranoia dirigida saben funciona ia da pereza pensar,negative,0.9848227500915527
63,pasa mas poderoso puede manejar ia,positive,0.9589956998825073
64,pueblo argentina felicitaciones marc destacado trabajo,positive,0.9949799180030823
66,exelente tenes toda razon capo,positive,0.9666755199432373
67,hola marc gusta enfoque atencion nueva normalidad gracias disentir discurso oficial opinar reflexionar libremente,positive,0.9901217818260193
68,hermoso escuchar personas inteligentes dios quiera bien humanidad,positive,0.988934338092804
69,estupidez la depuracion d ela etnia humana habras dado cuenta seguramente,negative,0.9918224215507507
70,asi!! mas obvio mentira revelaran diserniran solos resumen haran maldad nada? maquinas pen da lucrar asustan gente mas joven dependientes,negative,0.9963605999946594
71,cuestion puede ser tambien inyectarte grafeno contenidos inteligentes controlaran ia den fecha caducidad!,negative,0.9292442798614502
72,freelance trabajo empresa quiera globo just eat etc jajajaj jorobes en eeuu tanta gente autonoma que trabajan gran empresa varias llama esclavitud no liberarnos,negative,0.9820854067802429
73,futuro humanidad sera ser menos humanos se vamos permitir?,negative,0.949312686920166
75,vengas mitologia griega pura fantasia ahi llegue pense mas serio debo darle credito resto?,negative,0.9543220400810242
77,tal asi fin humanidad asi vamos,positive,0.9348117709159851
78,btc unica herramienta tecnologica autonoma inventada amos mundo caotico mundo ordinario,negative,0.9380239844322205
79,debieran ser politicos pierdan curro inteligencia artificial,negative,0.9806661009788513
81,sencillez claridad exposicion interesante crack comunicacion,positive,0.9860177636146545
85,puneta humo mentiras sumeter humanidad metiendo miedo plandemia provar puede do dominar masas prueba vestimenta negra esta usando nadie sabe,negative,0.9899952411651611
88,buenos dias excelente infoemacion objetiva marc posibilidad existe alguien utilice estos datos comentarios comunicarse proponer negocios??? usted dios bendiga,positive,0.9915797710418701
89,aqui c salir calle echar politicos corruptos!!!,negative,0.9648072123527527
91,avanzar,positive,0.9740763306617737
92,gracias marc minutos escuchandote sido soplo aire fresco pensamiento constructivo!!!!,positive,0.9962785840034485
93,impecable! bien explicado! compartir,positive,0.9844332933425903
95,estaria bien centrarnos propia evolucion capacidades potenciar maquinas!,positive,0.9774734973907471
96,grande !!,positive,0.9801583886146545
99,apasionante tema tratado veo coincide cosas cristina martin la experta club bildelberg poderosos nom hay desconfiar hay desobedecer aunque marc ofrece siempre mirada optimista estupendo marc vidal,positive,0.9881002902984619
101,comentario bien dirigido util acuerdo desarrollo tecnologico traera eficiencia abundancia justicia ecuanime,positive,0.9848589301109314
102,narrativa destreza poetica combinacion datos estadisticos perfectos da gusto escucharte,positive,0.9951144456863403
103,toda gente quedara trabajo sustitucion? veo corto plazo,negative,0.9382246136665344
104,uso chatgpt trabajo ahorra tiempo obviamente tener cuidado meter ninguna info confidencial veo caracoles lentos gente quiere mejorar final frustras incluso deprimes fin menos miedo cambios mas aprovecharse ellos,negative,0.945432186126709
105,gracias hermano maestro equivocado haora entiendo gracias persona volver nacer verdad agradesco mucho tenia turbado no gracias,positive,0.9105796813964844
109,eqw,positive,0.9891765713691711
110,excelente mil gracias,positive,0.9957589507102966
113,cada vez mas acuerdo contigo maestro,positive,0.9911585450172424
114,creo optimista caso malos poderosos quieren encerrar carcel virtual mejor casos si caemos guatemala sera guatapeor,negative,0.9902657866477966
118,totalmente acuerdo admiro profesionalismo valentia claridad gracias ayudarme entender despertar cada dia mas saludos argentina,positive,0.9966492056846619
119,bruto mecanico dura funciona existiera mente intelugencia humana tamooco dura si gravedad reaccionara encontra humano capaz deretir tipo metal fuerza quitarle humano artificial gravedad sol agua aire atomico fugaz dimencional,negative,0.9279303550720215
121,gran vrg! bravo sabes tranquilidad dio perspectiva! gracias quitaste medio kilode ansiedad dias,positive,0.9911976456642151
122,absurdo literalmente acabas poner tipo blanco negro avisando humanidad podria ser absorvida tecnologia uso ia debe ser controlado vez miedo va bien,negative,0.9942268133163452
123,vamos futuro gracias doc!!!,positive,0.9968180656433105
124,tipo crack sigue asi marc! motivado inumerables aspectos vida!,positive,0.9705631136894226
127,problema tu vuelves herramienta la ia va ser extincion es mas probable pelicula terminator haga realidad consigamos comprender dicha inteligencia,negative,0.9892022013664246
128,maneja emision papel moneda imprime consentidos bancos empleados publicos politicos militares desigualdad documento control,negative,0.9915720224380493
129,sumar!!!,positive,0.959161639213562
130,brilliant molt ben explicat!,positive,0.9832589626312256
131,aprovechando ia seria buen momento resolver verdad mas acertada tortilla patatas espanola cebolla cebolla salir p vez dudas,positive,0.9557040333747864
132,marc vidal for president!!,positive,0.9849077463150024
133,excelente reflexion gracias invita cuestionar pensar cada ser humano unico infinitas posiblidades,positive,0.9961985945701599
134,genial,positive,0.9904204607009888
135,genial,positive,0.9904204607009888
136,soplo aire fresco tanta porqueria gracias!!!!,positive,0.9589859843254089
137,supergenial! anos generacion x toco vivir procesos de digitalicacion ser espectador !,positive,0.9950123429298401
138,si trabaja maquinas sacaran dinero pensiones ancianos manana??,negative,0.9065426588058472
139,excelente alivia,positive,0.9947169423103333
140,estan detras solo toman distancia hacerse eloos buenos incautos crean mienten quieran utilizar mas ia mientras mas utilicen mas rapido convertiran esclavos pura psicologia inversa caigan incautos plan uses asi conoceran controlaran mejor,negative,0.9841760993003845
141,gran verdad,positive,0.9860610961914062
143,excelente!,positive,0.9958373308181763
144,copiaron amlo q nunca reconoce errores siempre culpa demas,negative,0.9791554808616638
148,falta all desarrollo tecnologico obtener ia verdad ahora buscador dado acceso toda informacion,negative,0.9679333567619324
149,haces mal criando cuervos autoridades financieras van cancelar,negative,0.9799781441688538
150,ainda havera pedreiros carpinteiros eletricistas pintores muitas promocoes mais simples manufatura,negative,0.9032724499702454
151,entiendo nada da cuenta verdadero problema ia terminara controlarlo todo? ningun ser humano podra competir poderosos podran superar vedadero problema poderosos quieran mantener poder,negative,0.9956945180892944
152,suponiendo robots pudieran satisfacer todas necesidades todas personas implicaria perdida poder grandes empresarios politicos fuerzas sindicales incluso militares gente simplemente necesitaria temor perder dominio sectores,negative,0.9871648550033569
153,si dado cuenta cometido error porque solo retiran i a circulacion?,negative,0.994305431842804
155,dia pensaba si dicen avance ia peligroso querran decir peligroso,negative,0.9905919432640076
156,simplemente brillantes analisis muchas gracias,positive,0.9943798184394836
157,excelente planeta inteligencia quantica artificial conectados madre quantica gaia gea hologramas mente ser esta conectada inteligencia dentro fuente madre q,positive,0.9886419177055359
159,momento apasionante puertas terminator abstractos redes automatismos algoritmos aprendizaje profundo cosa acojona,positive,0.9092925786972046
161,hola! interesante punto vista pero si open ai sabe metio pata herramienta finalidad esperaban siguen lanzando nuevas versiones chatgpt ? buscan ir mas alla agi ?,negative,0.9472301602363586
162,buen comentario felicitaciones siga asi temor cspacidad,positive,0.9481294751167297
165,gran cosa cada anos resetean insectoides mierda,negative,0.9170392155647278
168,entonces encarnizamiento destruir sexos nuevas generaciones hombre familia agenda global tomando excusa salvar planeta pocos,negative,0.9877955913543701
171,si bonito psicopatas dirigen gobiernan controlan siempre usado tecnologia profundizar control manipulacion ser humano la ia metes quepa,negative,0.9709587693214417
172,marc vidal estas haciendo labor difusion maravillosa temo pocas personas inteligentes valoran valoro deseo mejor cambio islam,positive,0.9883198738098145
173,contrasenas estan salvo adivinar herramienta contrasenas digitos contienen letras numeros simbolos mayusculas minusculas,negative,0.9573103189468384
174,siempre asquerosa publicidad! siempre cookis siempre robandonos tiempo!,negative,0.992927610874176
175,marc deje trabajo centrarme estudiar programacion uso gpt profesor ayuda avanzar muchisimo facil seria haberme gastado ahorros coche nuevo decidi invertirlo formacion presente futuro estan corta distancia momento esforzarse avanzar personas,positive,0.9151862263679504
177,robotica quitara trabajo humanos vease cualquier fabrica coches,negative,0.9852480888366699
178,inteligencia artificial fraude mas sistema justificar control sociedad,negative,0.9926058053970337
180,mundo nunca mas sera conocimos cada dia vamos peor desastre bancos sanidad vivienda naturaleza destruida distopia total,negative,0.9945317506790161
182,ia metaverso realidad virtual acabaran esencia ser humano sera igual vamos peor tantos avances tecnologicos retroceso relaciones humanas,negative,0.9957583546638489
183,volveremos idiotas debiles comeran paises mas primitivos volviendo nueva edad media,negative,0.989991307258606
184,q bien gracias informar,positive,0.9948595762252808
185,buen analisis,positive,0.9812735319137573
187,ser humano siempre sido mismo siempre sera animal pensante busca control recursos da base jerarquizacion grupos humanos ello dudo inteligencia artificial objetivo,negative,0.9533816576004028
188,local usando chat gpt mejorar atencion cliente,positive,0.9333759546279907
189,estaria tener bot mujer ver como hace pete!! ahi digo,positive,0.9809581637382507
192,interesante punto vista,positive,0.9885834455490112
193,doy gracias vivir epoca sueno siempre vivir mundo super tecnoligico,positive,0.9968938827514648
195,que grande marc!,positive,0.996174156665802
196,obviamente fracaso si comparas quimica organica inorganica obvio puede competir malllamada inteligencia artificial,negative,0.9942122101783752
197,estas equivocado como siempre pasa fraude inteligencia artificial puede competir verdadera inteligencia,negative,0.9953280687332153
198,creo nada exponencial mas idiotez y nunca sido inteligencia tal,negative,0.9675517678260803
199,mente abierta mente activa mente sana,positive,0.97008216381073
200,viene la skynet corran jaja,positive,0.95215904712677
202,tecnologia esta manos satanicos mirar dijo sapo davos que control tecnologia sera amo mundo,negative,0.9835583567619324
203,dejar endiosar ala ia alos robos pueden volver raza humana destruirnos y fuerzas equilibradas,negative,0.9885950684547424
204,puede jugar ser dios abrir caja pandora,positive,0.9104414582252502
205,pues desenchufen o qumen circuitos,negative,0.907185971736908
206,anda mira casualidad lo mismo dijo quinta columna echarian culpa ala inteligencia artificial,negative,0.9874936938285828
208,creo habria pensar toda gente margina tipo avances,negative,0.9911890029907227
210,ojo sentimientos afectos relaciones humanas pueden ser reemplazadas maquinas pueden desaparecer cantidad suicidios depresiones tristezas andarian doquier,negative,0.9541186094284058
213,espero politicos primeros ser sustituidos inteligencias artificiales,negative,0.9720037579536438
214,inteligencia artificial catalogado ser humano plaga virus planeta tierra trabajando desinfeccion,negative,0.9894917011260986
216,mentira,negative,0.9703428149223328
218,agenda full,positive,0.9739534854888916
219,futurama poroto,positive,0.9613487720489502
220,bravo que bueno,positive,0.9963864088058472
222,acuerdo terminos totales miedo primer nivel conciencia posible mantener conversacion espontanea inteligente ser consciente menos miedo abrazo miedo menos basico conciencia evoluciona medible controlable,positive,0.9592844843864441
223,control q estan desarrollando !! tontos,negative,0.9583841562271118
225,marc pagamos impuestos tener impresoras,negative,0.9185331463813782
226,y buena noticia pongo duda viene revolucion tan grande puede ser dramatico ejemplo mercado laboral creo bueno aun asi veremos acaba pasando,positive,0.972821056842804
227,marc admirable encanta claridad mental verbal animo seguir tal eres,positive,0.9912509918212891
228,hola luz comun gracias,positive,0.9959079027175903
229,millones personas planeta contaminando tope que creeis va pensar ia nosotros,negative,0.9952084422111511
230,enteras jon nieve la unica posibilidad creacion ial buena compatible ser humano ia quiera destruir,negative,0.9832910299301147
231,mejor analisis satanico realmente ia gracias,positive,0.9932842254638672
235,entonces empieza movida? abril llega prometida catastrofe sacado dinero metido bajo colchon hecho bunker jardin comunidad llenado armas latas conserva ahora demandado prometiste apocalipsis hace casi ano decepcionado,negative,0.9953371286392212
238,economista esta claro economista osado atreviendote afirmar afirmas tener conocimiento minimo necesario hacerlo llegaste vertigo rockstar lamentable,negative,0.9912843704223633
239,si ya solo crear robots control alguno dominarnos matarnos todos,negative,0.9400333166122437
242,juego diego armando imposible imitar,positive,0.915962815284729
243,mire mire sobran humanos todos sabemos,negative,0.9351092576980591
244,excelente analisis,positive,0.9910167455673218
245,brillante,positive,0.9945693016052246
246,pasa saben valioso quieren oportunidad prehistoria querer ocultar fuego solo cuantos tengan paises bloqueen solo quedaran atrasados,negative,0.9629257917404175
247,concuerdo totalmente bien dicho master,positive,0.9953429698944092
248,esta control embaucadores pululan internet,negative,0.9905819892883301
249,pues claro las tecnologias bien usadas bien venidas la inteligencia artificial ls tobonica buena trabajo ciemcia enfermeddes puedan erradicar que haria calculadora saludos,positive,0.9676134586334229
250,asi es mundo va cambiando amoldarse cambios vale vale si quedado obsoleto ponte pilas aprende edad piedra quedo piedra saber trabajarla persona interesante sigue divulgando gracias siempre,positive,0.9754980206489563
251,recien conozco espacio marc buenisimo coincido filosofia libertad hombre siempre siempre ganarsela hara vez mas humanidad mas tecnologia tiren sojuzgar como dices contrario! dice joven gran futuro delante,positive,0.9891291856765747
252,voz alfredo amestoy,positive,0.9877908229827881
254,buena informacion,positive,0.9883999824523926
255,ser humano depende desicion propia ser robot menos dejarse dominar robot creado mismo criaturas preferidas gran creador,positive,0.9822325706481934
256,estan cuestionando opcion seria ia puedese dar explicacion creo mundo conlleva pensando religion encontrara explicacion revelara verdad,negative,0.9677547216415405
257,analista genial gracias informarnos mostrarnos forma ver cosas,positive,0.995890736579895
258,excelente!!! vamos tecnologia chatgpt!!,positive,0.993755578994751
259,suena robos red escusa sido ia maneja?,negative,0.9735357165336609
262,gracias marc visionario,positive,0.996258020401001
264,simplemente magistralgracias decir verdad tenia miedo ia basicamente ignorancia ahora entiendo mas va esto mil gracias abrazo chile,positive,0.964093804359436
266,verdad crees cada cosa sacan nuevo libertad muestra boton mira internet drogodependientes el,negative,0.934423565864563
267,marc vidal for president,positive,0.9351491928100586
270,grande marc vidal genial comentarios muchisimas gracias brasil,positive,0.9966260194778442
271,excelente marc vamos hacia nueva tierra recuperaremos libertad excelente siempre gracias,positive,0.9958459734916687
276,buena inteligente explicacion muchas gracias julio cactus,positive,0.9956609606742859
278,nadie menciona enorme porcentaje poblacion quedara fuera,negative,0.9019935131072998
279,fantastico genial totalmente acuerdo!!! felicitaciones tan interesante informacion analisis!!,positive,0.9960600733757019
280,bueno gracias,positive,0.9957549571990967
281,perfecto q dicho correcto bien,positive,0.9830783009529114
282,acertado,positive,0.9620937705039978
283,marc problema radica si ia fluyera independiente bien si usted interactua ella dara cuenta estan adoctrinadas pogres trust the plan,negative,0.9943392872810364
284,mismos obligaron consumir plastico ahora culpan,negative,0.9953367114067078
286,excelente siempre marc,positive,0.9955096244812012
287,sera interesante observar inteligencias actuar haciendo manitas bajo mesa camilla cuenta,positive,0.9275208711624146
291,inteligencia artificial manos delincuencia mas sofisticada hara posible robar cajeros descubriendo pin tarjetas moviles sera caos,negative,0.9939515590667725
292,marc increible educador sigue asi pares agradecemos corazon,positive,0.9941388368606567
293,estrepidante!!! gracias animos!!! mas ahora necesitamos conquistar espacios tener verdadero valor mercado saludos felices vacaciones,positive,0.9957263469696045
294,verdad abuelo emite codigo mac capto bluetooth despues cuatro banderillas mejunje pangolinero usted iluso que hacen verdad revelada tabu censura plataforma queda algun espanol ahi? que vergueenza,negative,0.987626850605011
295,bravo,positive,0.9905956983566284
299,demagogica analitica hipotesis los malos mandan estan compinchados si intentan controlar ciudadanos desprotegidos libres,negative,0.9967852830886841
300,probado chat mas recomendado inteligencia artificial y aparentemente gran cosa aparentemente resultados obtenidos analizados suelen carecer totalmente fiabilidad contienen gran cantidad erroes francamente risibles,negative,0.9881884455680847
301,brillante,positive,0.9945693016052246
302,problema serio poder da posea similar bomba hidrogeno puede hacer dano planeta,negative,0.9925440549850464
304,podeis hacer idea gente inteligente dice i a va revelar humanidad comentarios,negative,0.9178739786148071
305,analisis mas sabio escuchado gracias!!!!!,positive,0.996030867099762
307,reitero gracias valentia,positive,0.9956375956535339
308,buafff pasada!! brutales reflexiones conocimientos gracias gracias gracias,positive,0.9740675091743469
309,tema resulta aburrido se suena chino asesor fiscal dudo robot pueda reemplazarme clientes siquiera direccion email hacen facturas mano word propia adminstracion webs van pedales,negative,0.9958459734916687
310,que gran visionario arthur c clark!,positive,0.996580183506012
311,musiquita lagrimogena manipulacion emocional?,negative,0.990790605545044
314,hola comparto cosas dices intentas exponerlo simple es da igual analisis hagamos esto mundo hace tiempo esta jodido peor,negative,0.9953717589378357
315,si sistema hacia retrato busquedas internet interacciones redes sociales si usamos ia va acabar sabiendo mas mismos medida posible usare chat bot cualquier parezca,negative,0.9420026540756226
316,interesante gracias compartirlo!,positive,0.9951134324073792
317,gracias informacion,positive,0.99569171667099
318,gran placer escuchar analisis vision tan interesante siempre invitas buscar informacion cada vez mas parte conversaciones cotidianas gracias,positive,0.9963052272796631
319,tomar pol c,positive,0.935907244682312
322,discurso a c clark recordado pelicula dias extranos habia discos grabados emociones vivencias otrs podian ser reproducidas revividas equipo discman ano supuesto efecto hizo oro b gates otrs,positive,0.9693729281425476
328,interesante pregunta final porque elites poder ahora ven enemigo ia? deja pensar pues sido opone absorcion datos parte toda porqueria digital vive ahora pero si verdad ia resquicio llave verlos ellos? pues da mas pensar,negative,0.9726195335388184
329,error solo quieren parar openai dice manifiesto monopolio mercado,negative,0.9942339062690735
331,gracias tu informacion,positive,0.9949063062667847
332,totalmente acuerdo!!!,positive,0.9863249659538269
334,riesgos regular contra saber q herramienta tambien puede usarse toxicamente precisamente monedas virtuales nadie prohibe tirarse piscina solo pide primero revise profundidad,negative,0.9726139903068542
335,entiendo dices ellos refieres los gobiernos creo espectadores interpretan asi sino las elites economicas interpretarian radicalmente opuesto quieres decir opino,negative,0.9810753464698792
336,titan prometeo satanas justamente filosofia quieren implantar elites rothschild,negative,0.9584178924560547
338,chapo estimado marc llevo siguiendote hace tiempo hoy despues oir comentario acerca ia sido tan claro tan real primera vez dado manita arriba suscribirme aun mas campanita sonara cada vez digas algo gracias muchas gracias,positive,0.9917553663253784
339,estupendo,positive,0.9915999174118042
340,interesante gracias compartir,positive,0.9945864677429199
341,asi pense principio q doble juego porsupuesto intereses creados tapandose otros mismos q lucran q saben problema accion imponer soluciones ellos mismos,negative,0.9813662767410278
342,podem tenir ia comptes politics? podem tenir ia lloc directius? podem tenir ia lloc burocrates? benvinguda ia,negative,0.910647988319397
343,excelente deduccion primero q veo pone cartas mesa son! q lucran progreso critican ??? lavandose manos antemano hmm,negative,0.9911918044090271
345,parar meses no anos absurdo seguro ia levantara cenizas sociedad actual,negative,0.9881948232650757
346,no pasa q puerta abierta justificacion control social diran q ia tomado realidad elite vez,negative,0.9150460958480835
347,minutos intenso !! jajajaj encanta!! gente sigue tan dormida?,positive,0.9868146181106567
349,picateclas desarrollo jodido quedan cuatro dias chatgpt evidencia tecnologia libertad problema juntan cuatro limitarla condicionarla resto,negative,0.9924992918968201
350,ia var! mientras manejen humanos beneficio dudas buena humanidad,positive,0.9326850771903992
352,wow gracias mostrarnos punto vista tan optimista bien fundado ahora vivimos tiempo tan apocaliptico segun poderosos,positive,0.994559109210968
354,pocos expositores claros concisos alarmismos muestran verdaderos analisis situacion mundo actual desarrollo tecnologia gracias marc,positive,0.9847336411476135
355,futurismo puro marc sabe pasara mas expresion deseo and you know it!,positive,0.9535120129585266
357,entendi comparacion clark musk,positive,0.9404478073120117
358,pensaba comentaba habia show version ia estilo terminator interesante alocucion empece ahora seguirte luces mas inteligente promedio,positive,0.9745585322380066
359,gtp solo hacen mapa muchas variables enlazan conceptos mas probabilidades ir siguientes resultados completamente mentira,negative,0.9925829172134399
360,gracias!,positive,0.9961957931518555
362,muchas gracias marc arrojar esperanza medio plazo corto plazo pintan bastos seguimos!!!,positive,0.991074800491333
363,excelente analisis temerle futuro,positive,0.991752564907074
364,hola cierto solo adaptarse nuevo caso voy usar electronica dar trabajo personas vulnerables escaces oportunidades laborales puedan generar dinero ayude dia dia y demostrarles personas tecnologia tambien pertenece,positive,0.9596041440963745
365,impresionante!,positive,0.9919997453689575
367,esta claro ia puede insultar quiere decir apoderara mundo demuestra inteligencia natural momento ninguna probabilidad alcanzar artificial segunda esta panales,negative,0.9877669811248779
368,estafar enganar gente depende da uso ello,negative,0.9939783811569214
370,towanda!!! vease conozca palabra pelicula tomates verdes fritos felicidades nuevo marc,positive,0.9857980608940125
371,ia actual humanidad falta alma etica ahi peligro,negative,0.9951176643371582
372,ocurrio rev industrial operarios rompian maquinas pq quitaban empleo vuelve solucion? revolucion volver viejo,negative,0.9890127182006836
373,cada vez mas vamos dando cuenta lee informate analiza cuestionalo todo dale vuelta discurso oficial comparte debate atrevete den miedo criticas,negative,0.9580462574958801
374,lo pueda controlar sera malo diablo punible asi resume signifique amenaza modelo control actual,negative,0.988538920879364
375,interesantisimo bien tu siempre cresta ola,positive,0.9917144179344177
378,magnifico marc da gusto escuchar personas inteligentes prejuicios,positive,0.9794678092002869
379,esta tan control si haces preguntas chatgtp guerra ucrania da todas respuestas sesgadas,negative,0.9681079387664795
380,hijos clases nesecetarian estudiar carreras futuro robotica automatizacion inteligencia artificial alguien oriente favor gracias,positive,0.980414628982544
381,problema ai q cualquier insensato puede liar parda luego llegado quedarse evolucionar hombre dominado miles anos todas especies ahora si si toca ceder testigo nosotros creo q arthur c contaba redes sociales,negative,0.9731500744819641
382,crack,positive,0.9034751653671265
383,bueno seguire pueblo cultivando patatas hortalizas llevandolas mercao vida cambia si podran seguir elegiendo ritmo donde,positive,0.9564131498336792
384,interesante manipulation informacion atentos peligro deshumanisacion!,negative,0.9265708327293396
385,perdoname jajaja,positive,0.9673269391059875
387,ia va matar,negative,0.9718459844589233
389,pem van ser futuras marchas paros,negative,0.9300804138183594
394,compositores escriben canciones van gratis chat gpt listo,positive,0.929289698600769
395,siempre,positive,0.9663504362106323
396,excelente informacion muchas gracias sacar luz tido oscuro entramado sigue adelante vamos ppor mas,positive,0.9932544827461243
397,lee dale vuelta discurso oficial fantastico!,positive,0.9933415055274963
398,hablas riesgo ? incluso ceo open ai menciona decir color rosa tampoco correcto,negative,0.9942067861557007
399,ignorancia atrevida como puedes confiar continuamente traiciona divide? humanidad memoria pez !!! voy confiar americanos no mejor rusos no mejor papa vaticano !!!! luego humanos ilusos,negative,0.9930698275566101
400,marc vidal bella combinacion filosofo tecnico equilibrio tecnico filosofico unas veces mas uno menos otro menos uno mas otro la belleza mente flexible paseandose amplio espectro posibilidades humanas!!,positive,0.9957709908485413
401,inteligencia artificial va impedir pensar hace absolutamente todo ves va liberar fin,negative,0.9375123381614685
402,sabes como termina humanidad van fuerzas sume van dejan joder humanidad,negative,0.9918391108512878
403,chapeau! fin escucho comun comentarios ai gran contenido,positive,0.9846591949462891
406,pero quien dice inteligencia artificial esta manos? hecho hacernos creer criminaliza manera invitarnos seguir medida emocional llevar contraria cuanto mas entreguemos esto menos libre seremos estas bastante equivocado,negative,0.996009349822998
409,skynet,positive,0.939535915851593
410,dios bendiga siempre amen,positive,0.9962052702903748
411,tecnologia peligrosa dependiendo use q!!? psico patas q manejan mundo q ventaja conocer manejar tecnologia incluso mayoria imagina q pienso q primero q terminar arriba quitarle peligroso tecnologia,negative,0.9961246848106384
413,materia alma gracias pensamiento une cuerpo alma robotica tambien materia si pensante entonces duda solo falta conocer creador alabado tiempo lugar amen,positive,0.9952865839004517
415,skynet realidad cyberdine systems ocp realidad nomofobia punta pala big crash data neoludismo pensar vs click,negative,0.9910513162612915
416,joder marc si anarcocapitalista yo! cero estado cero parasitos cero esclavitud mercado,negative,0.9394280910491943
421,mas alla minutos grande!,positive,0.9265878200531006
422,excelente marc!!! realmente primera vez escucho analisis totalmente positivista respecto nuevo paradigma mundial tecnologias momento plantarse vida manera poder trascender educar respecto muchas gracias,positive,0.996174693107605
423,capitulo ayer serie the mandalorian vision interesante droides y ia la gente quiere apagar droides sabriamos sobrevivir ellos los humanos enfocan artes ciencias droides hacen demas parecio potente curioso!!!,positive,0.9821485280990601
424,si no pueden meter carcel prueba realizada robot peligro grande democracia fatal cualquier sistema beneficio con ia,negative,0.9950157999992371
425,masa inutil sirva van mantener cara bonita creo i a bestia va devorar decidira aspectos vida,negative,0.991560161113739
426,buen contenido,positive,0.9892280101776123
427,absolutamente excepcional marc!!! enhorabuena despertar comenzado nadie pare,positive,0.9944440722465515
