,Comment,Sentiment,Score
264,primero haria iphone tomarme unas fotos bien perronas jajaja mostrar manzanita,positive,0.9315212965011597
268,regalo hermano cumpleanos,positive,0.9937384128570557
270,jajaja buena broma sigue haci hermano,positive,0.9074997305870056
278,jugaria frifayeeer full hd,positive,0.9082232713699341
280,grabar reels desgraciado,negative,0.9367788434028625
284,usaria regalarlo mama,positive,0.9515923261642456
291,ojala ganar primero haria seria frontiarle hermano fon saca mejores pics suyo,positive,0.9761919975280762
292,neta iphone tomaria fotos filtro calvo senor tienda xd,negative,0.9272149205207825
293,comentario mas likes gay,positive,0.9670611023902893
300,usaria ver mejor bromista mejor cabellera prankedi,positive,0.9537302851676941
305,si ganara ayudaria estudios proyectos,positive,0.9462457895278931
307,usaria grabar bajo falda maestra hermosura,positive,0.956505537033081
310,telefono seria darselo regalo hermano pequeno,positive,0.933903694152832
314,ver prankedy despues jornada trabajo estresante luego iphone estaria huevos,negative,0.906248927116394
315,primero haria grabar senor tienda diga agarraste pendejo jajajaj sigue asi edy anos siguiendo bromas paparazzi,negative,0.934593677520752
316,haria seria dedicarle dios coito prankedy,positive,0.9782466888427734
317,si ganara regalaria madre merece esfuerzo hecho mi,positive,0.9227815866470337
321,usaria ver mejor serie todas vida salvaje cineasta prankedi,positive,0.9941784143447876
335,jugar ml,positive,0.9591536521911621
337,siempre sacas sonrisa,positive,0.9633281826972961
342,usaria mi dia dia anos celxc,positive,0.9075916409492493
345,god prankedi si gano iphone sera seguir atento super material gracias tantas risas,positive,0.994932234287262
346,si gano iphone primero seria disfrutarlo todas funciones,positive,0.9259558320045471
347,mandar foto nepe compa vea chido android ve bien,positive,0.9459465742111206
351,declaraciones fuertes jajaja,positive,0.9844473600387573
352,primero haria si gano iphone tomar mejor fotos emprendimiento arrancando,positive,0.9472286701202393
355,gustaria tenerlo escuela usos personales,positive,0.9251053333282471
356,nunca gano si gano sera regalo,positive,0.912790834903717
359,obiamente primero aria ver exsotica serie ganadora oscar mejor contenindo mejor banda sonora mejor cinematografia gran cineasta prankedi vida salvaje,positive,0.992892861366272
360,grabaria companeras tangita,positive,0.9275966286659241
361,regalo jefecita renueve iphone,positive,0.9634110927581787
362,si gano cel usaria ver dia dios prankedy,positive,0.9442641735076904
364,usaria ver prank,positive,0.9680886268615723
365,si iphone primero haria seria presumir jajaja nunca anos vida uno saludos prank!!,positive,0.9718309640884399
371,crack hermano sigo anos siguela rompiendo,positive,0.9239704012870789
373,haria tomar fotos graduacion universidad,positive,0.9334839582443237
374,suerte pal aifon,positive,0.9757340550422668
375,deslactosado aguantas entera jajajajajajaja,positive,0.9070404171943665
378,quiero deseo,positive,0.9248021841049194
379,usaria escuela mio puteado,negative,0.9141629338264465
383,primero q haria decir ere pobre aifon,negative,0.9892788529396057
389,usaria ver prank,positive,0.9680886268615723
392,necesito cambio telefono estaria genial ganarlo,positive,0.9806869626045227
393,usaria ver bromas!!,positive,0.9243801832199097
395,mio esta feo haria favor,negative,0.9666029810905457
397,iphone ayudaria poder estudiar cinematografia tener buen presupuesto universidad,positive,0.9895977973937988
398,usaria ver prank,positive,0.9680886268615723
399,tomaria muchas fotos familia hermosa,positive,0.9933789968490601
401,problemas gustaria usarlos hacer chamba fotografia grabaciones primera chamba,positive,0.9400457143783569
402,iphone ayudaria poder estudiar cinematografia tener buen presupuesto universidad,positive,0.9895977973937988
404,usaria cel ver maraton prankedy,positive,0.9216316342353821
405,usaria ver prank,positive,0.9680886268615723
407,primero haria poder ocuparlo escuela poder tomar mejores fotos cursos fotografia,positive,0.9048817157745361
408,si gano iphone venderia completar protesis hija recien operada,negative,0.9489780068397522
410,usaria ver prank,positive,0.9680886268615723
413,iphone ahora si buenas selfies jaja,positive,0.9894486665725708
414,si gano iphone dare mama ser apoyado dia dia merece todavia mas,positive,0.9286482930183411
419,usaria ver prank,positive,0.9680886268615723
421,verte yutu mejor calidad,positive,0.9931562542915344
422,primero q haria iphone borrar cuenta,negative,0.9515007734298706
424,pondria tocar grabar,positive,0.9667202830314636
425,usaria ver prank,positive,0.9680886268615723
429,like quiero iphone jugar eh utilizarlo trabajo seria super genial ganarmelo,positive,0.9761825203895569
431,iphone ayudaria poder estudiar cinematografia tener buen presupuesto universidad,positive,0.9895977973937988
433,disfruta novela puedes traer unas palomitas,positive,0.9958094358444214
434,usaria ver prank,positive,0.9680886268615723
435,haria iphone regalarselo madre telefono robaron hace dias oportunidad conseguirse,negative,0.924817681312561
436,se regalaria papa el telefono pues como viene si cumpleanos seria buen regalo,positive,0.9628500938415527
437,tomar fotos luna,positive,0.9092262983322144
438,hola prankedy rappi tambien esta ecuador osea dias,positive,0.9897615313529968
439,usaria ver prank,positive,0.9680886268615723
441,usaria cel cambiar mio puteado,negative,0.9135834574699402
442,usaria ver prank,positive,0.9680886268615723
443,ja jaja pasas proteina bro,positive,0.932344377040863
444,si iphone pro max fin pudiera decir tu ere pobre iphone,negative,0.9776648879051208
446,usaria ver prank,positive,0.9680886268615723
447,usare negocio,positive,0.9439472556114197
450,ver si gano mio fallando dios ayudame favor,positive,0.9444940686225891
451,volverme youtuber,positive,0.9781553149223328
456,usaria ver prank,positive,0.9680886268615723
460,primero haria sacar fotos jajaja,positive,0.9667746424674988
465,regalaria hermano,positive,0.9746670126914978
466,ojala gane regalarselo mama,positive,0.9920152425765991
472,trabajar,positive,0.975985050201416
474,aprovechadia maximo ahora entrare nuevo facultad,positive,0.9891228079795837
478,primero haria si gano iphone tomar fotos chidas utilizaria facu,negative,0.9607506394386292
481,si gano presumo hermano xd,positive,0.9397788643836975
482,manzana,positive,0.9233003854751587
484,si gano phone seria poder acabar carrera uni jajaja,positive,0.9293787479400635
486,si gano regalo esposa jaja saludos,positive,0.9912234544754028
488,regalarselo hermano broo,positive,0.9281388521194458
489,si gano iphone emocionaria,positive,0.9551618695259094
495,poder participar ganarlo,positive,0.980048656463623
498,nuevo celu pa ver mas prankedy,positive,0.9815266728401184
505,si gano iphone seria feliz,positive,0.944654107093811
508,ver prankedy,positive,0.9155761003494263
511,ocuparia poder hacer examenes mejor,positive,0.9757823944091797
514,verdad seria genial ganarme iphone regalaria hermanita saco beca yes buena estudiante !,positive,0.9917359948158264
516,regalar tamagochi,positive,0.9770287871360779
517,regalarlo mi abuela poder hablar hijos,positive,0.9554298520088196
518,si regalas iphone mirare only fans rey mysterio saludos,positive,0.9775500297546387
520,darle gracias hacerle broma senor tienda haria honor prankedy jajaja,positive,0.9932196736335754
521,iphone primero descargaria youtube pongo ver bromas we llama prankedy,negative,0.9530640840530396
522,ayudaria realizar trabajos universidad,positive,0.9848802089691162
524,si gano regalo mama vea prankedy jaja,positive,0.9454302787780762
528,iphone grabaria dia bukele presidente vez saludos salvador,positive,0.9731561541557312
530,jaajsajsaja que reaccionan asi fuerte?? pnchs simios jasajsaja hacen saber broma kgo risa jjakskakskaja,negative,0.9654661417007446
531,haria seria tomar unas fotos epicas,positive,0.937205970287323
533,regalaria celular mama,positive,0.9765648245811462
537,usaria administrar bien redes grabar mejor calidad contenido,positive,0.9355025887489319
539,mi gustaria telefono poder tener mas facilidades uni,positive,0.9129237532615662
541,verdad si gano regalaria novia celular sirve seria buen regalo aniversario pronto,positive,0.9789230823516846
546,iphone tendria buen dispositivo poder utilizarlo estudios,positive,0.9523183703422546
548,suerte,positive,0.9939805269241333
549,si resulto ganador ocuparia darle uso correcto universidad chamba,positive,0.9011266827583313
551,primero seria abrirlo darte gracias,positive,0.9883586168289185
561,primero aria gritar saltar emocion regalaria esposa,positive,0.9485085606575012
564,ana,positive,0.9006303548812866
565,si ganara iphone primero haria seria sacar unas buenas fotos tecnologia camara,positive,0.9128788709640503
566,iphone haria septimo arte,positive,0.9186130166053772
567,primero haria si ganara iphone seria tomarle buenas fotos seres queridos asi tener buen recuerdo,positive,0.9467501640319824
568,si gano iphone venderia poder comprarle comedor mama,negative,0.9170806407928467
572,si gano iphone regalaria madre regalo febrero saludos bendiciones!,positive,0.9936821460723877
573,tomar muchas fotos,positive,0.9854819774627686
574,deslactosado buena,positive,0.9879900813102722
576,quisiera ganar iphone utilizarlo diario claro seguir viendo troleadas epicas prankedy jaja saludos,positive,0.9895368814468384
581,fin esperaba cuadra parte buena bromas,positive,0.9535937905311584
582,si ganara iphone pondria hacer troleos prankedy,negative,0.9271458387374878
586,grande prankedy jajajajs mamo amigo gris ajajajajajj,positive,0.9016079306602478
594,iphone usaria salir adelante proyecto entrenador personal quiero hacer clips ayudar gente tener estilo vida saludable,positive,0.9599497318267822
595,caray ahi salgo,positive,0.9790160655975342
598,si gano telefono saco provecho grabar bien,positive,0.9570239782333374
601,usaria grabar covers guitarra rammstein,positive,0.952186644077301
602,seria mas feliz,positive,0.9813233613967896
603,si gano iphone sacaria muchas fotos paisajes favoritos,positive,0.9694263339042664
605,saludos,positive,0.9938682913780212
606,waos,positive,0.9847053289413452
608,wasa,positive,0.956171989440918
611,unas buenas fotos,positive,0.9907397031784058
612,mejore bromas,positive,0.9790642857551575
615,complice prankedy,negative,0.9159060716629028
616,rie amigo,positive,0.9599664211273193
617,ojala llegue parte,positive,0.9706650972366333
625,primero q haria darte muchas gracias telefono necesito estudiar,positive,0.9949014186859131
628,si gano i phone primero haria tomarme unas buenas fotos,positive,0.9436312317848206
629,haria seria usarlo trabajar,positive,0.9378596544265747
631,si ganara iphones doy hermano mero cumpleanos entonces seria gran regalo,positive,0.9635316729545593
633,usuaria escuela celular anda fallando,negative,0.954090416431427
635,ven bien actuados,positive,0.9888918995857239
639,ia usaste voces???,negative,0.9522013068199158
640,verdad sirve ocupo estudios celular feo,negative,0.9515560865402222
644,gane iphone gei ojala gane,positive,0.966715395450592
647,hacer trholeos masivos,negative,0.9860889315605164
649,ver prankedy tomar muchisimas fotos,positive,0.975906491279602
652,manches prankgod van volver romper lap bro jajaja si ganara iphone regalaria hermana,negative,0.9262574315071106
653,primero aria iphone seria ver jaja,positive,0.9226442575454712
660,primero q haria si gano celular seria darte gracias vos prankedy,positive,0.9791585803031921
661,puede gane bro aun asi comento si acaso pasa chido pues primero haria seria ocuparlo pues celular viejos jajaja pues verdad si haria mucha ilusion tener celulares pues sigo insta bueno ojala suerte tqm prankedy,positive,0.9381066560745239
665,primero haria seria agradecerle prankedy,positive,0.9820741415023804
671,primero haria darle gracias pranked contenido sorteos,positive,0.9897792935371399
675,usaria hablar telefono,positive,0.9262034296989441
678,descargaria guasap,positive,0.9498773217201233
679,primero haria seria ver twitch exitoso streamer renombre llamado prankevin,positive,0.9425733685493469
682,telefono regalaria mama empenar encantaba leer el,positive,0.9854293465614319
691,aviento mio basura,negative,0.9158074855804443
692,primero haria iphone decirle amigos tu ere pobre ifon,negative,0.990871012210846
694,mames pincho rueda wey jajajaha!!!,negative,0.9182977676391602
700,quiza venderlo gastos universidad,negative,0.9102703332901001
702,tomaria unas mega fotos insectos verian impresionantes vdd,positive,0.963879406452179
703,primero q haria darte gracias men,positive,0.9944602251052856
704,primero q haria darte gracias men,positive,0.9944602251052856
707,primero q haria si gano celular seria darte gracias vos,positive,0.9844654202461243
708,doy cel traigo hijo,positive,0.9098091721534729
713,aria telefono echarle mas ganas estudio,positive,0.9621724486351013
714,si gano iphone usaria actividades diarias nuevo emprendimiento,positive,0.9493144750595093
716,si gano iphone primero haria seria vender,negative,0.9018847942352295
723,primero haria iphone intentar hackear corazon bb,negative,0.9539773464202881
727,tomarme unas fotos,positive,0.9529614448547363
730,haria seria decirte si cambias carrito chevycito asi pa moverme mas facil uni sacar pasear morras jajaja,positive,0.9449317455291748
731,primero haria telefono calarlo si chingas pasa prueba siguiente sera descargar fondos pantalla bicho,negative,0.9740473628044128
732,primero haria iphone seria grabar broma,negative,0.9824026823043823
740,primero haria iphone seria tomarme unas selfies bien insanas prankebyn,negative,0.9282232522964478
742,si ganara daria mama,positive,0.9211632609367371
745,primero haria configurarlo no? sino publicar insta gane iphone,negative,0.9058039784431458
748,si gano usaria realizar mejores trabajos proyectos universitarios,positive,0.9836398959159851
751,regalaria carnal telefono,positive,0.9072985053062439
752,si gano iphone primero haria seria ponerle funda ve mas perro color negro ctm precioso!,positive,0.9744713306427002
754,celular bien puteado ya necesito cambiar foto perfil iphone espejo jajajajaja,positive,0.9182867407798767
756,escucharia musica,positive,0.9572452306747437
759,disfrutarlo!,positive,0.9961949586868286
762,usaria telefono estudios jugar ademas gusta calidad fotografia iphone,positive,0.9042092561721802
766,primero aria iphone hacer contenido mejor crecer negocio gracias iphone jeje saludos,positive,0.994205892086029
770,holaaaaa,positive,0.9902254939079285
785,si ganara iphone rifa primero haria seria destruir x pro alv,negative,0.9791502356529236
789,descargar gta remasterizado,positive,0.9774665236473083
791,q haria si gano ps vdd venderia pq si ocupo lana hermanooo aun asi suelta broo,negative,0.9376415014266968
797,regalaria mama,positive,0.9813702702522278
798,si gano regalo esposa,positive,0.9549023509025574
801,hola prankedy yo descagaria ia iphone para bromear amigos exito bro,positive,0.9091185927391052
807,hola prankedy quiero iphone poder hacer streams juegos nunca eh podido celulares buenos,positive,0.9811581969261169
808,ay prankedy expones llantas ponchadas laptops quebradas p p d si ganara iphone primero haria seria ver que tal camara,negative,0.9752995371818542
811,primero haria regalarle telefono viejito mama descargaria fl studio producir musica alcanza computadora sacaria maximo provecho,positive,0.9093950390815735
814,primero haria seria ver bajar ia hacer mismas bromas prankedy jajaja jalas wey,negative,0.9176217317581177
817,pues primero voy hacer iphone seria tomar chingo fotos empezar tener mas popularidad redes xd darle gracias prankedy,positive,0.9656065106391907
821,primero aria iphone meterle aplicaciones meterme youtube,negative,0.9212815761566162
825,primero haria regalarselo mama,positive,0.9531077146530151
826,gustaria ganarlo pq mio esta vrga gg,positive,0.9683042764663696
830,si gano iphone empezaria grabar gustaria meterme curso fotografia direccion peliculas creo llame asi punto jajaja gracias edy,positive,0.9861004948616028
831,alch quiero fon mio va explotar xd,negative,0.942724347114563
833,teamo,positive,0.9381439089775085
834,si gano iphone regalo toxica,negative,0.971045970916748
837,si gano iphone ayudaria mi escuela buen telefono guardar hacer trabajos uni,positive,0.9670820236206055
839,primero iphone seria descargar tiktok ver nuevos trends,positive,0.9424054026603699
840,quiero iphone sacar unas buenas fotos,positive,0.9728780388832092
842,primero podria hacer regalarselo ama,positive,0.9661058187484741
845,primero haria si gano iphone aprenderme chambear jajaja serviria proyectos trabajo,positive,0.9331992268562317
850,ganar iphone dono renegul papa,positive,0.9436925649642944
851,si gano regalaria papa,positive,0.908122181892395
858,ojala dios kiera ganar,positive,0.9743397235870361
861,ganar iphone dono renegul papa,positive,0.9436925649642944
862,haria iphone seria universidad telefono lento si gustaria tener,negative,0.9318026304244995
864,primero haria iphone tirar android chingada,negative,0.9700829386711121
868,si gano voy vacaciones mexico asi tomamos unas cervezas!,positive,0.9532247185707092
871,ganar iphone dono renegul papa,positive,0.9436925649642944
877,si gano iphone ps nose voy hacer jajaja,positive,0.9162425994873047
878,jajaj,positive,0.9586194157600403
879,alch quiero ganar iphone fotos cel salen bien qleras ocupo nuevo,positive,0.906663179397583
880,nunca gane verdad gustaria ganar mi mama,positive,0.9540233612060547
881,ganar iphone dono renegul papa,positive,0.9436925649642944
884,crack,positive,0.9034751653671265
888,primero haria hacer bromas ia,negative,0.98580002784729
891,primero haria tomar fotos ver calidad camara,positive,0.90801602602005
894,si gano grabaria mejor contenido voy empezando,positive,0.9801417589187622
897,jajajajaja buena,positive,0.9902812242507935
898,usaria iphone reemplazar telefono q esta estrellado jsjs,negative,0.9381657242774963
899,aburrieron bromas ia no nuevo?,negative,0.9740158319473267
901,si gano regalaria novia jajaja,positive,0.9758140444755554
903,prankedy pasaste pobre moe szyslak,negative,0.9696494340896606
905,bro metele huevos bro verdad siempre eh sido fan competencia vienen fuertes animo prankedy mas explicito bro,positive,0.9726725220680237
906,si gano emocionaria jaja,positive,0.9752018451690674
907,siempre mejores bromas lord,positive,0.9910311698913574
910,primero haria regalaselo papa,positive,0.9302356243133545
912,si gano primero haria seria hacer llamada broma,negative,0.9550896883010864
914,primero haria seria regalarselo mama aun cuneta buen celular,positive,0.9696794748306274
919,voy usar grabar,positive,0.9466501474380493
921,culero peor judas jajaj,negative,0.9661257266998291
935,primero haria regalaselo papa,positive,0.9302356243133545
941,haria si gano regalarlo hermano menor cumpleanos,positive,0.9092369079589844
946,prankedy leyenda viva creador mas leyendas senor tienda,positive,0.9255813956260681
950,si gano busco recetas elaborar mayonesa casera,positive,0.9544931650161743
958,primero haria seria instalarle youtube seguir viendo prankedy saludos,positive,0.9523308277130127
959,si gano iphone seria util trabajo saludos,positive,0.9817178249359131
961,ganar iphone suscribiria onlyfans rey misterio,positive,0.9759684801101685
963,si gano podre tomar fotos buena calidad disfrutar pasatiempo,positive,0.9762479662895203
964,seria chido ganarmelo ocuparia escuela ayudaria traba muchisimo,positive,0.9506559371948242
965,ganar iphone suscribiria onlyfans rey misterio,positive,0.9759684801101685
968,primero haria regalarle mio carnal esta feo cel todavia termino pagar celular si regalo nuevo carnal,negative,0.952156126499176
971,haria seria hacerme onlyfans tomarme fotos bien puercas iphone pa vean bien perronas,negative,0.9513338804244995
972,hombre,positive,0.9781638383865356
997,haria emocionante usaria escuela,positive,0.9584876298904419
999,iphone primero que aria crear cuenta icloud hacer poder descargar app youtube instagram asi poder registrarme ambas paginas espero ganar,positive,0.9688346982002258
1003,hola amigo gustaria participar iphone regalarlo esposa,positive,0.9695141911506653
1004,regalaria novia,positive,0.9916662573814392
1006,usaria iphone grabar broma chida honor compa prankedy v,negative,0.9722024202346802
1007,lord! si gano iphone podre usarlo chamba!,positive,0.9745717644691467
1008,si gano iphone disfruto,positive,0.9057281017303467
1011,haria mandarte mensaje ideas bromas vienen mente buenas tal vez funcionen seguro van encantar!!,positive,0.9904965162277222
1023,i phone veria youtube,positive,0.9250524640083313
1026,si gano iphone usaria sueno frustrado hacer cine el iphone buena camara eso muchas gracias prankedy risas sacas,positive,0.9382442235946655
1027,haria seria ver prankedy,positive,0.9638248085975647
1031,jajajajajajaja brga,positive,0.9053566455841064
1032,usaria grabar david guetta edc,positive,0.9572378993034363
1035,si gano premio grabare contenido gg,positive,0.9419477581977844
1036,si gano usaria realizar mejores trabajos proyectos universitarios,positive,0.9836398959159851
1038,bro hace dia,positive,0.9671634435653687
1039,iphone regalaria hija xk siempre recuerda k compre celular,positive,0.9651491045951843
1040,aifon veria onlyfans rey misterio,positive,0.9377721548080444
1042,primero haria iphone ver toda saga bromas senor ciber,negative,0.9061523079872131
1043,super!! estan buenas bromas jaja,positive,0.9903692603111267
1044,primero haria seria destapar caja usar iphone,negative,0.9476246237754822
1046,si gano primero haria seria ver nopor pensando prankedy echo dicen negro whatsapp,negative,0.9022538065910339
1050,fotos,positive,0.9521670341491699
1056,pues primero haria seria regalarselo ama,positive,0.9186723828315735
1057,seria genial ganarme iphone,positive,0.9634029865264893
1058,quiero iphone que gracias favor,positive,0.9882872700691223
1059,si gano primero haria seria cagarme emocion xd,negative,0.9583081603050232
1061,si gano regalo mama ano gustaria cambiarle cel podido,positive,0.939412534236908
1062,haria sera aprovecharlo maximo,positive,0.9188595414161682
1074,primero haria destapar celular ahi usar iphone,negative,0.919991672039032
1078,voy ganar madres,positive,0.9712542295455933
1080,primero primero darle gracias dios prankedy,positive,0.9948563575744629
1082,utilizaria iphone telefono normal debido mio defectuoso costo reparacion demasiado alto,negative,0.9924060702323914
1091,si gano iphone presumo camaradas jaja,positive,0.9253174662590027
1092,primero haria telefono regalarcelo esposa anda cel esta pa basura,negative,0.9435096979141235
1095,si ganara primero haria ver bromas prankedy,negative,0.9429996609687805
1098,si gano doy besito,positive,0.9446996450424194
1100,ver,positive,0.9745659828186035
1103,si ganara iphone porfin tomaria buenas fotos paisajes,positive,0.939286470413208
1108,usaria chamba facilitaria,positive,0.9113940000534058
1112,primerito seria darte gracias bro,positive,0.9954788684844971
1121,harry,positive,0.9527392387390137
1122,wey siempre alegra dias bromas mejor pinche rey bromas pese pase jajajaja,positive,0.9695442318916321
1123,primero aria ver osos maduros,positive,0.9089105129241943
1125,cel hermana,positive,0.9108080863952637
1134,oye compa buen compa,positive,0.9941351413726807
1135,si gano iphone regalo mio novia xd,positive,0.9349603056907654
1136,si gano regalo esposa,positive,0.9549023509025574
1144,voy ver mas bromas ipone saludos,positive,0.9660506248474121
1154,iphone gane voy tomar muchas fotos perrito,positive,0.9586648344993591
1157,llama,positive,0.9332072138786316
1162,hola si ganara iphone usaria ser feliz,positive,0.9823490977287292
1169,quiero ganar daria telefono actual hermana entonces comienzo grabar contenido ano bueno,positive,0.989486575126648
1170,iphone grabo tio chile bien orgulloso cm,positive,0.9925289750099182
1175,pa tomar fotos mejores android estan pa vrg,positive,0.9776846766471863
1179,increible llanta,positive,0.9708501100540161
1185,grabaria nuevo zaza,positive,0.9716446995735168
1187,verdad necesito nuevo celular cual poder estudiar mejor celular da,positive,0.9401288628578186
1190,quiero ganar,positive,0.9676991105079651
1192,saludos,positive,0.9938682913780212
1194,iphone pongo ver packs prima,positive,0.929976761341095
1197,haria seria regalarlo hermano menor,positive,0.904886782169342
1198,si gano iphone verdad usaria trabajo si necesito fon buen almacen saludos cdmx,positive,0.9803393483161926
1203,daria mama celular,positive,0.9517848491668701
1204,regalaria hermana,positive,0.9673370718955994
1205,regalarselo nova siempre querido,positive,0.9937784075737
1207,deslactosado jajajajaja mms,positive,0.9914964437484741
1208,necesito cel nuevo bro ya esta fallando,negative,0.9757330417633057
1211,hey,positive,0.9386231899261475
1214,tio,positive,0.9463186860084534
1215,hola si gano iphone primero voy hacer usarlo trabajar,positive,0.9125943183898926
