,Comment,Sentiment,Score
105,si ganara iphone utilizaria tomarle fotos gatas,negative,0.9272858500480652
108,si gano regalo mama tantos anos soportarme jajaja,positive,0.9474944472312927
110,primero haria seria decir ere pobre aipon xd,negative,0.9905580282211304
115,encantaria tener iphone mejor regalaria mama toda vida deseado iphone nunca podido comprar,positive,0.9913495779037476
117,subir historia gane,positive,0.9778122305870056
118,redmi a hace anos mas haga chambas alcanza nuevo vendria bien verdad chafa ultimas diosito ayudame,positive,0.9385843276977539
123,si gano iphone venderia dolor poder pagar cirugia perro,negative,0.9678951501846313
124,nuevo telefono caeria perlas,positive,0.9613577723503113
126,ganarme iphone regalare esposa,positive,0.9355508089065552
127,regalarselo mama si ganara suerte,positive,0.972515344619751
132,primero haria seria solo usarlo estaria mal cambio telefono verdad,negative,0.9359050989151001
133,iphone seguiria viendo serie tan genial,positive,0.985983669757843
134,mamas prankedy haciendole broma wey destornillador pudo haberr encajado ventana,negative,0.9379964470863342
135,necesito darselo mama,positive,0.9474341869354248
142,descargar frifayer,positive,0.9785848259925842
144,iphone si gano daria mama telefono bueno,positive,0.9622011184692383
147,si gano iphone venderia empezar negocio,negative,0.9326300621032715
149,regalaria esposa vender celular estabamos mal momento podido comprarle celular,negative,0.9702340960502625
161,espero poder ganarle venderlo comprar material terminar bano casa,positive,0.9400175213813782
162,toca ganar jaja,positive,0.9860358238220215
163,haria iphone seria venderlo quedarmelo espero gane mejor prankedy,positive,0.987673819065094
165,primero haria seria configurarlo jajaj saludos prankedy extranaba!!! concierto ramstein parecer,positive,0.9906022548675537
166,pinchi prankedy exito carnal tiempo q veo saludito puebla,positive,0.9869400858879089
168,daria lphone mama vea face,positive,0.9769716858863831
175,descargar cod,positive,0.9786564111709595
185,iphone vdd venderia porq necesito dinero pagar escuela utiles q m siguen faltando ayudar papas gastos casa,negative,0.9300472736358643
187,daria iphone novia!,positive,0.9651650786399841
190,primero haria seria tomarle fotos dibujos subirlos vez todas !! saludos,positive,0.9893409609794617
192,toca ganar estudiar,positive,0.9803674221038818
193,primero haria seria sacar fotos bien buenardas celular saca unas tan malas,negative,0.9010523557662964
196,mejores fotos tatuajes,positive,0.993282675743103
199,ps primero haria seria pasar contactos crlular n sirve touch ddl madrazo que diron uni,negative,0.9304171800613403
204,siempre pienso madre verdad daria,positive,0.9792979955673218
207,iphone subiria fotos k jajaa,positive,0.9040241241455078
212,si gano usare grabar musica proyectos universidad,positive,0.9648701548576355
214,si gano iphone remplazo anda ultimas! saludos,positive,0.9226435422897339
220,jajajaja cristiano mjr q messi,positive,0.9484468102455139
222,ocupo mas memoria actual esta cansado jefe jaja pa festejar maraton prankedys,negative,0.9060608744621277
227,regalaria ami mama q porta toda madre conmigo,positive,0.9624856114387512
229,espero ganar prendekt,positive,0.9914945363998413
230,usarlo luego luego,positive,0.9615998864173889
237,regalo celular madre pueda seguir publicando contenido negocio,positive,0.9333831071853638
238,quisiera ganar poder jugar free fire lag,positive,0.9307511448860168
244,primero haria seria darte gracias llorar emocion,positive,0.9796118140220642
248,haria telefono hacer bromas ia,negative,0.9743337035179138
252,estrenar celular despues anos,positive,0.9815427660942078
257,jajaja buena,positive,0.9912187457084656
260,subir historia diciendo gane sorteo xd,positive,0.9273530840873718
262,jajaja pondria super contento si ganara pues primero haria seria prenderlo no?,positive,0.9170158505439758
263,primero haria si gano iphone darselo madre que buen celular,positive,0.9829422235488892
265,primero haria agradecerte si gano iphone,positive,0.9761825203895569
269,comentario prankedi regale iphone necesito escuela hasta aqui olle rujido tripas xd,negative,0.9746476411819458
271,laic,positive,0.9138078689575195
272,regalaria esposa telefono sirve bien,positive,0.9514467120170593
275,ojala ganara iphone pro max quiero saber ganar sorteo nunca eh ganado podria feliz,positive,0.9606596827507019
276,regalo iphone gfa quiera traigo pro max igual gustaria ganar bendiciones chachauuu,positive,0.9882870316505432
277,pues creo gane veda primero aria seria darle celular mama conexion familiares apenas entrare universidad pues caeria bien ayuda edy,positive,0.9384372234344482
278,iphone iria tomar fotos senor tienda molestarlo,negative,0.9144324064254761
279,llamaria mama c,positive,0.9480422735214233
281,primero haria seria darselo regalo cumpleanos senora,positive,0.9606184363365173
282,si iphone seria feliz iphone super estrellado quisiera nuevo crear contenido musica,positive,0.9616277813911438
284,si gano iphone seria mas feliz mundo sigo hace anos,positive,0.9265575408935547
285,tio prankedy quiero ganarme celular necesito trabajo estafaron vez vendiendo uno espero haga,negative,0.9834101796150208
287,pa escuela si m ayudariaaa,positive,0.9092656970024109
290,comentar gane,positive,0.9588019251823425
292,iria rammstein subir unas historias bien perronas,positive,0.976387619972229
293,primero aria comentarle familia gane iphone sonrisa,positive,0.9666658043861389
296,primero haria suscribirme vez,positive,0.9387471675872803
302,regalaria iphone mama cel anda chafiando,negative,0.9080101251602173
304,iphone porfin podre cambiar ladrillo darselo jefita querida,positive,0.973313570022583
306,primero haria comentar gane,positive,0.9511765837669373
309,nunca iphone vida encantaria tener jajaja sueno bien interesado jajaja,positive,0.9945223331451416
310,descargaria ia hacer bromas similares xd,negative,0.953604519367218
313,grande prankedy,positive,0.9779146909713745
316,celular estudiar,positive,0.9574056267738342
322,usaria destruir mio super viejo traba,negative,0.9697643518447876
324,aria seria ponerme feliz agradecer arribaes nunca phone,positive,0.9886265397071838
326,iphone puedo mejorar emprendimiento,positive,0.9668428301811218
329,grabar cm poder,positive,0.9833486676216125
330,utilisaria estudiar,positive,0.9892597198486328
331,si gano iphone primero haria seria venderlo,negative,0.9142379760742188
332,primero haria ver unas porquis jajaja,positive,0.970943808555603
333,iphone puedo trabajar mejor,positive,0.9780722856521606
335,primero haria si gano seria empezar negocio ayudame edy,positive,0.919910728931427
336,agradeceria pues disfrutarlo,positive,0.9951245188713074
339,usaria trabajar,positive,0.9328849911689758
342,jugaria juegos epicos,positive,0.9498862624168396
346,escuela alch espacio libros pdf xdd,positive,0.902511715888977
350,primero haria tomarme foto checar camara saludos,positive,0.9828291535377502
352,di likeeeee suscribi segunda cuenta apa,positive,0.9638809561729431
353,jajaja gane iphone voy trolear wey jajaja,positive,0.9651960730552673
354,utilizaria empezar tomar primeras fotos profesionales editando usar distintos programas escuela,positive,0.9196498394012451
355,ero q haria iphone seria pagar only fans rey misterio chsm diablo,negative,0.9534448385238647
356,grita siuuu,positive,0.9038845300674438
359,quiero,positive,0.9677879810333252
364,echarme gameplays cod mobile,positive,0.920625627040863
367,encantaria regalarselo mama regalo merece,positive,0.9960551261901855
369,jugar jugar,positive,0.9552926421165466
370,telefono haria mejor proyectos saludos,positive,0.978371262550354
371,regalaria cumpleanos,positive,0.9842581748962402
372,laik v,positive,0.9457876682281494
373,primero haria si ganaria iphone decir tu eri pobre aifon,negative,0.9719595909118652
376,veria bien perro fresa marque elektra,positive,0.9461965560913086
377,bailar,positive,0.9688981771469116
378,primero haria si gano iphone seria ser tan perro presumido sherk buchon colonia puro iphone plebes escribir todas plebitas ig,negative,0.9889621138572693
380,tomar clips fotos perronas,positive,0.9661096334457397
381,gane iphone podre darle telefono sobrina,positive,0.927342414855957
383,seguir viendo bromas,positive,0.9662965536117554
384,si gano iphone empiezo hacer musica faraon love shady!!!!,positive,0.9879586696624756
385,tomaria unas buenas foticos eddy,positive,0.9514325857162476
388,toca ganar,positive,0.9876153469085693
389,usaria poder trabajar accidente hace dos meses perdidas materiales despues cirugias aqui sigo gad tengo todas pruebas esto,negative,0.9630366563796997
393,jajaj,positive,0.9586194157600403
394,si gano iphone regalo mama,positive,0.9293849468231201
401,ver porn,positive,0.9691711068153381
402,ver prankedy,positive,0.9155761003494263
403,encantaria ganarmelo regalarselo mama,positive,0.9947308301925659
404,jaja nacos mexicanos siempre dan mucha risa,positive,0.9791920185089111
406,regalaria bb,positive,0.9603348970413208
407,ufff mejor manera alegrar nochi,positive,0.93970787525177
408,haria iphone serian bromas jajaja rifado,negative,0.9559095501899719
413,jugar frifair,positive,0.9086349010467529
414,primero haria iphone seria usarlo trabajo requiero tener mas calidad camara alcatel one touch fotos salen malas,negative,0.9870650768280029
420,primero haria seria estrenar celular,positive,0.905792236328125
423,si gano regalo esposa,positive,0.9549023509025574
426,jugaria brawl star,positive,0.9151637554168701
429,ver vidios buen kedy,positive,0.9743938446044922
431,primero tomarme fotos,positive,0.9103741645812988
446,regalaria hermana,positive,0.9673370718955994
447,regalarselo novia quiere uno ahorrando darselo ganarlo ayudaria demasiado,positive,0.927611231803894
448,usaria ver contenido sinceramente favorito sacarle buen provecho estudios,positive,0.9961267113685608
453,regalarselo jefita sirve jajaja,positive,0.9887265563011169
454,usaria iphone ver only rey misterio dedicarle unas chairas,positive,0.9598281383514404
455,holaaa edy primero haria si ganara iphone seria darte graciasss,positive,0.992689311504364
459,gustaria ganarme telefono tomar mejores fotos proyectos,positive,0.9840022325515747
461,que enojas?,negative,0.989120602607727
467,estan chidas bromas bro rayado saludos tuxtla gutierrez chiapas,negative,0.9555037021636963
469,si gano estaria mambo seguir viendo contenido esta perron hazme buena parillo,positive,0.9092981219291687
470,haria? disfrutaria muchisimo,positive,0.9846519231796265
471,si gano iphone seria pobre tendria iphone,negative,0.9687777757644653
472,pa cod,positive,0.9498801231384277
476,si gano pues gane jaja,positive,0.9418193697929382
479,primero haria si gano iphone seria compartir redes sociales ganador utilizarlo trabajo,positive,0.9187850952148438
480,unas buenas selfies renovarlo mas d anos vida,positive,0.9930047392845154
482,naaa cierto rifas puro paro,negative,0.9540416598320007
486,vendo apartar terreno necesita toda familia sigo hace tiempote guapo,positive,0.9558970928192139
487,pues verdad ayudaria empiezo crear contenido principalmente tiktok camara mejor calidad,positive,0.9817372560501099
488,verte twitch,positive,0.9840938448905945
490,regalar familiar,positive,0.9777606129646301
501,primero agradezco msj iphone despues tomaria unas fotos,positive,0.982437014579773
504,primero agradezco msj iphone despues tomaria unas fotos,positive,0.982437014579773
505,di laik,positive,0.9093831777572632
508,primero agradezco msj iphone despues tomaria unas fotos,positive,0.982437014579773
509,pa regalarselo gfe,positive,0.9746875166893005
514,si gano iphone regalaria mama,positive,0.9226085543632507
515,wow,positive,0.9687098860740662
519,primero agradezco msj iphone despues tomaria unas fotos,positive,0.982437014579773
520,iphone tendria regalo febrero novia,positive,0.9454911947250366
521,primero seria descargar free fire,positive,0.9048376679420471
522,seguir estudiando linea,positive,0.9949023723602295
524,primero agradezco msj iphone despues tomaria unas fotos,positive,0.982437014579773
525,utilizaria telefono grabar editar mejor veideos universidad,positive,0.9437687993049622
530,si gano iphone usaria trabajo jaja,positive,0.917481541633606
532,si gano iphone primero haria seria vender cel salir unas deudas,negative,0.9342567324638367
534,haria iphone daria hermana fan celulares jajajaja,positive,0.9727365970611572
535,primero agradezco msj iphone despues tomaria unas fotos,positive,0.982437014579773
536,hola prankedys esque gfesita celular viejo cuesta trabajo usarlo trabajo asi pienso darle iphone espero ganarlo gracias,positive,0.9843926429748535
537,gustaria ganar iphone dinero comprarmelo tomarle fotos bonitas hija viene camino,positive,0.9391791224479675
539,regalaria novia cumple anos febrero,positive,0.9915687441825867
545,daria mama creo seria mejor regalo podria dar,positive,0.9712850451469421
548,toca ganar,positive,0.9876153469085693
550,regalo bro lleva tiempo telefono,positive,0.9572355151176453
560,usaria crear contenido buen prankedy,positive,0.9578694701194763
561,ver mas bromas jajaj god,positive,0.9826765060424805
562,si gano iphone paso traigo esposa,positive,0.902828574180603
564,quiero ganar,positive,0.9676991105079651
565,iphone tomaria fotos sobrina tener momentos inolvidables,positive,0.9944193959236145
569,hijo mother creo darle buena jubilada phone hace anos jaja estaria perro cambiarlo gracias regalos prankedy siempre humilde,positive,0.9960000514984131
575,descargar juegos,positive,0.9880101084709167
576,descargar juegos,positive,0.9880101084709167
577,si gano daria mama,positive,0.9330652952194214
579,si gano iphone primero haria seria darle cel compa cel bien jodido,negative,0.9726584553718567
580,tomar muchas fotos,positive,0.9854819774627686
582,primero haria ver idioma inventado jajajaj,positive,0.9598848223686218
586,mejor amigo jsjsjsjs,positive,0.9886435866355896
587,descargar juegos,positive,0.9880101084709167
588,prankedy se si puedo participar mexico si llego ganarme iphone usaria mucho momento poseo celular toca usar mama seria gran ayuda,positive,0.9817342758178711
591,caracoles quiero,positive,0.9800902605056763
595,haria seria usarlo hacer crecer negocio,positive,0.9568199515342712
596,usare trabajo,positive,0.9783685207366943
600,tomar unas fotos,positive,0.9672931432723999
604,regalaria esposa,positive,0.9766855835914612
606,veria porno nuevo bebe,positive,0.9091459512710571
611,pues si ganara phone verdad daria hermana sueno siempre sido tener phone ella esta universidad serviria estudios pues cosas personales bueno saludos prankedy,positive,0.9900796413421631
613,primero haria si gano iphone seria ayudarme estudiar mejor carrera medicina telefono saco informacion los libros digitales da mas,positive,0.9016071557998657
616,quiero iphone regalo cumpleanos,positive,0.9773082137107849
622,regalarselo hijo va ser cumple,positive,0.9701700210571289
623,revenderlo,negative,0.9835714101791382
624,usaria ver enanos resolviendo ecuaciones,positive,0.9501550197601318
625,chale pincharon llanta jajaja quisiera aifon pa ver prankedy k p fps,negative,0.9379904270172119
626,rey bromas jajajaja,positive,0.9501188397407532
627,jajaja bueno llanta comparado sortear iphone,positive,0.9436130523681641
631,primero haria seria cambiar poderoso alcatel jaja,positive,0.9429239630699158
632,pedir rappi poderoso iphone pa rapid in,positive,0.9512442946434021
633,saludos tio edy andamos participando edy cuidese tio,positive,0.9899057745933533
637,amo amo amo,positive,0.9949122071266174
638,tomarme foto mama hospital,positive,0.9216488003730774
639,gane,positive,0.9644156694412231
640,regalaria mama,positive,0.9813702702522278
642,prankedi si gano aifon hecharia chingo ganas uni terminando quiero ir usa conocer papa manana cumple anos conozco bro si quieres pruebas mando instagram creas mas grande sueno conocer papa persona,positive,0.9015361070632935
646,tomar fotos bebe,positive,0.9672529697418213
649,primero haria seria vender mio usar dinero ayudando perritos si gano mando evidencia,negative,0.9426758885383606
650,primero haria seria botar alv celular viejo,negative,0.9172695279121399
651,usaria tomar fotografias antiguo toma bien fotos,positive,0.9544429779052734
653,tomar buenas fotos,positive,0.9906471371650696
655,usare tomar fotos,positive,0.9298819303512573
656,tome fotos,positive,0.9602295756340027
657,quiero ganar iphone regalarselo esposa aserca cumple,positive,0.9878451228141785
662,si gano iphone primero haria agradecerte sacarme muchas sonrisas,positive,0.9599210619926453
663,regalo hija valentina quiere cel nuevo abuela presta esta viejito celular saludos prankedy,positive,0.9763972759246826
664,gustaria ganarlo asi puedo regresarle compa telefono presto jajaj,positive,0.9867873191833496
665,usaria ver tiktok padre,positive,0.9815464615821838
666,tomar fotos estudias fotografia,positive,0.910438597202301
668,usaria tomar muchas fotos,positive,0.9292050004005432
672,usuaria rifarlo pinche gente irresponsable esterilice mascotas dejen andar sacando provecho v cada esterilizacion oportunidad ganarselo opcion venderlo apoyar personas ocupen material hospitalario desabasto medicamentos material,negative,0.9957972764968872
674,seguir dandole like videeeos,positive,0.9501199126243591
676,probar camara unas fotos,positive,0.9335551261901855
681,si gano usaria hacer mas faciles actividades uni,positive,0.9239603281021118
682,pues primero haria seria regalarle telefono mama,positive,0.9156855344772339
684,iphone bueno juegos jaja,positive,0.9854913949966431
687,gustaria ganarmelo regalarselo esposa,positive,0.9793035984039307
689,venderia comprarle buen regalo cumpleanos esposa,positive,0.9424672722816467
691,decirles compas tu ere pobre iphone,negative,0.9906212091445923
692,primero haria regalarlo mama,positive,0.9238642454147339
693,mira si gano iphone daria hermana estudios pasara uni seria milagro dios ganarlo darselo hermana,positive,0.9753021597862244
697,regalaria iphone mama,positive,0.9630193114280701
698,regalarle telefono carnal,positive,0.9122573733329773
701,di like regalamelo fan numero pues usaria bro uso personal,positive,0.9204836487770081
702,cel esta viejo jaja,positive,0.9235947132110596
704,venderlo pagar renta jajajaajajajja saluditos,positive,0.9724997878074646
705,regalo madre telefono,positive,0.9190472960472107
706,jalarmela viendo prankedy jajaja,positive,0.932510495185852
707,voy usar tomar muchas fotos,positive,0.9704712629318237
708,primero aria iphone seria agradecerle prankedy ojala gane,positive,0.9681755304336548
710,sinceramente regalaria ami esposa siempre anhelado contamos recursos necesarios seria buen regalo,positive,0.995876669883728
713,primero aria iphone seria agradecerle prankedy ojala gane,positive,0.9681755304336548
715,si ganara iphone neta veria pornos mejor calidad pinche zte cabron,negative,0.934914767742157
716,laic,positive,0.9138078689575195
718,si gano iphone tendre nuevo celular entonces,positive,0.9149736166000366
720,si gano iphone seria ganador,positive,0.9486593008041382
721,primero aria iphone seria agradecerle prankedy ojala gane,positive,0.9681755304336548
725,primero aria iphone seria agradecerle prankedy ojala gane,positive,0.9681755304336548
729,usaria tomar fotos calidad,positive,0.9170998930931091
731,primero haria iphone seria resumirlo celu barato roto,negative,0.9768847227096558
734,esta bueno iphone usar inteligencia artificial,positive,0.9731855988502502
735,ver calientita hd k jajajaja,positive,0.9796852469444275
736,iphono vere novela videitos insta,positive,0.9730620384216309
737,aria regalarlo hermana cumplira,positive,0.9399346113204956
743,grande sigue siendo grande,positive,0.952012836933136
745,usos epicos ia,positive,0.9536265134811401
747,usaria pa tirar binarios gente,negative,0.9341026544570923
752,ver si gano pa bro,positive,0.906245768070221
753,ver teletubbies,positive,0.9714816212654114
754,buenos pelos k claro si jajajja,positive,0.9935455918312073
760,iphone empezaria subir tiktoks pequena empresa pantalones tendira mejor camara grabar todo estaria mas chido verdad berjeanscolombianos,positive,0.9054902195930481
761,primero haria seria mandarte gracias,positive,0.9880385994911194
765,cr siempre mejor q messi,positive,0.9949706196784973
766,usaria ver nopor jaja,positive,0.9752600789070129
770,usaria iphone tomarme muchas fotos siempre querido uno,positive,0.9791673421859741
773,yo tomaria foto senor tienda jaja,positive,0.9495518803596497
776,si gano iphone regalaria alguien especial,positive,0.9601637721061707
780,si ganara iphone pues diera regalo cumpleanos hermana siempre ah querido,positive,0.9724591970443726
781,usaria mamonear aifon decir ere pobre aifon,negative,0.9927136301994324
785,espero suerte,positive,0.9916113018989563
797,iria venderle iphone algun mongoloide,negative,0.9680831432342529
802,primero llegar casa hacer famosa foto ensenando manzanita,positive,0.9500851035118103
803,si gano iphone nomas voy ver tiktoks jaja,positive,0.9099212884902954
804,si llegara ganar iphone usaria trabajo publicidad diseno grafico digital diferente estilo contenido aprovechar ventajas que poder sacarle maximo provecho,positive,0.9519616365432739
806,ver si andamos suerte,positive,0.9390248656272888
809,si gano iphone voy tomarle fotos flores mama,positive,0.9108675122261047
812,usaria poder trabajar reparto pdtte sigo comienzo,positive,0.9777335524559021
813,usaria ver chingos prankedy,positive,0.9163926839828491
814,iphone serviria trabajar sacarle buen provecho y cuidarlo claro si gustaria ganarlo ya nunca eh ganado asi!!,positive,0.96382075548172
816,usaria poder tener apoyo mis estudios cuento propio pedir prestado poder hacer trabajos tareas,positive,0.9214480519294739
817,grabaria primera chamba,positive,0.9393973350524902
819,primero haria si llegara ser ganador seria ver tutorial aprender usar iphone seria primero tendria vida jajaja saludos,positive,0.985926628112793
821,haria iphone seria jalarmela k osea calidad asi buena pantalla,positive,0.9684821367263794
822,hola prankedy si gano vendo precio justo llevar familia conocer playa!!,positive,0.9885733127593994
824,usaria poder hacer proyectos uni,positive,0.9899935126304626
825,haria iphone? romperle viejito mama broma regalarle nuevo,negative,0.9688783884048462
830,usaria hacer tareas mas comodamente,positive,0.9540414810180664
831,primero haria seria hacer unas bromas inteligencia artificial grosera primos ajaja,negative,0.9952694773674011
833,si gano iphone pues disfrutarlo,positive,0.9702428579330444
834,iphone seguir enriquecer acervo escuchando melodias maestro poesia composicion musical dani flow,positive,0.9896298050880432
835,haria seria regalarlo cumpleanos hija,positive,0.9401152729988098
836,voy ganar tampoco traigo pica hielo bolsa!,positive,0.9435645937919617
837,hacer mas edits wn,positive,0.9316216111183167
847,si gano iphone primero haria seria poner bromas hacias enrabiar sr tienda,negative,0.9230117797851562
850,renovar cel,positive,0.9687151312828064
854,verdad usaria crear nuevas experiencias banda traves funciones cuestion mejorar base celular actual,positive,0.9617428779602051
855,usaria tareas darle q amo jefesita,positive,0.9874251484870911
856,primero hare gane estrenarlo regalarle mama sirve! gracias,positive,0.9946849346160889
866,seguir viendo obras arte lord escuela ayudaria,positive,0.9939789772033691
867,usaria poder usar garage band poder empezar practicar musica,positive,0.9580754637718201
868,si gano iphone voy grabar vida salvaje voy mandar insta jajaja,positive,0.9607239365577698
869,quisiera nunca alcanzado tenerlo pues haria tik toks reaccionando ancianas bikini xd,negative,0.913116455078125
874,sacar fotos paisajes mio saca feas,negative,0.9645888805389404
876,hola xddd,positive,0.9833964705467224
878,gustaria ganar iphone darle buen uso,positive,0.9830536246299744
890,iphone voy regalar gfita,positive,0.9571243524551392
891,quiero iphone robaron mio,negative,0.9129865169525146
892,iphone usaria estudios mera neta pa fotos,negative,0.9492224454879761
893,dice compa tambien estas bien wey unas buenas fotos telefono,positive,0.9874891638755798
894,primero haria seria fin jugar forma decente juegos piden mas requisitos xd sacar celular calle ni pq roban pq roto v,negative,0.9101715683937073
896,siempre chido man pues utilizaria iphone hacer tareas escuela saludos brow,positive,0.9589277505874634
899,ver only,positive,0.9281815886497498
903,primero haria !phone seria tomarme unas buenas fotos,positive,0.969523012638092
909,quiero ganar aifon,positive,0.9488185048103333
911,primero unico haria seria regalarselo mama cumple,positive,0.9397895932197571
912,usaria agradecerte tantas sonrisas,positive,0.9952267408370972
918,si llegara ganar iphone padrino seria persona mas feliz tener mejor herramienta trabajar checa telefono maravilla sistema operativo personas discapacidad grandiosa accesibilidad,positive,0.9734372496604919
920,basicamente sacaria maximo provecho celular sigo poderos xiomi,positive,0.9916090369224548
921,tio edy regalame iphone ver nopor,positive,0.9284852743148804
924,primero haria suscribirme only rey misterio,positive,0.9779347777366638
927,si iphone sentiria tan pobre tercermundista,negative,0.986473798751831
930,iphone iria bien contento excursion grado tomar fotos bn bonito,positive,0.9871341586112976
932,comentario proposito,positive,0.9778979420661926
936,haria llamada mama fin gane rifa jajajaja,positive,0.9549222588539124
939,vamos vender visitar hijo canada,positive,0.9141762852668762
942,si gano iphone primero mojaria jajajaj eh ganado volveria mojar jajajaj,positive,0.9298428297042847
948,quisiera ganarmelo poder hablar jugar amigos,positive,0.9540050029754639
949,jajajaja mejor prankedy super fans,positive,0.9965150356292725
950,duda mejor,positive,0.9912744164466858
953,primero haria presumirlo redes jajaja saludos prankedy,positive,0.9776521921157837
954,primero haria tomar unas super fotonas,positive,0.9758437871932983
958,pues usaria iphone uni buena falta hace jaja,positive,0.910282552242279
962,primero q aria seria ver episodios vida salvaje grande crack,positive,0.9559622406959534
964,haria iphone seria escuchar canciones groseras combi,negative,0.9869824051856995
965,usaria grabar conciertos vaya,positive,0.9736737012863159
969,regalaria hija cumpleanos anos,positive,0.9647819399833679
975,primero haria seria festejar unas chelitas jaja,positive,0.9658226370811462
979,usarlo mio traba buen!,positive,0.9899024963378906
981,gracias iphone,positive,0.9959465861320496
982,mejor troleador,positive,0.9912015199661255
983,si gano iphone venderia mejor vida coml foraneo seguir estudiando tranquilidad,positive,0.9473453760147095
985,regalame aunque pesitos,positive,0.986163318157196
986,primero haria iphone seria retirar cel despues anos,negative,0.9137437343597412
993,si gano iphone haria disfrutarlo,positive,0.964477002620697
994,toca ganar perro jajaja siempre participo primero haria iphone seria suscribirme onlyfans rey misterio alv jajajaja,positive,0.9870615601539612
995,embaraze prankedy comentario perdera demas quiero iphone,negative,0.9076494574546814
996,si gano iphone venderia celular comprar bateria auto dano,negative,0.9651601910591125
1000,si gano regalo gfita,positive,0.9035717248916626
1004,regalarselo mama pa cambie nokia jaja,positive,0.9793002009391785
1009,hola prankedy haria primer iphone tomarme foto familia,positive,0.931586742401123
1010,primero descargar free,positive,0.9603687524795532
1014,grandeeeee,positive,0.9879602193832397
1016,aventar foto sesion playa,positive,0.9612798094749451
1017,gustaria ganarme iphone seguir estudiando mejorar escuela,positive,0.9619021415710449
1018,laic buen hombre,positive,0.9947199821472168
1020,primero haria subir cerro estrenar super camara actividad gusta gustaria mas buena calidas fotos!! di like sigo insta ojala gane,positive,0.9906414151191711
1021,usaria tomar mejores fotos pizarra clases,positive,0.9920952916145325
1023,primero haria seria usarlo tomar fotos proyectos escuela debido mientras mejor vean mejor calificacion tendre,positive,0.9429131746292114
1025,gustaria ganarme iphone usarla herramienta trabajo,positive,0.9234141111373901
1026,ver siempre frankedy siempre aiphon,positive,0.9937386512756348
1031,regalaria novia siempre queria asi,positive,0.9917761087417603
1033,primero haria ver clips senor tienda,positive,0.9178826212882996
1039,primero haria iphone seria descargar aplicaciones necesarias escuela sacarle provecho ano paso universidad seria gran ayuda,positive,0.9768958687782288
1042,seguir viendo contenido hd,positive,0.990263819694519
1046,gustaria iphone asi podria mejorar trabajo ayudaria escuela tener mejor rendimiento ahorita cacahuate sirve traba ayudaria muchisimo suerte,positive,0.9788092970848083
1049,cago jaja,positive,0.9453011155128479
1052,tomarle fotos baby,positive,0.9834380745887756
1053,usarlo carrera fotografia,positive,0.9728005528450012
1054,cambiar celular,positive,0.9392175078392029
1059,gustaria ganarme iphone decirle companeros tu ere pobre aifon,negative,0.9825802445411682
1061,wey cagado jajajaja creo mas enojado gustaria iphone telefono sirve microfono si estaria chingon ganarmelo saludos tocayo,negative,0.9097105264663696
1065,gracias dar seguidores verdolaga jajajaja,positive,0.9966114163398743
