,Comment,Sentiment,Score
171,atras dos gatos ecuaciones jajaja genial,positive,0.9862728714942932
173,jajaja hoy myo q opinas,positive,0.9209492206573486
174,buena fase introductoria aquellos hace mas anos conversabamos inteligencia artificial emocionante apasionante viviendo realidad sueno realizado plano gustaria profundizar mas uso aplicaciones gracias,positive,0.996695876121521
175,ultimamente ia streamer aprendia chat logro autoconciencia cuestiono propia existencia,negative,0.9755262732505798
176,interesante mensaje amigo spanoleytor,positive,0.9945762157440186
177,genial sentire mal descargar juegos piratas steam verde,negative,0.9033845067024231
178,ahi creo funciona asi puedas continuar debes acertar dnd estan imagenes programa valida si supiera podrias superar captcha incluso equivocandote,positive,0.9495502710342407
179,alegro sigas aqui,positive,0.9873724579811096
182,gustario vision dia hoy ai saludos,positive,0.9938721656799316
184,muchas vueltas ir grano,positive,0.989971399307251
185,quedaste atrasado devoro ia chatgpt ano mas evolucionara ritmo increible,positive,0.9192256927490234
188,gracias informacion,positive,0.99569171667099
189,https youtu be lasboa,positive,0.9003332853317261
190,diaz cabezon?!!! jaja buen apodo!!! suscribire,positive,0.9925628304481506
191,buena informacion gracias!,positive,0.9957369565963745
193,esto merece mas apoyo tiene! tipo realmente bueno explicando mejor maestros jaja,positive,0.9965487122535706
194,vps server capcha,positive,0.9103926420211792
196,wooooooow!!!!!! bien explicado!!!! claro profundo!!! mil gracias!!!,positive,0.9947131276130676
197,conseguia parar distraerme demasiada informacion,negative,0.9134382009506226
198,buena definicion forma fisica ia es supercomputadora linea? programa especial cada tema artistico lenguajes asi saludos,positive,0.9829561710357666
199,tipo maximo apariencia usual profesor sumada carisma vuelven verdadero hit,positive,0.9528047442436218
201,como va perjudicar esto,negative,0.916551947593689
202,rapido,positive,0.9002891778945923
203,gracias,positive,0.9946330785751343
206,debe utilizar uber distribuir solicitudes conductores quieren ir determinadas zonas pues dias solo envian servicios solo oara zonas adonde quiero ir,negative,0.9907790422439575
207,maquina capaz aprender errores mientras mucha gente sigue creyendo socialismo,negative,0.9431671500205994
208,solo programa computadoras piensa llamarlas inteligencia artificial totalmente enganoso programas algoritmos piensan,negative,0.9954133629798889
209,asustadizo mismo ser humano auto destruye auto descompone ustedes malos,negative,0.9940274953842163
210,diga inteligencia artificial va terminar existencia seres humanos desempleo etc,negative,0.9887382984161377
213,parese super interesante tema,positive,0.9946190118789673
215,sucede si hago mal captcha? autos futuro van conducir mal?,negative,0.9793087840080261
216,tenia duda gracias,positive,0.9950346946716309
217,inteligencia artificial ayudara ser mejores amigo tambien guntos haremos crearemos cosas imposibles bien,positive,0.99080491065979
218,hagan bolas inteligencia artificial mas artificial nunca hara si sola esta suenos jibados elon musk ir luna millones usuarios diarios mencionas forman parte base datos inteligencia,negative,0.9813551306724548
219,interesante publicado libro explico nuevo lenguaje creado inteligencia artificial lenguaje letras numeradas orden cree cree matematica letras animo crear publicidad libro publicado amazon titula nueva matematica letras a edicion,positive,0.9909417033195496
220,buena info voy usarlo app?,positive,0.9846537709236145
221,inteligencia artificial parece espectacular hecho crear vida decirlo asi exista conciencia tal humano capas pensar casi igual solo demuestran avance tecnologia creaciones hombre,positive,0.9668768644332886
222,ano despues real,positive,0.9736377596855164
230,gracias descatetizarme mundo ia!,positive,0.9525121450424194
231,cada vez mas avanza hitos ia cada dia va evolucionando mejor pensamiento logico maquinas,positive,0.9858015179634094
234,cuidado ciiencia haciendo esfuerzos terminar siendo esclavo,negative,0.9142338037490845
235,inteligencia artificial existe mas bien proceso masivo datos inteligencia cero patatero,negative,0.9139179587364197
237,encantan caras promocionales divertidas pone hombre quitar hierro temas tan serios genio sabio asi da gusto aprender cosas nuevas ciencia,positive,0.9913382530212402
238,obvio robots controlaran mundo estilo termineitor destruiran sepan matando planeta,negative,0.9938251972198486
240,dicho hoy,positive,0.9276176691055298
241,gimnasio vs quieras extiendes sabes tema supervisado prueba error quiero mencionar nuevo ia tecnologia computacional,negative,0.901313066482544
242,ke loco recien panales futuro senores,negative,0.9551883935928345
244,reto ala inteligencia artificial escriba libro relatos poesias elogiado erudito literatura clasica ver si logra irving herminio,positive,0.9540776014328003
246,magnifico!!!!,positive,0.9921255707740784
248,gym llego,positive,0.9591506719589233
250,viendolo hoy enero,positive,0.9815030097961426
252,muchas gracias!,positive,0.9961344003677368
258,creo inteligencia artificial tal ingeniero sistemas computacionales analista informatico asi administrador redes informacion usa simplemente algoritmos complejos condiciones logicas matematicas procesadas milisegundos arrojan resultado esperado,negative,0.9643203020095825
259,nanosystemas intelligencia artificial!!! apocalypsis,negative,0.9888471364974976
260,enemigo numero humanidad intelligencia artificial numero microchip estan dando switzerland kapich microchip,negative,0.990202009677887
261,mucha palabreria poca calidad informacion,negative,0.9724591970443726
263,nuevo oficial,positive,0.9545647501945496
264,puede vender fotos creadas inteligencia artificial,negative,0.9335306882858276
268,ia van acabar humanidad juega xq maquinas sentimientos igual satanas,negative,0.9546738862991333
270,obstruye,negative,0.9469348788261414
273,hola mmaa mmama mama,positive,0.9937753677368164
278,gracias exposicion,positive,0.9954159259796143
280,hago solo intencion cientifica metodo induccion predominantemente cientifica voy ensenar nadie nadie metodo nuevo cuantificacion que luego autodestruyen,negative,0.9783691167831421
281,crearia espacios libres flujo electromagnetico en desarrolla concepto libre alberdiro niveles cuantum,positive,0.9228315353393555
282,ustedes andan ahorita ingeniando flujos constantes existencia cargas electromagneticas inducidas realidad,negative,0.9074910879135132
284,gracias ribery!! solo ensenado buen futbol ahora tambien inteligencia artificial!,positive,0.9959893822669983
289,interesante especial apasionante,positive,0.9960089921951294
293,quede asi minuto,positive,0.9336298108100891
296,solo usan memoria no evolucionan ni espiritu critico no imaginacion,negative,0.9567898511886597
299,algun dios ensayo tipo resumen,positive,0.9902893304824829
300,muchas graciasss manana examen tema ayudaste full,positive,0.9956995248794556
302,pues perdonanos ir gym,positive,0.9388575553894043
303,siempre reportaje interesante muchas gracias compartir minutos conocimientos creo personas tu dedican divulgacion conocimientos contribuyen mundo mejor todos vez mas agradecido,positive,0.9966446161270142
305,sabias que la inteligencia artificial inteligencia artificial,negative,0.9443935751914978
306,eso algoritmos decir sistema imita inteligencia parece inteligente solo parece,negative,0.901460587978363
307,util automocion aspecto seguridad activa vehiculo ve camion reduce velocidad evitar colision,positive,0.951785683631897
311,wow c vi vi encanto,positive,0.9808639883995056
312,inteligencia artificial deberia acabar especie humana puta basura animo maquinas destruirnos va ser mejor que digo esto? subnormales repite largo historia,negative,0.9928101301193237
313,muchas gracias,positive,0.9954518675804138
314,amigo podrias ayudar referencia compartes informacion? saludos,positive,0.9801761507987976
315,je je gente jamas sabe comentario desnudara estupidos,negative,0.9618252515792847
316,patata,positive,0.9247246384620667
317,vende inteligencia artificial??,negative,0.9734562039375305
319,demostrando robot ayudo robots futuro,positive,0.9216049909591675
321,excelente contenido!!,positive,0.9949186444282532
323,profe guillermo quiere,positive,0.9103477597236633
325,maquinas conocen indiferencia,negative,0.9876713752746582
326,dan cuenta lento hablan personas? inteligencia funcionaria taaaaaaaaaaan lento,negative,0.9358218908309937
327,sinceramente felicito usted didactica efectiva explicar sencillez vez cientificamente inteligencia artificial reitero felicitaciones siga adelante,positive,0.9951300621032715
331,muchisimas caras d,positive,0.99432772397995
333,nuevo tema gustaria saber diferencia inteligencia artificial programacion supone programar dichos objetivos,positive,0.9399177432060242
334,mentirosos acesinooooos,negative,0.9737692475318909
335,matematico mejor,positive,0.9892318844795227
337,buena explicacion ejemplos mencionas ayudan entender conceptos gracias,positive,0.9961276650428772
338,interesante tema bien explicado contais seguidor mas,positive,0.9933776259422302
339,pregunta i a pueda guardar conversaciones frases caras expresiones corporales etc etc despues use datos alguna conversacion responda logicamente basandose datos aprendidos ultimas conversaciones anteriores ???,negative,0.9600455164909363
340,computadora nunca podra ser mas inteligente ser humano solo mas rapida pueden almacenar procesar informacion mas rapido,positive,0.9050853252410889
341,si exsistiera labl inteligencia artificial humana ya desaparecidalo a maduro castro pena nieto fox y otros que hasen sufrir pueblo ya eliminado crimen,negative,0.9885950684547424
343,gracias,positive,0.9946330785751343
344,mucha matematica detras tecnicas redes neuronales hay material podrias profundizar encantadisimo valiosos aportes,positive,0.9931522607803345
345,hola buenas llevo tiempo preguntandome si inteligencia artificial resuelto problemas fisica matematicos planteado grandes ilustres vida creo respuestas podriamos ampliar conocimiento humano llegar futuro mas proximo,positive,0.9919772744178772
346,como funciona ultron jaja,positive,0.9605384469032288
348,profe usted mejores maestros mundo!,positive,0.9962594509124756
349,te interesa termodinamica? sigueme!!!,positive,0.9643492698669434
350,comentario gimnasio jajaja amo loco,positive,0.9955559372901917
351,proximamente saldra nueva version openai mas partidas jugadas mismo,positive,0.9296592473983765
357,seria interesante si comentas sobe proyecto brain en desarrollo,positive,0.9894344210624695
358,like jajaja,positive,0.926512598991394
365,ibas tan bien salio progre decepcion,negative,0.9010919332504272
370,haces entender facil ojala pronto segunda parte,positive,0.9784333109855652
374,hola cubano vivo eeuu don duplicar numeros increible cifra digitos existe algun programa concurso pueda presentarme muchas gracias,positive,0.9838817119598389
375,investigando tema aplicacion permite interactuar inteligencia artificial caso sientas solo llama replika valla esta guay!,positive,0.9635952115058899
377,mujer gobierna inteligencia artificial gracias!!!!!!!,positive,0.9837263226509094
381,simple taxista ando aqui disfrutando cosas entiendo pondre practica,positive,0.9483979940414429
385,justo tenia trabajo robots ia sale esto muchas gracias,positive,0.991622269153595
386,grande dolape,positive,0.9745305776596069
387,buenas inscrito curso hrs inteligente artificial python compre libro python deep learning intro practica karas tensorflow jordi torres estudio ing civil mex quiero aprender esto programar python r temas transito flujo agua sigs alguna recomendacion?,positive,0.9911788105964661
393,ser humano siempre sera superior ia porque preguntareis solo ser humano capaz hacer idiota lugar toda ventaja trabaja todas variables posibles dentro mas exitosas ser humano vencera jajajaja,positive,0.9617356061935425
394,creo hoy dia todavia existe maquina tan potente cerebro nino capaz aprender tan rapido generar miles sinapsis dia,positive,0.9776076674461365
395,si depronto ves comentario tipo inteligencia artificial alpha zero? inteligencia enseno si misma jugar ajedrez,negative,0.9780711531639099
396,bien dicho si diga dot ceseuve,positive,0.9604887366294861
398,llegaste anos tarde master,positive,0.9804134964942932
399,acabando ver semestre ia,positive,0.9808581471443176
402,extendida preferencia terminos ingles causa decadencia lengua sumision servil inglesa,negative,0.978873610496521
403,guauu,positive,0.9280509352684021
406,oye bro explicas secreto numero ?,positive,0.9180916547775269
407,buen programa!!bueno,positive,0.995023250579834
408,grandioso,positive,0.9923787117004395
410,bien explicado,positive,0.9927752017974854
411,asi perdimos libertad v,negative,0.9660506248474121
412,skynet,positive,0.939535915851593
413,extrano anterior intro,positive,0.9817222952842712
414,tipo cosas paso eve online,positive,0.9674911499023438
416,tarde,positive,0.9063464403152466
418,meses empezar carrera inteligencia artificial que emocion,positive,0.9873238801956177
419,muchisimas gracias explicarlo puedes decir compraste camiseta?,positive,0.9911254048347473
420,pizarra esta tras el pone raiz cubica menor raiz cuadrada dos mentira primera segunda mas menos,negative,0.9275996088981628
422,deme clases matematicas inicio carrera favor gandia cerca,positive,0.9746641516685486
425,ok,positive,0.9600938558578491
426,un algoritmo ia animo? disertacion etica? capaz identificar maldad decidir que bueno malo segun situacion ? da miedo,negative,0.9936378598213196
427,aqui binarios my friend perfecto evitar futuros problemas,positive,0.9897458553314209
428,hello world,positive,0.9110666513442993
429,futuro diferente mundo va actualizandose tecnologia computacion siglo ahorita futuro humanos casi mundo tendra iq mas elevado desarrollado inteligencia artificial tmpoco cosa desarrollo tecnologica,positive,0.9255369901657104
431,estas delante matematico colega,positive,0.9875847697257996
433,doy clases inteligencia artificial universidad ia farsa vasada memoria guardamos igual cd casset radio chatbot estan llenos supuestas preguntas podriamos decir ser humano imaginacion poder divino,negative,0.9872832298278809
435,hombre da vsauce vibes,positive,0.9576468467712402
437,entiendo youtube recomienda contenidos? siempre recomienda boludeces musica tipica hrs haciendo,negative,0.9823921322822571
440,hola eduardo descubrimiento patron potencias numeros gustaria presentartelo queria saber si algun medio presentarlo ponernos contacto directo?,positive,0.9906235337257385
441,peor fallo reconocimiento captcha dice bot,negative,0.9919493198394775
443,gustado tenerlo profesor usted primaria secundaria,positive,0.9954032897949219
445,justamente aprendiendo knn semana,positive,0.9848160743713379
446,que inteligencia artificial? muchos muchos del verbo muchos if detras,negative,0.957830548286438
448,excelente resumen! utilizare clase dictare,positive,0.9961516261100769
449,verdad muchas gracias diste motivacion necesitaba afrontar to ano carrera ingenieria matematicas,positive,0.9965338706970215
451,debo entender definirias logico clasico?,positive,0.9299839735031128
453,aprendizaje supervisado supervisado utiliza clasificacion imagenes satelitales interesante cada imagen satelital puede conformada mas bandas caso hiperespectrales minimo bandas,positive,0.9331713914871216
455,gracias super bien explicado,positive,0.9959926009178162
458,excelente interesante,positive,0.9949588179588318
460,me encanto tema! podrias hablar mas algoritmos especificos temas computer science matematicas?,positive,0.9957790374755859
461,bueno clarito clarito,positive,0.9902054667472839
464,genial divulgar muchas gracias,positive,0.9958981871604919
466,puedo conseguir gifs pc,positive,0.924217164516449
468,participaba taller machine learning entretenido entrenar maquina luego consultarle segun aprendio,positive,0.9694700241088867
469,buen tema este!!!,positive,0.9958158135414124
470,entendi saber si pasaste captcha sos robot tener etiquetadas imagenes contrario daria igual marcaras entonces ayudamos si etiquetando imagenes etiquetadas?,negative,0.9408392310142517
475,generado gracias hombres mayoritariamente feministas lis mijiris simis iguilis qui lis invris hija no solo sabeis repetir seguir pautas dadas hombre i a entrenada,positive,0.9130775928497314
478,sorprendente,positive,0.9800949096679688
479,eduardo amamos crack mil gracias,positive,0.9968475699424744
481,huy huellas digitales huella huella bromas aparte gracias generosidad eduardo,positive,0.9407762289047241
483,interesante verdad revista,positive,0.9820410013198853
484,vayan llamando sarah conor jajajaja,positive,0.9085634350776672
487,ah lingueistica computacional gran incomprendida,negative,0.9345439672470093
489,explicanos seria inteligencia artificial computacion cuantica porfa!!!!!,negative,0.9205390214920044
492,asistente google cuenta chiste tan malos hacen gracia malos xd,negative,0.985193133354187
493,nivel creen llegue ? cual sera impacto sociedad clase media bajalas plazas trabajo elimine ?,negative,0.9481397867202759
494,ghost in the shell hace buenas propuestas esto alli pone ejemplo asi adn conjunto informacion programas computacionales tambien puede ser vida,positive,0.9810274839401245
495,luego esta rama redes neuronas ver neuronales estan mas bien enfocadas hardware tecnica semilla in produces semilla va creciendo funcion experiencia,positive,0.9352303147315979
496,veo voy estudiar ingenieria,positive,0.936021089553833
497,skynet ven v bueno jajajaj,positive,0.9904890060424805
499,maestro ame playera!,positive,0.9948880076408386
501,cantidad veces fallo chaptchas perjudicando gravemente inteligencia artificial,negative,0.9814701676368713
504,hoy inteligencia artificial manejar roomba manana enviara androide pasado matar sarah connor veces artistas adelantan cientificos,negative,0.9888024926185608
505,pregunto sera primero grupo extremista protestara nueva inteligencia perfeccione,negative,0.970808744430542
506,grandioso,positive,0.9923787117004395
507,carrera hacer aprendizaje refuerzo pacman capaz comerse fantasmitas usando algoritmo llamado qlearning trabajo mas divertido tercero carrera,positive,0.907701313495636
508,invoco dotcsv!,positive,0.9796510338783264
511,increible explicacion gracias !,positive,0.9967526793479919
512,excelente didactica siempre explicaciones,positive,0.9947482943534851
513,cool camiseta,positive,0.9915615916252136
515,carrera matematica sigue pareciendo dificil interesante mientras mas dificil mas interesa,positive,0.960873007774353
516,genial resumen aqui trabaja campo actualmente procesos clasificacion usuarios telefonia,positive,0.9675971865653992
518,benditas matematicas,positive,0.988358736038208
519,aqui binarios my friend xd,positive,0.9399102926254272
520,osea machine learning aasi inteligencia colectiva red guarda solo datos sino millones personas otras pc hacer analisis,negative,0.9876555800437927
521,interesante bien explicado siempre gracias refrescar verano,positive,0.9952184557914734
522,veo libros aprendo derivando aprendo derivando busco libros,positive,0.9109219312667847
523,gran resumen !!! apasionante tema ml dl,positive,0.9946159720420837
524,podriamos considerar humanos comportamos cada vez mas robots hecho cada vez cuerpo biologico resulta mas molesto inservible,negative,0.9936891794204712
526,saludos ecuador sigue adelante edu excelente contenido!,positive,0.9963533878326416
528,ser genio estudiar matematicas? basta iq regural iq importa?,negative,0.9171726703643799
529,temprano matematicas algoritmos aqui vamos,positive,0.9549910426139832
531,vaya manera marear perdiz pretencioso alambicado casi altura cortejo barroco vacio contenido ideas hombre tardaria explicarme hora media funcionan auriculares bluetooth leere libro ver si equivocado,negative,0.9669309854507446
533,verdad insufrible entrevista,negative,0.9649732708930969
534,buena informacion entrevista,positive,0.9826168417930603
538,enhorabuena debate abre horizontes interesantes lado construccion discurso ponente brillantisima ademas erudita disfrutadoo mucho muchas gracias!!,positive,0.9967411160469055
539,felicitaciones excelente debate mi pensamiento exploto partir minuto sigue adelante suscribe like,positive,0.9916020035743713
540,verda ! gran dibattito dos un analisi necessaria una tematica che avra ripercussione storica non indifferente nei prossimi anni vista etica il valore delle profonde domande muchas gracias saludos da roma,positive,0.9947608113288879
541,preferimos sonar fin mundo ser humano capitalismo noto cierto ludismo problema capitalismo capitalistas duenos ia medios produccion evolucion tomarlos servicio clase obrera xxi,negative,0.94500732421875
542,eu sou sergio luiz mais frente ninguem podera ter almejo egoista ia nao permitira quem nao obedecer vai cair nas maos do destruidor abram olhos,negative,0.9951670169830322
546,usa china resto vamos jodernos,negative,0.9643625617027283
547,hola nunca tendra sabiduria,positive,0.9106607437133789
550,sera venida hijo dios pondra reglas mundo,positive,0.9328377842903137
551,ceo deberia motivar gente ser mas dinamico puedan hacer trabajo manera mas efectiva creeme animo depende rendimiento ayuda ser mas responsables,positive,0.9747279286384583
552,crean tecnologia propia ? depender empresas gpu sino crear uno limites mas poderoso imaginan maquinas puedan fusionar interconectar formar ordenador gran gpu computo super potente cerebro asi casi posible calcular,positive,0.9380166530609131
555,igual raro q digan q quieren construir grande y despues rinden chatgpt jajajaj cagamos,negative,0.9594740867614746
556,asesins world,negative,0.9726678133010864
557,peligrosa chingadera china noticiero conducido imagen chica creada inteligencia artificial miles estafas creates tecnologia van surgical muchas nuevas formas danar gente,negative,0.9946565628051758
558,inteligencia artificial saque polvo limpie banos tienda planche ropa barra frege suelo etc humanos descansar,negative,0.9610306620597839
559,tanta tecnologia vida mierda prefiero vivir desierto,negative,0.9507384896278381
560,cual finalidad cuidemos bienestar humanidad ambicion puedes llevar muestra decadencia,negative,0.9718833565711975
561,dw pasa documentales realmente buenos aprender mismos sigo fanatico documentales captar mas informacion sucediendo sucede alrededor,positive,0.995491087436676
562,nose porq mierd dar info desparramada concreto fume hora media pedo,negative,0.9517710208892822
563,mientras mundo seres humanos apenas sobreviviendo muriendo culpa injusticia mas poderosos invasores saqueadores etc ia sera mayor riesgo toda humanidad,negative,0.9971737861633301
564,ia manipulada conveniencia cada pais mejor dicho politicos corruptos sera propia destruccion solo podra ser parada id,negative,0.9972957968711853
