,Comment
89,"mittendrin kinderbuchautor, kommt bitte her?"
90,"""kinderbuchautor"" immer kritikpunkt habeck angefuehrt wird, womoeglich ja gar verkehrt machen."
91,"sucht groesste voll idiot welt tv ? habeck fragen , haettet mal besser hamster interview t haettet mehr erfahren flitch birne !!!"
92,interessantesten dokus letzten jahre arte produziert besten dokus
93,"maschinen berechnen menschheit gut fuer welt ,,, terminator!"
94,erstes wuerde schon mal harbeck diskussion raus lassen! dank & co bricht industrie zusammen firmen wandern ab. intelligenz geht derzeitige politik meiden.
95,"öffentliche verwaltungen ki erreichen, gut muessen erstmal erklaeren internet wofuer leuchtende rechteck tisch gut soll..."
96,"kuenstliche intelligenz wirklich schlau , menschheit mehr allzu lange existieren."
99,"lehrfilm 20 jahren fuer neu angeschaltete ki, thema ""wie entstanden menschen hin"" danach lachen denken: idioten damals gemerkt passieren wird."
100,dadurch habeck ueberhaupt redezeit gibt habt fuer jegliche ernsthaftigkeit verloren
101,"wirklich wirklichkeit ? denke, deutschland stellt global duemmer wirklich !"
102,wieviel menschen verlieren job.etwas gutes kaum erwarten
103,plan dahinter idt abschaffung weltbevoelkerung reduzieren.ds koennen zulassen!!
104,"habeck suelzt sinnlos herum, wirtschaftszahlen sprechen sprache. schon klar, usa nutzt ki fuer freiheit, sagen snowden assange dazu?"
105,"deutsche sprache gemacht fuer ki, praeziseste sprache fuer detaillierte beschreibung haben. deshalb kommen koennen, praedestiniert weltmarktfuehrer bereich ki sein."
107,bequem geworden? wohl eher politik bequem geworden. moral verbotspolitik. wodurch wohl anschaffen
108,politik. mitbuerger.
109,"wer meint, wgen ki welt untergeht, vollidiot! davon gibt leider viele."
112,habeck
113,kommen neue ära einschlagen
115,ki deutsche bahn steuern..... lach schon
116,genau suche kuenstliche welt kaputt
117,überarbeitete mal kommentar. fehlt wohl n wort
118,ki sicherheit guten seiten ende groeßten firmwn verwenden.der otto normalverbraucher geringe vorteile.
119,schlaue neue welt??? leben duemmsten welt zeiten !!!
120,
121,schon interessant zusehen viele menschen drin stecken kulissen gedanken restliche welt. hoffe menschen offen dafuer sind. sicher dauern dagegen streuben
122,6:22 warum cremt ein? ; 14:45 warum holt zettel draußen fenster rein? hahaha
123,"derzeitigen weltgeschehen kommendem interviews,kostenloses buch blog alexander laurent eurasia couple sehen erkennen: wer,warum,was kommt......"
124,"ki darf haende falschen leuten fallen, skrupelloser profitgier z.b. 5,5 milliarden menschen schaedlichen gentherapien behandeln lies, ki fluch freien gesellschaft ki diktatur enden"
126,123 milliarden mal if...then...else schon ist's 'ne ki
127,wer nem haufen if / else statements programmiert idiot. scheiße langsam. braucht 123mrd zeilen code. ahnung ... genau. danke.
128,anfang ende
129,"hintergrund herstellung kis, lehne großen ganzen ab. ausbeutung eh schon aermeren laendern, schlecht"
130,"kis schon sei jahrzehnten genutzt weiterentwickelt. geht unterhaltungen chatgpt, llms, verarbeitung datensaetzen. yt algorithmus prinzip (primitive) ki. ki existiert schon lange. frage nur, weit entwickelt fuer programmiert wurde."
131,"dumme neue menschheit. je fortschrittlicher technologie, desto daemlicher mensch. einzige studie dafuer benoetigt, leben draußen, taeglich seit jahrzehnten miterlebt."
132,arbeitslos hast job fuer mich?
133,menschheit umschauen enden wird. sehe gefahren wesentlich groeßer nutzen. schief gehen. glueck mehr lange erleben.
134,"eigentlich interessant. kluegsten menschen intelligenz eingrenzen, dummheit politik gesellschaft behindert wird. geneial! sicher gut fuers geschaeft!"
135,habeck verloren... rallt eh
136,"video ueber kuenstliche intelligenz sprechen gleichzeitig darueber, langsam demokratie ist, verfrueht selbstzerstoererisch klingen. lassen art versuchen. anfang mann. ."
138,einzige null juckt kuenstler darunter leiden benehmen gesellschaftlich oft gut. endeffekt ki song erstellen gerade hoeren will. brauch album mehr. musiker echten beruf. geld kommt halt konzerte...
139,doku super... robert habeck aufgetaucht ist. schaue lieber
142,"ja, herr habeck, bequem geworden. fragt wer „wir“ gemeint ist..."
143,finanzminister / vizepraesident denkt besser leuten ankommt wort „cool“ oft saetzen benutzt. ps: erst 7ten minute
144,beeindruckend zukunft beschrieben wird. überwachung menschen einsetzten...ist klar ;-) zitat: niemand absicht mauer errichten. zitat ende ddr 2.0
145,"ki abartig. kostet arbeitsplaetze , schafft eigenes denken ab bietet menge gelegenheit mißbrauch. einzige nutzen waere evtl medizinsicher art."
146,"interessanter beitrag - danke dafuer arte, habek ja mal immer wenig ahnung los ist...."
147,7:39 hahahahahaha
148,"na ueberaus kompetente hr. habeck sache hand nimmt, mach sorgen, laeuft das."
149,jonas faehrt porsche.
150,"ende freie meinung menschheit begonnen, lebe ki"
151,
152,"habeck? wer kommt naechster experte, drachenlord?^^"
153,wuerde jaa schon reichen mehr intelligenz bundestag haetten. chat gpt entscheiden lassen wuerden muesste wohl aufloesen:)
154,habeck ahnung.
157,warum bitte r. habeck??? dachte geht intelligenz!!!
158,darf halt wirklich falschen haende geraten. extrem gute ergaenzung & bereicherung fuer extrem viele bereiche
159,"schon so, wach ."
160,habeck?
161,"richtig gemacht, abba deutscheland ????"
162,open source - the one and only :)
163,gefaellt menschen han xiao großen einfluss zukunft haben.
164,schelm boeses dabei denkt ki drohne atomsprengkopf einfach 10 kilo hexogen bestimmt irgendwo imposanten eindruck
165,ki durchsetzen.
166,ki ueber kurz lang bestimmen. sagen muessen. kranke vorstellung
167,hoffe denke nicht. wissen tue nicht. ewig gestriger
168,wohlstand sichern???? wohlstand bringt um!
169,"habeck reden hoere faellt mehr . fehlt digga saetzen. politik niemand vorne welt mitschwimmen. ja wirklich gewollt, scheinbar. doku kommt irgendwie gestellt vor?!"
170,"ki nichts, mensch leben braucht!"
171,habeck krampfhaft „cool“ ausdruecken ... nervt einfach
173,"habeck gesehen habe, ausgemacht."
174,a
175,16:16 thats a really good point i never thought about.
176,"wenigste wichtige* meisten nervigste fuer amt buerger. dafuer buerger-assistent. *neben verwaltung sachen, amt macht."
178,fuer 0.01
179,"ki sicher vielen dingen nuetzlich, birgt unglaubliche gefahren . menschen missbrauchen gut genug ki menschen waeren. schaut genau produziert"
180,"sobald dreiste moechtegern-wirtschaftsminister zwei linken pfoten spiel hat, geht ganze hinten los deutschland thema bedeutungslosigkeit verwehen. wetten?"
182,​ genau deswegen waehlen gar mehr altparteien!
183,"""ni"" (natuerliche intelligenz) leider nie fertig entwickelt wurde wenigen genutzt. ki kommt gefahr besteht, ueber kopf waechst...."
184,"28:20 nope, intelligenz instrumente = 0."
185,"spannende sendung, danke dafuer :-)"
186,"absolute unverschaemtheit habeck interviewen, mal weiß insolvenz bedeutet..."
188,ehrenmann bruder xd
189,richtige ki ende mehr steuerbar gut kaempft ja schon seit jahren negative.
190,"stellt freundliche unbestechliche ki regierung vor, deren primaeres ziel planeten utopia verwandeln."
191,"eigentliche story palantir. llms eingebettet workflows mensch, computer, software, algos wochen. ende datensilos. palantir nennt zauber ontology."
192,"tolles video, harbeck gesprochen ! ab wurde leider unertraeglich !"
193,"waere örr ueberall niveau arte, gaebe diskussion rundfunkgebuehren. realitaet sieht leider ganz aus."
194,"koennen ki entwickeln, mal natuerliche intelligenz foerdern? ;-)"
195,"ki merzelliger organismus entwickelten intelligenz, einfach so! warum koennen prohrammier erklaeren warum kis lernen????"
196,"koennen erklaeren, inzwischen geschaffenen systeme (noch) eingeschrenktes bewusstes main. lassen ueberraschen !"
197,"peinlich china spitze ki darstellt obwohl topforschung entwicklung usa kommt. china kranker rieser, bald fallen wird."
198,"22:30 unkritisch arte, unterschreiben ki gigandet briefes kritisch hinterfragen. macht das, wirklich gefahren abzuwehren, insgeheim hofft, konkurrenz pausiert, waehrend eigene firma stillen forscht wettbewerbsvorteil erzielen?"
199,christian lindner finanzministerium. verhinderungsminister spart gerade deutschland europa kaputt.
200,transhumanismus.
201,"habeck: ""wir schaffen wettbewerbsbedingungen."" waehrungshoheit. made my day."
202,"ki erst interessant, kuenstliche intelligenz lage boese menschen eliminieren."
203,veraltete visionen ki quantencomputer anmarsch.
204,"genau unterbelichtete amateurminister heuchler harbock beste beispiel nike hosen, deutschen industrie adidas hilft, trikots deutschen fußball nationalmannschaft verlieren"
205,"kommentare beitraegen ki yt durchlese, garnicht erwarten einzug haelt, ni scheint ja gefuehlt rueckzug sein."
206,ja klar labern koennen fuer spinner dachte ki wuerde helfen profit bringen alpha typen habeck zusammen steuergelder untergang
207,klar ki alleine entstanden wurde programmiert wem? europa witz
208,warum redet habeck doku
209,neuen atomwaffen...
210,"technisch beeindruckend. realitaet aussehen, unfassbar viele arbeitsplaetze bereichen unwiderruflich verloren gehen."
211,"stellen durchaus gut arbeitskraft umzuschichten berufe. brauchen mehr handwerker. nochmal gehalt fuer wegfallende berufe umgeschichtet handwerksberufe, waere super. wuerde gerne nie buero sitzen muessen lieber praktisch weitermachen."
213,vl. zerstoerer deutschlands ja bessere kinderbuecher hilfe chatgpt schreiben. wirtschaft ja geklappt.
214,habeck :d :d witzfigur. russischen energiehahn selber zugedreht wettbewerbsfaehigkeit deutschlands ausgehebelt zwingt energieintenstiven firmen knie. hausgemacht strohdummen ampel
215,
216,fusbalslielerin giebt genug vitamien saft u kuchen luftbon trueckerin
217,"tolle doku. finde k.i. schlimm. mensch muesste mal mindset aendern, mehr zeit fuer schoene dinge."
218,extrem gefaehrliches thema...
219,groß euphorie schnell hosen gehen ganzen muehl
221,kuenstliche intelligenz interview robtert habeck? satire ...
223,"arroganz sogenannten ""forschenden elite"" dummheit uebertroffen."
224,faeser braucht ki. ki ueberlegen. solch abartige bescheuerte vorstellung gesellschaft kaeme ki nie.
225,investieren aktien kaufen bitte hilfe!
226,professor schmidhuber moertel dafuer schon 40 jahren angeruehrt. wurde belaechelt vielfach ausgegrenzt. heute geerntet gesaet hat.
227,habeck ueber wirtschaft spricht laeuft kalter schauer ueber ruecken. blinde irre fuehren gut ausgehen.
228,zeit wegen rassistisch en kommentaren beschwert ..also richtig gemacht..weiter
229,iigitt habeck
230,... buechse pandora...
231,"""das das, bekommst, mi ki ans limit gehst"" .. wer dachte ""omg schlecht""? lange sorge ki.. kommt vielen faellen naive roboter, etlichen jahren entwicklung jemandem hand schuetteln glaenzenden augen stolz drauf"
232,murks
233,richtig verstanden? 01:26:59 sagt 9 monate altes kind armen gehalten dabei gedacht sprachfaehigkeit schlechter chat gpt-4?? macht sinn???
234,habeck... massive unfaehigkeit person.
235,ai ausschließlich forschung gesundheitsystem quantenphysik/raumfahrt verwendet duerfen.
236,oekosozialistischen europa erwarten sein. verplaempern zeit lieber obskuren pseudowissenschaften moralhudelei. musik spielt amerika china
237,rooobaeaeaert verbucht punktsieg! na wenigstens
239,gesundes misstrauen scheint angebracht sein. menschheit hand gibt. offensichtlich bereit tun
240,habeck unfaehigste politiker jemals weltweit unwesen treiben durfte ... typen verantwortung sehen zeigt keinerlei qualifikationen braucht ...
242,"53:30 liebe es, ki einfach entgleist xd"
243,"20 jahren arbeit mehr gibt fuer menschen gratis wie, ki arbeit macht ja geld mehr verdienen"
244,waehre ki zugriff quantencomputer haette waehre interessant.
245,"plaene laufen schon, soweit geschehen ! ! ! . . ."
246,llm benoetigt daten! geschwindigkeit dabei weniger wichtig.
247,kaputte menschen
248,"rieche foermlich angstschweiß all menschen, ki angst haben, diejenigen, abfeiern versuchen hinterher laufen. irrsinn abtrennung menschlichen wesen selbst, finde!"
249,komme immer afd zurueck. internationale fachkraefte europa schaffen. abschottung bzw. zerstoerung eu waere untergang. untergang wohlstands!!!!!
251,"knallharte wirtschaftsdaten sehen wer stark dasteht ki-rennen, unterlegt fakten perspektiven. stattdessen leider philosophisches reingeschustert."
252,"europa weit hinten, ai firmen blockchain, usa, asien, eu!"
253,"allein, ganzen europaeischen kleinstaaten, de, fr uk, kleine firmen hinwursteln, waehrend sillicon valley shanghai welt dominieren. wunder, europa ewig hinterherhinkt, kleine land ding macht. echt sein."
254,doku waere beitraege habeck sehenswert.
255,"großen schwer, open ai schon hausnummer"
256,"typisch arte: oberflaechlich, bombastisch mystisch vielen helden praesentiert."
257,skynet kommen
258,excusez moi: kommentar
259,gibt ufos unfall allein
261,"volk waehlt, geschieht ungefaehr gleiche, herde rinder defaekiert.. heiße luft nichts."
262,"komentar: ja ki ueberlassen, selber denken. waere loesung"
263,ok habeck gezeigt wurde doku leider ausmachen „die coolen unternehmen“ d**p!!!
268,aleph alpha gut steuergelder einsammeln. firma kommen. europa weltmeister regulierung buerokratie
270,geraumer zeit gott daemonen ki allerwertesten stecken...
271,"dw heißt doku wettrennen ki-weltherrschaft china, usa europa | dw doku deutsch"
272,"bald buergergeld, studium fuern arsch!"
273,9:45 bullshit! zahl halt mehr! findest fachkraefte! bekomm neuen porsche gt3 fuer 10.000€! deshalb nen porschemangel?
274,"anzeigenhauptmeister + ki deutschen ämtern dagegen skynet witz. ne echt mal, arsch. geht 1984 aka china 2024 bald world wide problem mehr. freuen uns, mal sehn"
275,"ki, kuenstliche intelligenz gefaehrlich!...(sie) koennte irgendwann erkenntnis kommen, mensch bedrohung darstellt!, menschen bedrohung wahrgenommen..und ende koennt selber ausmalen!!!...aufwachen bessere option!...sonst terminator bald realitaet!"
276,verloren! glueck!
277,ki menschen. mal drueber nachdenken.
278,anzug 38 grad klimaanlage. ne
279,ki untergang
280,respekt: koennen handvoll programmierer cp freaks welt bestimmen ... fuer geld weltweit
281,jetzigen regierung aleph alpha untergehen
283,"10 jahren, naechste arte doku, harbeck milliarden steuergeld ki betrueger verschenkt ."
284,dezentralisierte gpu power ai ueber blockchains! erste wozu krypto wirklich gemacht ist..
285,blockchain weg!
286,"hoffe einschaetzung altert schlecht, 12:37 sehen 3 maenner, abstand weltspitze unaufholbar ist. heisst es, europa-karte auszuspielen. technisch rennen vorbei."
287,ki intelligent menschen programmiert wird. ki selber intelligenz
288,schon 100jahre voraus nix
290,bosch herd tuer glas tauschen
291,fingerabdruckpflicht?????????????????????????????????????????????????? eu pflicht
292,gott kontrolliert ki. ponil dawai
293,"arte immer geliebt, habeck rat bitten... wirkt raubkopie gelben chinesischen untertiteln leuten linse her huschen ja serioeser"
294,hurra vollgas verderben. verantwortung fuer leben mythos
296,habt tatsaechlich recherchiert wurde einfach chinesische staatspropaganda kopiert sieht ganz china welten hinterher ai angeht eigentlich fast allem... ccp nachrichten halt erfundener quatsch z.b china no1 klimaschutz realitaet letzter chinesische diplomaten erzaehlen
297,"habeck heuchler haette ersparen koennen, reinste heuchelei"
298,"nie firma gehoert ki test mal frage beantworten kindergeld beantragt. milliarden investiert, gut"
299,startups deutschland kohle staat
300,ganz cool laessig herr habeck
301,<3
302,"umwerfend starker report!!! egal branche beruf, zeit fuer bericht nehmen zukunft richtige gleis bringen."
303,"frage zeit, wann skynet erwacht"
304,
306,"immer lustig, moeglich getan, schon immer ueberall crisp/cas ueberall....wenns moeglich ist, wirds getan. macht sinn, forscher. gibt ausnahmen,."
307,"nunja amerikas offensichtlich schwer dementer praesident ja wohl beste beispiel. sollten landmasse logischer vernuenftgiger weise russland, china indien afrika zusammenarbeiten. folgt einfach logik."
308,"habeck kuenstliche intelligenz?????? lach tot! örr-propaganda, igitt!!!"
309,"europa mehr technologie investieren 500 millionen zehn milliarden microsoft ,,,das mann erstmal verarbeiten. politiker diskutieren debattieren waehrend zug abfaehrt. godd luck"
310,"""ai macht planeten komplett uebernehmen."" ...."" allzu ferner zukunft millionen mal intelligenter mensch. daran keinerlei zweifel"" mo gawdat, ehemals google x."
311,"kommt microsoft, braucht geld mehr, genug bekommt. kanzler minister egal, klar politiker sonnt gerne ruhm , einfach daher kommt, merkt benefit erstmal regulieren wird. ;-) neue startups, welt veraendern?? glaube eher nicht!!!!"
313,"guter kommentar. sogar ""nicht-itler"" verstanden!"
314,ki bereits ueberholt bald besserem ersetzt werden. einfach alt langsam.
315,seit bewußt ki bedeutet? nein kuenstliche intelligenz warum uberhaupt ki ? lernt menschen! macht jemand gedanken darueber geistige menschliche kraft denken abgegeben ? stop ki !!
316,wire card vibes kommen
317,"7:44 ja, ganz sicher coolerer"
318,"hoechst sensibilen daten amis china hat, eu egal."
319,wieso glauben deutschen eigentlich besten schaffen koennten? seid nichts. usa china global player
320,"reminder: gesellschaft, ki erschaffen muß, erklaert leben funktioniert mithin krasseste gegenteil evolutionaerer weiterentwicklung. betrieben einzig jenen, faehig bewusstsein fuer leben entwickeln. liebe mehr kennen."
321,sage nur: skynet
324,"finde wenig peinlich fremdschaemen, sehe internationalen vergleich ziehe."
325,gespannt fahrplaene deutschen bahn alevalpha endlich puenktlich eingehalten koennen.
326,frag wofuer brauchen
327,"gute sendung, langatmig ersten 30 min. habeck-geplapper haette sparen koennen. kuerzer waere besser. na ja staenkern, allgmeein gesagt arte wenigen sendern, schauen kann, gefahr laufen, irgend welschem gesellschaftlichen politiischen propagandamist aufzusitzen"
329,quack ente
330,ach robert... male lieber buntstiften...
331,"arte bloedsinn doku zeit verschwendung... mann ki ""nur"" sortieren vielen daten da... thats it fulltimeschwurbler"
332,"begriff ki genutzt risikokapital zuziehen. danach problem geloest wird, ganz einfach klassischen algorithmen geloest konnte, meist verschwiegen. dokus immer dramatisch , „wir verlieren da“ ,“dramatisch“, „verlust“"
333,ki rennen erklaerende weltformel verloren
334,uiui #kronzeugenregelungstoppen verstehen genau geht. recyclingartantifrost
335,"kontrolle bei. tictoc beeinflußt, jetzr schon meinung einzelnen - ki schlgt rauchern gnadenlos"
338,politiker mehr hoeren sehen wirklich
339,harbeck
340,"heut fuer realisiert, welt ruder gelaufen ist.. scheissdreck planeten & moeglichkeiten gemacht haben.."
341,"macht angst, habeck drin haengt"
343,i looking for ai philosopher !
344,alpha centauri „startup“ scheint mal scam made germany. wuerde nix reininvestieren - schon gar steuermittel.
345,@habeck (4:30min) warum geht miele d-land??? ()
346,unfassbar gute hochaktuelle doku! danke arte fuer wahnsinnig gute arbeit. thema gibt definitiv denken.
347,"brauchen opensource ki, menschen uneigenuetzig programmiert wird. lebensqualitaet menschen schaut. projekt wuerde wirtschaft ueberholen."
348,"jemand eigene interesse verfolgen wuerde, masse osint wuerde nichtig lassen. algo halt."
349,super ki uebernimmt weltherrschaft innerhalb 9 minuten. super ki scheitert deutschen buerokratie eliminiert selbst.
350,kfz-luedenscheid
351,"wow, habeck kinderbuchautor*in setzt dahin sagt: ja auch, vielleicht bisschen cooler... oh gott"
352,"schließe meinung lordlazy an. zeit so, ki richtung mensch adaptiert danach mensch richtung ki adaptieren muessen. sicht begruesse agi gern eher gestern morgen. bleibt mensch, prozess welt schuldet, andersherum."
353,"eher werbeclip? braeuchte ki abklaeren lassen, wer ganzen elend planeten schuld (die menschheit!). ki-systeme modernen waffensystemen verknuepfen schwuppdiwupp terminatoren ausgeraeuchert."
354,...wenn selbe energie begeisterung fuer umweltschutz aufbringen wuerden...
355,schuld deutschen behoerden taschen schieben. usa sowas privaten sektor oeffentlichen sektor gefoerdert!
356,"bald geht psyche sollen umsonst fuer forschungs statistik irgendwelche aromen austesten , glaub, hattert jetzt, mal uni anmelden , wenigstens bezahlen paar tausend €£$ fuer atmosphaeren tests"
357,aleph alpha gibt ziemliche wirecard vibes
359,ki richtig funktionieren wahrheit fuettert. solange wissen wahrheit ueberhaupt staendig verleugnen verzerren koennen wirklich gute vernuenftige ki programmieren.
360,habeck? erfolg verbuchen? gute bedingungen bereitstellt arte you made my day!
361,common arte w
362,"total verrueckte idee, umhauen wir!! softwarentwickler, ingenieure welt, projekt arbeiten, verbuenden kooperativ arbeiten zusammen. ach mist leben ja kapitalismus."
363,langweilige frage: macht menschen menschlich? laengst beantwortet freud: eros thanatos.
364,"tolle reportage, weiß wieder, wofuer rundfunkbeitrag zahle."
366,konzerne europe weniger zerstoererisch korrupt sind...
367,"diejenigen, identitaet ""nuetzlich sein"" definieren kuenftig haertere zeit haben. mitleid."
368,"niemand braucht ki, menschen. entwickler sollen wahrheit sagen ""wir"" form reden. menschen technologie nicht!!! warum kenntnis genommen?"
370,"mittlerweile berlin bahnstreik anderen, berlin 24 jahre rueckstand. vier jahren beschleunigte rueckgang 98 %."
371,"social scoring: schufa, ueberwachung, precrime: prism/palantir.. eu schon moeglich gewollt. reden da?!"
372,cringe. palantir genaue gegenteil überwachung. palantir anti-these kommunistischen staatlichen überwachung a la ccp
373,"typische teutonisch gepraegte eu: immer gefahren probleme sehen, bloß chancen...und dabei ahnung haben. ende amerikanern chiesen abhaengig benutzt tech trotz unkenrufe....."
374,kennt wer lied ende? (wahrscheinlich ki generiert...)
375,genau. streikende stellen alberne forderungen. chinesen ey...kannste ausdenken. leben autokrarischen dystopie checken gar nix mehr
377,"zeitpunkt ai big data investieren, macht sparplan legt seite, lohnen !"
378,leute politisch verfuehren verwirren braucht ki. funktioniert gut ohne.....
379,beim huenerzuechter raus . 2min
380,schon robert habeck hoere kommt kotzen .....
381,denke schon verloren!!! geld geld geld konzerne konzerne verloren geld ki nie gut gerne denken....
383,einzigartig...tiere pflanzen fuehlen genauso
