,Comment
96,ai इच्छा नहीं कर सकता। मुझे सुधरना है। ऐसा सिर्फ मैं सोच सकता हूं। ए आई नहीं। जिस दिन ए आई इच्छा करनें लगेगा। उसी दिन मानव सभ्यता का अन्तिम दिन होगा।
97,ai can become god of human.
98,ai can become god of human.
101,https://youtube.com/@vlog_with_entertainment?si=uzjnwr2p01oz1c4o
106,ai cant be impulsive
108,ai ko kisi bhi chiz ko lene ki ichcha nhi h
109,ai thought nhi la skte h khud me
111,sara bakwas hain bewaqob insan ai kes ny banaya hain human ny banaya hain tu es ka matlb hain ai can be replace by human
112,mujhay to yehi banda ai lag rha hai
113,hame future secure ke liye kya kya sikhna chahiye detail me video banaiye pls sir bhot confusion hai 
114,nothing can replace the human mind. we make devices or develop technologies. yes ai is important
115,ai ko army me bhejo
116,pr kya ai ke pass feelings hai????
118,"absolutely essential fields! ai and data science power innovation across industries. from self-driving cars to personalized recommendations, their impact is immense.  learn more in-depth in our latest blog:  servetechss.blogspot.com/2023/11/in-todays-fast-paced-and-data-driven.html"
125,ai is important for human development. human are corrupt in many places .
126,very nice
127,ai cannt not reproduce their young ownssir
128,thanks guru ji
131,"as per my understanding ai can only work through memory   but we are connected to nature's intelligent without memory still we are conscious we can act . ""sound of silence"""
132,kya sub kuch ai karna zaruri he .karna he to ai ko kheti karwa k dekhaooo.kuch aisa banao zo agricultura ko aahe leke jaye
133,ai psychological bhi sochne lag jayega it's not a big deal....depend ye karega ki jo create karega wo apne benefits ke liye karega but ai se dheere dheere uska control hatne ke baad ai next level as a individual or big bubble dono ki tarah work karega
134,human has hereditary input through genetic inheritance perhaps sir but ai perhaps cannot inherit . is it sir is my question as i cannot think? also machines need to be maintained.
136,ai can not give birth
141,thanks god well will die before watch this fearful problems 
147,"chat gpt is machine of parhon
in future rule on world"
148,एक-एक करके सबको replace करेगा artificial intelligence
150,ai will capture everithing  .
151,jay hind bhai ji
152,ai have no feelings no emotions i think
153,finally robot movie real hoga 
154,ai can't replace dr experience.
157,"currently,ai has information till 2021. if it can get real time data that will be the next revolution. also,ai has no control on emotions. so decoding human thinking and supernatural existence cannot be evaluated. also,it cannot take input by itself. it gives output based on existing data but cannot generate output based on inputs excluded."
158,ai is machine and machine is operated by human but once ai starts operating human just imagine
159,ai me lja nhi ho sakta leki human me hai kal ai nanga photos nikal lega ai ke technology ko rok na v galat hai ai ko kata nhi chub sakta insan ko ho sakta h
160,ai me lja nhi ho sakta leki human me hai kal ai nanga photos nikal lega ai ke technology ko rok na v galat hai ai ko kata nhi chub sakta insan ko ho sakta h
162,ai runway & boom. log ai se nahi aag se khel rahe hain. ek din ai is earth ka god ban jayega. aur sabki band baja dega. 
163,my best teacher aver
165,ai acha to hai leking akdin dunniya khatam ho jaigi
166,"see he is very much manipulative, he telling what he wants to say .. god jo human banaye hai usse acha kohi kuch bana nhi sakta .."
167,ai hypnotise kar sakti haa
168,ai brane jasa  thought nahi kar sakta
169,sir app ka belief is veri nearest to islam religion pl agr app apni kamyabi after the world b chahty ho to islam ko b study kro then aik allah per yqeen lelo
170,sir ai baba ramdev ka yog nhi kr payega
174,can ai create ai?
175,"do not emotionally attach with any field, this kind of behavior is misleading. don't forget you are a non technical person.
you do not understand technicalities related to artificial intelligence. nature still on his place, you and your emotions could not displace it..."
176,what defamation about ai. but hi is greater then ai because it's created by hi. worth watching. sir style of discussion and your reply amazing sundeep ji 
177,sar ai singing nhi kar sakti kyoki uske liye to human vocals chiye na
179,ai duniya ko khatam kar dega.
180,human intelligence is always superior to artificial intelligence because our intelligence developed artificial intelligence since ai can't exist if human intelligence until unless ai can't do something with itself
181,humans are weak and we are the creator of ai but we are the creation of supreme super natural power the one and only one allah the generator operator and destroyer of everything...so there is no need to fear from this artificial fear...
182,no one can beat the human brain
183,one thing i would like to add how ai is greater than human intelligence it is only human intelligence who developed such kind of artificial algorithm...
185,all ai robots thinks same but all humans does not not think same
187,"ai can't replace entrepreneurs, & ceo s"
189,"sir, what i have understood that ai can't have any dream what a human should have. ."
191,ai wont be able to produce experience like us.
192,ai shinchan jesa hula hula dance nahi kar sakta
193,"ai can simulate excitement to some extent by analyzing patterns in data and generating responses that seem enthusiastic. however, ai doesn't experience genuine emotions like humans do. it can mimic excitement but doesn't truly feel it."
194,also excitement level ai can't achieve
195,ai can't make decisions on the base of emotions. i means ai can't able too feel the emotions. ai is the greedy search tool.
196,i think this is the best vid till date ....last moments were goosebumps 
197,ai jub perfect disition le sakhta hai pichle past ko calculate karke so wo future bhi bata sakhta hoga... means  indian jotish shastra ke tarah...
198,"according to me;
ai will never have the emotions that human have. we need to keep our emotions alive. unfortunately, we are loosing these qualities. we need to use it as a machine and maintain a difference between ai amd human. if we fail to do this, the destruction of whole human civilisation is not so far."
199,"that concept of water bubbles in a revar is so nicely explaining the concept of spirituality, and atma upalabdhi"
200,"#chatgpt not give good answer,"
202,"the best awareness when you understand what is the present, nd real,."
204,jugaad nahi kar sakta ai 
207,"job chhorkar ganv chala jaunga ,thode saving se ai ke kuch machine le lunga mere ganv me  jamin hai me wha chala jaunga reels , netflix dekhunga , kheti krvaunga ai se aur mje se so jaunga "
209,can ai will have the capability to create another rabindra nath tagore or newton or someone else like them !?
211,"ai never settle down our society thoughts, corruption, poverty, unemployed "
212,इमोशनल इन्टेलिजेन्टस भी होती है ai में।
213,"jab billion of miend is use in ai
then one brain cannot break ai.. in same language
cannot develop any new language which is written..."
215,ai don't reply the short kay words talking
219,"humans be like: na munna na tumane to aapane baap ka dil hi dukha diya

to ai"
220,very informative and huge gain. mind blowing. amazing.
221,"insan sokar sapna dekh sakta hai...
lekin ai ye nahi karsakta"
223,ai is our future. ai ke jareeye ham  sampooran cosmos ke rahasya jaan jaayeinge. ham sun par bhi pahoonch jaayeinge.
224,mera ek question hai ki jab sab ai karega to ham survive kese karenge ? aur aisa kya kam kare jisse ham zinda rahenge
226,10:30 best line
227,vase hi ai ko jyada importance de raha h aisa kuch nahi h kal ek question maine kiya ai jawab ni de paaya 
228,"*19:47** min , he really talks about vedant darshan. it is the reality which cannot be achieved by ai ever.*"
229,"just switched off , the best solutions..."
230,"sir ek question hai ki
ai aisa kon sa kaam hai jo nhi krr skta ki jo insaan kr skta hai par ai nhi kr skta"
231,ai fillings kavibi samajh nehi payega
234,kya ai ki vjh se humans ko koi khtra nhi h
235,sandeep sir ku kya nehi malum hai oo puchhu
236,"1:20, ai don't have morality, emotions, feelings, experiences. it has is only data."
238,ai can not do anything beyond feeding instructions
239,ai follows human input instructions only
240,ai based on quntam computer memory itself
241,sir ai can not fix itself if any component damage except to indicate itself only
242,bro ye banda bakwas jyada karta h ..main thing k baare mai bataya hi nhi
243,"namaskar.the samadhi state or nirvana of buddhism also explain the thoughtless state of mind.untouched and not affected by outside world or memory, just silence and stillness."
244,are ai se kheti karwa lo anaj ugwa lo hai dum ai main batao batao 
245,ai can't creak upsc
247,past ki jankaari rakhni wali ai bakwas h.i a tapasya nhi kr skti. ai bhagat singh nhi ban skti h. ai sweet  nhi khaa skti h na samose rasgule nhi khaa skti h. 
248,i watching countless ai topics video this is on of the best explanation video about ai
249,i can say something about ai that will trigger your fear exponentially..but all i want to say you that  sandeep sir will find a solution..beacause yeh ai ko handle karna v aasan hai..
250,"in future we said,ai do everything, matal jb ai kaa apna dimaag or body hongaa to vo human's ko kyo rakhenge .i meen its true future is tarminated by robot .. please make video of dark side of ai..."
251,aap kitna bhi..samjhane ki koshish kariye..but..ai kabhibhi ek human nahi ban sakte..
252,"sir..in sabka kehene ka overall..matlab ye..hai 
.ki..ek ai kabhibhi..human nahi ban sakta..ye bahut deep hai.."
253,robots will surely replace humans one day 
254,mujhe satyug me jana h re babakalyug nhi caiye
255,isaka samadhan ek hi hai ki hame 30 eyar pahale ka jivan jine ki jarurat hai
256,"efficiency bhi jyada hai uski ( matlab self , decision me uski speed high hai..... ) but insaan new thoughts generate krr skta hai... ( ai ) nhi...."
257,"machine ke pass all memories ( means recent , short and long memories) hain..."
258,right machine (ai ) ke pass bhut jyada data pda hai.... means pure data ka base nikal lete hai....
259,hn it's right..... ye sb kuchh samaz te hai ai banane wale........  developer
260,yaar mai soch raha hu agar sir ka channel motorized hota phir bich ad aa jata to mai achhe se samjh hi nahi pata
261,ai jo answer dega wo glt bhi ho skta hai sir 
262,onpassive ai solution k bare mey kuch batay
263,"hum aa rahe hai sir, with onpassive"
264,human being do new thinking ? not captured by ai.
265,"sir, i can challenge to ai by new mechanism economic of india and the world"
267,ai is curious....
269,"bahot ghatiya time pe paida ho gaye humlog  itna rat race itna competition aur jab finally 10-20 saal baat humlog btech , mba , upsc , blah blah exam degree leke financially independent ho jayenge aur fir pata chalega kisi robot ne humari nokri chin li"
287,kya joff bejos ka name ai ke janak hoga.
288,i am the awareness who uses ai and thought and emotions.
289,ai can't aware of itself.
291,how ai effect teaching profession?
294,bhai tu kya bolta hai khud ko samjh aata bhi h  n what you know about ai. i think 0%  n one more think ai k baad sabse pahle tum jaise babao k job jane wale h
297,neuropsychology is the scientific study of brain function and behavior
298,ai team 
299,"one thing that ai can not do this, your action like:hilna dulna like u."
301,ai has already surpassed human intelligence
303,mery khyal sy ager ai hi sab kuch kry future fields khud ugaye or baaki industries bhi khud hi run kry to insaan wesi zindgi guzar sakta h jesy ky log bilkul farigh hon or badshahon jesi zindgi gozarien
305,sir ai record any video or make a shoot on mobile or camera
307,robot me emotion nhi hogaa
308,ai can't feel.
309,ai insaan se hazar guna smart hoga...
310,"tik h thotless condition aa gai
kuch nhi h karne ko kahne ko
bilkul zero h
fir kya
fir bhi life change hoti hai

parivartan prakrati ka niyam hai

hum thotless bhi honge or change v hote rahenge
sather nhi hai kuch bhi"
312,one think which ai cannot do that ai cannot invemt new think it's only work base on the old information it cannot be create new thik
313,ai aavishkar nhi kar sakta vo bus purani information ke base per ki kaam karta hai ku h naya create nhi kar sakta vo sirf nature hi kar sakta hai
314,ye video ko dekh ke lag rha abb ai ke field me engineering karun 
317,he seems to be an ai himself :)
319,ai se dar lagne laga hain 
320,sir medical level pe ai kaam kr skti hai ya nhi
321,absolutely all you right but man ai makes but not ai make man ..
323,"you are wrong, jab bachcha paida hota hai tab wo maa ka doodh suck karna kaun si memory se sikhta hai? kyunki uski memory to abhi start ho rahi hai, usko bhookh ka dard hota hai to wo rota hai yeh dard mehsoos karne ki memory kahan se aati hai?

only true one god allah"
324,artificial intelligence vs humans excellence
327,"we are already ai operated, we live in metaverse reality, sitting at some other place and playing this game of illusion world matrix  pixelated matrix simulation "
328,aap is video me tatvik baate kar rahe hain jise sab nahi samajh sakte. but main samjha .
329,ai bekar chiz hai zo bahut zaldi lupt ho jayega
331,shunya ki sthiti me sirf insaan jaa skta hai.. basically yeh kahna chaah rhe the..ai dhyaan nahi kr skta
333,ai रो नहीं सकता उसमे भावनाए नही है जॉब जायेगा तब रोना पड़ेगा हमे आध्यात्मिक होना पड़ेगा अगर सर्वाइवल भी करना है
334,muje to pani vali baat smj hi nhi aai
335,kyuki ai k aa jane se sayad cs job hi nhi rah payegi
338,sar...ai..hamary..shoh..sy. bhe. bohat.. zayada...kamyeb.hi...  hamara.aillha..hafeg..hi
342,sir ai much khud khareed k list nahi kar sakta jesa k mai market jati hon kapra layti hon phir ai media pay sale karti hon usay post kar k
344,ai 10 bar deka hila nahi sakta
345,"sir kya ai 
love kar sakta hai"
347,ai bacche paida nai kar sakta
348,"जैसे पहिले लोग सोने के हार बगेरा पहनते थे, अब आर्टिफिशियल पहनने लगे , सुनारो की दुकान 80% कम चलने लगी ,...ठीक उसी प्रकार सब ai होगा रियल की वैल्यू कम होती जाएगी"
349,"everything you need to know about ai    
https://journey-to-artificial-intelligence.blogspot.com/2023/07/a-journey-into-world-of-artificial.html"
350,kya ab robot hm pr hukumat krege
351,sir machines ke bhi boobs hote hai kya
352,sir jo hamare pass jo budhi hai sare gyan ya budhi sab to hum sabhi internet par dal chuke hai to hum me or ai me koi frk nahi hai . balki humse jayda achha nirnay ai le sakta hai .
355,"ai बाबाओ, संतो,संयाशियो  का कुछ नहीं बिगाड़ सकता है!"
356,"ai na hua kali ho gaya, ab to kalki avtar me lord vishnu ko hi aana hoga ...."
357,hum log aab kewal bacche paida karenge baki kam to ai karega 
358,thank you sir... 
359,new though samne wale insan mai nahi dal sakta ai
360,sandip sir i think ai is not capable for discover or invent new thing or ideas like albert ainstine or newtons lows.
361,"ai can't do creative work, it only do repetitive work"
362,ai discover nahi kar sakta. ai ko to yahi lagega ki apple niche hi girega but koi human hi soch payega ki girne pichhe koi karan hai aur gurutwakarsan bal ka aviskar hua.
364,best way to yahi he ke isko sath leke chale like ai ke aane ke bad uase kese uas kare
365,using ai i become a cyborg 
366,thanks
367,the difference between ai vs human intelligence is awareness only...
371,"sandeep bhai.. mein to jungle m rhtaa hoon.. and  i can read 
or understand all kind of creatures language. then you told me  how could chat gpt effect me.?"
372,techology  ka sbse best part black mirror name ki webseries me dikhaya gya hai..  black mirror ke kuch episode to hosh udaa dete hai..
373,ai cannot do research
374,"agar majority jobs lose ho jayegi tab, products made for human kaun kharidega, automatically sales down chali jayegi once company starts firing people, ai cannot be a buyer"
376,but ai cannnot create humans means can't give birth
378,मैं 2 साल से आपके वीडियो देखता आ रहा हूं कभी जल्दी से कमेन्ट नही करता लेकिन आज ये बोल रहा हूं जितना अच्छे तरीके से अपने ai को explain किया है कोई ai expert भी नहीं कर सकता 
379,"the last part is all bluff....the ai can never understand human feelings and cannot act according to the situation and take decisions by combining human feelings and intelligence like how humans can do... so, stop comparing ai with humans and instead learn ai and try to move on with it..... humans are exceptions to ai"
380,sir ek question hai kya ai khudko update kr skti hai without help of humans and same time ek aur question aaya hai ki kr skti but kisi dusre ai k through prr sir kaha tk ai khudko update repair aur update kregi?
383,emotions or feeling human mai hai ai mai emotions nhi hosakta
384,good morning sir happy guru purnima sir ji apko
385,sir plz or videos banao n ai pr
386,"after 20 year ai  will be ,done our culture help , please 1 video published"
388,kalyug ka ant bahut pehle aane wala hai
390,abhi maine aapka ek video dekha ai ke bareme woh tha 1 mahine pahile vala aur fir maine yt band kiya aur bahar gaya thoda ispe socha fir youtube chalu kiya aur dekhta hoon to sabhi videos ai ke bare me hi the aur maine abhi ye pura video dekha isme mera 10-15 minute time gaya ai raj kar raha hai sir
391,actually i think that ai has no emotions. so ai cant take right decision for us because ai take decision without any emotion but a decision without emotion can't happy the humans so the decision will wrong indirectly liked it if you think its right
392,ai is more dangerous if ai is has  desires of actions. and i think ai have or it will have in future.
393,ai shadi nahi kar skta
394,"@sandeepmaheshwari that means overall an ai can't learn the spiritual knowledge which a human can, am i right or it's different from what you told?"
395,"sir ,hum apne mind 1ya 2 percent hi use karte hai agar human ne apne mind ka 4 to 5 percent use karna start kar diya to koi bhi ai use compete nhi kar sakta aur ai koi creative nhi hai use human ke creative mind ne bnaya hai 
explanation ka tarika  human ka behtar rahega hamesha"
397,of course! ai is changing humans mindset so train your brain  with new technologies and trends 
398,ai romance v kar sakta hai which is fake
400,sir bhoolna nhi chahiye ai hamare dimag ki rachna hai
401,all i can think about is bhagwat gita cause hum sab ka bulbule hona was similar to ek bhraman ek gai ko ek saman dekha..... 
402,"sir ai dhayaan nahi kar sakta .or yehi humari jeet hogi future mai .kyuki jo dost hai aaj wo kal sabse bada dusman
hoga .."
403,what a masterpiece session is this. he truly operates from his pure consciousness. i watched it 3 times..got many deeper insights..
404,"sandeep maheswari  sir ai se human ko kya fayda h???
and agr human ko koi fayda nhi h to ai kyu develop kr rhe h"
405,ai never can be changed the human behavior because human create ai not ai create human.
406,"hamen ai ka istemaal karna seekhna hoga, na ki ai ka hathon istemaal hona."
407,ai ko rokne ke liye hamen social media ka istemaal kam karna hoga. aur istemaal karne ka ek limited time fix kana hoga.
411,spirituality se age ai nahi ja sakta
412,rajnikant ki robot movie yad aa rahi hai jo usne exam diya tha
413,"सर अगर ai इतना इनफॉर्मेटिव हो जाए कि इंसान के होने या न होने से उसे कोई फर्क नहीं पड़े
तो इस केस मे इंसान के लिए काम क्यों करेगा"
414,"खेती करो, ai खेती नहीं कर सकता. "
416,consciousness is the ultimate intelligence 
417,sir hindi main speech diya karo please
419,sir is ai kyo ganrate hi kya kiya jaa raha hai
420,ai work on progammed or written data it's not a self conscious being
421,ai can simulate the whole world but our conciusness?
422,ai gonna be the future of human civilization
423,ai kheti nahi kar sakte
424,ai hamare sapno ko nahi dekh sakta
426,i feel that when the problem will arise due to ai at the point when everyone will realised the threat. human will develop another program that will restrict the usage of ai because it's human nature that when it's comes to thier survival they will fight for it. time will come when ai will fight with another ai.
427,sir please more. session about ai
429,protest karo. against ai ke
432,sir g kis ai expert ka interview kare plz
435,hair cut nhi krr paega
437,such a great season 
438,pov:- ai watching this video and trying to solve problems 
441,"according to sandeep sir, if ai's thought process is same as human, and he also  neglect the sense of consciousness.. will sandeep sir neglect the concept of enlightenment, which lord buddha achieved through mediation?? it's a human made software and it will never go beyond human beings & this is the ultimate truth and fact.."
442,is ai replace fraud baba's
443,ai  cant love sir cause it is untouched by thinking
444,"sir if ai at in final stage i.e., when he gathered  abundance knowledge than the job will loss by humans than crime will also increase bcoz if the people have no job than obviously there is no money so people goes in wrong path for earn money......sir plz say about it"
446,ai आने वाले समय मे मानव के लिए अभिशाप साबित होगा मानवता का अंत   हमारे दवारा किये गये अविष्करो से हि होगा 
447,"bhai apne ko bass kalyug aur satyug dwaper yug ke bare pata h 
ak nata yug aur h joki robots ka hoga"
448,"human intelligence has created ""artificial intelligence""  so there is no value for versus, this video is just like sandeep mahichwari defend artificiai intelligence over human intelligence, that's not good. being a human"
451,"sir jis trhan se humans relations (rishtey) nibhate h, kya ai nibha skta h ya nhi"
452,consciousness proves the human  existence.. but collection of information proves the existence of ai.. ai  can't feel the hallucinations and illusion .
454,human sperm peda kar skta  .  ai nhi kar ssktaaa
455,enka brain storage capacity unlimited hai .... with advased ssd processer.. 
456,sandeep sir ji ko questions puchhna matalb ai(chat gpt) ya google search karne jaisa hai bhai .... all about incoming ai technology
457,good
459,nature intelligence.
462,"सेर ""चेतना"" ही हामे आलग करता...ai or human से"
465,issliye insaan ko insaan ka value dedo machine ko mat dedo machine akhir machine hi hoti hai chahye wo kitne bade bade aur sare kaam kun na kare
468,"bhai mein to bahut darr gaya hu,, jaldi se mar jate hai,bhad mein jaye ai ,problem khatam "
469,last wala nahi samjh aaya sir mai hindi midiom wala hu
470,we cannot teach machine morality that's it
471,"sandeep maheshwari ki kuchh baten bilkul samjh nahi aati,,aur na hi wo samjha pate hai "
472,sandeep sir demotivate bhi achha karte hai
473,ai ko hack keeia ja sakta ha
474,the great  j. krishnamurthy  have  told this  topic  to  the world  around  through  his  beautiful  talks  before  50 years  ! ! !  
476,"bhai yeah batao, 10-15 saal band hum kya karenge, kaise roti khayege kaise bache palenge 
pata nai kya bol rhe ho."
478,""" ai ""maara hua aadmi ko zinda nahi kar payega...kabhi bhi yea kam nehi kar paya ga...sab kuch karega lekin yea kam nehi karpayaga.%"
479,simple si bat h human beings m feelings hain or ai feelingless h us m feelings nhn hain
481,humans will become  spiritual  when artificial intelligence achieve full potiential
482,asur session 2 me ye dikhaya hai
484,अरे भाई ये ai क्या भगवान है क्या?
486,great answer sandeepji. only a meditator who has experienced deep conciousness can provide such a clear and lucid difference between humans and ai. thanks!
487,"ask solution decision to ai
only"
488,what if it starts distruction. a terriorist group gets access to ai. it could be dangerous.
489,असुर webseries is also a good example
490,"toh ai bhagwan ban jayega ! ?...
aaj bhi koi bada bulbulla ham sab chote  bulbulla ko control kar raha hai...
sound,visuals,feelings,based on that start collecting data's start storing in a computer memory."
493,खेती करो भाई खेत मे नाही आयेगा वो ai 
494,king of world best motivational sandeep sir
496,ai societ nahi kar sakta
497,why your are explaining the topic as ai can explain this topic better than you.
499,"samja rahe hai ya dara rahe hai
marvadoge kisi ko"
502,ai motivated karsakta ha kaya?
504,ai डाका नहीं डाल सकता
505,can ai replace motivational speaker also
506,ai never do  true justice
507,"ha ha ha,, pataa lagne k baad bhi, o decision galath hay, usi se stick rehtey hayn,,   wow,, thanku dear sir,, for explaining the difference between ai and human being.. remarkable fact."
508,"bura lagta hai bhai 
jab aisi video pe 2,3 million views aate hai "
509,chalo ab puri humanity ko ak saath sanyas le lena chaie ab bas vahi bacha he kyoki ai ki tarah bahot jaldi hi bio tech bhi bahot aage badhega jo shayad bacche tak paida kar de..... aur hame bhavishya me hamari prithvi par se dhakke maar k bikal de 
510,fantastic
512,to kya ye ai hamare liye khatarnak nhi h
517,listening this podcaste i feel the vive of  osho but it  explaining by relating with emerging challenge. najariya
520,ai instantly  breakup hone se nahi rok sakti
521,"sir, please make a dedicated series for ai , where we can brainstorm about ideas, you and others share what they know about ai and also you and everyone share their vision towards the future of ai and also discuss about metaverse.whoever agrees with me please like this comment"
522,he is giving atmgyan in a way which all of us can relate to and act accordingly. thank you sir for this meditative session.
526,sir ai share market ko predict nhe kr sktha
528,sir kya ye jann kar sakta hai
529,"thank you for explaining us so well, like me, everyone should understand the truth of this life, this is my prayer from dear universe thank you so much"
530,ai be like - apun'ich hi bhagwan h
531,can ai do sex?
535,dekhiye agar ai ko niche girana he toh ai ko chakkar lagado
537,ai created more job than today
538,matlab ki ai ko information feed karna band karo..
539,sir ai me paropkaar ki bhavna nahi hoti.
540,kya analysis hai amazing . thank you so much 
542,sir does sports also affects because of ai?
543,ai baccha payda nahi kar sakta
544,"lagta hai sandeep maheshwari ji ne nirvaad ka majaa chakh rakha hai.
23:04"
546,"mujhe insano pe daya aati hai, sandeep jaise 5-10 log hi duniya me samaz sakte hai ki kya chal raha hai, "
547,"god has made hungry in every living beings so that everyone work and enjoy the life
if god would have think like modern science which is not even mere 1% spiritual knowledge then god would not have made hungry in living beings 
but modern science are doing just the opposite of god"
551,it was a legendary session from sandeep sir . like if you reading this comment in the year 3023... lots of love to you and family and the future world from us(your past ancestors)
552,ai couldn't feel.
553,all informations in ai memory are feeded by humans so ai cant go beyond human mind thought process so ai has limited  informations that are given by human to ai memory
554,"@sandeepmaheswari sir ""ai""can not understand no  and ""ai"" dun hav emotions for atleast next 100 or 150 years"
555,we don't have to worry or panic for those kind of things i suggest everyone to see the dilip kumars naya daur movie 1957 machine vs artificial intelligence
557,"ai अभी झूट नही बोल सकता
भूख नही लगती 
ai को झूट बोल कर हारा सकते है"
