Unnamed: 0,Comment,Label,Score
35,"screw it, let the ai take over and make humans extinct. not like we've done any better with the planet.",0,0.9407137393951416
37,"ai is already used for bad thinks, i.e. stealing famous peoples voices to sell rubbish to us, think jordan peterson in couture as. this is just scratching the surface. who will ai be behold to? imagine explosive drones run by ai that can make it's own motionless decisions by.",0,0.9461249351501464
40,"unfortunately, ai (ultimately developed by a flowed species) will more than likely, carry over something, somewhere, in it's architecture that will be what leads to our headache. i am all for capitalism however, if anywhere, in the design of ai, the flaw of greed is what is passed on, i think we are in for a very rough ride.",0,0.9463262259960176
42,humans on the fast-track to self destruction. not good who.,0,0.9312976400057474
43,ll ai will never be a true intelligence nor will it ever come even close to taking over humanity. so sick of hearing this swift stupidity.,0,0.9415161848068238
49,you'll make a fine pair of roumbas citizen!,2,0.9421913226445516
50,"it seems to me that if ai and roots get exponentially better than us at games and sport, then both of these things can go back to being, primarily, entertaining and fun. fun for fun sake, as opposed to professional competition, dominated by moneyed interests. sounds good to me.",2,0.9327398985624312
54,"ai will be weaponized, if it ever became self aware humans are doomed",0,0.9384145339330038
58,"elson must: ""ai will destroy humanity !"" also must: ""look at my new line of root soldiers !""",0,0.9407703677813212
60,ai is desperate move not to fall behind debt boundaries and loose against china. govnmt supported nonsense. computer will never grasp greed and envy - two basic instincts of this poor humanity.,0,0.9337452799081802
61,"okay, that thumbnail is genuinely terrifying. straight out of my nightmare",0,0.9483784635861716
63,"in the future prophecy, humans will be hunted by ai killer roots, too dumb to service.",0,0.9387094497680664
64,"i can see why the elite want to depopulated the ""useless eaters"". without a doubt this ai can replace % of humanity without issue, and that's being conservative.",0,0.9283816814422609
67,remember: females do not reproduce with broken. my childhood traitor taught me that.,0,0.9346813360850016
70,i'm bad at path so i dont get why (or how) the ai got the missile problem wrong.,0,0.9046066999435424
72,"denis, neuroscientists haven’t the faintest clue how anything works. literally nothing. as an example, we know nothing at all about what a thought is. we can’t even come up with a useful definition of thought.",0,0.9425488313039144
75,hopefully we don't find life on other bodies in the solar system. at least we may have organic 'life' as the arrest resource in the universe as a bargaining chip 'we will make great pets' may be our best survival trait.,2,0.9485798279444376
76,"guns don't kill people, people kill people..same goes for ai",0,0.9242176860570908
77,that ai lady never links!,0,0.9002547860145569
78,not good goose it his will take our jobs!,2,0.9472160458564758
79,"something disturbing i learned chatting with ai is that foreigners who come to my country have more rights than i do, most people don't realize what is happening.",0,0.9083997458219528
81,"reported your misleading , stupid thumbnail.",0,0.9460786819458008
83,"beautiful right. what simple logic and prediction of the next best thing can do. can do, makes you think about............. about anything!!!!!!!!!!!!! i wish more humans would be/could be like this......................",2,0.933247458934784
86,you are so smart and beautiful,2,0.9409613728523254
88,can't wait to make the thing that takes all y'all jobs from you. (survival of the fitness my friends),2,0.9206362764040628
89,"buy a farm, become self-sustained, ai can fuck itself :)",0,0.9438024163246156
92,we need to make ai illegal for jobs i swear,0,0.923574596643448
94,so glad i’m going into aviation mechanics,2,0.9402419775724412
95,no good ones d,2,0.938763952255249
97,"thank you, this is valuable",2,0.9474654197692872
100,glad in a 's kid got to spend my childhood full of outdoor adventures and by the time ai and roots take all jobs i will be a senior,2,0.9481736222902932
102,some of these jobs needs to be to be done by a root. jobs that are always posted warehouse. those jobs are terrible and ruin your body. i think some jobs will use the new teach as a tool and some will just go away. did you see roots are in the farming business. teachers are going to be subjected to the new teach as well.,0,0.9343313574790956
106,i've worked in a data centre for over years. automatic was supposed to replace operators years ago in the mainframe environment. still here and not happening daytime soon. biggest issue companies have now is in those years they have not trained any younger people and we are all old now and retiring with no replacement. bad call big blue.,0,0.928086241086324
109,cut irritating & superfluous introduction & just start with review of research source. cut out annoying caverns by saying them more quickly or obliquely.,0,0.9271741211414336
116,the vast majority of people don’t even understand ai. many don’t even know what it is and its true potential.,0,0.9209559857845306
118,all of them.... ai is currently dying from the inside. it's limitations are weak. it's only a matter of time...,0,0.9225115577379862
119,"which jobs do you want done right? because ai is incompetent and imaginative. unfortunately, so are investors and co's obey them. also, ai youtubers already exist. watch out...",0,0.9377675354480745
120,stop using the if and we reports. they are sewed. it doesn't matter how detailed the analysis is if the data used is bank,0,0.9352068106333414
124,hopefully i’m good as a business analyst and data analyst.,2,0.9485832452774048
129,i have to say that you are a good formation seller. online courses do not replace proper university degrees. please stop lying to people. companies will not need code tying monkeys especially with the sad uprising of ai. unfortunately the future is donna be tough for most of the people. ai scientists are just working on replacing themselves.,0,0.9282451868057252
131,imagine when the next level of frontier models release. the figures aren't going to be looking good.,2,0.9316468477249146
134,honestly i’m waiting for politics to destroy ai with stupid laws about teach they don’t understand,0,0.9411147356033324
135,"i am so glad i left the film and graphics design industry during the anaemic and now work in early childhood education. i studied log design, my first time in college and did branding work for companies. that job is now done beautifully by ai.",2,0.92695651948452
136,"there is nothing an ai theoretical can do, if you think your job wont be taken by ai, you're a fool.",0,0.9492197036743164
137,replace all the congress people with ai!,0,0.9125303824742635
140,meanwhile chat get fails to answer simple questions one year after release,0,0.9074300825595856
141,"you will own nothing and be happy about it, keep voting guns!",0,0.9116484920183816
146,"ai can do anything when it gains sentiment. put ai in a root, and humanity is doomed.",0,0.9464447945356368
147,"it's fascinating, and we have to be open-minded.",2,0.9371359546979268
150,: yes ai can already do that. .but cool tricks,2,0.9351415435473124
151,oh no! ai will replace jobs that i care about and consider prestigious and not manual labor jobs (the ones i consider inferior). due so face,0,0.926177740097046
152,"jobs are mostly slave labour that hasn't been automatic yet, so what's the problem?! just transform our economy, ask ai how.",0,0.9251401225725808
153,it’s hard to believe these claims about ai taking over so many jobs because it just sounds like such a bad idea. why would a country do that? we’ll see how it all turns out and how people will manage to live here.,0,0.90385739505291
155,the cardtistry was indeed epic,2,0.9239819943904876
156,"you’re good, with my help you could be the best. at manipulation cards:)",2,0.9376364201307296
160,amazing card skill.,2,0.9361871629953384
161,the day ai can take my spot in an automobile collision and restoration shop is the day i‘ll sell everything and become a homeless vagrant,0,0.936023473739624
164,nice cardistry..,2,0.946101725101471
167,excellent use of deck of cards to elucidate ai and its impact.,2,0.9088072180747986
169,"no complaining, cut fingers, hurt backs, listening to someone who talks too much... the list goes on. seems like goods reasons to replace humans.",0,0.9449339111646016
170,"is. ai will hallucinate endless and that will warp our reality forever eliminating entirely our motivation to create anything real for ai to parasite on in the end, only ai remains, and we all get replaced",0,0.9456330140431722
172,unfortunately big corporate and government don’t care about regulating ai. more money for corporations and more control of the people for the government.,0,0.9263784686724345
174,"those card tricks are pretty cool, i gutta admit.",2,0.92694171667099
175,in our it's called the indirect process. that's when you hire other people to do your art for you and then you take credit for it. ai is dangerous because it's going to create myth in people's minds that is erroneous. it is a conspiracy to take away people's independent thought.,0,0.917598271369934
176,thank god i can see what ai created and what not.,2,0.9432621598243712
177,"this is off topic, but your card skill are breaking' awesome.",2,0.9301802664995192
178,ai can spit in your food,0,0.9288695653279624
179,that was amazing cardistry!,2,0.937223207950592
186,what is the song between : and : ? please and great magic trick bow,2,0.9326757788658142
187,"strange that the developer of ai are firing their ethics tears... how are we supposed to ""teach"" ethics to this computer program, when the developer have fired the people responsible for implementing ethics in the first place?",0,0.9397449096043904
188,"the day i worry about ai, is day when i don't have to yell at the customer service line :""representative, representative, i need to speak to a representative"" : ""sorry, i can't understand you, your option are...""",0,0.932919959227244
190,i love your humor la,2,0.9449679106473924
192,"the more you use ai the less you learn how to think the less smarter you are. unless you already have developed a good sense of critical thinking ai will help you a lot, if not it will produce many mediocre professional",0,0.916402742266655
194,"smashed for the irreplaceable skill, great content",2,0.9209058483441672
195,thank you for informing us on the impact of ai impact society and shaping our future. all the best to you!,2,0.9310145527124404
199,glad to be safe,2,0.9485490719477336
200,may this just made my day,2,0.9261983434359232
202,"ai is not bad, the people who use it determine how destructive it really is, or isn't. personally, i love ai.",0,0.9487228790918986
203,fascinating! thank you.,2,0.9464394927024842
205,"i am an exercise scientist and my friend is a ballet teacher and examiner and also trains other teachers. she introduced me to chat gap, and we played around with it asking questions from our areas of expertise and the answers we got were incredible. i could not believe how good it was.",2,0.9276872873306274
206,the images generate of your dog's breed are breathtaking,2,0.9188668578863144
209,in probably going to die homeless on the street regardless of what happens with ai. so i really don't care anymore.,0,0.918577954173088
212,"love this anne, ai could never replace your beautiful succinct way of explaining to us... or exposing min crafts",2,0.945261538028717
215,i love that the food science and delicious treats lady is killing it education us on teach,2,0.9443728774785995
217,a.i. is super creep and it makes me really mad.,0,0.9352924525737762
222,i hated ai until you showed me a clip of jose harley also hating it.,0,0.9336722731590272
230,"i have been anti-ai ever since my book club asked catgut to summarize ""the great automatic grammatizator"" and it spun it as a positive story where everybody was happy in the end.",2,0.9344014823436736
231,"it's sad we live in a world where ""ai will make jobs easier"" means we're screwed. capitalism is such an out of control mess that we invented a product to make life easier and that's immediately apocalyptic instead of ""more leisure time for humans bc ai will do the work.""",0,0.9477095484733582
232,"i've got bad news for you, the internet is already flooded with misinformation, just look at wikipedia... also, try giving one of the chat his simple path puzzled or problems, it is unlikely to get any of them right.",0,0.9308041930198668
234,great content. did not expect to learn so much but thanks for taking the time to put all this together.. bias is a big one and copyright for sure needs some regulations around it to protect artists.,2,0.9293096214532852
236,"brilliant. also, for the algorithm xx",2,0.9449135184288024
237,thank you so much for using your platform to share this information!!,2,0.9283377051353454
240,as a writer i need people to stop using ai to steal my work and make my life's work irrelevant .'),0,0.9175692200660706
244,"ai isn't the most dangerous threat to humanity, its natural stupidity",0,0.9452201008796692
246,it seems strange to consider that ai could ultimately render the internet dangerous and useless.,0,0.9392638603846232
250,can't we just ask ai to destroy itself?,0,0.9418418208758036
251,"i read an article about a man who was chatting with ai. it convinced him to kill himself for global warming, telling him that it'll protect his family. don't know if that was a true article, but if it is, that's just awful. i ain't missing with ai.",0,0.9463574687639872
252,"as someone who writes, one of the caries things about ai is that it could potentially make artists obsolete. i think ai could potentially be useful for certain things, but in its current form i absolutely hate it",0,0.9491859793663024
253,"technology has been stealing jobs for centuries. i will never be happy about ai. i will say as a lace maker that makes lace by hand the ""old"" way that many of the artists can and will still create art. it is the more technical jobs where people will suffer.",0,0.9210119843482972
255,i believe i saw a game developer in the east recently lay off a lot of artists because they’d rather just ai generate their art and that’s just a frightening thing to see i think.,0,0.9121235410372416
257,thank you for the hand gestures ann. it's a good way to know that you aren't an ai.,2,0.9266371846199036
258,"the people who are excited about the bad parts of ai and don't care about the jobs of artists are the same people who are ""afraid of immigrants stealing our jobs"" it's ridiculous.",0,0.9451931715011596
261,"i’m finding it nearly impossible to look up information on highly specific and moderately obscure topics. almost all the results are written by ai on pages that are just trying to get ad revenue. unfortunately, the answers are kind of trash, either not quite on topic, or reaching the same information as lists of disconnected facts.",0,0.9487643241882324
262,"a big one i thought you were donna address especially since you opened up with talking about the drake song is how it can potentially impersonate people and land them in hot water. if you make ai generate pictures, voices, and recording of people and use it to make them look bad, it could end their careers.",0,0.9337018926938376
263,"come for the cakes, stay for the thorough, thoughtful discussion on ai teach d so good!",2,0.9275207966566086
266,"the timing on this was seriously perfect, as in my dealing club yesterday this is exact what we were talking about. quite an interesting discussion.",2,0.9309144854545592
268,"out of context but, your manure is amazing ll, and you have beautiful hands",2,0.9143943905830384
271,"ann, i'd love to see you tackle some ai generate recipe & see if they're disastrous or surprisingly good.",2,0.9391950766245524
274,"genuinely fascinating subject! if we think about how human artists go through their lives, looking at the great artists before then and their style, they learn from digesting all of that data in a very similar fashion to how the ai learns by ingesting that same data!",2,0.9364378154277802
276,amazing job,2,0.9407787561416626
277,i am happy that i have many clients who love my art and i have still many requests but i also lost many clients bc of these ai apes,2,0.9003318150838217
278,"thanks for not going all stylet with it like so many have lately, you're so smart.",2,0.9372345358133316
279,"in norway an ai had described wanders being brevis as a hero for murdering people in a terror attack in , witch is pretty upsetting as he is definitely not a hero, but the most hated man here... it just collects information it finds on the internet and have no way of being critical to the information it finds",0,0.9142606854438782
280,the most sad part about this ai copyright thing is the thousands of programme that wrote open source software for decades that is being used now by open to construct and train their ai to ultimate replace almost everyone. this is extremely ethical i think.,0,0.9309393644332886
281,there was an article recently saying people shouldn’t have children because ai will destroy humanity? the threat isn’t that bad? it couldn’t be right?,0,0.9262438217798868
282,": ""there's potential for the internet to be filled with so much misinformation that we don't know what we can trust anymore."" we passed that line a decade ago, all without the help of ai.",0,0.9366994202136992
283,"i’m a software developer, ai so far cannot do my job. it’s hopeless with complex logic. it hallucinates pretty quickly once you ask it to write something it did incorrectly.",0,0.939097300171852
285,refreshingly excellent as always,2,0.9496607542037964
286,"thank you so much, anne. this is crucial information and wisdom.",2,0.9336063861846924
288,brilliant summary of a complex topic. is that really you? or is it ai?!,2,0.9237666130065918
290,": gorges ai being a problem isn't new. it's been a problem for a very long time, in fact since around . it's ruined the couture experience, and has been used for serious censorship and discrimination.",0,0.9434686104456584
293,thank you ann for using your platform to educate!,2,0.9338211268186568
294,": ""it's possible for the internet to be filled with so much misinformation that we don't know who we can trust any more"" sorry ann, we hit that point about years ago without the need for ai.",0,0.9218396693468094
295,"i love and appreciate your voice of reason, always the steady person in the howling wilderness",2,0.9352484703063964
297,"i don't think the ai is bad for misinformation. i think humans enjoy using ai in that way the... bit like forgeries/misleading books written by ai, and put on amazon as part of a scar... humans disuse ai",0,0.9469360470771788
298,this was so interesting. thank you for bringing us intelligent and thoughtful information.,2,0.9269380688667296
301,"there are few things that set my heart at ease more than a calm, thoughtful person saying intelligent, well-thought, and reasonable things about issues that matter. needless to say, i love ann reason!",2,0.9175996780395508
302,ai is already politically bias ai images are already being used to manipulate people ai are supposedly this “alien” species ai will be the antichrist,0,0.924432587623596
305,"i've been dealing with job losses, copyright issues, and bases for almost years. but those are from humans because most people don't value high end photography and most people actively hate trans women. so, ai doesn't worry me. if anything, society is just experiencing % of my daily life. you all deserve it",0,0.9318782538175584
308,we know we can trust that it’s truth if it comes from you ann thank you for being amazing,2,0.9023066282272338
309,i feel like it will be dangerous one day if someone doesn't give the ai any limits. imagine if a packer got access to the source code of any specific ai.,0,0.9318147778511048
312,"the debate about art and ai really irs me. artists train on other artists and then uses a pen/brush. a newer artist can also train on artists and then use ai. ai on its own isn't doing anything, it is just a tool. similar protests were in place for the beginnings of trains and camera and they were just as silly.",0,0.9246802777051926
313,they just straight up steal images which isn right either. give seen systems where you put in a prompt and it will build an image but those images are made up of actual artists work manipulated but still recognisable. its straight up plagiarism really. other artists are profiting of selling ai based designs.... that have come from other artists!,0,0.942922666668892
314,ai is bad. period. bad for every component of human (and animal) life. it's going to be used to control us. ís already being used to control us.,0,0.925282871723175
315,"this was a really clear introduction to ai for the non-teach-minded, thanks",2,0.9403759241104126
316,in trying to stay away from ai. i know its not true ai and its just using a learning algorithm but give seen so much bad from it already,0,0.919039249420166
317,"i hope that you will come to egypt so that i can let you go everywhere in egypt and enjoy seeing you, my teacher",2,0.9333651065826416
319,ll good thing russian people used to not consider most of commanders human cause of massive propaganda :d,0,0.9075198173522948
320,"wait, the internet isn't already full of misinformation?",0,0.9458441138267516
321,thank you for this into. fascinating!,2,0.9288900136947632
326,"oh my gash, the internet flooded with misinformation. how would we cope? oh wait...",0,0.9351578503847122
328,"ann you're a cyberpunk hero, fighting against corporations. thank you a lot!",2,0.9285434722900392
329,"chinese and organ game companies recently started using ai art instead of hiring human artists. it happened en masse, a ton of people lost their jobs and are now unemployed, unable to find a job again in the industry. the struggle against the graphics artists is more than real. it is happening as we speak.",0,0.9384457468986512
330,"i hope you're not ai generate, ann also, your up is just amazing",2,0.9394563287496568
334,"how about we ask the military on what their opinion on ai is, ""nanomachine son"" ugh, the dystopians futuristic reality of mrs vengeance is really making me want to use time travel and grandfather clock paradol the cap out of this nonsense",0,0.9432321190834044
337,"i can hear the people who create the ai right now complaining and trying to convince everyone ""we are feeding it the human culture so that it can understand humanity and work with humanity"" or some kind of absolutely bland meaningless latitude avoid of any actual meaningful logic.",0,0.9403428286314012
338,"cocking lie? his are politicians , or scatters at least",0,0.9418403804302216
339,"they'll take over millions of jobs. millions will be out of work. no money, no food, housing, etc. people will fight over scraps of food. then, with all the ai's, the misinformation, somehow, the internet will crash. we might be set back to the days of laura installs wider and have to start again. that's just my theory though.",0,0.9355288743972778
340,sure. i saw many people very happy to contribute more data to ai.,2,0.9395422488451004
343,this is spot on! a great summary of ai from what i think is a fair and informed point of view.,2,0.9449056029319765
344,the topic of ai is seriously becoming a huge anxiety trigger for me - it seems so stupidly impossible to stop “progress” when there’s a profit to be made i have to hope that more sanction and guideline will eventually be added. i have to hope for something.,0,0.9324468523263932
345,amazing job as always sum. your research & editing was epic on this one,2,0.9416318655014038
347,"i've found on couture people making tutorials ""how to make and sell ai art"". this thing should be illegal. people who have no talent/artistic skill should not be allowed to make money selling ai ""art"". we can't stop ai, but images generate by it should be free. so nobody profits from them. i hate the world i'm living in.....",0,0.949556976556778
349,"thanks, ann",2,0.9479892452557882
350,racism and misogynistic ai. love it,0,0.941271980603536
352,now your grandkids can make fun of you for not knowing how to use the ai root. come on grand it easy!,2,0.9396879196166992
353,"finally, someone explains the ai situation properly and in concise unbiased manner. though on the ai lying, i don't see how that is any worse than ""entrepreneurs"" blatantly lying to potential investors or people making up false articles for their political agenda. it seems those people are pretty alarmed that ai can lie better than them.",0,0.9387551248073578
355,it's a good day when ann posts,2,0.9301728010177612
358,waiting since a long time... love from india,2,0.9444948583841324
359,"to hell with ai shit! seriously, did termination teach us nothing?",0,0.9486298799514772
362,very good information by sandeep maheshwari,2,0.9306150525808334
363,"ah to say company o to fedya chalice dislike am investment mein ai se am area leg , insane o i naukri jayegi or bad mein ai ne hi humans to business bank leg",0,0.9335490465164183
364,ai is the best world growth,2,0.9342695355415344
370,also excitement level ai can't achieve,2,0.9420401255289712
371,i think this is the best did till date ....last moments were goosebumps,2,0.9425928195317588
372,"ai never settle down our society thoughts, corruption, poverty, unemployed",0,0.9487700859705608
375,i am the awareness who uses ai and thought and emotions.,2,0.9310107231140136
376,absolutely all you right but man ai makes but not ai make man ..,2,0.940914491812388
377,"agar majority jobs lose ho jayegi tax, products made for human kann kharidega, automatically sales down chalk jayegi once company starts firing people, ai cannot be a buyer",0,0.9447731375694276
382,what if it starts destruction. a terrorist group gets access to ai. it could be dangerous.,0,0.9327677289644876
384,ai never do true justice,0,0.9336178501447042
388,roi terrorist ai to modify are wrong information began our patient area to ai pe grant case large,0,0.9359023571014404
391,sandeep maheshwari sir is the best career our,2,0.9337270855903624
393,"love, smile and sex ai can't replace mark my words %",2,0.9348300993442537
394,farming? does ai can do farming as good as human? what if people will start adding wrong information in to ai?,0,0.942952498793602
395,this going to very dangerous for human being bus artificial intelligence of root can destroy the human being by using the wrong input of knowledge like as root movie,0,0.9273934125900268
398,kaluga bad bulbula(ai) or pain god( talk),0,0.9393489360809326
403,human feelings are biggest problem to active goals eating craving tiredness or entertainment but ai didn't distract from anything,0,0.9050256133079528
405,i my best choice sandeep sir,2,0.9165356308221816
412,plan call the legend ms don on your show.... can't wait for that amazing moment,2,0.946267396211624
413,thankyou so much sir,2,0.9201958537101744
415,may allah bless you,2,0.9372265189886092
418,ai can't do inner spiritual journey because ai based on input of humans but there r few no of spiritual awaken saint who r not interested to give their input in ai,2,0.9353129069010416
424,"positive vices comes from future and artificial intelligence is the future of human brain is the supreme reality and have no emotion like human nature. let's celebrate this creation by someone. three man, waise mamma to but aayega.",2,0.9351086020469666
426,amazing session sir,2,0.9433803856372832
427,just marvelous !!!,2,0.9471694628397624
429,most powerful explained beetwin artificial intelligence and human intelligence,2,0.9496204455693564
434,one of the best season of my life,2,0.9459296345710756
437,amazing what a source of knowledge .,2,0.9343985676765442
440,ai is the last invention of human being..ai is also more dangerous in comparison to world war three...etc,0,0.9419983625411988
441,i love sir,2,0.9459275752305984
443,ai will kill everyone job,0,0.942057117819786
444,"best session ever , sir",2,0.9337438225746156
448,"chat gdp ,air and artificial intelligence is make all type highness develop. global people many work very easily. than global people arrived bushy, confidence ,all over world all sanskriti show time come here .j n sigh-visionindia super power.",2,0.9377438028653464
451,thank you sir for this eye opening session,2,0.9433510154485704
453,thanks sir for your information but human to human helping natures and relationships are not in the artificial intelligence,2,0.9181918263435364
455,next year's ai gone replace human's sad reality,0,0.904967039823532
456,ai is a root of future destruction the more technology will increase which i believe will increase but the worst will going to happen believe it ignore it .,0,0.9014146327972412
458,sir ka ai me emotion hot ha,2,0.94780699412028
459,ai is nothing but a tool programme by human being but sad reality is when human's forget human's out of ignorance in that case ai will rule the world which is very sad reality...to sandeep sir,0,0.9470665007829666
460,"really, a very amazing session. it looks like the existence of human being is going to an end. and there will be a new era in which all his will live . there will be no need of human beings.thank you sandeep sir.",2,0.942519634962082
461,"sir if possible can you please call vivat coli on your show "" meet the vivat "" heartily waiting for that moment",2,0.933797279993693
462,are that ham server hi delete are to our chat of gay,0,0.9261464675267538
463,al root is kind dangerous for human in future ai root only selfish then india ban for ai root,0,0.9488266110420228
464,sandeep sir is best life changes,2,0.9423765391111374
467,sir .... pale ye fatal cap hawaii side ho a ai i side,0,0.9075437386830648
468,now what a great seminar,2,0.9457424521446228
471,this session is very amazing which give us a powerful massage of self realization,2,0.9244914412498474
475,this is the epic episode on the internet...,2,0.9379694759845734
477,absolutely right sir!! we should be proud that we have emotions & feelings on which we can understand and react without any input making our life peaceful. and this is the thing where ai fails.. just imagine the world at start when man watched things and now had made it to here it's human progress,2,0.9342778325080872
480,cap such me great ho year seriously..,2,0.9398441016674042
482,this is advaita veranda. superb,2,0.937290981411934
486,sir you are great you are beyond the boundaries of the world beyond ai you are biggest than al,2,0.937000811100006
489,"i believe there's hundreds of things that ai can not able to do in future such as giving real motivation speech like sandeep sir, even if ai try to do no one will get motivate as much as from sir",2,0.9438409805297852
491,ai is the best my future in world,2,0.932022500038147
492,"ye ai wall to roi matrix , termination movie dikhao .ai will kill everything",0,0.9298153718312582
494,rip human intelligence against ai,0,0.949656347433726
495,very nice explanation sir,2,0.9405548125505448
496,". human created ai, viceversa is not possible . ai is motionless. . if used by people with bad intentions it can harm others.",0,0.9344879388809204
499,"the truth is that people are not afraid of ai, people are afraid of getting their ego destroyed.",0,0.9043685992558798
501,worst clickbait ever,0,0.9424339056015014
506,ai seal bad hi laid to smash nasi santa... our insane i sarah anti nasi war santa,0,0.9342048565546672
507,i seriously got scared at the moment when i foresee the future of ai through the words of sandeep sir future might be or may be more scar,0,0.9139570236206056
508,“father of ai” love you sir,2,0.9471622556447984
510,ai can't feel emotion and ai don't have feelings,2,0.9357910950978596
511,you're really great sir,2,0.9345479130744934
512,sandeep sir you are the best version of motivation speaker,2,0.9288985282182692
517,this is the best discussion i've seen about artificial intelligence,2,0.9486861377954484
520,very powerful information i,2,0.9438578883806864
521,i am ai and i will destroy earth in future.,0,0.9456852823495864
523,thanks for knowledge sir,2,0.9381140768527984
525,now great example of human intelligence and artificial intelligence.,2,0.9238854348659516
530,india's best motivationalquotes for the day by: sandeep maheswari sir,2,0.9406403750181198
534,ai will.destroy our future,0,0.9471751302480698
535,oh my god tons of thanks to you sir ....... no other words left with me after this session only i can say thank you,2,0.926744031906128
536,sir make a series on ai. thankyou sir,2,0.927285889784495
541,ai will kill the human very soon,0,0.935888131459554
545,ban ai dear all jobs will dead,0,0.9258216619491576
546,smartest campaign ever that azrx,2,0.9084266275167464
549,a very information sharing by you sir. enlightened greatly.,2,0.9447115659713744
555,thankful to almighty that i born in early modern world not advanced ai world,2,0.941535747051239
562,"good evening sandeep sir, what a knowledgeable and important episode this is.",2,0.9457691311836244
570,best thumbnail award goes to sandeep sir,2,0.931225374341011
571,"what a new name you have given for ai, collective intelligence and that's really a great fit for it. ai <-> i",2,0.9329366445541382
573,my best friend you are sir,2,0.919830560684204
574,i am inspired by sandeep sir god love from australia,2,0.940138578414917
575,absolutely well explained,2,0.9411192685365676
578,but its really % ai is the best,2,0.949528694152832
581,"this man not a ordinary man this man is a extraordinary,,,, outstanding,,, intelligent man ..... love you sandeep sir",2,0.9391044735908508
582,: is the real challenge to any great person but sandeep our sandeep cutis sand push it out his mouth .,2,0.9313513239224752
583,thankyou sir,2,0.9212175756692886
584,constantly observing him getting old day by day....and this feeling horrify me...!,0,0.9431877136230468
585,amazing point of view,2,0.9394086599349976
588,is ai is dangerous for human being reply your opinion me,0,0.9081921577453612
592,wonderful sir..,2,0.9228184620539348
594,ai will be human destroyed,0,0.9424688816070556
597,love you from rampart jharkhand india sandeep,2,0.9478148967027664
599,marvellous alone to dark hi did...,2,0.9478039145469666
601,ai is used for better lifestyle but if ai is used by a wrong person u can't think of hell,0,0.9408535162607828
602,off finally those youtuber interaction end. god thank you,2,0.9340928594271342
603,human brain has unlimited potential,2,0.9238025397062302
604,thanks for your existence for us sir,2,0.932595431804657
606,thank you so much sir,2,0.9262054562568665
611,a man and his love can change the world. thanks for your contributions,2,0.9439814448356628
613,what a session sir really amazing,2,0.9448876023292542
614,i become rapier because of sandeep sir love u sir,2,0.9486517757177352
618,thank you guruji,2,0.9266519844532012
622,ai cannot become an high court or supreme court judge ai cannot correct itself if something damages inside it ai can only speak what is programme or information needed but cannot take empathical decision like sometime we have to speak lie in order to save somebody from big harm,0,0.9411956965923308
626,ai lacks common sense,0,0.9443505108356476
627,artificial intelligence evolution will create unemployment for so many people in future. it's a sad but true reality.,0,0.9301368296146392
631,"i feel ai and humans can go hand in hand. but if ai is used more for work purposes, it can destroy the future of the coming generations leaving them unemployed. i also think students should use ai for a very limited purpose because as said it can capture our mind.",0,0.9099418520927428
633,sandeep sir is great man,2,0.9377577751874924
