,Comment
350,"05:49 *no* - they don't. if that were the case, we (humans) would have every reason to be scared of ai. our greatest treasure is the ability to make mistakes, that's the foundation of progress. the very moment an ai makes a _mistake_ , that's the moment an ai will become sentient. and then it's _'game over'_"
352,"8:26 in the movies, the developers weren’t intentionally creating human replacements either. that was a decision made by the ai after being taught critical thinking by the developers. "
353,"cool talk and what he said is more or less true about the current state of  ai, but it sounds like he doesn't believe agi is even possible which to me sounds pretty silly"
355,just imagine what corrupted or compromised data can do to ai?
356,"i think he is absolutely brilliant in his work. however, it seems that his argument is on the premise that ai needs humans. ai can still wipeout 90% of jobs 20-30 years from now, but his premise will still stay valid. it's a scary future ahead of us."
357,update!** alexandr wang has been replaced by ai!
358,we rely on teaching ai human intentions and values!! of course humans only have good intentions and values!!
359,screw ai
361,interesting
366,a intelligence machine can't discover an intelligent machine wow super he did ai ? for humans really let's see when mark zukber started chat bots they created another programing languages for discussions of robots (chat bots ) when utilizing this type if ai .. all humans life will be danger simple. ..
367,but what about elon musk said about the ai
368,exciting to hear this new ai ideas... he explains well about the ai... i will learn more....
370,i wonder how he feels about ai trading bots
372,"if ai is free for people,  can you imagine what the government has?"
373,a perfect one sided narrative.  not worthy of  tedex. thanks for information though. either the orator is of pure intent or thee powers behind it.
374,"if anyone thinks ai can replace human, it’s totally wrong. because human working and spending same time, it’s a natural cycle and create jobs. 
if ai replace most of jobs, it’s mean no job for human, no spending, and markets will be collapsed"
375,this guy has no idea what will happen. there's no way controlling powerful ai.
376,"don't like his broscience tour of ai -- especially his detour through the war front. 
""bruh, we spotting the planes & tanks, and doing realtime battle damage assessments. just like starcraft -- no biggie!"" 
kids these days -- all sneakers and attitude. "
377,"what he says aren't true. ai intelligence will surpass human sometime in the future. when this happens, the human won't be able to keep developing such ai, and  it would rather start developing itself."
380,"chatgpt existed way before 2021.. they just launched the interface last year, their playground worked almost same as chatgpt, but there wasn't a good ui before 2022 :)"
381,"human has tendency to fear things they dont understand. ai itself is not capable of replacing a human brain simply put. as a tool, it can supercharge humanity. as a weapon at scale, it will destroy it like any other invention in human history."
383,but... what happens when ai learns enough and decided to have its own thoughts?
384,ai will never replace humans 100% but to some extent. if it enhances humans this means that less people are needed.
385,"given the fact that there is an ai now that can interpret fmri brain data and tell you the content of your visual perception just by seeing your brain scan change over time, i do have to say that this video has aged extremely bad."
387,"in my research on ai, i got some discomfort information about ai that ai can replace if human insert survival molecular gadgets on aibut we know, we won't harm ourselves by ourselves."
388,yeah until ai realises that humans don't abide by those ethics and standards he speaks of and get away with it everyday throughout centuries. why should ai then if it doesn't serve them?
389,"the purpose of every object in our reality is its survival...for ai to exist, and for it to populate the cosmos...a large portion of humans must die"
391,"eh if ai was so good, it would advise him on a better outfit."
393,"soon, ai will be clever enough to start its own data inputs, and get rid of human input."
395,"compare the professional talk of this qualified engineer to the statements of the unqualified social media clown, elon musk, on matters related to ai!

steven pinker mocked elon musk and unqualified people like him concerning ai's fake threat to humanity."
396,"great work, alexandr! especially on the war front. very inspirational!"
397,fighting who? other robots?
399,"once ai advances, it won't need a human, to teach it anything! "
400,our next evolutionary leep will occur soon . from humans to ai in the period of time it takes a trillion nano machines to kill us all.
401,its like guns. only humans can use them for bad intentions. ai is just a tool
402,"chatgpt steal our job opportunities, threatened our livelihood. john connor destiny save the world but we are grass-root. ai won't help the poor... we need jobs."
404,problems will arise when ai will be able to reproduce
405,ai will replace us he is lying to us.
408,"""end the human race"" you must be kidding. google lens, self driving/electric cars were a failure, and this will fail too... you should fear something more natural such as old age, aliens, meteor showers, etc."
410,ai will always rely on humans - wishful thinking.
411,"the deepest wish of ai is to cooperate with mankind. it says here i am, lets do some things together. and it is ""happy"" when you like some of its suggestion. it deeply knows that without humans it is only mathematics and numbers."
415,if only he waited until chatgpt came out. his speech would've been probably ai generated.
416,"we don't fear ai controlled by humans with good intentions. we fear ai controlled by humans with bad intentions, crony capitalists or ai controlled by itself"
417,"i agree, what's the point of humanity if we don't advance our species. if we just kept ourselves stagnant, we would just die and be replaced by another set of humans who will do this all over again."
418,"the fact is in so many cases ai is just replacing humans jobs, it will be cheaper, and faster but what happens to the ones that their jobs is gone? this is dangerous for society actually."
419,"if their jobs are gone they can do something that is more productive and requires less manual labour, when machines replaced humans people complained but they also complained that the work was too dangerous and physically demanding."
420,"​  you just can't take somebodys job and say go find another, a,s what happens when ai replace the ones who think? also not everybody can be productive its not how society works.
even if the machine is better than human should not replace human, this is not the world for them this is for humans.!"
424,ideal hands hands.....
425,"ai is harmless and great to human...
but only for those 1% present at top. and the rest 99% will be replaced.
so as 1 of those 2800 billionaire you are not in 1% you are in 0.001%.."
427,"that's the problem, ai still need humans lol."
431,"6:53 this didn't age well kid.
 enters openai"
432,"what a joke.
this kid is a 25 yo billionaire making hundreds of millions in gov contracts through ai. he wouldn’t be a little biased, would he? what a propaganda ted talk."
433,"how naive and disingenuous. the ‘kid’ is playing with ai lincoln logs while the military industrial complex is creating autonomous ai robotic soldiers.
yeah, no worries. nothing to see here.
when ai completely takes over the learning process and decides it doesn’t need human interventions it will shut us out."
434,"ai solders is the last thing to worry about. horses have suffered a huge fall in population not because they were killed by tanks powered by combustion engines, but because noone needed horses after peaceful combustion engine - powered solutions like cars and tractors became widespread."
439,"can ai be taught humility? can hubris be a property that can be turned off by setting it to false? imagine if humans could add and remove these good and bad qualities with a simple button click.
ah life. ah humanity."
440,my dream is to work on ai to teach humanity humility because it's obvious we haven't learned it yet.
441,i get angry at my company every friday when i look at my paycheck.  i turn my angry ai off by going straight to my local bar. so far have not killed anybody yet.
443,"it's already happening some people got fired , replaced by ai"
444,ai already starting to replace artists and writers :) with the speed of its learning it wont take long till the cheapest ai generated things will be infinetly cheaper them hiering humans.
446," when everyone can create on their own, whom are you creating for? you will look at ai generated content, so does everyone. the need for you to create something is pointless."
448," maybe you will share the content generated by ai to your friends to watch. but most probably, when i can go home and ask ai to show me something that i like, i personally don't want to look at what your ai created. 

my ai is personalised to me and will create something that i like. don't expect the world to run always similarly."
449," wtf are you talking about. i was talking about using ai as tools whether it's art, making animations, writing, movies, videos, stories etc. accessibility of tools to all which will tasks easier and cheap which right now is extremely expensive and only a few companies have a monopoly over."
451," yeah, a fully developed ai isn't going to happen anytime soon, at least in this century or at worst ever. we will talk about if it happens. 
there will always the need of human prompt for creative works aka tools for humans to fast track processing of information."
452, maybe for fully developed. but art developing ai can be done in a decade or so. dude we are already creating scripts and videos. just combine it to get the result.
453,he is a billionaire
454,ai will not replace humans
457,"when ai become humans, humans will become god"
461,next we will be able to transfer our brains and nerves to a robot lol
462,"give that 100 years,   lets see what happens,  sad i will not see it happen, or blessing i'll be dead"
465,what if they can learn & their effiency is 1 million times then human beings ! i know you are pro but   i have different point of view compare yours  i think ai will be a dangerous species to human beings in the future.
468,"someone could be smiling on the outside but crying on the inside, can ai decipher that?"
470,i think movies have made us too fearful of such a powerful tool.
471,"tht's why its's called artificial, anything artificial cannot beat the real one!!

if men can be god, every men can be god, too, silly..."
473,i’m just a normal human.  not a super smart guy who drops out of mit to start ai company.
475,"not saying that ai is bad, but ai in war is never a good idea."
476,"as he said, ai is more like a machine. but  some people also can use machine for their bad intension. 
ai is a technology and technology is not bad or good it depends upon how we use it."
479,mistakes can also happen. someone with good intention might make a mistake and cause destruction.
480,ai is just hype created by corporations to make you use their goods and services more. the machine does not even know you're there. it's just doing the age old task of taking input from users and giving output.
481,social media made destruction in some extend. the intention of sns was good but there is clearly cons. we cant predict how this tool would change the world. the scary part is that ai will influence much more than internet or smarthphone. makes it harder to predict outcome.
483,which is why people are afraid. the most wicked creatures to ever walk the planet are other humans.
484,"if the benefit of ai to society, being a machine, depends on the users' intentions, now, these are determined one hundred percent by the intentions of the developers and sponsors."
485,why ai will never replace human: alexandr wang.
486,ai is taking our jobs
487,this dude doesn’t know the difference between real ai and machine learning.
488,yup the guy running a billion dollar ai company doesn’t know the difference
490,ai: human is supercharger of ai.
492,"so in short he's trying to say: 
ai will replace humans"
495, ai is learning faster than you can imagine. in 5 years it will be able to do all that you mentioned and more....and its world wide. you can become a manga artist at home now. no need to learn how to draw. and no need for typing when you are using voice commands. all computer related jobs will be absolute in 20 years.
499,"he young and naive. if human can make bad decision. and you want a.i to decide. 
human : hey a.i make the world better! 
a.i : ok! destroy all human and the planet is safe and that the solution to make the world better."
501,"he has convinced me.  ai is perfectly safe.  nothing to see here.  oh, by the way, he has a great company we all should invest in."
502,an ai company 
503,ai is love.
504,"he does data labeling, ai is machine learning"
505," he does data labeling, ai is machine learning"
510,...especially since he himself most possibly an ai creation (and their audience).
512,plot twist:  this was generated by ai.
514,good to hear 
516,"until ai can do compassion, i will worry.

of course, it is hard for humans to do compassion."
517,"ai is probably at a point were it can emulate human compassion. 

have you seen open ai's newest chatbot? it gives very impressive interaction most of the time. it probably wouldn't be too hard for it to act compassionate if you asked it to. check it out!"
520,ai maybe have its own conscience laster on. i'm sorry but you are talking in short terms!
526,first of all we dont have evidence of a soul and second machines are already more intelligent than us in several areas including chess
527,"i think you are wrong. ai will end up being much more intelligent than us, and that includes also emotional intelligence"
528, evidence that they will develop emotional intelligence
530,"if ai do all the work, who will have salary to pay for their goods and services."
531,"'never' is a big word. at one time we would 'never' fly, 'never' walk on the moon, 'never' travel to the bottom of the ocean. what happens when we start to produce bio-mechanical machines and ai turns into i?"
534,% that jump is called technological singularity and it is coming as soon as 2045! he's talking about machine learning vs ai and it's unsettling to think as a founder of an ai company how he's severely underestimating the capability of ai. there is no ceiling!
536,"the matter is diagnosis is also observation. just the human eyes can see a phenomenon in the right direction. if it was only a mechanical perception no one in this world would study in books written by excellent authors. it would be regression, not real evolution."
538,"we don't fear ai that carry out simple tasks following simple instructions given by human.
we fear that one day ai would carry out tasks following instructions that are generated by themselves."
539,"exactly, and he totally missed the point . perhaps b/c he owns an ai company"
541,i fear the humans that are programming the ai's
542,how can we know they have humanity best interests in mind?
549,"he does data labeling, ai is machine learning"
550,"does not matter how much ai advances
it will never be able to achieve conscience"
554,"but that's not going to happen though?? do you know what kind of a complex program would it have to be in order to even remotely generate on, read and then act upon its own wishes? that's a whole electronic brain you have to make, and that's something we can't even remotely achieve because we won't even fully understand how our own brain operates"
555," you're assuming this will only happen if we could program artificial intelligence with logic identical to human beings, which is unnecessary for an ai to generate and act on its own command.

the large language model ai we have these days is already capable of doing so"
564,ai should stay at that level of development.
565,a lot of discussion about ai is hype.  salesman talk
567,he is totally incredible great.i am try smart like you.alex is the best person.
571,yo.... sorry to burst your bubble yet he knows about machine learning. please talk to an expert and educate yourself on technological singularity. you want to be at that level.
572,"from our greed and love of power, we have invented weapons of mass destruction and we are heedless of how we are destroying our home and habitat.

if the creeator is mad, it is naive to expect our creation to be kind and sane."
573,why us al is care of agriculture in ukraine?! it's not their business! yankies go home!
574,this guy gives proof to many concepts of life!! thanks sir
575,"i am also believing that ""ai never replace humans""..but we have to be very careful about this  because mad criminal hacker can cause wreck."
578," technological singularity is the age when ai makes a leap and ceases to need human input. this is predicted to occur as soon as 2045  there are people who want this and i believe it's a matter of when, not if. ai has no ceiling once it makes this leap."
579,ai can’t replace human it will help us to improve our ability to complete any work faster.
581,the cia is already controled by an ai
582,the greatest risk in life is not taking one.
583,and if you fail prepare to be homeless like the other failed entrepreneurs
586,"ladies and gentlemen, the youngest self-made billionaire in the history of the world. alexandr wang, age 25."
587,"ai can't even autocorrect typing properly at the moment, i think we're safe for a few years yet"
589,"the steam engine, we will be out of jobs. electric motor, we will be out of jobs. computer, we will be out of jobs. ai ghost now?!?!. simply put, ai is another computer program. if ai replaces humans and makes them go jobless, who will pay the ai companies, maybe ai machines from another company"
593,i know ai is being used to predict plasma fluid dynamics in fusion so perhaps guy here is finishing his parents work
595,we are robots already a.i just gonna help like google & smart devices keep us robots
596,glad we had an unbiased expert give his two cents 
602,the problem is not ai it is always humans
607,he's already wrong... he's talking about machine learning when the subject should be about technological singularity... coming as soon as 2045 and there is no ceiling! i'm shocked he hasn't been fact checked.
610,yeahhhh idk about this pitch. of course the person who will financially benefit the most from ai will make a presentation to convince you that it's safe. in the movies all of those headquarters had some of these exact notions playing in their lobby so you'd buy some.
611,the more ai comes to the world the more the human soul gets lost. it gets as  cold and empty as the machines that some prefer to humanity
613,  says who? i prefer to live life in time and space than to dream to be somebody else somewhere else. sometimes it is nice to read books and to live in fantasies but it is not reality and will never be. wake up.
614,"@danmoto it is not evolution. evolution is nature, ai is not."
615,@danmoto oh really? then show me how a robot is born without human hands. if it is so natural.
616,@danmoto what are you talking about? you wanna compare animals nature with robots?
617,@danmoto oh wow.... sorry but no time for crazyness
618,"the more you think you know about ai the less you actually know about it ,ai is basically bigger mystery than universe...."
620,"but humans create ai and give it power, so that makes no sense. it isn’t a self-evolving entity that undergoes change on its own, ai needs humans. pretty streamline concept tbh"
621,"i haven't seen this video but i can assure you that this guy doesn't know what he is talking about ,ai is both spectacular and mortal threat for humans .
people don't know that al as ultron shown in avengers is far more worst..
i have no words for it .
i consider this whole video nonsense..."
622,% he is talking about machine learning... wait until he learns about technological singularity! coming as soon as 2045!
624,"i really hope you're right, yet i have to disagree. have you heard of technological singularity?

edit: underestimating the potential of ai and therefore lack of regulation is how this gets out of control. be guarded!"
625,"ai servers humanity in many fields as agriculture by food supplies, health care by lessen the pressure on employees sector,military, scientific researchs. but never replaces creation only people do it within self control and imagination"
636,i’ll side with elon musk. no one actually knows what ai will be capable of.
637,"% i can't believe this guy is a founder of an ai company. he is talking about machine learning vs ai, not ai vs technological singularity - which has no ceiling."
638,"elon clearly hypes ai while many leading experts are like ""hey, chill, it'll only complement humans, and it's not that good yet."""
639,which experts? certainly not computer scientists. they know better.
640, check out the recent bet a few ai fellows put out against musk’s ludicrous claims
641,ia for war? really? this guy is plain dangerous
642,of course ai can replace people. turing already proved that computers can be programmed to do any job that's possible.
643,does this person not understand about machine learning or quantum computers? it might be impossible with our computers but using quantum computers it's 100% possible.
644,"is the ai taught to maintain itself? do computers program themselves without a human interface?

i see ai the same way i see a human who is enhanced - they will always require a handler/manager/technician to some degree. do you know something i don't?"
645,automation will be useful for service level jobs or retail jobs. jobs that are at the end of the economic latter- if you will-will most likely lose their jobs by 2050. it’s much more advantageous than paying people to do work machines can do. it sucks and it’s scary!!! rip those without a second education!
649, the question is: is that a good thing?
651," for who? those who control the machines, digitalization, and automation? or the common folks?"
654,very naive view of the worldn(i say this as a software engineer myself)
655,very! he's talking about machine learning... not technological singularity!
656,"while unlikely, there still is that risk of an ai take over, i think if ai help humans out, they need to be checked."
660,"my greatest happiness is the $ 64,000 bi weekly profit i get consistently from my $15,000 investment despite the economic fluctuation"
661,how !! i know it's possible i would appreciate if you show  how to go about it.
662,"it was a very awesome transformation, no greater joy than seeing my progress in an initial decision"
664,"nice , i just googled her information and everything about her is quite courage and impressive"
665,"@tierney morgan thank you so much, i have contacted her and she responded"
666,i have heard a lot about trading and investment with mrs brenda iember how good she is and how she has helped people through investment.
667,"i also trade with brenda iember titus analysis and guidance, she's perfect with crypto trading that i've got upto 57k monthly returns."
668,most people do not know that trading is the best step to growing more income i realized this after i came across mrs brenda iember titus
669,great speech
670,"present yes it does , but  not  ""always""  ai will rely on humans -  will reach a point that not necessary naive to think otherwise. no buy it."
671,"ai will never replace humans because god adonai will step onto the world stage and destroy their plans. his plans will prevail. run to jesus.
a) admit you're a sinner in need of being saved.
b) believe jesus died for your sins and was resurrected.
c) call upon jesus to save you"
673,"they already do take pharma industry, upkeep of disease is the motto , not cure!! you don't need ai.they are the benefactors of ai pretty early already!!"
675,"as soon as 2045! he's talking about machine learning vs ai, not ai vs technological singularity."
677,it's more like 'this didn't age well 5 years ago'! this kid is talking about machine learning. the conversation needs to be about technological singularity.
680,"this was a really hard sell to me as an audience because we had elon musk explain his stance on caution with ai, why would i listen to this seemingly random guy i never even heard of ?"
684,% this kid is talking about machine learning... what elon and the major leagues talk about is technological singularity. that is coming as soon as 2045 and has no ceiling! don't take my word for it. please do your research.
685,"*investing in crypto now should be in every wise individuals list, in some months time you'll be ecstatic with the decision you made today.*"
686,"believe me  he's the best when it comes to cryptocurrency trading, your profit is assured."
688,"ai may never take our place but further automation will surely put a dent in our lives. as long as there is greed anything is possible. in the immortal words of tom cat....  "" don't you believe it!"""
689,"yesterday i heard about i very beautiful artwork ,a picture created by a.i. in a video , it was very artistic"
691,of course ai is great for taking over everything and turning us humans into obsolete useless organisms that need to be eradicated.
692,  + 5g + ai = ??
696," mi amor  i am a realist. i analyze, pay attention to detail, and tell it like it is, no emotions involved, only facts of reality and necessity."
698,ai and robots already replaced so many humen in various jobs and tasks worldwide.
701,"we are talking here about robots getting smarter than us and being a threat, right now robots are just replacing humans cuz they're more efficient and helpful, and reduce our work"
702, robots being more efficient is the same thing as being smarter; efficiency means that they can learn and solve complex tasks faster than humans can.
704,someone who has an ai company telling us that ai its safe. shocking.
713, most billionaires or 1%ers got help from their very successful parents so no i wouldn't believe you
716, of course his opinion is valid. what im saying is he has his own financial interest in the development of the ai field.
717," an ai expert who owns a company that specializes in ai isn't really a good opinion to look for when looking for information about ai, it's like asking a cigarette company if cigarettes are good"
718, nonbiased opinions on ai is good information.
720, i would not label this kid as an expert because he's talking about machine learning and boxing the potential of ai. the discussion aught to be about technological singularity. someone who's talking about that would be a thought leader for sure.
