,Comment
388,"i enjoy this show, but i need to remember his real name is jonathan stuart leibowitz. he's just another gatekeeper."
389,"thankfully, corporations have all of us who interact with their customer service chat bots working for free to provide the necessary interactions and training to improve their systems and doing their beta testing pretty much as unpaid employees.

* please provide your feedback on how we're doing!"
391,breaking the drumsticks is actually really impressive
393,why will ai replace the employees but not the whole company i don't understand ? eg. a prompt engineer could in theory replace a whole software service company instead of the company replacing the engineer.
395,"it's gonna be just like when we first got internet and smart phones, you're gonna need to learn how to use it if you want to in any way be a part of society. you can't work 90% of jobs nowadays unless you know how to work a computer or some type of ""smart device"". in another 10 years or so it's gonna be the same but just with ai."
397,such a weak take on ai.
401,says it in the name artificial
403,the reality of ai is there is no ai. we could never let it happen. we have to add our bias to win our agenda.
405,"they all want an ai powered robot ""person"" to do everything, all labor."
407,siri just opened up on my ipad when john said hey siri  thanks for coming back john stewart! we’ve all missed you! i love the daily show again!
408,"imagine in the very near future when you go to utube and you can not tell if what your seeing is real or ai, what do you do now? where do you go for news"
414,i love this man! i wish he would run - i think he’d win - i have republican friends and democratic friends and we can both agree to agree that he is wonderful- i would love to shake his hand one day as well as those who work for this show- as they bring me smiles when my life needs it most
423,i got cooler toys. that's all
425,zuck is actually very cool
427,one thing that doesn't make sense...if companies replace workers with ai...who will be the customers? if we all become unemployed how will we afford the goods and services the companies are iffering?
428,the world is a much better place when jon stewart is hosting the daily show.  jon is the daily show.
429,"if you don't think ai is going to change to world in a huge way, you're an oblivious mouth breather."
430,"the real problem is that the government will take it's 35% or so of any productivity gains, without delivering anything. that money should go directly to a ubi fund made up of stocks."
432,i have been replace by ai so i tinker with with videos. i used to be a visionary but now i am clueless.
434,"the people who don’t see the potential of ai tech just don’t understand how it works yet. despite the huge media hype around ai, it’s still so new and hasn’t been integrated into our systems yet and are far from reaching application potential. give it 5-10 years and it will be impossible to miss the implications any more."
435,"i'm glad he's back, he's so funny and smart, best stand up comedian "
436,"those same ceo's claiming ai will make our life better, also warning us that ai can be the doom of humanity and govs must regulate.  both are marketing pitches to get more publicity and sell more ai."
437,love seeing jon again. please stay!
440,"love that toast vid with zuck, he just takes it straight out of the toaster and pops it in his mouth unbuttered even, like its not 300 degrees. 100% normal human behavior."
441,"given the increased power demands of ai, perhaps we can all have jobs shoveling coal again."
442,"the man who
invented the machine gun thought it would save live because fewer people would have to be soldiers. humans are notoriously short sighted and able to find the darkest ways to use technological “advances.”"
444,neal mohan and the forty ai thieves
446,so dude says ai is more profound than electricity but without said electricity where is the ai...
450,"uh dunno what's goin on w daily show but cool to see jon back, still makes me laugh after friggin all these years but hope trevor's ok doing his thing.. "
452,"ai taking over jobs would be an amazing development if we were ready to deperiste human beings right to eat, be housed, and be medically taken care of from the amount of labor they provide to the workforce."
457,"wait im confused, is jon back ?!??!"
459,it's all a grift. there's no such thing as ai and large language models are already hitting their limit.
460,i wonder if in the future when ai is the norm in society if products and services that are “human made” will garner a premium.
461,and we will hold down the fort on toast. love it!
462,"ai like "" lavender"" ?????

an ai software that works autonomously to define who will be able to survive and who's to get killed????????

without any human surveillance????????

that ""lavender "" in the hands of the jewish genocide army????"
463,ai won't get very far without electricity.........
471,yeah the reality of ai now. same people said the internet was a fad the first few years
472,"i'm baffled on how technology has progressed in the last 20 years and how dumb people have become.... we were not ready for the internet as species,  even worse for ai....we need to reconnect with nature asap."
480,ah yes! ..i am still waiting for my paperless office and my clone...my driverless rv taking me to the beach in the morning and my starbucks drone delivering my coffee. ..isn't there an app for that already??
481,"i think if ai ran the economic benefits to society, all things considered, of having ubi sooner than later, i think it would say we should start on that sooner, giving us the time to figure out a way to stop it, while commenting on youtube."
484,"i missed jon so much, didn’t watch at all after he left. used to get high and watch the daily show before bed , we are back baby"
485,i'm not as worried about ai bias as opposed to human news bias... both are real. 1 is controllable.
488,"jon does realise that ai being used to understand, speak and ""make toast"" is not a mutually exclusive function, right...?"
494,not to mention that ai will be the fall of democracies.
495,i’m glad jon is back to hitting both sides when they are full of it. both sides tend to be corrupt and incompetent.
497,"joe isn't wrong. if you can throw coal into a furnace, you can be trained."
498,"makes me glad i am a union boilermaker. ai can't do my job. they tried to put a welding robot on the site once. it ""got stuck"" on the hook of the crane and ""fell"" 4 stories. let that be a lesson to any robots trying to muscle in."
499,"ai can take my job as long as it doesn't take my salary. that's the big problem.  the big catch.  but imagine a future world where everyone's basic needs to live comfortably become a standard entitlement and working is, for the most part, just a leisurely option for those who choose to do so.   hard to imagine but also very possible."
500,"ai would be great if we lived in a utopia. unfortunately, in a capitalist society, this is just going to be a tool to further the wealth gap in america an invalidate the human experience."
504,ai thrives in an environment called pursuit of gdp growth at all costs. it doesn't thrive in an environment called ensure the long term prosperity and health of people and the planet.
507,"brilliant, just brilliant. i love the pin you so adroitly wield against the ""idea balloons"" these people are floating day as reality.  thank you daily show, so glad you are back."
508,everyone will be replaceable by ai
510,"ai can’t think, all it does is regurgitate what other people have made. it’s a bs machine. at my company i’ve forbidden any use of ai."
512,"ai is the new nuke in the making,  but much much much worse and dangerous. hope i will live long enough to see how it all ends"
514,"it all makes sense now!
ai beats electricity. the thing ai runs on. 
programming is just as easy as throwing coal in a furnace.
the extra time not having a job is more art time and not homelessness.
who knew?"
515,there's nothing that ai is doing that's scary. it's always been scary how easy people are to deceive.
516,of course companies and entrepreneurs will happily donate their money to the government so it can redistribute the wealth that ai will produce for them... right?!?
518,wow...is she pakistani 
519,i love jon stewart
520,"1:26: yet we all waited with baited breath, many actively searched, until we saw it. when we finally got a glimpse..so anticlimactic."
522,"if employees are replaced by ai, who is going to pay taxes?"
523,"jon stewart for president. ..... he’s real life jokes aside... one of the most sane individual in usa.  who’s happen to be very funny. 
love this guy. when  i grow up i want to be like jon !!! jon joke matters, i can’t breathe!! because of his dry grumpy funny logical sarcastic humor. 
thanks mr jon . 
ps : i’m older then him. "
524,"universal basic income is the solution to everyone losing their jobs to ai, which is starting to happen and will increase dramatically this year.  when it hits ceo's and managers the gov will enact it."
527,what i really want to know is by the time all of this ai geniuses are talking about solving all of humanity problems with theirs new tec most of us are still cleaning our poo hole using our hands cover with a thin layer of paper and why a toilet brushes are still exist?
529,these will be the first people dragged out when the machines take over lol
531,"ai is going to make a lot of people unemployed. don't see how that is gonna ""make people's lives better""."
532,they won't use ai to cure diseases!  they're making too much money offs sick people!!  they always lie about what they'll use new ideas for!  i've been watching for over 60 years!!  greed always wins out no matter what we're talking about! 
534,"ai is the final barrier for computers to take the world... and there's nothing we can do about it... it was science fiction a few years ago, now it's reality."
535,replacing us in employment would be great if we implement universal basic income.
536,"ai can now replace all employees of all companies - will be what ai will say's, just before the humans revolt.

mortem aut triumphum"
541,"wow, this was actually funny... jon stewart needs to stop with politics and just be funny."
543,"more brainwashing. if you can't see what their plans are. you should sue your brain for nonsupport. 
it's all lies. men, haven't cured anything ever. jon's a great comedian, but this is not funny."
544,"7:35 saying the quiet part out loud. yes, that's exactly what they think of us, as a ""tax"" on a spreadsheet. they're itching to replace us all with machines."
546,ai is not an invention and will never do anything creative or extraordinary! ai is spyware that searches all computer engines and claud data and steals the hard work of people on the internet! it is googled with high speed and precision! nothing to be excited about!
550,just goes to show you the intelligence level of liberals.
554,he's the best. period.
555,love jon but not the best take. ai is going to give us the capability of an easier life. whether or not we allow ourselves that privilege is tbd
556,that joke where the punchline involves knowing what an answering machine is. yikes!
557,"ai advice in canada ""sounds like you qualify for our maid program."" 
but it's only allergies!"
559,"ai can't replace male prostitution, so i still have that.  already thought about using prison as a retirement, housing, meals, healthcare all provided when i have nothing else"
564,ai is a joke. the only thing it’s done is replace a barely understandable call center rep with a chatbot that doesn’t even understand your question! 
570,ai could easily write every episode of the daily show and you would all still laugh
571,ai can definitely replace stewart
572,i love ai. i hope it keeps advancing faster.
573,yes !randomly scroling  and seeing jon stewarts daily show is back! i couldnt preaa play fast enough.
577,the 'reality' of 'ai'?
580,"evolving fast!  major issue facing human species!
 satire/commentary on future ai workforce. 
both humorous and ominous!
https://youtu.be/3o9jggp3uhu?si=vauwxjpt4rnk0whz"
581,ai will be the most overrated hyped up tech of all time.
583,"artificial intelligence (ai)....keyword
artificial"
586,"to ""music is what makes us human"" i'd actually reply with ""suno ai"". google it. :)"
589,i wish he talked about the ai use in gaza - lavender gospel and the most disturbing “find daddy”
590,make huxley fiction again.
594,i think ai should run the government. with a few caveats about killing off humanity for sake of efficiency.
595,"this is a sad but poignant thing to see. jon stewart, grandfather of fake news, being left behind - an old man, unable to see the future and also unable to see the errors of his youth. goodbye jon stewart, your extinction is very near, and not many people will remember you"
597,these ceos are some lying sumbitches. ai is all about maximizing profits and total control.
598,"zuckerberg like musk and every other creep who inherited and cheated their way to success , are so inept they can't even sound like they invented the stuff they take credit for."
601,nobody does daily show like jon stewart. he is meant to do this show! 
607,love you mr stewart...
609,the replacing employees with ai phenomenon will backfire and then they’ll be begging employees to come back. ai is not anywhere near sophisticated enough yet to be left unsupervised.
612,"what part of this clown is funny? 

“i’m not scared of progress” *proceeds with an entire segment of how he’s afraid of progress*

maybe if our system wasn’t built to serve a handful of soulless mega corporations then we might warm to the idea of being able to pursue ambitions for something other than profit, hmm?"
614,"ai is a pandora's box that's already open, may as well go all-in before your enemies do. people will find stuff to do and ways of exchangimg value/distributing wealth. the incentive structure of public companies does need to be fixed at the regulatory level but that's a separate issue."
622,"i donno why y'all hate ai so much.

the only one i see hating ai taking over are those who are doing....make believe jobs....the kind of jobs created to make ppl say they created jobs."
623,"jon channeled that inner george carlin in there,  that prompt engineer as ""vice president of question input"" and janitors as the ""doctor of mopping."" such great lines and delivery."
624,"right on, jon! all of it. i watch ai work and not work in my job every day. it can do things that computers could not do before. however, hype abounds!"
625,"maybe one day ai can solve climate change but right now chatgpt can't do basic addition/subtraction.  maybe pump the brakes a bit on the ai hype, just saying."
626,$5 that jon will be singing a different tune in a year. ai tools and technologies are astounding and getting better every second. i never thought i'd see rapid progress like this. the general public is not ready for the ai tsunami. jon will be an advocate for ubi before long.
627,i love this guy!
630,the quality of life improving because of ai is bs
632,what happened in the 1800s that was so great?
633,so white collar and tele jobs will be ai glad i'm a nurse. wow
634,"you all just wait until police officers and soldiers will lose their jobs to ai, it is then when we will really be fu***d. looking at you boston dynamics "
