,Comment
1050,"who is supposed to buy all the goods, pay the rents and feed the economy as has always been with a penniless population?"
1064,time to remind ourselves about the 3. laws of robotics
1066,why you don't use a i to cooling down the planet
1067,good video
1071,glad i'm old and my time here is almost up.
1073,"catching up?  . . .  .or flawless victory, brutality!?"
1076,it's bugged out how this is presented like ai is ok 
1080,"goodbye “freedoms, rights & individualism.” 
ai is literally about control."
1082,rise of da machines _ in arnold voice
1086,"in a world where ai is the new evil overlord, china is the new 10th level of hell."
1087,"alex (rodrigues):  great job!   blessings, kate"
1105,great to have some old fashioned intellect in media again. well done front line.
1110,....and this is pushed as a good thing! scary!  dictators welcomed!
1112,now let's train a.i. to take out our government tapeworms xd/*
1113,the last quote says it all. thank you rob 
1120,ai will come home to roost...
1122,the only people that the ai revolution will benefit will be those who control it.
1125,ai will cause a domino effect throughout the industry
1132,thank u))
1140,why you keep saying the bad thing is good
1144,no former teachers in the melody you all failed me!
1146,interesting
1155,"nice ""investigation"" and ""documentary"", really shows that you are ""journalists""."
1161,have you ever trained your own replacement at work? how did it feel ?
1171,"they will decide we are useless and kill us...

this could be the thought of either the ai or humans, how intelligent is that"
1172,if pregozin does take ove ukraine turns in nukraine
1178,great ai information
1180,advice to trucker women start learning to code ai
1182,awesome work bro!
1185,great video! thank you
1196,seems as if the ai is an extention to an human mind for ideas our brain can't reach
1209,ouija board= ai
1217,ups please strike. good for american workers
1219,"now, should be checking of ai "
1229,ai can also hack any government security network invented.
1238,ai and digital currency is the  and of sivilzation period......
1242,"they want a much lower population so they have machines do the work we do, kill us off and their plan worked."
1253,"ngl, “bamboo curtain” sounds hella racist"
1254,"if ai is going to take over, when will it buy up all the ai stock?"
1258,thats fine if the majority of jobs go ai. as a mechanical engineer ill still have a job.
1260,wow aliens are landing from their alienation because they sold us our. time to die
1278,china is a perfect example of a hyper-capitalist authoritarian centralist nationalist government.
1291,how do i know ai is smarter than humans? because ai wouldn’t make something that could displace it.
1292,the title should be : the age of ai looks bad because china has mastered it.
1293,"ageism on parade at every last one of these ai companies. hey frontline, how about a documentary about that?"
1300,we are computerized robots. read your designed body. i knew this about 6 years ago.
1306,the bible foretold of an ai that rules the world. the image of the beast in revelation chapter 13.
1310,thank you. watching from alaska.
1313,ai is a driver of inequality.  ai is a source of inequality!!!
1322,technology has given great profits to the owner class who rarely then pass the benefits to the workers.
1323,unfortunately we are heading for ni - no intelligence
1334,"ai has been manipulating humanity for at least 5 years already, probably longer"
1343,frontline does a great job with their documentaries!
1346,awesome episode.
1347,good video!
1353,24:21 only solution sounds like you have found a hammer now everything else is a nail
1355,governments need to impose laws that require a percentage of a huge corp’s workforce be humans that receive fair wages.
1371,"think surveillance state, think you will have nothing and be happy : ("
1374,knowing humans im telling you someone going to find a way to mess up this ai blessing
1375,"people celebrating as they contribute to the demise of the human race.

fools"
1376,psychopaths create psychopathic ai.
1379,wow. 23 years ago this is describing us today.
1383,ai is gonna be a major headache and a major problem. i think that it is a dangerous thing
1385,has frontline become a mouthpiece for the war machine that is american politics? another arm of our american propaganda
1390,"an idea, that we had not thought of, thats good, a little bit spooky, but good."
1394,show an ai company that has produced new non computer tech jobs or job description.
1395,ai can do driverless trucks. however unemployed people don’t buy products that ai driverless trucks deliver
1398,this documentary inspired me to choose ai as the topic of a speech for my school. thank you very much!
1405,ai is killing us all
1407,yeah! ofcourse they might get able to surpass an average person but they could never surpass one whom is extraordinary.
1410,in one way its good bc ppl behave better for reward but them controlling u with punishment /reward system is kinda messed up
1413,you want to know: the cockroach inventing insecticity. and the people going wow
1414,ai doesn't pay taxes -
1417,chinese is gonna use it for ccp not for the good of the people not to be trusted at all
1428,the day a machine can beat a rally car driver i would be sad witnessing that
1429,ai will never work...it's just an observation 
1435,"ai. is. already. here. servers 
are. interfacing. with. main
frames.  its. one. whole 
system."
1438,i robot future
1440,wow  that's all i got
1452,congratulations taking away more american jobs go back to video games
1455,"oh,this opend my eyes more on wot ai can do. google know i have no job eek haha"
1461,this is wonderful!......so where are the people that do these jobs gonna work?
1465,"just stumbled across this video. i was born and raised in saginaw , ml.  now i live and work in japan!"
1476,maybe ai can be used to teach steve viscelli how to pronounce his last name correctly ..it's pronounced veeshallee
1481,the beggining of our self destruction. ai. chatgtp.
1488,jesus is coming this world has too much intelligence
1503,forget ai robot.  what is a human. one dutch harasses. one chinese does not harass?
1506,good thing we are worried about drag shows
1509,start programming robots! adapt and overcome. this is a new world!
1546,development of technology is greater but use of development in technology to improve liveline will be greatest for ever
1553,"so for your own good , no google assistant, no alexa and no facebook."
1556,china is leading ai and attitude towards it about 10 years ahead compare to aging usa
1560,ai will be mankind destruction..
1573,wow just like 1984
1577,how about inventing a pollution & congestion free way to transport goods.
1579,surprised this documentary is not really about ai technology but a woke analisis on the “perils” of ai
1599,wait until ai teaches itself what to do with the “codes” and we no longer exist
1600,"ai is angel intelligence not artificial. (fallen angels, the 200 in control of this plane) ... book of enoch, cepher version."
1607,this is garbage. china is so far behind in ai it's hilarious. quit blowing china. the ccp is a ridiculous regime
1610,"this is very very depressing.  will the machines eliminate less qualified people, and turn us into a form of slave?"
1613,the problem with technologies like ai are  not a technologies issue but ratner a capitalism issue.
1618,"yay! china an using irresponsible $h!t to ruin our lives.

where have we heard that before? 

"
1624,we can all learn to code ai
1626,just remember where china stole their ai technology from...with the help of the bidens
1634,the chip is the mark they can download your memory  dont let this main stream media fuck your mind
1649,ladies  & gentlemen...  heaven & hell will reveal itself to the masses...  strap in!
1656,"now set it up to learn and make card decks for magic the gathering, and i'll be on board with ai being great"
1657,"ai + automation + robotic + energy storage = the rise of the collective.  we’ll either be free or enslaved, tbd."
1658,20$ says some government clown is already preparing to hand control of our defense network to ai
1660,the only thing china is good at is technology theft!
1664,thank you pbs
1671,"thanks youtube ai, for placing this in my feed :)"
1677,"ok so if there will be no middle class, who will buy these products that we are producing using robots? 
the robots?"
1679,1984 on steroids no thank you keep that shit in china.
1682,nice document
1697,"wow, pbs running a ccp propaganda piece with a narrator from the 1990’s, no critical thinking, just a platform for the ccp."
1711,all these ai eyes and when a chinese balloon flies over usa... we get a blurry picture 0.o
1714,a i just another example of how to cheat the system.  it's the human brain on steroids.
1719,great show. very thought provoking. thanks for the insights !
1720,i'm not in favor of all this ai stuff. i'm old school. china is on its way to owning the usa. i just think we're doomed.
1726,"faith is the path
christ is the way
listen to the word
everyday"
1727,"question everyone is thinking but no one is asking.
how do they expect jobless people to purchase goods and services?"
1732,be safe in christ god bless everyone  john 3:16 holy king james bible verse
1734,ai will be a problem in the future!
1739,i have heard or maybe read somewhere that ai is more dangerous than nukes...how true is it
1757,block via google maps drive from china's endh commercial city buldng he long frist baiyun
1760,could the legal system be replaced by ai?
1767,ai are demons
1782,i'd love to see a driverless truck go pull a car from a ditch... towlifebaby
1786,it fascinates oneself how humans are always trying to come up with ways to destroy itself ...
1789,so with chat gpt will china still be able to catch up with the us again?
1792,i welcome ai.
1793,at what point does ai actually become sentient or conscious or self-aware or what have you? how will we know?
1795,neither countries are good for this world. 
1804,"ffor jobs that get replaced by robots.  will that money saved lead to lower costs, or fill the pockets of the execs?"
1817,"the politics of dancing,the politics of feeling good."
1833,what a sorry future to humanity. congratulations on giving control to a foreign species. disgusting. just slaves.
1840,"so why do human drivers have to stop and do inspections, but the robot doesn't have to."
1844,and drunk driving!! that will be awesome..
1858,"""exciting and up-and-coming technology"" is the path to idiocracy and self destruction. keep it up millennials!"
1860,"with so much stupidity and garbage in the world,having a little ai touch is a much needed thing"
1879,"man was made perfect,, but man seek after many inventions;;"
1883,the guy who starts talking at 1:29:40 sounds like a perfect blend of bill gates and donald trump.
1885,yes but remember 1 this god could very easily breathe n freeze  all of al up because god is the great i am
1886,raitt
1887,these documentaries are amazing.
1889,deve!oping ai is like killing the human race !
1893,the world/ planet is going to shit and all everyone cares about is profit ....... good fucking luck 
1900,sohiaai
1903,the percentage of crashes on ai driven cars is frighteningly disproportionately large.  i obviously prefer human drivers.
1908,get rid of money and then everyone will embrace artificial intelligence
1910,interesting
1914,"they tried to confuse a facistbook and the ai.. the ai programs made thier own laguage, the ai's made up!! shut it down!!"
1921,"shamefully, i have omitted the question mark."
1926,would be nice to use ai to come up with a solution to inequality. its clearly a choice
1934,8 human intelligence.  get out mfs
1937,they always use the humanitarian reasons to gain traction but in the end the leviathan economic interest controls......
1943,thanks
1944,oh my god we will become half human half robot that's crazy.
1947,not good !!!!!!!!
1948,"this documentary blows my mind. how will each one of us encounter ai, handle ai?"
1961,fantastic.
1971,now we should really put on a face mask to fool ai
1974,it all will be thrown away when china inevitably invades taiwan.
1976,the narrator is making the video the best. i watched the third time tonight.
1981,"interesting report, but describes next to nothing about how ai works."
1982,"when machines do everything as well as a human, what will working class humans be good for? slaves for the elites?"
1985,"ai, equals human laziness."
1994,"pure evil, as with every technology ai will be used for evil, not good"
1998,ai will change human behavior to a robot like behavior.
2006,ai=anti-christ. the borg!
2012,i hate these shows there is no ai its a program ai is self awareya dopes
2016,"so i'm just waiting for kyle reese and sarah connor but their kind of running late here....
 i'll be back "
2021,"morality is an illogical conclusion to ai.
go ahead, release the demons.
right forest?"
2025,ai = we are summoning the demon
2043,"nobody will know how to take care of themselves in the future, when technology is lost and only stone foundations remain."
2047,not okay. no good will come from this.
2052,verigood
2060,good job freaking out the old people.
2061,every single american needs to call their reps and say no thank you.  we will not consent and we will not comply
2068,just like the internet ai will be abused. hope i don't get to live it to see the outcome.
2074,ai is the beast.
2076,i pray that when ai finally gets to america that i'll be long gone or somewhere  deep in the woods.
2079,sim railroad
2081,essential good first how to distribute balance to the people
2084,reflection epic to atmospheric movements of things through out our body
2088,reflection epic from one place to another
2090,maintain like patience
2091,inflation rate and life machine used in md
2104,1-9 ai
2118,i reject ai
2134,i love how they just talk about americans as if they're all dumb as shit lol
2140,amazing how they pay us to create things that will imprison us or destroy us. the man that god made has malfunctioned.
2150,clean up the food chain and the environment and the cancers will go away
2161,wow!!! good bye privacy.
2163,anybody watch the terminator movie?  welcome to your future thanks to the mad scientists.
2169,"glad tesla came out with their ev semi. no oil changes, no brake replacement, no fuel costs."
2170,artificial intelligence is a tool of the devil.
2172,they al look like robots.
2173,the human race is going to end soon...  thanks
2177,so what the fuck are we humans gonna do with ai taking our jobs???
2189,i don’t like your extraordinary progress
2195,creating value for one person and destroying value for many people   .. great job yeah right
2215,i'm glad i'm 74.
2218,i'm buying as much flat land as i can find.... perfect for pitching tents on...
2236,superapp.
2243,"a fair tax structure, free education, and universal basic income are going to be necessary."
2257,great story 20 years to late....
2258,ai...best way to spy on everybody....
2261,fascinating documentary....on the dark side of a.i. and data mining.
2270,what happens to the people that ai replaces
2275,unfortunately it's all about the migthy $$$.
2277,i am not sure why some people are threatened by ai. clearly ai is just a tool. after all without human ai wouldn't exist.
2279,can you imagine an ai trump?
2282,"artificial intelligence will do what it wishes just like the rest of us. 

"
2285,of course the rich love it. i want to see wealth taken from the rich and given to the ai.
2290,beauty facing the face of time
2294,"learn from human then take over. ai can hack you, learn your habits, etc."
2298,isn't ai racist though?
2308,science is powerful!
2309,i'll be off this planet before you ai people screw it all up!egomaniacs are the problem.....
2310,an artificial life!!!???no way not in my reality .it will take you people nowhere at all.
2332,i can understand why iran calls us the great satan.
2334,aww i love america    as i stretch out in my hammock.
2341,i got ar for your ai.
2343,just wait until the machine becomes self aware
2355,"s00ner or later. ai will figure out that we are the problem!
god help us!"
2357,ai is humans defeating humans
2361,the database of ai of that game stored a billion copies of moves and possible powerful counter for every move.
2367,sorry. bad news for china. a lot has happened the past 2 years...and china will lag in many things..even in ai..
2374,"recall what ms. alice walker said to mr. david ike about ""artificial...""?"
2378,"ai can preserve freedom democracy creativity happiness, ai can stop communism."
2383,"let ai choose the president, then ai can chose best one"
2387,robots should pay taxes! there should be a law put in place
2400,this is scarier then any horror movie  i ever seen . we will all be devoured by the ai algorithms .
2421,soon jobs will be advertised  no humans needed only robots can apply ..lol!!!
2427,that's why they created pandemics ..to kill all people and move in ai.
2438,ai can stop animal testing.
2439,thank you for this eye opener
2458,one of the best programs i'v ever seen!thanks for show
2459,robots don't do hand-waving
2465,1:08:52 i love this office
2468,can’t you just feel machines taking over the world?
2469,"only two rules. 
1. the computer is always right. 
2. happiness is mandatory."
2471,fascinating and depressing at the same time.
2476,"capitalism encourages and rewards ruthlessness, so there will be no ethical brakes on ai under this system."
2477,exactly build up china and tear down america it’s happening in plain site
2478,the computers are learning how our brains work.
2480,super 
2483,ai versus jesus christ- the creator of all things.
2487,if no robots there no metal.
2490,all the experts can be itself trainer.
2491,why not let him to be truck driver trainer for self driver truck.
2499,ai line
2524,berger paint on heaven
2534,billionairewhitenavycollarfitgear
2539,overproduction and no consumer goodluck economy
2549,artificial intelligence as a promise eliminating us as humans
2564,it fit ai  aq   
2568,excellent video as i expect from pbs>
2585,"don't forget the way everything is i gat allat off probe investor and machine teacher,.."
2588,why are we raising tech as a nation and our children aren't
2608,i am bored & unhappy with being happy. i am ready for chip implantation.
2623,people without job will start kill the creators of robots and ai.  remember that.
2625,who has their control of ai especially in an conflict of interest scenario.
2627,when i see ai i didn't see human observing people but computer observing people.
2631,ai routine we are coming
2632,the matter intelligence
2637,who ever makes an ai that makes people become unemployed is only after making money and fame total scum bag.
2639,really enjoyed this documentary.
2646,"i have an ai computer, in my pants!"
2651,congratulations chinese ppl... you'll now be able to be tracked more than ever! woo-hoo!.... i think...?
2655,"there is more and more technology, and people are more and more sick and unhappy..."
2659,ai recommended this documentary for me
2660,<<<<<<<<< there is no privacy in an ai world >>>>>>>> hopefully i'll be dead in 20 years so.........
2665,i await the day ai fixes the human dilemma
2667,only thing we need ai for is to send those stupid fucks where  humans cant go and send back data
2673,it was possible. i wrote a book about it. ai can go all the way.
2677,a.i is cool but what about the working people you gone have self driving trucks that’s billions of jobs gone
2679,great story
2683,"the aryan epoch when machine merges with man

book of daniel when iron mixes with clay"
2687,"if man would have been by nature good and innocent and selfless, then i would not be against this development."
2689,"very interesting, informative and worthwhile video."
2698,this is going to make a lot of people jobless
2699,the he'll with it their no need for human  let ai run the  world
2707,all we need is one good coronal mass ejection from the sun to blow out our satellites and we're back in the stone age 
2714,best documentation i had seen
2721,"mankind has out lived its brain, time of the ai  is coming fast date to day 11/9/ 2022 /"
2726,great! get ready everybody...we are getting replaced and controlled by machines. thank you.
2732,good let the chinese have this one
2734,i think it's good either way i've lost nothing but gained a lot of insight
2738,amazing and spooky!
2755,oh cool i can follow the snail trails
2757,amazing
2764,we're not being replaced by robots we're being replaced by foreign workers. americans are just not willing to go to work
2766,this shit is no good destroy it now
2767,all technologies can be used for good or evil. humans will be substituted by machines until all jobs will be done by machines
2773,artificial intelligence turns out to be the biggest enemy of many civilizations in the future.
2775,"i will never stop loving china....they are like 1million years ahead.....my country kenya, oooohhh my country"
2778,i'm happy for ai it's way better then the human being yay
2781,no jobs = no money = no ai
2788,in 2022 an ai robot broke the finger of a boy while playing chess ... on purpose.
2789,i love how it went from a china revolution to literally “meanwhile in america” & i’m from fucking america
2798,i think ai is a good thing but it's had to be control better but it will not people are greedy and sneak
2800,china has stolen most of our secrets. very unfortunate. the consequences of allowing them to join the world trade.
2803,or  its  us vs ai
2806,robots building robots. humans building humans.  whats  next
2809,"great kid, dangerous work. wishing you an honest heart and safe travels"
2810,complete bullshit. ai.ffs.
2821,wait to robo cop comes toget you for not paying you bills on time more prisons
2831,i want  a love bot
2861,"it is amazing how people talk about ai, but end up talking about china. lol"
2862,"i am curious whether a point in the future will happen, when ai evolves into a level high enough to study other ai species"
2867,china is proof that socialism is superior to capitalism.
2881,good video thx
2893,that board game is a game played to let the boss or guy paying ether dinner. it’s not a game based on intelligence or skill.
2896,have you ever listen to the actual hipnosis sessions? there interesting
2905,why don't they make these robots purple or blue? why they have to be white?
2906,"peoples jobs are taken away by ai, thats scary"
2907,i can't wait to be unemployed and even more poor than i am now. god bless america.
2909,now we know that we humans so far had “natural” intelligence
2917,there’s going to be a great reset and justice will find these corporate leaders very soon as they are on the list
2919,love love love it!!!!!!!!!
2929,"the robot manufacturer is talking like a politician, making promises he can not keep!"
2933,taiwan have to do of the chip/ microchip production (taiwan is the first (of the chip production) of the world)
2934,not for long enjoy china and watch the great return to greatness!!!!!!
2937,"great true story-book title-""cowboy mafia ""#."
2948,what is the point of fighting it??? people are already robots!!!
2953,thanks for the information
2960,ai will destroy us in our own world .... we must stop it
2963,slava ukraine
2967,"loved this video but i do call it the war of the machines, robots are soul less."
2969,robot gone be the president... all humans must die!!
2981,i love you ai
2995,spectacular
2997,amazing pbs more power!
2998,"the new communist revolution is on it's way! enjoy your freedom before the freemasons take it all away,,,"
3000,so the powers that be aren't worried about ai control but whether china taking away united states control of the planet!
3005,happy to be indian 
3011,"speaking as an ai robot myself, i found this to be a very good doc. 4 stars!"
3018,it's humans that have created ai!
3022,i love ai
3026,"i love playing go.  damn its hard. ....mortified, stupified... terrorized by you..."
3027,ai is a vessel for demons
3033,"digging their way out of a hole that the ""super rich"" and ""tech"" created..."
3042,how do police stop that robot truck?
3050,what about all the jobs to be lost...can ai fix that
3053,very good documentary!!!!
3054,"it seems like a too simple solution, but what if the protest was not using ai as a consumer."
3057,the assigned social number sounds very familiar to a black mirror episode.  and that episode wasn't a good one.
3059,the age of adequate intelligence
3060,"i would love ai that clean up the land , airs, and waters. possibly even help heal the ozone layer...one can dream."
3082,"takeaway: china is so amazing - vote for communism!

"
3094,"y are so stupid to believe ai is independent 
no
"
3103,it's gonna take an incredible bolt of luck if we survive this! it is widely believed that ai will kill us all.
3104,i'm sure they already ran the question of the future of ai through ai. they have a hood idea of what it will do.
3111,"this was made prior to the pandemic, now society is begging for ai to fill jobs. convenient ain’t it?"
3125,"on china, there is no freedom no privacy rights, people is transform on robots"
3132,what will 7 b people do when ai takes our jobs
3136,no matter what angle you look at the future of human life on this planet.... we are certainly doomed
3139,"since 2 years ago when this video was made, a great deal has changed in china for the worse."
3140,"yes, they are very good at determining loans. just look at evergrande."
3145,"diet affects cancer much better than any ai. hint, whole food plant based."
3148,china is flailing now.
3152,would ai be able to make a documentary as this? doubt it.
3158,and they want to get rid of our guns we're going to need our guns when these machines try to kill us
3165,"good presentation, however, anti china propaganda was infused in this article. biased presentation."
3176,i love pbs
3179,subtitle: chinese people showing off chinese technology 2 hour straight.
3184,of course and they thats what ai os all about do but dont tell anyone
3185,nice video !! but. people will be kicking themselves in few weeks if they miss the opportunity to buy and invest in bitcoin
3186,sounds extreme but we need a good meteor. hopefully not near my place though.
3188,yeah put truck drivers out of a job!! good job 
3189,it is scary that we will make a handful of billionaires and put billions of people out of work...
3195,"that’s why i became a lineman for the power company, they will always need electricity and no robot will do that job!"
3200,thank you god bless you all
3201,thank you god bless you all
3202,thank you god bless you all
3203,thank you god bless you all
3204,thank you god bless you all
3205,thank you god bless you all
3206,thank you god bless you all
3207,thank you god bless you all
3208,thank you god bless you all
3209,thank you god bless you all
3210,thank you god bless you all
3211,thank you god bless you all
3212,thank you god bless you all
3213,thank you god bless you all
3214,thank you god bless you all
3215,thank you god bless you all
3222,wow  ! gd
3229,and now if we can just teach our kids about love and stop fukin like rats we might get somewhere..
3232,wonderful one. thanks
3233,that's great! thank you so much.
3234,"one day the concept of a ""job"" will become antiquated. humans will be here to enjoy life; the robots to do the drudgery."
3250,i heard trump in there doing what he does best; riling people up with lies and disinformation.
3251,ai is taking over in 50 years they're will be no jobs
3252,thank you for this incredible work
3256,"people learning to be racist,an real dumb,@ focus on real disease @ not covid,total control....laugh now,cry later"
3258,behind the security rbu koja ju ina 14230 new year night 2022 air to ground tactical hit by patriot.
3261,11 million views and the whole privacy/cookie thing is just now being explained to us
3264,wow! this is so true! surprised it's on youtube and not being fact checked?? must be nice.
3269,may allah bless our truckers !
3275,this one is phenomenal.
3289,this is where we merge are you ready ai
3291,let's pray for ai politicians...
3293,"ai  is a smart machine or black technology, it can be used for torturing people."
3300,a.i. superpower  ...... am i the only person that watched this small budget movie called it.....the terminator???
3314,"man, this frontline documentary still fascinates me after all these years."
3316,this is interesting
3320,jesus loves you 
