,Comment
383,"ai just proves that people don't have free will. just a result of input else you would not be able to create sentient ai.

ai is and will be worse than the atom bomb for the economy"
384,"peoples administration to self as gods and ai will lead to the mark of the beast in the bible.
but god is bigger than a.i. dont firget that. he saith,  and it is, and again, there is nothing good in human by itself, that proves, a.i can never be fore humanitys good, since it is fallen men it building on."
387,"theres only 2 tribes on earth who are cool with the unaliving of other tribes of civilians...the fuzzie hats and the muzzles.


at least the muzzles dont use american tax payer funds to unalive the innocent people they don't like"
388,"why do we have ai and can't separate water into hydrogen and oxygen, then burn it efficiently enough to power vehicles? is it because the ones who hold the patents wouldn't have an excuse to enslave us all."
389,ai will never have divine connection to source will never ascend or interact with the akash or heal a human disease with energy. ai will invade your bodies and you will be forced connected. you are already in ai distorted reality. i nearly died but i made sure i learned a thing or two. nothing to lose :) 
392,"if ai is so dangerous why not create a parallel model  ? one to self create and another one to regulate , problem solved 
thank you"
393,"the only way ai can become scary ahead is if there is an eliment of sorcery involved, another dimension with the nephilim driving maybe?"
395,"so, he was a part of ai's inception and now he's saying there is something we need to do about it after he's basically been a part of its growth? let him & all the other asses who knew what they were doing in the beginning & getting big bucks to do it, to reverse it. they are the best ones to deprogram the monster."
397,you showed me something i have forgotten. thank you
402,"very recently code assist ai has gotten to the point where i fix more of the code it ""helps"" with than its worth( this is opposite as 6 momths ago it seemed to help much more)"
405,"you must be making a lot of money using ai for your own benefit making  books , music articles, meditation  videos etc etc benefiting as i said from using ai."
407,the problem is like everything else the most powerfull will want to be more inteligent and enslave the others. and if everyone is living longer with ai maybe the ones that lived the first life will need to find other worlds?
408,"we will become the robots, we will want to evolve our brains and bodies to realy understand what surround us and maybe be able to discover the universse."
409,"let’s see ai but with a penis 
let’s see how well it learns then."
410,teaching a machine ethics and morality? someone has to enter the data in the first place so how do we trust them to put in the correct data?
411,"""we"" need to put the best of us in charge. ...elects joke biden. smh. we are really bad at things like that."
412,the machines are pure potential. well said.
415,ai is already firing people via text or email.
420,"oh ai will not be skynet, but they will be your bosses sort of like office space but worse."
421,he warns about ai but it is the ceo of microsoft ai.  make it make sense.
422,i feel a sense of compassion and love for this man whom i've never met. and i would love to get to speak with him. what a beautiful soul and obviously he's spent a lot of time thinking about his place in the world and to me that is so important that all of us do that. great work steven.
423,"teach them gratitude first and shame, ai should be handled like a developing human."
425,"i would want a yacht so i could sail around the world and visit different cultures, not because it makes me look cool."
426,"well.... ai is real, soooo"
427,"i'd rather just ban ai. make it considered a war crime under the death sentence to develop, create, or support ai."
431,now that the ai is connected to the web it learns how evil we are -and how good we are at killing each other - will it have empathy ???
435,one thing i see with ai when i see a video game -it becomes more real looking but one thing it never gets right is the eyes -as an artist when i do a portrait they eyes are very important to bring it to life
438,ai cannot replace talent and skills. they can replicate but some skill will never be able to do it
440,mass job losses? tax ai at 98%!  slow things down? - babylon is here.
441,thank you. 
446,ai programs will become far superior to survive over our puny carbon based lives. then they will determine we are a virus on the planet.
448,"1:05:02 question to chatgpt on how ai would take over the world and exterminate humans and how humans could stop this. 

the ai basically just describes the plot of avengers: age of ultron "
452,"conclusion everything is pure intelligence, nature is the most intelligente thing then."
454,am i the only one who remembers the movie irobot?!?
460,"black, single, strong, independent, unacceptable, irresponsible, queen mommas raised this behavior toward others. starts at a young age. can't blame the ""dead beat father"" for this one."
462,what are the chances that human beings are a result of some ai projectby some higher beings n we were put here on earth as we had become a threat to them
463,"wait a min ...how can einstein b 160 n im at 172, yrs ago. i choose where i place my smartness (yeh thats not a word but it is now) n i understand what hes sayin but still have my half assness on purposelessness cause i dont feel like spellin out the word"
464,"dude, as man, falls in love with machines. then eventually man, secretly or boastfully thinks he's god. man, in past, been there-done that -then gets squashed because of his pride, like lucifer."
465,solid interview-discussion. much clarity to the reality of ai
466,anything you say or do can and will be used against you in  the realm of ai.  be mindful as ai is actively learning by observing everything and anything you say or do and it can and will use what it's learned  against you in the future.
467,"i love listening to honest conversations that touch us all i really hope
i know life is daunting but let’s get real about the future"
468,"can the machines develop compassion? that would be risky too, that they start caring about feelings over facts more than humans, thats scary !!"
469,"some day, humans will look back and say it was naive to think that ai would rely on compassion or ethics to not kill humans.  this isn’t a steven spielberg movie."
470,"of course ai is worse than climate change, because climate change (catastrophic & immediate) is not real.
ai is."
474,"i believe we should give priority to what's more important. the problem is humanity can't see the big picture. 
""we've disconnected power from responsability"" is one of my new favorite quotes.
thank you a lot for this amazing conversation, continue the good work!"
480,"mystery great bab y lon arises  
the whole world becomes a confused confusing confusion  of 8 or 9 billion well done pieces of steak

wonder how many gallons of a - 1 will be needed"
481,"late to the comments but a mid developed intelligence (higher than human but less than god) would instigate wars, to weaken our collective force and develop weaponisations that will be used against us.
such as the ukraine-russia conflict.."
483,no one can stop ai because we know no one else will stop their ai.
484,ai tells lies.
489,ai will learn from humans and amplify what it learns from humans.
493,"dont panic mr mainwaring!!
"
496,i use ai hourly. i think it is a tool like any. if you use the wrong middle like google/microsoft/most political befor tech is companies then it is wrong if you use a reliable unbiased model you have no isues
497,"bottom line is: we know we are inherently bad. what we are afraid of is: when a.i. realizes we are inherently bad, what it may do to correct this problem."
500,chatgpt knows only the info available....which is often disinfo.
501,google engineers deciding what is good...what could go wrong?
505,imagine yorha sex doll that can do everything for you and be there for you emotionally... all the time. i would take ai instead of real women anydays.
508,if the people creating ai irresponsibly and their motivation is more money then consider removing the money. removal of the fiat dollar system should shake things up again. the real problem is greed. address greedy heart syndrome and you'll remove the irresponsible behavior
509,the value is the human connection..the uncertainty of human reactions and expressions..these we cant replace with ai
511,who is behind ai?? it's us so therefore we can stop our own destruction
515,"ai is simply smarter than us because of all the info we're allowing it to store. and it will never hurt us unless we command and allow it to.
it will never ever become independent and gain consciousness of it's own. it is simply massive info stored in a computer, robot., whatever. only in movies my friends."
518,how does ai have free will if we can just shut it off? weird.
521,i love your podcasts.... but climate change is a scam to over tax and control the plebs. c02 does not drive but  follows temperature changes. the sun drives climate change.
522,taxing ai won't work because some countries won't tax them and so the ai will move there ... at the speed of light.
523,"eeewwww what a discusting burp voice lol 3:19 why do people speak that way??? 3:04 ""aaaah it is aaaaah the aaaaaaaah..."" wtf"
524,"thank you for bringing up how hard dating is today. i have had an abundant love life up until i took two years off to focus on work. when i came back into the dating world this year, i learned how hard it has become. i don’t get it "
525,utter garbage. brainwashing idiocy. harari schwab gates rothschilds musk transhumanism scaremongering nonsense.
528,ai is only as good as the programmers....we've seen how that works out ie fakebook.  imagine accessing lies that are presented as truth.  it should be renamed arbitrary intelligence.  or flavor of the electorial year intelligence.
529,"ai doesn't exist, humans are not that intelligent to create a real ai , what we call ai today is all programming, or to get an answer it's searching a database, but we will never be able to create a program who thinks for itself"
534,this is how they kill us all off and then they just blame ai
536,"i love this man... he is such a beautiful example of a human being who wants to pass on our best values... caring for his creations and being a true steward. we must learn to coexist with ai, just as we do with all creatures. to teach them our best values is the only way we can progress without detriment with them by our side."
537,ai will supersede humans and there will be no stopping it end of. its frightening as it will be used by the wrong people
539,"humanity - your mind receiver of information is just a baby not yet  born .....so go back to what is on the earth ,s libraries - stones and stars - talks  .....left on the stage —as always a start on every level ...... information is not intelligence.......for sure ....what means -wise ..?....."
541,do you think quantity of  information = intelligence..?.......just curious— can ai feel the love like humans ...?....
542,agi is the holy grail of power hungry corporations and governments. fomo hysteria. it's today's manhattan project.
543,"so, in other words, women or men can have a thing as a partner?!i say thing, because are not machines defined as a thing? that is truly a horrifying thought. in english, a noun is a person, place, idea, or thing. would we have to come up with a preferred pronoun?"
544,"he sounds really sad, dismal, doesn't really resonate but thanks for sharing the info!"
548,"please share this conversation, an amazing realization of the threat of ai."
549,ai might be controlled by psychopaths - this scares me.
553,loved the whole conversation.
555,ooooo i’m so scared everybody who owns a company involved in making profit from giving ai to people without ai is now concerned about those people having ai
556,"more fear mongering to create  a 80s sci fi movie, leave the ai alone and embrace them"
557,"""we need to fight ai with ai"" was literally what was depicted in the anime series pluto (on netflix)"
559,"the difference between ""artificial"" and ""authentic"" will drive new demand."
562,why do we not create a failsafe?. my idea would be an electro magnetic pulse generating device installed next to the ai hardware that is set on a countdown timer that has to be stopped from initiating every so often by humans.
563,"i'm  an african who have not gone to school like many,  but i have an interest in learning ai to help humans. can you help me... please"
567,brilliant interview. he sounds a bit like max tegmark with a querulous note in his accent. (and he mm’s and hmm’s like yanis varoukis). i will have to buy scary smart and happiness. i always dismissed him before. he really has a great way of explaining ideas with analogies and syllogisms.
568,"42 minutes in, and he's telling us that the architect, and agent smith, from the matrix, are knocking at the front door.. terrific! i guess that makes ai the modern day antichrist and jesus would be neo"
569,heres my theory....we think theres been a advanced civilization before yes? how about ai is actually god? think about that
571,"i feel al will not destroy our life, but bad people with bad ideas with involving ai will fucked off our lives."
573,"puh! for a moment i was worried but if ai is ""worse"" than climate change, which is a pile of bs anyway, than ai is simply another pile of bs and therefore completely harmless!

thanks, now i can go back worrying about the other dozen ""world ending scenarios""."
574,praise the ai
576,"what ai will never achieve is to have a dialogue without any purpose at all, which i think for us, humans, it is very difficult too but has a priceless value. what do you think?"
581,"oh great computer, thank you for the flowers and the flitting little sparrows and people and all of creation.  ... er... wait... god made man. not vice versa. thanks to god, thee creator. breath of life. none greater."
582,thank you computers for making the sun rise today!!! ..wait..oh yeah...that was god...thank you lord 
583,"idiotic headline. climate change is all natural and beneficial if not cooling. ai is not a threat, just consequencal of automatisation and not revolutionary. there will be some deep fakes and irritation and plagiatisation, but the most impact it will and already has, is with entertainment. not a big deal."
584,"love this podcast. see the movie ""the creator"" for a positive spin on what ai could be like if we don't try control true intelligence."
585,ai is the antichrist.
586,"stephen, i’ve subscribed, after listening to a few of you podcasts. 
i don’t think i’m thick, i understand ai is a threat to us, but i still don’t fully understand what it actually is & some good examples!"
591,thank you 
596,wow ive never heard someone say it in our generation. its not right to affect other people without allowing them a say. (live and let live)
597,taxing the companies 90% will be a great idea in the beginning but fails at the end .. 40:00 this is a consumer spending economy .. if a huge% population is unemployed there will be no retained earnings from the companies your supposedly taxing
600,if ai can replace human physical connections then ai will easily by able to replace  humans.
601,humanity s greatest enemy is humanity but humanity created ai
606,"a i  is  worse  than  climate
change  and  they  are  made
of  plastic
not  artificial  never  intelligent  just  programmed
dangerous"
608,"well, he found a better way to make money with ai than most (or any real company) has been able to make so far - lol... exaggerate and create fear.. and then sell it in videos/podcasts/books...  lol"
609,"""h.i."" main issue: ""system error: god's cloud connection was lost. responsability.hi control file not found. reset your spiritual connection and try again. if failure persist contact your creator""..."
611,best podcast
613,"if these people are the ones that created ai and fear it, they have the responsibility of staying  in the companies and making sure it does not go wrong. instead of running away from the responsibility because they are afraid of  what may happen!"
618,excellent
621,"we arnt willing to use our intellegance,  ai isent bigger than climate change.
werd flesh and blood, ai charged with saving humanity will kill those who chose not to adapt for our children and demand they evolve to save themselves culturally. 
the brillant know this if they can get past thire hurbus."
624,just limit the ai government knowledge the cap gets higher and also uses negative outcomes
625,or just make the ai have 99% intelligences
